suite,covered_priority,district_priority,source_id,year_hint,district_hint,stage_hint,evidence_guess,extract_status,text_chars,hit_count,hit_terms,question_anchors,relative_path,cache_path
2024东城二模,no,3,SRC_9080f96f9701,2024,东城,二模,P0_candidate_scoring,ok,5443,0,,,东城二模/细则/分题细则/阅卷总结/19题/19（1）.docx,02_extraction/full_source_text_cache_20260503/SRC_9080f96f9701_19_1_docx.txt
2024东城二模,no,3,SRC_c492176058fd,2024,东城,二模,P0_candidate_scoring,ok,1742,0,,,东城二模/细则/分题细则/阅卷总结/19题/19（2）.docx,02_extraction/full_source_text_cache_20260503/SRC_c492176058fd_19_2_docx.txt
2024东城二模,no,3,SRC_82b0237dce42,2024,东城,二模,P0_candidate_scoring,ok,4340,0,,赵赛 组长： 赵赛 题号与设问：21.实现中华民族伟大复兴进入了不可逆转的历史进程。结合材料，综合运用所学，分析以上战略性有利条件在这一历史进程中是如何发挥作用的。（7分） 题号与设问：21.实现中 || 是如何发挥作用的。（7分） 题号与设问：21.实现中华民族伟大复兴进入了不可逆转的历史进程。结合材料，综合运用所学，分析以上战略性有利条件在这一历史进程中是如何发挥作用的。（7分） 题号与设问：21.实现中 || 是如何发挥作用的。（7分） 题号与设问：21.实现中华民族伟大复兴进入了不可逆转的历史进程。结合材料，综合运用所学，分析以上战略性有利条件在这一历史进程中是如何发挥作用的。（7分） 参考答案 可从中国共产党,东城二模/细则/分题细则/阅卷总结/21题/21.docx,02_extraction/full_source_text_cache_20260503/SRC_82b0237dce42_21_docx.txt
2024东城二模,no,3,SRC_322c2db4a7fe,2024,东城,二模,P0_candidate_scoring,ok,1990,0,,"[[SLIDE 4]] 【东城统练】21. （8分） 一轴画卷，抒怀古今。700多年前，黄公望绘就旷世名作《富春山居图》，勾画出人与自然和谐共生之美。2003年,浙江省启动“千村示范、万村整治”工程（",东城二模/细则/分题细则/阅卷总结/21题/21题(1).pptx,02_extraction/full_source_text_cache_20260503/SRC_322c2db4a7fe_21题_1_pptx.txt
2024东城二模,no,3,SRC_144e07c6e537,2024,东城,二模,P0_candidate_scoring,empty_pdf_text_needs_visual,0,0,,,东城二模/细则/补充材料/细则.pdf,02_extraction/full_source_text_cache_20260503/SRC_144e07c6e537_细则_pdf.txt
2024东城二模,no,3,SRC_6a382f2c9e97,2024,东城,二模,P3_candidate_paper,empty_pdf_text_needs_visual,0,0,,,东城二模/试卷/试卷.pdf,02_extraction/full_source_text_cache_20260503/SRC_6a382f2c9e97_试卷_pdf.txt
2026东城一模,no,3,SRC_69f4a5c96bf0,2026,东城,一模,P0_candidate_scoring,ok,1873,0,,2026.4 [[SLIDE 2]] 16.（7 分） 文艺是时代前进的号角。 当今时代，大众情绪多样复杂、变化迅速，时代情感则恢弘深沉、浸润人心。 （配图：文艺晚会、电视剧台词 “道之所在，虽千万人，吾,2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/16.pptx,02_extraction/full_source_text_cache_20260503/SRC_69f4a5c96bf0_16_pptx.txt
2026东城一模,no,3,SRC_03696854d360,2026,东城,一模,P0_candidate_scoring,ok,1281,0,,2026.4 [[SLIDE 2]] 17.结合材料，运用《政治与法治》知识，说明青年友好城市建设是如何将“青年心事”转化为城市治理“实事”的。 材料分析1*3 “心事”被听见 调研、梳理、征集模拟提案、,2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/17.pptx,02_extraction/full_source_text_cache_20260503/SRC_03696854d360_17_pptx.txt
2026东城一模,no,3,SRC_5d17aa87bc17,2026,东城,一模,P0_candidate_scoring,ok,1372,0,,,2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/18+选择7、13.pptx,02_extraction/full_source_text_cache_20260503/SRC_5d17aa87bc17_18_选择7_13_pptx.txt
2026东城一模,no,3,SRC_7e06d068910f,2026,东城,一模,P0_candidate_scoring,ok,170,0,,,2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（1）.pptx,02_extraction/full_source_text_cache_20260503/SRC_7e06d068910f_19_1_pptx.txt
2026东城一模,no,3,SRC_1ebc5ea95bc8,2026,东城,一模,P0_candidate_scoring,ok,1371,0,,2026.1 [[SLIDE 2]] 19.（2） [[SLIDE 3]] 独特优势：创新资源集聚、空间布局精准、全链条产业生态、产城融合 细则： 独特优势：2分 4选2 1.创新资源集聚,2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（2）.pptx,02_extraction/full_source_text_cache_20260503/SRC_1ebc5ea95bc8_19_2_pptx.txt
2026东城一模,no,3,SRC_0eef31593a11,2026,东城,一模,P0_candidate_scoring,ok,1146,0,,,2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（4）.pptx,02_extraction/full_source_text_cache_20260503/SRC_0eef31593a11_19_4_pptx.txt
2026东城一模,no,3,SRC_1475504e2bc4,2026,东城,一模,P0_candidate_scoring,empty_pdf_text_needs_visual,0,0,,,2026各区一模/2026东城一模/细则/细则.pdf,02_extraction/full_source_text_cache_20260503/SRC_1475504e2bc4_细则_pdf.txt
2026东城一模,no,3,SRC_3177a54aaed5,2026,东城,一模,P3_candidate_paper,empty_pdf_text_needs_visual,0,0,,,2026各区一模/2026东城一模/试卷/补充材料/2026东城一模 原卷扫描版.pdf,02_extraction/full_source_text_cache_20260503/SRC_3177a54aaed5_2026东城一模_原卷扫描版_pdf.txt
2024东城一模,yes,3,SRC_1f17f2c91d92,2024,东城,一模,P0_candidate_scoring,ok,10175,13,共同利益;和平与发展;经济全球化;国际关系民主化;新型国际关系;人类命运共同体;两个市场;两种资源;对外开放;平衡,文化1分。“人民”“立场”“自信”等） 16题阅卷细则（哲学3分，任意2个哲学观点的3分，1个观点2分；文化4分，解释关系1分，分析论证2分，要求举措1分） [[SLIDE 27]] 16题答案示例 || 求举措1分） [[SLIDE 27]] 16题答案示例 坚持共性和个性的统一（普特统一）。各具特色民族文化构成世界文化多样性（2分），文化成就既是民族的，也是世界的；既是本民族人民劳动智慧的结晶，也,2024东城一模/细则/细则.pptx,02_extraction/full_source_text_cache_20260503/SRC_1f17f2c91d92_细则_pptx.txt
2024东城一模,yes,3,SRC_fa4ea186dba9,2024,东城,一模,P0_candidate_scoring,empty_pdf_text_needs_visual,0,0,,,2024东城一模/细则/补充材料/北京市东城区2023-2024学年度第二学期高三综合练习（一）思想政治答案(1).pdf,02_extraction/full_source_text_cache_20260503/SRC_fa4ea186dba9_北京市东城区2023-2024学年度第二学期高三综合练习_一_思想政治答案_1_pdf.txt
2024东城一模,yes,3,SRC_a1c55f582bad,2024,东城,一模,P3_candidate_paper,empty_pdf_text_needs_visual,0,0,,,2024东城一模/试卷/试卷.pdf,02_extraction/full_source_text_cache_20260503/SRC_a1c55f582bad_试卷_pdf.txt
2024朝阳期中,no,4,SRC_486fe5ba720a,2024,朝阳,期中,P0_candidate_scoring,ok,21315,34,经济全球化;全球治理;两个市场;普惠;平衡;共赢,20241109高3阅卷总结16题组 范伟光组 2024.11.09 诊断导向：找准问题，对症改进，提高成绩！ 20241109高3阅卷总结17题 组 高捷组 2024.11 || 提高成绩！ 20241109高3阅卷总结17题 组 高捷组 2024.11.09 诊断导向：找准问题，对症改进，提高成绩！ 20241109高3阅卷总结18 任会波组 2024.11.0 || 提高成绩！ 20241109高3阅卷总结20（1）题组 李丽莲组 2024.11.09 诊断导向：找准问题，对症改进，提高成绩！ 20241109高3阅卷总结20（2）题组 汤桃玲组 2024.1 || 提高成绩！ 20241109高3阅卷总结20（2）题组 汤桃玲组 2024.11.09 诊断导向：找准问题，对症改进，提高成绩！ 20241109高3阅卷总结20（3）题组 代超组 2024.11. || 提高成绩！ 20240708高2阅卷总结22题 赵晋组 2024.07.08 诊断导向：找准问题，对症改进，提高成绩！ 总结汇总人：范伟光 本组阅卷人：于静 张文勃 刘丽云 刘欣 郑文婧 || 婧 阮箫 宋艳艳 平均分： 3.33 16.（8分） 结合材料，运用历史唯物主义的相关知识，谈谈你对改革开放以来中国共产党十次三中全会中的决策部署的“变”与“不变”的理解。 阅卷前制定的参考答案： 能运用 || 绕推进中国式现代化进一步全面深化改革。 16.（8分） 结合材料，运用历史唯物主义的相关知识，谈谈你对改革开放以来中国共产党十次三中全会中的决策部署的“变”与“不变”的理解。 阅卷前制定的参考答案： 能运用,2024朝阳期中/细则/补充材料/2024.11期中政治朝阳评标2.docx,02_extraction/full_source_text_cache_20260503/SRC_486fe5ba720a_2024_11期中政治朝阳评标2_docx.txt
2024朝阳期中,no,4,SRC_3d4cd35f4494,2024,朝阳,期中,P0_candidate_scoring,ok,5594,23,经济全球化;全球治理;两个市场;普惠;平衡;共赢,16题 评分细则 16.（8分） 结合材料，运用历史唯物主义的相关知识，谈谈你对改革开放以来中国共产党十次三中全会中的决策部署的“变”与“不变”的理解。 知识1 || 16题 评分细则 16.（8分） 结合材料，运用历史唯物主义的相关知识，谈谈你对改革开放以来中国共产党十次三中全会中的决策部署的“变”与“不变”的理解。 知识1分 + 结合材料1 || 知识，分析有道理，酌情给1---2分。 17题 细则 17. （8分） 结合材料，运用《哲学与文化》相关知识，分析如何让我国历史悠久的农耕文明在新时代迎来全新面貌。 文化（6分）+哲学（2分），共8分 ① || ，酌情给1---2分。 17题 细则 17. （8分） 结合材料，运用《哲学与文化》相关知识，分析如何让我国历史悠久的农耕文明在新时代迎来全新面貌。 文化（6分）+哲学（2分），共8分 ①坚持习近平文化思想 || 角度言之成理即可，知识1分，材料1分。 18题 阅卷细则1 任会波组 18. (8 分) 阅读材料，运用《逻辑与思维》相关知识，评析楚王和晏子的推理。 楚王的推 || 1分。 18题 阅卷细则1 任会波组 18. (8 分) 阅读材料，运用《逻辑与思维》相关知识，评析楚王和晏子的推理。 楚王的推理： ①楚王的推理 属于不完全归纳推 || 是或然推理，但是增强了论证说服力1分 19题细则 19. 结合材料，分析“首发经济”的北京朝外样本的打造是如何体现创新思维的？ 材料共3个部分，每一部分体现“创新思维1+材料1”，共4个，8分。 1.全篇 || 但是增强了论证说服力1分 19题细则 19. 结合材料，分析“首发经济”的北京朝外样本的打造是如何体现创新思维的？ 材料共3个部分，每一部分体现“创新思维1+材料1”，共4个，8分。 1.全篇都只抄材料，最,2024朝阳期中/细则/细则.docx,02_extraction/full_source_text_cache_20260503/SRC_3d4cd35f4494_细则_docx.txt
2025朝阳二模,no,4,SRC_436f84dc1edf,2025,朝阳,二模,P0_candidate_scoring,ok,7083,22,国家利益;共同利益;经济全球化;全球治理;国际关系民主化;新型国际关系;人类命运共同体;多边主义;真正的多边主义;外交政策;独立自主;普惠;平衡;共赢,16.（7分）结合材料，运用《哲学与文化》知识，阐明从游与自学在人才成长中的作用。 阅卷前制定的参考答案：能运用文化传承与创新、联系、发展、实践和认识等知识作答。 ① || ，最多得4分； 同一知识点，不重复给分 17.（5分） 分析材料，运用《逻辑与思维》知识，识别材料中的同学所运用的推理类型，谈谈如何更好发挥该推理类型的思维功能。 该组同学运用的推理类型的是不完全归 || 前提与结论的相关程度，增强推理可靠性。 18.（6分） 结合材料，运用《经济与社会》知识，说明上述举措对促进我国社会保障事业高质量发展的作用。 阅卷前制定的参考答案： 就业地参加医保和异地就医结算，有助于 || ，2分 写出3个角度，2分 满分2分 19.（9分） 运用《政治与法治》知识，就以上三个方面，提出推动法治社会建设的建议，并说明理由。 阅卷前制定的参考答案： 答案示例： 建议：针对弱势群体，建立专门的法 || 意2个给2分，理由答出任意1个给1分。 20.（10分） （1）结合材料，运用《法律与生活》知识，分析上述案例。（8分） （2）假如你是人民调解员，提出解决纠纷的建议。（2分） 阅卷前制定的参考答案： || ，即使所有关键词答到，最多一半分4分。 22.（10分） 结合材料，综合运用所学，谈谈对推进中国式现代化事业中的顶层设计与实践探索的理解。 阅卷前制定的参考答案：22.（10分）综合运用《中特》《政治与 || 探索的理解。 阅卷前制定的参考答案：22.（10分）综合运用《中特》《政治与法治》《哲学与文化》等模块知识作答 ①顶层设计是把握方向、统领目标的，为实践探索提供方向和指引；实践探索是寻觅路径、寻找办法 || 验。（2分） 评分细则、答案变通说明： 22.（10分）综合运用《中特》《政治与法治》《哲学与文化》等模块知识作答 ①二者是什么（是什么） 共2分 顶层设计是把握方向、统领目标的，为实践探索提供方向和,2025各区二模/2025朝阳二模/细则/细则.docx,02_extraction/full_source_text_cache_20260503/SRC_436f84dc1edf_细则_docx.txt
2024朝阳一模,no,4,SRC_4fc81e818683,2024,朝阳,一模,P0_candidate_scoring,ok,11575,20,国家利益;政治多极化;经济全球化;全球治理;新型国际关系;人类命运共同体;中国力量;两个市场;两种资源;对外开放;独立自主;和平共处五项原则;平衡;共赢,语言 班级得分率： 最高分： 最低分： 16.（7分） 中国共产党作为百年大党，如何跳出治乱兴衰历史周期率，永葆先进性和纯洁性、永葆青春活力，永远得到人民拥护和支持，实现长期执政，是必须回答好、解决好的一个 || 个主体6分。 [[SLIDE 34]] 18.（16分）科技创新、科学普及是实现创新发展的两翼。 材料一 加快建设北京国际科技创新中心，是党中央赋予北京的重大战略任务，既需要有坚实有力的法制保障，更需要法制 || 在自己手中。 [[SLIDE 49]] 21题【评分细则】4+5=９分 分析我国当前经济形势：4分 思路：经济增速稳健（１分）——经济发展进入高质量发展阶段（１分）——我国发展面临风险挑战（１,2024朝阳一模/细则/细则.pptx,02_extraction/full_source_text_cache_20260503/SRC_4fc81e818683_细则_pptx.txt
2024朝阳一模,no,4,SRC_d991feeaa63e,2024,朝阳,一模,P2_candidate_teaching_or_lecture,ok,11575,20,国家利益;政治多极化;经济全球化;全球治理;新型国际关系;人类命运共同体;中国力量;两个市场;两种资源;对外开放;独立自主;和平共处五项原则;平衡;共赢,语言 班级得分率： 最高分： 最低分： 16.（7分） 中国共产党作为百年大党，如何跳出治乱兴衰历史周期率，永葆先进性和纯洁性、永葆青春活力，永远得到人民拥护和支持，实现长期执政，是必须回答好、解决好的一个 || 个主体6分。 [[SLIDE 34]] 18.（16分）科技创新、科学普及是实现创新发展的两翼。 材料一 加快建设北京国际科技创新中心，是党中央赋予北京的重大战略任务，既需要有坚实有力的法制保障，更需要法制 || 在自己手中。 [[SLIDE 49]] 21题【评分细则】4+5=９分 分析我国当前经济形势：4分 思路：经济增速稳健（１分）——经济发展进入高质量发展阶段（１分）——我国发展面临风险挑战（１,2024朝阳一模/其他材料/202404朝阳高三政治一模试卷讲评.pptx,02_extraction/full_source_text_cache_20260503/SRC_d991feeaa63e_202404朝阳高三政治一模试卷讲评_pptx.txt
2024朝阳二模,no,4,SRC_df323259ba77,2024,朝阳,二模,P0_candidate_scoring,ok,6051,15,共同利益;全球治理;全球治理体系;国际组织;新型国际关系;人类命运共同体;共商共建共享;多边主义;国际竞争;独立自主;共赢,益 和价值，真正为人类谋发展谋幸福。 17.结合材料， 说明仲裁委员会作出上述裁决的理由， 并分析该典型案例的意义。 原答案：甲公司通过平台向王某派单， 并依据制度对王某进行奖惩， 具有较强的人格从属性； || 发展，促进经济社会的发展。 辩1分） 18、结合材料，运用《政治与法治》知识，说明《政府工作报告》形成过程中是如何 体现全过程人民民主的。 原答案：党中央在报告形成过程中发挥领导核心作用，起草组认真落实 || 职责、义务）杂 糅乱搭的，不给分。） 19.1 生生之宇宙观体现了辩证思维的 __①____特征， 人效法天地之德体现的推理类型是 ___②___推理。 （4 分） 参考答案： （1）（4 分）①动态性 || 推进和拓展中国式现 代化。（2 分） 20.结合研讨背景，运用《当代国际政治与经济》知识，完成下表。（8 分） 完善全球气候治理应遵循的基本原则：_____①____、____②_____等 本次研讨,2024朝阳二模/细则/细则.pdf,02_extraction/full_source_text_cache_20260503/SRC_df323259ba77_细则_pdf.txt
2025朝阳期末,no,4,SRC_131c6c890bd4,2025,朝阳,期末,P3_candidate_paper,ok,9913,13,世界多极化;经济全球化;全球治理;全球治理体系;联合国;人类命运共同体;中国智慧;外交政策;全球南方;共赢,本部分共 7 题，共 55 分。 16.（8 分） 共建美美与共的文明百花园，要强化用文化同世界对话的理念。 材料一 《论语》 《习近平谈治国理政》等书籍在许多国家发行，以文字的力量传递中国声音和 || 谈谈应如何用文化同世界对话。 17. （8 分）民主，起始于人民意愿充分表达，落实于人民意愿有效实现。中国的民主是人民民主。 材料一 立法到社区 某街道基层立法联系点工作深入到社区，围绕省人 || GE 6]] 第6页/共9页 18.（6 分）消费是经济运行的重要环节。 马克思把社会再生产过程看作是生产、分配、交换、消费四个环节构成的统一体，提出“生产表现为 起点，消费表现为终点，分配和交 || ，说明如何提升消费能力、意愿和层级。 19．（7 分） 某小区居民讨论冬季应该如何开展扫雪工作。 甲：我不同意使用融雪剂，但是我也不同意禁止使用融雪剂。 乙：扫雪工作既要快速完成方便居民出行，又要慢 || 上述居民的话是否合乎逻辑，说明理由。 20. （10 分）人民法院审理案件，必须坚持以事实为根据、以法律为准绳，做到公正司法。 了解案件，分析事实，印证法理，参考示例，完成下表。 案件事实 拟写裁判要 || 理由： ③ 裁判结果： ④ 21.（8 分） 当前，世界百年未有之大变局加速演进，国际力量对比深刻调整， “全球南方”声势卓然壮大，和平、 发展、合作、共赢已是人心所向、大势所趋。同时，国际形 || 推进中国式现 代化营造良好外部环境。 22.（8 分）推进马克思主义中国化时代化是一个追求真理、揭示真理、笃行真理的过程。 十八大以来，国内外形势新变化和实践新要求，迫切需要我们从理论和实践的结合上深入 || D A 第二部分( 共 55 分) 16. (8 分) ①弘扬中华优秀传统文化，传承传统思想，展示现代思想，向世界阐释推介具有中国 特色、体现中国精神、 蕴藏中国智慧的优秀文化。 ②聚焦中国文化元素，,2025各区期末/2025朝阳期末/试卷/试卷.pdf,02_extraction/full_source_text_cache_20260503/SRC_131c6c890bd4_试卷_pdf.txt
2024朝阳期中,no,4,SRC_b706c444e16d,2024,朝阳,期中,P0_candidate_scoring,ok,3515,10,经济全球化;全球治理;两个市场;普惠;平衡;共赢,16.（8分） 知识1分 + 结合材料1分 ①社会存在决定社会意识，社会存在的变化决定社会意识的变化。（1分） 中国共产党抓住社会历史发展的阶段性特征，根据时代 || 发展，学生写出任意一个角度就给1分。 17. （8分）文化（6分）+哲学（2分），共8分 ①坚持习近平文化思想，1分 秉持“守正不守旧、尊古不复古”的理念。 传承与创新农耕文明，认识其动态发展过程，结合时代 || 角度言之成理即可，知识1分，材料1分。 18. (8 分) 阅读材料，运用《逻辑与思维》相关知识，评析楚王和晏子的推理。 楚王的推理： ①楚王的推理 属于不完全归纳推 || 是或然推理，但是增强了论证说服力1分 19. 材料共3个部分，每一部分体现“创新思维1+材料1”，共4个，8分。 1.全篇都只抄材料，最多得1分。 2.如果全篇都在说创新的思路新、方法新、结果新等， || 素，实现价值耦合，支撑首发经济发展。 20.（23分） （1）概括上图所反映的经济信息。（4分） 2012年至2023年， 我国数字经济占GDP比重逐年增加/ 数字经济在我国国民经济中的地位不断提升 1分 || 重要/重要作用/重要动力/重要影响） 20. （2）结合材料，运用《经济与社会》知识，说明数字经济在推动经济高质量发展方面如何发挥作用。 (9 分) 细则：2+2+2+2+1 ①数据价值化（数据要素），要素,2024朝阳期中/细则/补充材料/细则.rtf,02_extraction/full_source_text_cache_20260503/SRC_b706c444e16d_细则_rtf.txt
2025朝阳一模,no,4,SRC_832947a8c994,2025,朝阳,一模,P3_candidate_paper,ok,10058,10,经济全球化;全球治理;联合国;共商共建共享;多边主义;主权平等,31756 7.1 8.7 6.0 18.2 进口金额（亿元） 比上年增长（%） 183923 70095 53584 43482 2.3 7.3 11.9 11.8 根据以上材料，下列关于 || 本部分共 6 题，共 55 分。 16.（8 分）中华优秀传统文化在新时代绽放新光彩。国产动画电影持续实现票房和口碑双丰收。  《长安三万里》引发了全国上下的唐诗热、传统文化热，钩沉出绵延千年的中 || 华优秀传统文化在新时代绽 放新光彩。 17. （12 分）2025 年国务院政府工作报告提出，培育壮大新兴产业、未来产业。 材料一 具身智能，是指有身体并支持与物理世界进行交互的智能体。目前，人工智能正 || E 6]] 第6页/共10页 18.（8 分）社区是城市治理体系的基本单元，平安社区建设是社会治理的重要基础。 某市一些老旧社区存在的一些普遍性问题，对平安社区建设构成了挑战。 基础设施老化与 || 建共治共享的理念，推动平安社区建设。 19. （8 分） 司法护航，营造在线文旅消费法治环境。 某市互联网法院召开涉在线文化旅游消费案件审理情况新闻发布会，介绍涉在线文化旅游消费案件的 审理情况，发布典 || E 7]] 第7页/共10页 20.（9 分）经济循环畅通需要各产业有序链接、高效畅通。 当前，全球产业链供应链发展格局波动、重构明显，呈现新态势。 多元化布局 区域化合作 绿色化转型 数字化 || 在全 球产业变革中赢得主动。 21.（10 分）中国共产党人践行初心使命，能够把好事办好，把实事办实，把难事办妥。 “大事小事观”：民生是“国之大者”。对老百姓来说，他们身边每一件琐碎的小事，都 || B 第二部分( 共 55 分) 16. (8 分) 能运用文化传承与创新、实践、社会存在社会意识、价值创造与实现等知识作答。 17. (12 分) （1）(5 分) 该推理不正确。 “想要,2025各区一模/2025朝阳一模/试卷/试卷.pdf,02_extraction/full_source_text_cache_20260503/SRC_832947a8c994_试卷_pdf.txt
2024朝阳期中,no,4,SRC_34231242a333,2024,朝阳,期中,P3_candidate_paper,ok,8004,9,共同利益;经济全球化;全球治理;联合国;人类命运共同体;普惠;共赢,"部分 本部分共 5 题,共 55 分。 16. (8 分) 中国共产党第二十届中央委员会第三次全体会议审议通过了《 中共中央关于进一步 全面深化改革、推进中国式现代化的决定》 。 改革开放以来,从 1978 || 署中的“ 变” 与“ 不变” 的理解。 17. (8 分) 农耕文明承载着中华文明生生不息的基因密码,彰显着中华民族的思想智慧和精神 追求。 材料一 我国农耕文明中所蕴含的思想观念、人文精神、道德规范等方面 || 第 6 页( 共 8 页) 18. (8 分) 晏子将使楚。 楚王闻之,谓左右曰:“ 晏婴,齐之习辞者也。 今方来,吾欲辱之,何以 也?” 左右对曰:“ 为其来也,臣请缚一人,过王而行,王曰:‘ || 相关知识,分别评析楚王和晏子的推理。 19. (8 分) 首发经济是指企业发布新产品,推出新业态、新模式、新服务、新技术,开设首店等经 济活动的总称,涵盖了企业从产品或服务的首次发布、首次展出到首次落地开设 || 第 7 页( 共 8 页) 20. (23 分) 数字经济是以数据资源为关键要素,以现代信息网络为主要载体,以信息通信技术融合应 用、全要素数字化转型为重要推动力,促进公平与效率更加统一的新经济形",2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,02_extraction/full_source_text_cache_20260503/SRC_34231242a333_202411朝阳高三政治_期中1试题_1_pdf.txt
2024朝阳期中,no,4,SRC_611ed7564625,2024,朝阳,期中,P3_candidate_paper,ok,8004,9,共同利益;经济全球化;全球治理;联合国;人类命运共同体;普惠;共赢,"部分 本部分共 5 题,共 55 分。 16. (8 分) 中国共产党第二十届中央委员会第三次全体会议审议通过了《 中共中央关于进一步 全面深化改革、推进中国式现代化的决定》 。 改革开放以来,从 1978 || 署中的“ 变” 与“ 不变” 的理解。 17. (8 分) 农耕文明承载着中华文明生生不息的基因密码,彰显着中华民族的思想智慧和精神 追求。 材料一 我国农耕文明中所蕴含的思想观念、人文精神、道德规范等方面 || 第 6 页( 共 8 页) 18. (8 分) 晏子将使楚。 楚王闻之,谓左右曰:“ 晏婴,齐之习辞者也。 今方来,吾欲辱之,何以 也?” 左右对曰:“ 为其来也,臣请缚一人,过王而行,王曰:‘ || 相关知识,分别评析楚王和晏子的推理。 19. (8 分) 首发经济是指企业发布新产品,推出新业态、新模式、新服务、新技术,开设首店等经 济活动的总称,涵盖了企业从产品或服务的首次发布、首次展出到首次落地开设 || 第 7 页( 共 8 页) 20. (23 分) 数字经济是以数据资源为关键要素,以现代信息网络为主要载体,以信息通信技术融合应 用、全要素数字化转型为重要推动力,促进公平与效率更加统一的新经济形",2024朝阳期中/试卷/试卷.pdf,02_extraction/full_source_text_cache_20260503/SRC_611ed7564625_试卷_pdf.txt
2024朝阳一模,no,4,SRC_d3b447f0ea3a,2024,朝阳,一模,P3_candidate_paper,ok,7029,5,全球治理;对外开放;独立自主,,2024朝阳一模/试卷/试卷.pdf,02_extraction/full_source_text_cache_20260503/SRC_d3b447f0ea3a_试卷_pdf.txt
2025朝阳二模,no,4,SRC_d411e2158d47,2025,朝阳,二模,P3_candidate_paper,ok,9907,5,时代主题;国际组织;对外开放;共赢,"本部分共 7 题,共 55 分。 16.(7 分)人才成长,既要体认从游之道,又要善用自学之法。 [[PAGE 5]] 第5页/共10页 古代学子从师授业,谓之从游。学校犹水也,师生犹鱼也 || ,阐明从游与自学在人才成长中的作用。 17.(5 分)某校研究性学习小组探究影响北京地铁客运量的决定性因素。 该组同学比较了不同线路客运量数据,分析2024 年全年日均客运量位居前列的线路,发现这些线路 || 何更好 发挥该推理类型的 思维功能。 18.(6 分)进一步织密社会保障安全网,促进我国社会保障事业高质量发展。 【异地结算和就业地参加医保】 2023 年1 月,跨省异地就医直接结算正式实施。202 || 进我国社会保障事业高质量发展的作用。 19.(9 分)法治社会建设是实现国家治理体系和治理能力现代化的重要组成部分。 [[PAGE 6]] 第6页/共10页 党的十八大以来,我国社会领域法律制 || 推动法治社会建设的建议,并说明理由。 20.(10 分)在日常生活中,要把握好权利和义务的关系。 材料一 孙女士和刘先生是同一楼层的邻居,两家入户门相对,相距约 2 米。刘先生在自家入户门安装 了具有“ || 出解决上述纠纷的建议。(2 分) 21.(8 分)努力开创周边工作新局面。 我国幅员辽阔、边界线长,周边国家包括俄罗斯、中亚5 国、东北亚4 国、南亚8 国、东南亚11 国,共 计 29 个国家。 || 么要努力开创周边工作新局面。 22.(10 分)中国式现代化是强国建设、民族复兴的康庄大道。 中国式现代化作为人类历史上最为宏大而独特的实践创新 ,是一个高度复杂的 系统工程。这种复杂程 度既体 || C D 第二部分（共 55 分） 16.（7 分） 能运用文化传承与创新、联系、发展、实践和认识等知识作答。 等级水平 等级描述 水平 4 观点鲜明 ,能明确表达自己的见解 ;紧扣问题 ,准确",2025各区二模/2025朝阳二模/试卷/试卷.pdf,02_extraction/full_source_text_cache_20260503/SRC_d411e2158d47_试卷_pdf.txt
2024朝阳一模,no,4,SRC_8a924a245316,2024,朝阳,一模,P0_candidate_scoring,ok,1927,3,新型国际关系;对外开放;平衡,分） 第二部分（非选择题 共55分） 16.（7分） 可从中国特色政治制度、全面从严治党等角度，全面、辩证地阐释两者的关系。 17.（7分） 可以从市场调节和宏观调控的角度，也可以从国家、企业、社会、个人 || 党等角度，全面、辩证地阐释两者的关系。 17.（7分） 可以从市场调节和宏观调控的角度，也可以从国家、企业、社会、个人等不同主体的角度提出建议。 18.（16分） （1）8分 一是有关部门积极开展条例的宣传 || 、社会、个人等不同主体的角度提出建议。 18.（16分） （1）8分 一是有关部门积极开展条例的宣传解读，增进理解，营造“知法尊法”良好氛围。 二是政府依照条例积极履职，完善科技创新中心建设政策，提供优良的 || 状，营造热爱科学、崇尚创新的社会氛围。 19.（7分） 社会主义市场经济本质上是法治经济。民法典将诚信原则确立为基本原则之一，凸显了社会主义核心价值观对社会主义市场经济建设的引导和规范。 诚信原则要求合同当 || 营者扩大市场，并最终增进社会整体福祉。 20.（9分） （1）（5分） 以上推理属于充分条件假言推理。 充分条件假言判断，前件真，后件一定真，后件假，前件一定假。 考古发掘中已发掘出地底下有大量炭化竹节， || ②古代A区域广泛生长着竹子， 21.（9分） 在概括我国经济形势的基础上，可从总体国家安全观、推动构建新型国际关系、构建新发展格局、推进高水平对外开放等角度作答。 题号 1 2 3 4 5 6 7,2024朝阳一模/细则/补充材料/细则.docx,02_extraction/full_source_text_cache_20260503/SRC_8a924a245316_细则_docx.txt
