canonical_question_id,suite_id,original_qno,question_type,section_scope,knowledge_node,reasoning_node,phase04_level,answer_pairing_status,rubric_pairing_status,visual_status,phase12_rescan_category,blocker_reason,phase12_initial_rescan_category,phase12_final_action,phase12_rescan_note
Q-2026东城期末-3,S-2026东城期末,3,选择题,推理,三段论;中项;保真;假言;创新思维;判断;前提;周延;大项;小项;归纳;必要条件;推理;概念;类比;结论,三段论;假言推理;三段论;假言推理;周延判断;逻辑三律与概念规则;三段论;假言推理;逻辑三律与概念规则;假言推理;假言推理;类比推理;其他复合推理;归纳推理与因果探求;类比推理;逻辑三律与概念规则,L0_BLOCKED,answer_confirmed_B_from_044_paper,paired_candidate,text_extraction_clear,out_of_scope,scope_out_other_book,new_candidate,excluded_keep_out,scope_out_other_book
Q-2026东城期末-4,S-2026东城期末,4,选择题,推理,前提;类比,类比推理,L0_BLOCKED,answer_confirmed_D_from_044_paper,paired_candidate,text_extraction_clear,out_of_scope,scope_out_other_book,new_candidate,excluded_keep_out,scope_out_other_book
Q-2026东城期末-5,S-2026东城期末,5,选择题,推理,前提,其他复合推理,L0_BLOCKED,answer_confirmed_A_from_044_paper,paired_candidate,text_extraction_clear,out_of_scope,scope_out_other_book,new_candidate,excluded_keep_out,scope_out_other_book
Q-2026东城期末-6,S-2026东城期末,6,选择题,推理,前提;结论,其他复合推理,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_B_from_044_paper,paired_candidate,text_extraction_clear,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2026东城期末-7,S-2026东城期末,7,选择题,推理,大项,三段论,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_A_from_044_paper,paired_candidate,text_extraction_clear,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2026东城期末-8,S-2026东城期末,8,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026东城期末-9,S-2026东城期末,9,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026丰台一模-18-2,S-2026丰台一模,18(2),主观题,推理,必要条件假言推理;三段论;大项不当扩大,必要条件假言推理,L4_LOCKED_FOR_FUSION,answer_confirmed_PASS_TO_FUSION,rubric_confirmed_A_formal,VISUAL_CONFIRMED_PHASE03_PATCH,already_in_74,LOCKED_FOR_FUSION_NO_STUDENT_DRAFT_YET；学生稿门禁由GPT Phase03 gate控制,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2026丰台一模-UNPARSED-PAPER,S-2026丰台一模,UNPARSED,suite_visual_blocker,missing,,,L0_BLOCKED,missing_or_unpaired,missing_or_unpaired,not_visual_confirmed,visual_missing,paper PDF text layer is blank/thin; full question list must be recovered from rendered pages before coverage PASS,answer_missing,blocked_keep_out,整套或局部视觉恢复不足，不能转正文。
Q-2026朝阳期中-1,S-2026朝阳期中,1,选择题,推理,创新思维;大项,三段论,L0_BLOCKED,answer_confirmed_A_from_003_paper,rubric_confirmed,text_extraction_clear,out_of_scope,scope_out_other_book,new_candidate,excluded_keep_out,scope_out_other_book
Q-2026朝阳期中-10,S-2026朝阳期中,10,选择题,待判,,,L0_BLOCKED,missing_or_unpaired,missing_or_unpaired,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,答案源缺失或未配对。
Q-2026朝阳期中-11,S-2026朝阳期中,11,选择题,推理,三段论补大前提,其他复合推理,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_A_from_paper_table,no_formal_rubric,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,already_in_74,证据级B-choice-signal（paper answer table非formal rubric）；可入fusion但等formal rubric才能完全locked,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2026朝阳期中-12,S-2026朝阳期中,12,选择题,推理,判断/逻辑规则,相容选言判断；分类规则；矛盾律,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_B_from_paper_table,no_formal_rubric,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,already_in_74,无blocker；题干+选项+答案全部从source 003独立确认,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2026朝阳期中-13,S-2026朝阳期中,13,选择题,交叉,联想思维/类比推理/感性具体边界,类比推理,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_D_from_paper_table,no_formal_rubric,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,already_in_74,证据级B-choice-signal；②类比推理非正确选项；主体为思维部分(感性具体+联想),already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2026朝阳期中-14,S-2026朝阳期中,14,选择题,推理,推理/不完全归纳；或然性,不完全归纳推理→结论或然性,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_B_from_paper_table,no_formal_rubric,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,already_in_74,Batch01已确认can_enter_fusion=yes；Batch02重确认：全部条件满足，升级至L3就绪,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2026朝阳期中-15,S-2026朝阳期中,15,选择题,推理,推理/联言判断；否定联言支,联言判断否定一个联言支即否定整个判断,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_D_from_paper_table,no_formal_rubric,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,already_in_74,Batch01已确认can_enter_fusion=yes；Batch02重确认：全部条件满足，升级至L3就绪,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2026朝阳期中-16,S-2026朝阳期中,16,主观题,边界,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,out_of_scope,scope pending or boundary row,out_of_scope,excluded_keep_out,scope pending or boundary row
Q-2026朝阳期中-17,S-2026朝阳期中,17,主观题,边界,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,out_of_scope,scope pending or boundary row,out_of_scope,excluded_keep_out,scope pending or boundary row
Q-2026朝阳期中-18,S-2026朝阳期中,18,主观题,推理,判断;辩证否定,其他复合推理,L0_BLOCKED,answer_confirmed_from_rubric_003_inline,formal_rubric_inline_其他模块,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,out_of_scope,scope_out=哲学(非选必三逻辑与思维),new_candidate,excluded_keep_out,scope_out=哲学(非选必三逻辑与思维)
Q-2026朝阳期中-19,S-2026朝阳期中,19,主观题,待判,判断,其他复合推理,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,blocked,scope pending or boundary row,new_candidate,blocked_keep_out,范围或题面仍需人工回源，不从材料关键词推断入正文。
Q-2026朝阳期中-19-1,S-2026朝阳期中,19(1),主观题,边界,判断,其他复合推理,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,out_of_scope,scope pending or boundary row,out_of_scope,excluded_keep_out,scope pending or boundary row
Q-2026朝阳期中-19-2,S-2026朝阳期中,19(2),主观题,边界,判断,其他复合推理,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,out_of_scope,scope pending or boundary row,out_of_scope,excluded_keep_out,scope pending or boundary row
Q-2026朝阳期中-19-3,S-2026朝阳期中,19(3),主观题,边界,判断,其他复合推理,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,out_of_scope,scope pending or boundary row,out_of_scope,excluded_keep_out,scope pending or boundary row
Q-2026朝阳期中-2,S-2026朝阳期中,2,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026朝阳期中-20,S-2026朝阳期中,20,主观题,思维,分析与综合;动态性;整体性;质量互变;辩证思维,,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_from_rubric_003_inline,formal_rubric_inline,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2026朝阳期中-21-1,S-2026朝阳期中,21(1),主观题,思维,创新思维;发散思维;联想思维;聚合思维;超前思维;逆向思维,,L0_BLOCKED,answer_confirmed_from_rubric_003_inline,formal_rubric_inline_其他模块,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,out_of_scope,scope_out=经济与社会+文化(非选必三逻辑与思维),new_candidate,excluded_keep_out,scope_out=经济与社会+文化(非选必三逻辑与思维)
Q-2026朝阳期中-21-2,S-2026朝阳期中,21(2),主观题,思维,创新思维;发散思维;联想思维;聚合思维;超前思维;逆向思维,,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_from_rubric_003_inline,formal_rubric_inline,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2026朝阳期中-3,S-2026朝阳期中,3,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026朝阳期中-4,S-2026朝阳期中,4,选择题,待判,创新思维,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,blocked,scope pending or boundary row,new_candidate,blocked_keep_out,范围或题面仍需人工回源，不从材料关键词推断入正文。
Q-2026朝阳期中-5,S-2026朝阳期中,5,选择题,待判,,,L0_BLOCKED,missing_or_unpaired,missing_or_unpaired,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,答案源缺失或未配对。
Q-2026朝阳期中-6,S-2026朝阳期中,6,选择题,待判,,,L0_BLOCKED,missing_or_unpaired,missing_or_unpaired,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,答案源缺失或未配对。
Q-2026朝阳期中-7,S-2026朝阳期中,7,选择题,待判,,,L0_BLOCKED,missing_or_unpaired,missing_or_unpaired,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,答案源缺失或未配对。
Q-2026朝阳期中-8,S-2026朝阳期中,8,选择题,待判,,,L0_BLOCKED,missing_or_unpaired,missing_or_unpaired,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,答案源缺失或未配对。
Q-2026朝阳期中-9,S-2026朝阳期中,9,选择题,待判,,,L0_BLOCKED,missing_or_unpaired,missing_or_unpaired,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,答案源缺失或未配对。
Q-2026通州期末-1,S-2026通州期末,1,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026通州期末-10,S-2026通州期末,10,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,new_body_candidate,scope pending or boundary row,new_candidate,body_after_362_repair,法学逻辑思维选择题，完整四项经页面渲染确认，答案表确认 B。
Q-2026通州期末-11,S-2026通州期末,11,选择题,交叉,思维具体;思维抽象;感性具体;推理;类比;迁移,类比推理,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_C_from_006_paper,paired_candidate,text_extraction_clear,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2026通州期末-12,S-2026通州期末,12,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026通州期末-13,S-2026通州期末,13,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026通州期末-14,S-2026通州期末,14,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026通州期末-15,S-2026通州期末,15,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026通州期末-16,S-2026通州期末,16,主观题,边界,客观性;系统观念;辩证否定,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,out_of_scope,scope pending or boundary row,out_of_scope,excluded_keep_out,scope pending or boundary row
Q-2026通州期末-17,S-2026通州期末,17,主观题,边界,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,out_of_scope,scope pending or boundary row,out_of_scope,excluded_keep_out,scope pending or boundary row
Q-2026通州期末-18,S-2026通州期末,18,主观题,边界,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,out_of_scope,scope pending or boundary row,out_of_scope,excluded_keep_out,scope pending or boundary row
Q-2026通州期末-19-1,S-2026通州期末,19(1),主观题,推理,假言;充分条件;判断;前提;必要条件;推理;结论,假言推理;其他复合推理,L0_BLOCKED,answer_confirmed_from_rubric_006_inline,formal_rubric_pdf_其他模块,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,out_of_scope,scope_out=法律与生活(非选必三逻辑与思维),new_candidate,excluded_keep_out,scope_out=法律与生活(非选必三逻辑与思维)
Q-2026通州期末-19-2,S-2026通州期末,19(2),主观题,推理,假言;充分条件;判断;前提;必要条件;推理;结论,假言推理;其他复合推理,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_from_rubric_006_inline,formal_rubric_pdf,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2026通州期末-2,S-2026通州期末,2,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026通州期末-20,S-2026通州期末,20,主观题,边界,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,out_of_scope,scope pending or boundary row,out_of_scope,excluded_keep_out,scope pending or boundary row
Q-2026通州期末-21,S-2026通州期末,21,主观题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026通州期末-3,S-2026通州期末,3,选择题,待判,判断,其他复合推理,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,blocked,scope pending or boundary row,new_candidate,blocked_keep_out,范围或题面仍需人工回源，不从材料关键词推断入正文。
Q-2026通州期末-4,S-2026通州期末,4,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026通州期末-5,S-2026通州期末,5,选择题,思维,系统思维;辩证思维,,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_C_from_006_paper,paired_candidate,text_extraction_clear,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2026通州期末-6,S-2026通州期末,6,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026通州期末-7,S-2026通州期末,7,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026通州期末-8,S-2026通州期末,8,选择题,思维,整体性,,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_D_from_006_paper,paired_candidate,text_extraction_clear,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2026通州期末-9,S-2026通州期末,9,选择题,思维,创新思维;发散思维,,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_D_from_006_paper,paired_candidate,text_extraction_clear,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2026顺义一模-1,S-2026顺义一模,1,选择题,待判,客观性;科学思维;超前思维,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,blocked,scope pending or boundary row,new_candidate,blocked_keep_out,范围或题面仍需人工回源，不从材料关键词推断入正文。
Q-2026顺义一模-10,S-2026顺义一模,10,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026顺义一模-11,S-2026顺义一模,11,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026顺义一模-12,S-2026顺义一模,12,选择题,待判,,,L0_BLOCKED,missing_or_unpaired,missing_or_unpaired,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,答案源缺失或未配对。
Q-2026顺义一模-13,S-2026顺义一模,13,选择题,待判,,,L0_BLOCKED,missing_or_unpaired,missing_or_unpaired,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,答案源缺失或未配对。
Q-2026顺义一模-14,S-2026顺义一模,14,选择题,待判,,,L0_BLOCKED,missing_or_unpaired,missing_or_unpaired,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,答案源缺失或未配对。
Q-2026顺义一模-15,S-2026顺义一模,15,选择题,待判,,,L0_BLOCKED,missing_or_unpaired,missing_or_unpaired,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,答案源缺失或未配对。
Q-2026顺义一模-16,S-2026顺义一模,16,主观题,边界,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,out_of_scope,scope pending or boundary row,out_of_scope,excluded_keep_out,scope pending or boundary row
Q-2026顺义一模-17,S-2026顺义一模,17,主观题,边界,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,out_of_scope,scope pending or boundary row,out_of_scope,excluded_keep_out,scope pending or boundary row
Q-2026顺义一模-18,S-2026顺义一模,18,主观题,边界,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,out_of_scope,scope pending or boundary row,out_of_scope,excluded_keep_out,scope pending or boundary row
Q-2026顺义一模-19-1,S-2026顺义一模,19(1),主观题,交叉,三段论;判断;前提;可检验性;客观性;推理;演绎推理;科学思维;结论;预见性,三段论;其他复合推理,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_from_rubric_002,formal_rubric_pptx,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2026顺义一模-19-2,S-2026顺义一模,19(2),主观题,交叉,三段论;判断;前提;可检验性;客观性;推理;演绎推理;科学思维;结论;预见性,三段论;其他复合推理,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_from_rubric_002,formal_rubric_pptx,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2026顺义一模-19-3,S-2026顺义一模,19(3),主观题,交叉,三段论;判断;前提;可检验性;客观性;推理;演绎推理;科学思维;结论;预见性,三段论;其他复合推理,L0_BLOCKED,answer_confirmed_from_rubric_002,formal_rubric_pptx_其他模块,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,out_of_scope,no,new_candidate,excluded_keep_out,同题第(3)问为产业经济/治理建议；第(1)(2)问的推理与科学思维已在 74 行内。
Q-2026顺义一模-2,S-2026顺义一模,2,选择题,待判,创新思维;系统观念,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,blocked,scope pending or boundary row,new_candidate,blocked_keep_out,范围或题面仍需人工回源，不从材料关键词推断入正文。
Q-2026顺义一模-20,S-2026顺义一模,20,主观题,边界,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,out_of_scope,scope pending or boundary row,out_of_scope,excluded_keep_out,scope pending or boundary row
Q-2026顺义一模-21,S-2026顺义一模,21,主观题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026顺义一模-22,S-2026顺义一模,22,主观题,待判,,,L0_BLOCKED,missing_or_unpaired,missing_or_unpaired,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,答案源缺失或未配对。
Q-2026顺义一模-3,S-2026顺义一模,3,选择题,思维,分析与综合;判断;动态性;整体性;质量互变,其他复合推理,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_C_from_002_alt_extraction,paired_candidate,text_extraction_clear,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2026顺义一模-4,S-2026顺义一模,4,选择题,推理,归纳;推理;类比;结论,归纳推理与因果探求;类比推理;逻辑三律与概念规则,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_A_from_002_alt_extraction,paired_candidate,text_extraction_clear,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2026顺义一模-5,S-2026顺义一模,5,选择题,交叉,判断;发散思维;周延,其他复合推理;周延判断,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_D_from_002_alt_extraction,paired_candidate,text_extraction_clear,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2026顺义一模-6,S-2026顺义一模,6,选择题,思维,迁移,,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_A_from_002_alt_extraction,paired_candidate,text_extraction_clear,already_in_74,Batch03 Lane B confirmed for evidence fusion only; no student draft,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2026顺义一模-7,S-2026顺义一模,7,选择题,推理,判断;归纳,归纳推理与因果探求,L0_BLOCKED,answer_confirmed_D_from_002_alt_extraction,paired_candidate,text_extraction_clear,out_of_scope,scope_out_other_book,new_candidate,excluded_keep_out,scope_out_other_book
Q-2026顺义一模-8,S-2026顺义一模,8,选择题,待判,,,L0_BLOCKED,paired_candidate,paired_candidate,not_visual_confirmed,answer_missing,scope pending or boundary row,answer_missing,blocked_keep_out,初筛为答案/来源缺口，本轮未找到足够证据。
Q-2026顺义一模-9,S-2026顺义一模,9,选择题,思维,迁移,,L0_BLOCKED,answer_confirmed_B_from_002_alt_extraction,paired_candidate,text_extraction_clear,out_of_scope,scope_out_other_book,answer_missing,excluded_keep_out,scope_out_other_book
Q-2026丰台一模-4,S-2026丰台一模,4,选择题,思维,思维/综合思维,综合思维：功能性与艺术性融为一体,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_A_from_supplemental_key,no_formal_rubric,VISUAL_CONFIRMED_SUPPLEMENTAL_TEXT,already_in_74,无blocker；stem+options+answer全部从supplemental source独立确认,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2026丰台一模-7,S-2026丰台一模,7,选择题,思维,思维/发散思维与聚合思维；超前思维,发散聚合结合；超前思维关注多因素诊断预判,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_B_from_supplemental_key,no_formal_rubric,VISUAL_CONFIRMED_SUPPLEMENTAL_TEXT,already_in_74,无blocker；stem+options+answer全部从supplemental source独立确认,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2026丰台一模-8,S-2026丰台一模,8,选择题,推理,推理/充分条件假言推理,P→Q：否定后件可否前（modus tollens）；肯定后件无效,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_C_from_supplemental_key,no_formal_rubric,VISUAL_CONFIRMED_SUPPLEMENTAL_TEXT,already_in_74,无blocker；stem+options+answer全部从supplemental source独立确认；③的存在量词前提在现实语境中成立,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2026丰台一模-9,S-2026丰台一模,9,选择题,推理,推理/概念外延关系；联言判断,"外延关系看范围；联言判断看""兼""/""同时断定""",L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_D_from_supplemental_key,no_formal_rubric,VISUAL_CONFIRMED_SUPPLEMENTAL_TEXT,already_in_74,无blocker；stem+options+answer全部从supplemental source独立确认,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2025海淀二模-12,S-2025海淀二模,12,选择题,思维,思维/超前思维；风险收益平衡；长期发展,超前思维关注长期发展与风险收益平衡,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_D_from_supplemental_key,no_formal_rubric,VISUAL_CONFIRMED_RENDER_PAGE04,already_in_74,无blocker；supplemental source已独立确认Q12=D；render page_04已确认Q12题目存在且涉及耐心资本/超前思维主题,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
Q-2025海淀二模-13,S-2025海淀二模,13,选择题,推理,推理/三段论；概念划分；选言判断,三段论有效式；概念外延关系辨析；相容/不相容选言区分,L3_A_PLUS_B_TARGET_CONFIRMED,answer_confirmed_C_from_supplemental_key,no_formal_rubric,VISUAL_CONFIRMED_RENDER_PAGE04,already_in_74,无blocker；supplemental source已独立确认Q13=C；render page_04已确认Q13题目存在,already_in_74,covered_by_74_review_body,已进入 74-row review-only expanded body。
