queue_id,priority,priority_reason,heading,entry_group,question_kind,thin_flags,material_chars,question_chars,why_chars,answer_chars,answer_point_markers,recommended_action,answer_excerpt
T0389,P2,subjective entry has density flags,4. 2026西城一模 第16题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,110,50,132,154,0,add point structure only where the question is subjective,全民阅读入法，是国家用法律形式宣示对优秀出版物、对全民文化素养提升、对未来国家发展的价值取向；正确的价值观对人和社会有导向作用，国家立法把这种正确价值观确立为全社会的共同遵循，引导个人在阅读上的私人选择走向符合国家发展和人民利益的方向，所以阅读并非纯粹私事，国家立法是为了发挥正确价值观对全民阅读的导向作用。
T0166,P2,subjective entry has density flags,4. 2026西城一模 第21题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,38,39,110,62,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,所以关键时期更要坚持探索，在攻坚突破中克服困难、积累经验和条件，推动现代化由量变向质变跃升，让现代化在关键节点上跨上新台阶。
T0270,P2,subjective entry has density flags,4. 2026顺义一模 第21题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,92,53,112,164,0,add point structure only where the question is subjective,看问题要坚持两点论与重点论的统一，全面把握矛盾的主次方面与主要矛盾。运用“审势、乘势、驭势”的智慧，必须统筹中华民族伟大复兴战略全局和世界百年未有之大变局，辨析危与机、时与势——既要全面看到机遇与挑战、复兴与变局的两面，又要抓住推进中国式现代化这一主要矛盾，把握矛盾主要方面，迎难而上、沉着应对风险挑战，推动经济总量跨越新关口。
T0257,P2,subjective entry has density flags,5. 2024东城一模 第16题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,134,28,193,130,0,add point structure only where the question is subjective,矛盾的普遍性与特殊性辩证统一。中华民族文化是民族的（具有特殊性、独特历史与品格），同时是世界的（与其他民族文化共同构成世界文化多样性、为人类文明作贡献）；这正是马克思讲“民族作为民族所做即为人类社会所做”的哲学根据——民族文化的成就既属于本民族也属于整个世界。
T0007,P2,subjective entry has density flags,5. 2024东城二模 第21题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,56,40,116,101,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,分析战略性有利条件如何发挥作用，要从中国具体国情和复兴进程的阶段任务出发，把党的领导、制度优势、经济基础、社会稳定和文化自信等现实条件转化为经济社会发展的具体部署，使主观谋划符合客观实际并服务民族复兴。
T0025,P2,subjective entry has density flags,5. 2024海淀一模 第16题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,116,36,201,131,0,add point structure only where the question is subjective,中国人意识到登陆月球这一目标，并发挥主观能动性自觉规划路径——把“梦舟”“揽月”命名所承载的航天梦上升为关键技术攻关、飞船与着陆器研制等具体实践方案，使主观目的落到客观工程成果上；这种能动地认识世界、能动地改造世界的实践能力支撑了中国人探索宇宙、登陆月球的自信。
T0177,P2,subjective entry has density flags,5. 2024西城一模 第17题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,77,131,161,135,0,add point structure only where the question is subjective,处理人与自然的关系要承认自然界自身具有不断发展、自我更新的能力，发展的根本动力存在于自然事物内部的辩证否定而不是外部的人工干预，因此应该为自然演替留出空间，让生态系统在自我否定中走向更加丰富、更高水平的新阶段，避免以“人是唯一发展主体”为前提强行规划自然的人类中心主义。
T0414,P2,subjective entry has density flags,5. 2024西城一模 第17题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,69,30,141,111,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,价值判断与价值选择必须自觉站在尊重自然规律、维护人与自然和谐共生的立场上。设计师选择“信任自然、由自然意志主宰”就是把生态价值观作为价值判断的基础——选择不以人为中心，而以人与自然生命共同体为坐标，所以避免了人类中心主义。
T0048,P2,subjective entry has density flags,5. 2024西城二模 第18题第（4）问（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,75,25,187,132,0,add point structure only where the question is subjective,推动乡村文化振兴，要尊重各地传统村落形成发展的客观规律和乡土文化传承规律，承认特色村落自身的发展逻辑，不盲目拆除、不强行同质化；同时要充分发挥主观能动性，主动加强乡村美学普及与教育、推动艺术元素融入乡村规划、兴办特色文化设施，把“尊重规律”与“主动作为”统一起来。
T0110,P2,subjective entry has density flags,5. 2024西城二模 第18题第（4）问（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,79,25,143,97,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,推动乡村文化振兴要着眼整体、统筹兼顾、注重内部结构的合理性，把美学教育、乡村规划、文化产业、各类特色文化设施等要素有机衔接、协同发力，并由文化和旅游等多部门联合推进，使整体功能大于部分简单相加。
T0237,P2,subjective entry has density flags,5. 2024西城二模 第18题第（4）问（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,47,25,104,81,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,推动乡村文化振兴必须坚持具体问题具体分析，立足各地村落形态、建筑风格、风俗习惯、方言乡音等具体特点，因村制宜、一村一策制定差异化的振兴方案，避免一刀切和千村一面。
T0095,P2,subjective entry has density flags,5. 2025东城二模 第16题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,47,31,108,109,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,与人工智能共创未来，不能把人工智能停留在单一技术展示上，而要依据其数据处理、学习生成和场景适配能力，把它同科技创新、产业发展、社会治理、医疗教育和家庭服务建立新的具体联系，使人工智能在具体场景中服务人的生活和社会进步。
T0167,P2,subjective entry has density flags,5. 2025西城一模 第22题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,126,41,158,166,0,add point structure only where the question is subjective,事物的发展是量变与质变的统一，没有量的积累就没有质的飞跃；“两弹一星”“载人航天”“港珠澳跨海大桥”“C919”“从一五到十四五”都不是短期突击的结果，而是几代人几十年如一日坚守、一代接着一代干、日拱一卒积累的结果。坚持长期主义，就是用发展的观点看问题，重视量的积累，在长期坚守中实现重大质变，所以做困难而正确的事必须坚持长期主义。
T0065,P2,subjective entry has density flags,5. 2026延庆一模 第20题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,83,62,102,149,0,add point structure only where the question is subjective,规律是事物运动过程中固有的、本质的、必然的、稳定的联系，规律具有客观性。社会主义现代化作为一个“阶梯式递进、不断发展进步的历史过程”，遵循社会发展自身的客观规律——只能在尊重规律的基础上夯实基础、全面发力、承前启后，不能跨越阶段；正是规律的客观性决定了实现社会主义现代化必须依靠不懈努力和接续奋斗。
T0070,P2,subjective entry has density flags,5. 2026西城一模 第16题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,114,50,156,144,0,add point structure only where the question is subjective,阅读不是孤立的私事，而是把个体阅读、家庭阅读环境、社会出版与公共服务、国家文化战略等环节联系起来的整体活动；联系是普遍的，“全民阅读”本身就要求政府、社会、家庭和每个公民共同承担起相互联系的责任，所以仅靠个人兴趣无法保证阅读的整体水平，国家立法是为了运用联系的观点来统筹和保障阅读这件事。
T0148,P2,subjective entry has density flags,5. 2026西城一模 第16题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,68,50,111,136,0,add point structure only where the question is subjective,国民的创新能力和文化素养是国家发展的长期支撑，阅读作为为未来“蓄水”的战略投资，体现了用发展的观点看问题——今天的阅读投入是为明天国家发展和民族复兴积累动力；正因为发展眼光超出了短期私人兴趣，所以阅读不能只靠个人兴趣，国家立法是为了把这一面向未来的战略性发展事业稳定下来。
T0283,P2,subjective entry has density flags,5. 2026西城一模 第21题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,91,39,102,138,0,add point structure only where the question is subjective,中国式现代化没有现成模板，是党领导人民在长期探索和实践中走出来的；处于关键时期，新情况新问题不断涌现，必须在“十五五”关键领域和重要环节继续以实践为基础进行探索，把实践中遇到的新课题转化为对中国式现代化道路的新认识、新办法，让道路越走越宽、越走越稳，所以关键时期更要坚持探索。
T0300,P2,subjective entry has density flags,5. 2026西城一模 第21题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,40,39,105,70,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,所以处于关键时期更要坚持探索，通过新的探索实践产生符合“十五五”阶段任务的新认识，并在实践中检验、修正方案，让现代化道路越走越宽、越走越稳。
T0359,P2,subjective entry has density flags,6. 2024丰台一模 第18题第（1）问（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,79,55,123,133,0,add point structure only where the question is subjective,生产力是社会发展的最终决定力量，生产力决定生产关系、生产关系反作用于生产力。新质生产力作为先进生产力的新形态，其发展必然要求形成与之相适应的新型生产关系——通过全面深化改革，破除束缚新质生产力发展的体制机制，让生产关系不断适应生产力的发展，这正是唯物史观的具体应用。
T0203,P2,subjective entry has density flags,6. 2024西城一模 第17题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,86,94,114,121,0,add point structure only where the question is subjective,处理人与自然的关系要全面把握人与自然既对立又统一的矛盾两面，在承认人有合理改造自然的需要的同时，更要承认人对自然的依赖和与自然的共生关系，谋求在对立中走向和谐共生的统一，避免站在人类一端抹杀矛盾另一端、把单向支配等同于全部关系的人类中心主义。
T0415,P2,subjective entry has density flags,6. 2024西城二模 第18题第（4）问（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,41,25,131,102,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,推动乡村文化振兴，要在实践基础上自觉站在最广大乡村人民根本利益的立场上做出正确的价值判断与价值选择，把“欣赏美、追求美、塑造美”和乡村文明新风尚作为价值取向，自觉抵制冲击传统村落、矮化乡村文化的错误倾向。
T0071,P2,subjective entry has density flags,6. 2025东城一模 第18题第（1）问（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,92,25,154,128,0,add point structure only where the question is subjective,联系具有普遍性，要用联系的观点、整体性的观点看问题，坚持系统优化方法。“两重”实施既强化“硬投资”又搞好“软建设”，既聚焦新质生产力又兼顾城乡区域协调和安全能力，把多领域看作有机整体，从全局出发统筹推进；这正是用联系的、整体的、系统优化的观点指导实际工作。
T0178,P2,subjective entry has density flags,6. 2025东城二模 第16题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,34,31,93,117,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,人工智能从科幻走进生活、持续迭代并深入各领域，说明它作为新事物具有前进趋势；但它也伴随伦理、安全和治理风险，发展过程有曲折。因此与人工智能共创未来，就要勇立潮头、积极利用其进步价值，同时直面问题、完善治理，而不是因风险退缩或盲目跟风。
T0168,P2,subjective entry has density flags,6. 2026东城一模 第20题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,59,40,117,73,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,从发展观角度指出我国生态文明建设是在长期推进中阶段性飞跃的发展过程，因而对其规律性认识也是不断发展深化的，要用发展的眼光看待生态文明的认识与实践。
T0332,P2,subjective entry has density flags,6. 2026东城一模 第20题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,96,42,123,158,0,add point structure only where the question is subjective,认识具有反复性、无限性和上升性，追求真理是永无止境的过程；从中华民族传统生态智慧到新中国成立后造林、“两山”理念落地、再到“双碳”目标和2035年新一轮国家自主贡献，我国对生态文明建设的规律性认识在不断深化、上升，这正是在实践中追求和发展真理的具体体现，也是我国生态文明建设取得历史性、转折性、全局性变化的重要原因。
T0367,P2,subjective entry has density flags,6. 2026东城一模 第20题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,111,42,95,155,0,add point structure only where the question is subjective,人民群众是社会历史的主体，是社会物质财富和精神财富的创造者，也是社会变革的决定力量；我国深化对生态文明建设的规律性认识，始终坚持以人民为中心，把“生态美、产业兴、百姓富”作为目标，回应人民对良好生态环境这一最普惠民生福祉的期待——正是这种坚持人民立场的实践与认识互动，使我国对生态文明建设的规律性认识不断深化。
T0049,P2,subjective entry has density flags,6. 2026朝阳一模 第16题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,156,32,126,141,0,add point structure only where the question is subjective,中国农历以太阳运行的回归年定年、月亮运行的朔望月定月，尊重了天体运行的客观规律；同时古人通过“十九年七闰”协调年月差异、独创二十四节气指导农业生产，这是在认识和把握规律基础上发挥主观能动性、利用规律造福人类——尊重客观规律与发挥主观能动性的辩证统一，正是中国农历独特智慧的根本所在。
T0123,P2,subjective entry has density flags,6. 2026朝阳一模 第16题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,97,32,102,108,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,中国农历用“十九年七闰”协调年月长度差异，把天文精确性与物候生命性完美结合，运用系统优化思路把日月地运行、农业生产、社会生活整合为协调完整的历法体系；这种着眼整体、统筹兼顾的系统优化，正是中国农历独特智慧的重要体现。
T0258,P2,subjective entry has density flags,6. 2026朝阳一模 第16题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,86,32,104,136,0,add point structure only where the question is subjective,任何事物都是矛盾普遍性与特殊性的统一。世界上历法都要把握天文运行的共性规律，中国农历在共性基础上又独创二十四节气，结合中国具体的农业生产实践和物候特点，把普遍天文规律与特殊农业需求结合起来——这种共性与个性具体的历史的统一、做到具体问题具体分析，构成了中国农历的独特智慧。
T0026,P2,subjective entry has density flags,6. 2026西城一模 第16题（主观题）,legacy,subjective,WHY_LT_90_CHARS|SHORT_WITHOUT_POINT_MARKERS,131,50,88,141,0,expand material-to-principle recognition path; add point structure only where the question is subjective,阅读所承载的优秀出版物、优质数字阅读内容是经过正确认识和价值判断筛选的精神产品，国家通过《全民阅读促进条例》让这种正确意识在全社会被推广、被保障，使阅读真正成为提升国民创新能力和文化素养的能动力量；这超出了私人兴趣的范围，所以阅读不仅是私事，也需要国家立法来发挥正确意识的促进作用。
T0149,P2,subjective entry has density flags,6. 2026西城一模 第21题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,98,39,155,141,0,add point structure only where the question is subjective,中国式现代化是一个不断向前发展的事业，“十五五”承前启后、全面发力、攻坚突破，正处在关键时期；发展是前进性与探索性相统一的过程，关键时期出现的新阶段、新课题没有现成答案，只有坚持探索，才能在不断扬弃旧办法、形成新办法中让中国式现代化道路越走越宽、越走越稳，所以关键时期更要坚持探索。
T0066,P2,subjective entry has density flags,6. 2026顺义一模 第21题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,42,46,111,75,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,在“审势、乘势、驭势”中，先把“势”识别为中国式现代化进程中历史发展的总趋势、时代前进的大方向，从这种客观规律出发安排现代化战略，避免主观臆断和盲动。
T0072,P2,subjective entry has density flags,7. 2024东城二模 第16题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,97,34,165,96,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,桑基鱼塘的桑、蚕、鱼、塘泥相互联系构成一个相互依存的系统，又与现代生态、文化、景观、研讨融合形成更大系统——立足整体、系统优化、坚持联系的观点使其各要素相互支撑、协同发展，所以二千多岁仍未老。
T0238,P2,subjective entry has density flags,7. 2024东城二模 第16题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,44,34,97,68,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,桑基鱼塘历久未老，是因为它在矛盾运动中坚持具体问题具体分析，把传统智慧与现代需要、生态保护与产业发展统一起来，从而在矛盾解决中持续焕新。
T0347,P2,subjective entry has density flags,7. 2024朝阳二模 第16题第（2）问（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,99,40,154,130,0,add point structure only where the question is subjective,人工智能广泛应用通过改变社会生产生活方式（社会存在）进而引起人们思想观念、认识方式、价值取向的变化（社会意识），从社会历史观看，人工智能正是通过改变社会存在来塑造人；未来应自觉运用先进的社会意识引导人工智能更好服务社会，使人工智能塑造人的过程沿着正确方向展开。
T0284,P2,subjective entry has density flags,7. 2024西城一模 第17题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,102,30,168,119,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,实践是认识的基础、是检验认识真理性的唯一标准。设计师通过把种植权交还给自然这一实践，证明了让自然按其规律生长比按人的设计安排更能形成繁茂生态——所以人对自然的认识必须不断接受实践检验，避免以“人怎么想”代替自然事实，避免陷入人类中心主义。
T0067,P2,subjective entry has density flags,7. 2024顺义二模 第16题第（1）问（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,104,38,178,103,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,规律是客观的，必须尊重客观规律、按客观规律办事。各地推进“无废城市”建设遵循固体废物循环利用、生态环境承载力的客观规律——通过源头减量、资源化、降低填埋等措施按规律办事，这正是各地做法合理性的客观规律基础。
T0333,P2,subjective entry has density flags,7. 2025东城二模 第16题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,40,31,104,49,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,"与时俱进、开拓创新,在实践中持续认识和检验对人工智能的判断,不断探索人工智能的新边界,不固步自封。"
T0368,P2,subjective entry has density flags,7. 2025东城二模 第16题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,65,36,170,154,0,add point structure only where the question is subjective,人民群众是历史的创造者，是社会变革的决定力量。要求我们坚持群众观点和群众路线，在与人工智能共创美好未来的过程中，要充分调动广大人民群众参与AI应用场景设计与反馈的积极性、主动性和创造性，使AI真正满足人民群众的实际需求；坚持发展为了人民、依靠人民，让AI普惠化的发展成果惠及全体人民，做到与AI共创美好未来。
T0179,P2,subjective entry has density flags,7. 2025丰台一模 第18题第（3）问（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,41,22,97,65,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,"用发展观看AI,承认AI是新事物代表前进趋势,把替代就业、深度伪造等风险视为发展中的曲折,通过构建可持续体系推动AI健康向前发展。"
T0259,P2,subjective entry has density flags,7. 2025朝阳二模 第22题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,18,33,98,64,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,实践探索要立足中国国情走自己的路，又要批判借鉴他国现代化的有益经验，实现共性与个性具体历史统一，从而把握中国式现代化的独特路径。
T0360,P2,subjective entry has density flags,7. 2025石景山一模 第21题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,106,140,159,97,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,在改革中按这两大基本规律办事，破除阻碍生产力的生产关系环节、改造不适应经济基础的上层建筑环节，从而巩固经济基础、解放发展生产力、推进国家治理体系和治理能力现代化，稳步推进社会主义现代化强国建设。
T0274,P2,subjective entry has density flags,7. 2026延庆一模 第20题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,45,55,113,92,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,理解现代化建设的阶梯式递进，既要看到战略机遇、制度市场产业人才优势等有利方面，也要正视风险挑战和不确定因素；同时要抓住长期向好的主导趋势和现代化建设中心任务，在化挑战为机遇中接续奋斗。
T0112,P2,subjective entry has density flags,8. 2024东城二模 第16题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,42,34,114,56,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,桑基鱼塘历久未老，是因为它把多要素联系为相互依存的整体，通过系统优化实现整体大于部分之和，从而具备持久的生命力。
T0369,P2,subjective entry has density flags,8. 2024东城二模 第16题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,119,34,154,95,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,桑基鱼塘是当地人民群众生产实践的产物，其修建、传承、再创造都依靠人民群众——人民群众是社会历史的主体和创造者；桑基鱼塘服务于人民、不断满足人民对美好生活和精神文化的追求，所以二千多岁仍未老。
T0051,P2,subjective entry has density flags,8. 2024朝阳二模 第16题第（2）问（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,80,40,145,113,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,未来人塑造人工智能必须把尊重客观规律（脑科学规律、技术演进规律、社会发展规律）和充分发挥主观能动性（科研创新、政策引导、伦理规范）结合起来；二者结合才能既推动人工智能技术突破，又防范风险与威胁，实现人与人工智能的良性相互塑造。
T0303,P2,subjective entry has density flags,8. 2024西城一模 第17题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,124,108,185,135,0,add point structure only where the question is subjective,处理人与自然的关系不能停留在以“人类中心”先验立场判定对错，而要通过尊重自然、把生长权交给自然这样的生态实践去检验和修正过去基于“征服自然”形成的旧认识，再用经实践确证的“人是自然一部分”的新认识反过来指导今后处理人与自然关系的具体做法，这就是为什么要避免人类中心主义。
T0180,P2,subjective entry has density flags,8. 2025房山一模 第20题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,89,24,146,167,0,add point structure only where the question is subjective,事物发展的总趋势是前进的、上升的，但道路是曲折的，要做好充分的思想准备，勇敢面对挫折与困难。我们党带领人民创造经济快速发展和社会长期稳定两大奇迹，中华民族伟大复兴进入不可逆转的历史进程；前进道路不可能一马平川，必定会有艰难险阻甚至风高浪急、惊涛骇浪——奋斗就是在认清前途光明的基础上不畏曲折、迎难而上，在一次次战胜困难中推动事业向前。
T0391,P2,subjective entry has density flags,8. 2025西城二模 第16题第（1）问（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,83,23,162,133,0,add point structure only where the question is subjective,价值观对人们认识和改造世界的活动具有重要的导向作用，影响人们对事物的评价和行为选择。管理处工作人员树立了人与自然和谐的生态价值观，自觉尊重自然、保护自然，把“对动物造成威胁的废弃水井”转化为“多物种栖息地”，有效保护了生物多样性，体现正确价值观对生态实践的导向作用。
T0073,P2,subjective entry has density flags,8. 2026朝阳一模 第16题（主观题）,legacy,subjective,WHY_LT_90_CHARS|SHORT_WITHOUT_POINT_MARKERS,89,32,89,126,0,expand material-to-principle recognition path; add point structure only where the question is subjective,事物的联系是普遍的，人们要善于用联系的观点看问题。中国农历将阴历与阳历有机结合、兼顾日月运行规律，把日、月、地之间客观存在的内在联系纳入历法体系；二十四节气又把天文规律与农业物候、社会生活联系起来，体现了对事物普遍联系的把握，构成了中国农历的独特智慧。
T0275,P2,subjective entry has density flags,8. 2026顺义一模 第21题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,92,53,112,164,0,add point structure only where the question is subjective,看问题要坚持两点论与重点论的统一，全面把握矛盾的主次方面与主要矛盾。运用“审势、乘势、驭势”的智慧，必须统筹中华民族伟大复兴战略全局和世界百年未有之大变局，辨析危与机、时与势——既要全面看到机遇与挑战、复兴与变局的两面，又要抓住推进中国式现代化这一主要矛盾，把握矛盾主要方面，迎难而上、沉着应对风险挑战，推动经济总量跨越新关口。
T0260,P2,subjective entry has density flags,9. 2024丰台一模 第21题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,80,27,131,149,0,add point structure only where the question is subjective,矛盾普遍性与特殊性辩证统一。和平、发展、公平、正义、民主、自由作为全人类共同价值是矛盾的普遍性——它反映了各国人民对美好生活的共同期盼；各国基于不同国情、文明传统对这些价值的具体实现方式有差异，是矛盾的特殊性。把握共同价值，必须坚持普遍性与特殊性的统一，既反对以个性否定共性，也反对以共性抹杀个性。
T0152,P2,subjective entry has density flags,9. 2024西城一模 第17题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,82,30,143,142,0,add point structure only where the question is subjective,自然界是普遍联系的有机整体，鸟、昆虫、浮游生物、底栖动物、植物、风、土壤之间相互依赖、相互影响；自然界又是不断发展的，从空地到郁郁葱葱、再到出现国家一级保护动物。人若以人类中心主义切断这些联系、阻断这种发展，就会破坏整体生态；正确做法是把人放在与自然普遍联系、共同发展的关系中来看待。
T0392,P2,subjective entry has density flags,9. 2024西城一模 第17题（主观题）,legacy,subjective,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,105,68,131,116,0,expand answer landing into concrete exam sentence; add point structure only where the question is subjective,处理人与自然的关系要树立尊重自然、顺应自然、保护自然的生态价值观，并用这种价值观指导园林营造、城市规划、生态保护等具体实践，从根本上转变以人为唯一价值尺度、以征服自然为目的的人类中心主义价值取向，让人的活动顺着生态价值观的方向展开。
T0349,P2,subjective entry has density flags,9. 2025丰台二模 第16题第（1）问（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,47,34,123,123,0,add point structure only where the question is subjective,材料中“喀什自汉代外邦商队与维吾尔手工艺人聚居形成多民族共生社区生态；自贸试验区设立联通中亚物流枢纽”，体现社会存在与社会意识；这说明社会生活和社会条件的变化会引起观念变化，观念又会反作用于社会生活，因此可以直接用这一原理说明题中材料的内在逻辑。
T0074,P2,subjective entry has density flags,9. 2025朝阳二模 第16题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,73,34,183,177,0,add point structure only where the question is subjective,事物之间和事物内部诸要素之间相互联系，整体与部分相互联系不可分割。从游为人才成长提供整体性的学习环境与文化氛围——孔子带弟子周游、爱因斯坦聚友群研，这些群体性场景构成的整体激发了个体沉思的方向；自学是部分（个体）在整体（学习共同体）中的主动性发挥。把握整体与部分的辩证关系，把从游所提供的群体激发与自学所代表的个体沉思有机结合起来，能促进人才更好地成长。
T0304,P2,subjective entry has density flags,9. 2026东城一模 第20题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,134,42,117,157,0,add point structure only where the question is subjective,实践是认识的基础，是认识的来源、动力、目的和检验真理的唯一标准；新中国成立以来的造林、“两山”理念落地、“双碳”目标提出与新一轮国家自主贡献等长期生态文明实践，是我国不断深化对生态文明建设规律性认识的客观基础——只有在实践中、并接受实践的检验，对生态文明建设的规律性认识才能持续深化、走向人与自然和谐共生的现代化。
T0370,P2,subjective entry has density flags,9. 2026朝阳一模 第21题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,136,57,118,149,0,add point structure only where the question is subjective,人民群众是社会历史的主体，是社会变革的决定力量。三部法律分别回应人民对优美生态环境、各民族共同富裕、国家发展规划“问计于民”的真实关切，是新时代立法坚持以人民为中心、保障人民权益的体现；正因为新时代国家立法把人民群众的根本利益作为出发点和落脚点，才能真正在“十五五”开局之年为国家立法标注新的刻度。
T0169,P2,subjective entry has density flags,9. 2026顺义一模 第16题（主观题）,legacy,subjective,SHORT_WITHOUT_POINT_MARKERS,199,33,115,157,0,add point structure only where the question is subjective,事物的发展是量变与质变的辩证统一，量变达到一定程度会引起质变，要重视量的积累，把握适度原则。防范“破窗效应”必须在量变阶段及时干预——一小堆垃圾及时清理、第一次逃票及时纠正、班级少数违纪及时处理、社会轻微失序及时治理，避免“放任存在”“逐渐增多”“变本加厉”的量积累跨过适度的边界发生“秩序崩塌、问题扩散”的质变。
