heading,group,material_chars,question_chars,why_chars,answer_chars,answer_point_markers,thin_flags,answer_excerpt
1. 2026西城一模 第21题（主观题）,legacy,92,39,125,137,0,SHORT_WITHOUT_POINT_MARKERS,中国式现代化处于“十五五”关键时期，必须在关键领域和重要环节攻坚突破，这要求继续推进社会主义制度的自我完善和发展；改革是解决我国社会基本矛盾、推动社会主义现代化建设的强大动力，只有在关键时期坚持探索式改革，才能破解发展中的体制机制障碍，让中国式现代化道路越走越宽、越走越稳。
2. 2024朝阳期中 第16题（主观题）,inserted,88,58,178,156,0,SHORT_WITHOUT_POINT_MARKERS,改革是社会主义社会发展的直接动力，是社会主义制度的自我完善和发展；中国共产党十次三中全会始终高举改革开放的旗帜、将改革进行到底，正是因为只有持续改革才能不断完善和发展中国特色社会主义制度；在新征程上必须紧紧围绕推进中国式现代化进一步全面深化改革，所以“改革”这一旗帜本身就是十次三中全会决策部署里最深的“不变”。
3. 2025石景山一模 第21题（主观题）,legacy,73,176,116,73,0,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,通过统筹破立、先立后破，使中国特色社会主义制度更加成熟更加定型，把制度优势转化为治理效能，为全面建成社会主义现代化强国提供根本制度保障和持久动力。
4. 2025西城期末 第21题（主观题）,inserted,75,54,134,176,3,,①社会主义社会仍然存在生产力和生产关系、经济基础和上层建筑之间的矛盾，改革是解决这些社会基本矛盾的直接动力。②改革推动不适应发展的体制机制不断调整完善，法治则把改革成果制度化、规范化，保障改革在稳定秩序中推进。③坚持改革和法治相统一，就是在法治轨道上推进改革、以改革完善法治，使制度建设更加成熟定型，把制度优势转化为治理效能，推动社会主义社会不断前进。
1. 2025海淀期末 第17题第（2）问（主观题）,inserted,51,28,149,202,3,,①人民群众是社会历史的主体，也是社会精神财富的创造者。能量守恒定律的发现不是少数成功者凭空完成的，而是建立在长期、广泛的科学实践积累之上。②那些为永动机奋斗而失败的人虽然没有制造出永动机，却通过一次次实验暴露问题、积累经验、促使人们反思“能量能否凭空产生”，为研究能量转化规律提供了重要材料和教训。③纪念失败者，就是承认科学精神财富来自广大实践者的共同探索，失败实践同样构成真理发现历程中不可缺少的环节。
2. 2026西城期末 第16题第（2）问（主观题）,inserted,98,27,172,111,0,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,人民群众是历史的创造者，也是社会精神财富的创造者；“真实”的新闻、历史、司法、科学、纪录片内容贴近人民群众的生活实践与情感需求，契合人民群众的根本利益，所以能够唤起共情、凝聚起直抵人心的精神力量，转化为推动社会发展的力量。
3. 2025西城二模 第20题（主观题）,legacy,165,39,239,210,0,,人民群众是社会历史的主体，是物质财富和精神财富的创造者，是社会变革的决定力量。文化建设着眼于人、落脚于人，一方面要把人民作为文化建设的依靠主体——1350万文艺从业者和近四千名非遗代表性传承人作为人民群众的一部分，是文化创新创造的主体力量；另一方面要把人民作为文化建设的目的主体——保障人民文化权益、丰富文化供给、满足人民群众多样化多层次的精神文化需求，使文化强国之“强”最终体现在人民的思想境界、精神状态、文化修养上。
4. 2024西城二模 第18题第（4）问（主观题）,legacy,61,25,170,114,0,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,推动乡村文化振兴必须坚持群众观点和群众路线，尊重乡村人民群众在乡村文化创造和传承中的主体地位，依靠群众保护好村落中由其创造的物质和精神文化遗产，让美学教育和文化建设真正服务于群众，使群众成为乡村文化振兴的参与者、推动者和受益者。
5. 2026东城一模 第16题（主观题）,inserted,94,50,80,141,0,WHY_LT_90_CHARS|SHORT_WITHOUT_POINT_MARKERS,人民群众是社会历史的主体，也是文艺创作的源泉和服务对象；满足大众情绪需求、能引发情感共鸣的文艺作品确实更易被人民群众接受，这是观点的合理面，体现了以人民为中心的创作导向；但优秀文艺还要回应人民对深沉时代情感、思想引领的更高层次需求，所以仅以“满足大众情绪需求”判定优秀文艺并不全面。
6. 2026东城一模 第20题（主观题）,legacy,111,42,95,155,0,SHORT_WITHOUT_POINT_MARKERS,人民群众是社会历史的主体，是社会物质财富和精神财富的创造者，也是社会变革的决定力量；我国深化对生态文明建设的规律性认识，始终坚持以人民为中心，把“生态美、产业兴、百姓富”作为目标，回应人民对良好生态环境这一最普惠民生福祉的期待——正是这种坚持人民立场的实践与认识互动，使我国对生态文明建设的规律性认识不断深化。
7. 2025东城二模 第16题（主观题）,legacy,65,36,170,154,0,SHORT_WITHOUT_POINT_MARKERS,人民群众是历史的创造者，是社会变革的决定力量。要求我们坚持群众观点和群众路线，在与人工智能共创美好未来的过程中，要充分调动广大人民群众参与AI应用场景设计与反馈的积极性、主动性和创造性，使AI真正满足人民群众的实际需求；坚持发展为了人民、依靠人民，让AI普惠化的发展成果惠及全体人民，做到与AI共创美好未来。
8. 2024东城二模 第16题（主观题）,legacy,119,34,154,95,0,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,桑基鱼塘是当地人民群众生产实践的产物，其修建、传承、再创造都依靠人民群众——人民群众是社会历史的主体和创造者；桑基鱼塘服务于人民、不断满足人民对美好生活和精神文化的追求，所以二千多岁仍未老。
9. 2026朝阳一模 第21题（主观题）,legacy,136,57,118,149,0,SHORT_WITHOUT_POINT_MARKERS,人民群众是社会历史的主体，是社会变革的决定力量。三部法律分别回应人民对优美生态环境、各民族共同富裕、国家发展规划“问计于民”的真实关切，是新时代立法坚持以人民为中心、保障人民权益的体现；正因为新时代国家立法把人民群众的根本利益作为出发点和落脚点，才能真正在“十五五”开局之年为国家立法标注新的刻度。
10. 2025朝阳一模 第21题（主观题）,inserted,143,51,179,183,0,,人民群众是社会历史的创造者，是社会物质财富、精神财富的创造者和社会变革的决定力量；坚持群众观点和群众路线是无产阶级政党的根本工作方法。中国共产党把人民群众身边的小事当作我们的大事、把“党员干部给群众办事做服务”作为根本工作方式、把“老百姓口碑”作为检验干部业绩的根本标准，体现的正是党尊重人民群众的历史地位、始终坚持群众观点和群众路线、全心全意为人民服务的根本宗旨。
11. 2025朝阳二模 第22题（主观题）,legacy,34,33,156,218,3,,①人民群众是社会历史的主体，是社会物质财富和精神财富的创造者，也是推动社会变革的决定力量。推进中国式现代化，顶层设计必须深刻把握人民群众的共同愿望，把人民对美好生活的需要转化为规划目标和政策安排。②实践探索更要依靠人民群众，各地区各行业人民在具体实践中发现问题、创造经验、贡献智慧和力量。③只有坚持人民主体地位，才能把顶层设计转化为教育、医疗、产业、治理等领域可感可及的现代化成果，使中国式现代化真正为了人民、依靠人民、成果由人民共享。
12. 2025朝阳期末 第16题（主观题）,inserted,84,31,136,199,3,,①人民群众是社会历史的主体，也是文化交流和精神财富创造、接受、传播的重要主体。用文化同世界对话，不能只考虑我们想展示什么，还要尊重不同国家普通观众的理解方式、生活经验和文化需求。②汉代文物出境展出注重趣味互动，关注生活方式、文化交流等贴近普通观众的视角，寻找其与现代生活的契合点，拉近观众与文物的距离。③这体现了群众观点和群众路线：把人民作为文化对话的主体，文化交流才能真正被理解、接受并产生共鸣。
13. 2025朝阳期末 第22题（主观题）,inserted,65,35,140,191,3,,①人民群众是社会历史的主体，是社会实践和精神财富创造的重要力量。马克思主义中国化时代化的新篇章，不能离开人民群众的现实实践和创造经验。②坚持人民至上，就是站稳人民立场，把握人民愿望，尊重人民创造，集中人民智慧，从人民实践中发现问题、总结经验、提炼规律。③理论创新还要回到人民实践中去，回应人民对美好生活的需要，成为人民认识世界、改造世界的思想武器，这样马克思主义才能保持鲜活生命力。
14. 2024朝阳二模 第16题第（2）问（主观题）,legacy,82,40,139,98,0,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,未来处理人与人工智能关系必须坚持人民立场，把是否有利于增进人民福祉、是否真正为人民群众谋发展谋幸福作为根本判断标准，让人工智能成为服务人民、保障人民根本利益的工具，从而正确处理人与人工智能的关系。
15. 2024朝阳期中 第16题（主观题）,inserted,69,58,134,193,3,,①人民群众是社会历史的主体和创造者，必须坚持群众观点和群众路线。中国共产党历次三中全会虽然面对的时代任务不同，但始终把人民群众的期待和需要作为改革决策的重要依据。②坚持以人民为中心，就是回应人民关切，尊重人民首创精神，把人民对美好生活的向往转化为改革目标和制度安排。③因此，决策部署中最深的“不变”，是始终坚持一切为了人民、一切依靠人民，让全面深化改革在人民实践中获得动力、检验和归宿。
16. 2025丰台二模 第16题第（1）问（主观题）,legacy,50,34,125,116,0,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,材料中“喀什外邦商队、维吾尔手工艺人长期聚居交易营造多民族共生社区；古城新业态由各族手工艺人、商户共同经营”，体现人民群众；这说明人民群众是社会历史的主体，是实践、创造和评价的重要主体，因此可以直接用这一原理说明题中材料的内在逻辑。
17. 2025丰台期末 第17题（主观题）,inserted,101,53,148,166,0,SHORT_WITHOUT_POINT_MARKERS,人民群众是社会历史的主体，是历史的创造者；人民性是马克思主义的本质属性。“人民城市人民建”就是依靠人民这一历史的创造者来建设城市——通过接诉即办、社区规划师、市民众创空间、民间湖长等机制让人民群众成为城市建设的真正主体；“人民城市为人民”就是把人民作为城市建设的根本目的——把人民对美好生活的向往作为奋斗目标，让发展成果由人民共享。
18. 2026延庆一模 第16题（主观题）,legacy,127,38,115,161,0,SHORT_WITHOUT_POINT_MARKERS,人民群众是社会历史的主体，是社会精神财富的创造者，要坚持群众观点和群众路线。赓续城市文脉的根本目的是让人民群众有获得感、归属感、凝聚力——南昌让历史建筑“看得见、摸得着”丰富公众参观体验，上海以红色文化塑造城市精神，惠州以行政区划承载乡愁；只有把人民群众的文化感受和精神需要作为出发点和落脚点，才能让灵魂与高楼真正共生长。
19. 2026顺义一模 第21题（主观题）,legacy,80,53,94,152,0,SHORT_WITHOUT_POINT_MARKERS,人民群众是社会历史的主体，是推动社会变革的决定力量；价值判断与价值选择要站在最广大人民立场上。运用“审势、乘势、驭势”的智慧推进中国式现代化，必须依靠人民群众的主动性创造性，把不断增强人民群众获得感、幸福感、安全感作为根本价值取向，把促进全体人民共同富裕、满足人民美好生活需要作为审势乘势驭势的根本落点。
20. 2026通州期末 第16题（主观题）,inserted,28,32,110,55,0,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,都江堰之所以能跨越千年，根本在于尊重和依靠民众力量——李冰率民修堰、历代百姓接力护堰，治水智慧扎根于人民实践。
21. 2025延庆一模 第21题（主观题）,legacy,65,47,165,226,3,,①人民群众是社会历史的主体，是社会物质财富和精神财富的创造者，也是推动社会发展的决定力量。中国式现代化不是少数人的事业，而是亿万人民在不同岗位上共同奋斗的实践过程。②表彰“人民卫士”“人民艺术家”“人民科学家”等模范，肯定的是人民群众在守护国家、创造文化、推动科技、服务社会中的劳动创造和责任担当。③这种表彰能够把先进个人的奉献精神转化为面向全社会的价值引领，激发更多群众立足岗位、发挥本领、参与强国建设和民族复兴，从而凝聚推进中国式现代化的磅礴力量。
22. 2024西城二模 第8题（选择题）,legacy,76,119,198,90,0,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,先民通过修水利、与洪水搏斗、建海塘等长期治水实践，把分散的个体凝聚为协作共同体、把人与城紧紧绑在一起、把生产与民生捆在一起——劳动实践促进了社会关系的形成和发展，所以正确选项是C。
23. 2024朝阳二模 第1题（选择题）,legacy,125,147,171,114,2,ANSWER_LT_120_CHARS,①人民立场是马克思主义政党区别于其他政党的显著标志(人民立场是马克思主义政党的根本立场)；④坚持人民至上体现党的崇高理想(共产主义/民族复兴)和为最广大人民谋利益的一致性(党的初心使命与人民立场的统一)——两者结合即正确选项B。
24. 2026顺义二模 第16题（主观题）,inserted,106,75,92,83,0,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,新大众文艺的“大众创作、大众传播、大众共享”说明人民群众是文化创造的主体。卷面可写：文艺创作要扎根人民生活、反映人民心声、服务人民精神需求，不能脱离真实生活凭空编造。
25. 2026西城二模 第20题（主观题）,inserted,46,35,139,167,3,,①人民群众是社会历史的主体，是社会实践和社会评价的根本力量，党员干部必须坚持群众观点和群众路线。②树立正确政绩观，就要把为民造福作为出发点和落脚点，围绕人民群众最关心的现实问题开展工作，而不是追求个人声望、短期显绩或形象工程。③工作成效最终要由人民需要、人民获得感和人民评价来检验，只有让发展成果更多更公平惠及人民，政绩才真正站得住。
26. 2025东城期末 第21题（主观题）,inserted,97,47,102,138,0,SHORT_WITHOUT_POINT_MARKERS,人民群众是社会历史的主体，是历史的创造者。中国式现代化必须坚持人民主体地位，把人民对美好生活的需要作为奋斗目标；在发展中增进民生福祉，在治理中听民声、汇民智、解民忧，使立法、司法、公共服务和文化建设回应群众真实需要。这样才能把“民生为大”的价值立场转化为可感可及的现代化成果。
27. 2025海淀期末 第22题（主观题）,inserted,83,58,147,169,3,,①人民群众是社会历史的主体，是历史的创造者，是推动社会变革和民族复兴的根本力量。②围绕愚公移山写作时，要把“搬山”的力量理解为全中国人民大众的团结奋斗：只有人民一起行动、持续实践，才能搬走阻碍民族独立、人民解放和国家发展的“大山”。③因此卷面可写依靠人民、团结人民、服务人民，发挥人民群众主体作用，汇聚推进现代化建设和民族复兴的磅礴力量。
28. 2026丰台期末 第2题（选择题）,inserted,43,37,37,58,0,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS|SHORT_WITHOUT_POINT_MARKERS,本题只作客观选择题挂点。基层治理和公共服务要坚持群众观点，站稳人民立场，解决群众身边事，增强获得感、幸福感和安全感。
29. 2026丰台期末 第22题（主观题）,inserted,45,40,135,148,3,,①人民群众是社会历史的主体，科学决策必须坚持群众观点和群众路线。②制定五年规划时，党广泛听取社会各界意见、问计于民，把人民意愿、基层经验、发展需求和专家建议吸收到规划中，使顶层设计建立在人民实践基础上。③这样形成的规划既能凝聚社会共识，又能回应人民需要、服务人民发展，体现以人民为中心的治理优势。
30. 2026朝阳期末 第21题（主观题）,inserted,64,30,145,143,3,,①人民群众是社会历史的主体，是推进中国式现代化的实践力量。②发挥制度优势，必须坚持群众观点和群众路线，坚持以人民为中心，把人民对美好生活的需要作为现代化建设的重要方向。③通过制度安排激发人民群众投身现代化建设的积极性、主动性、创造性，才能把人民主体作用转化为推进中国式现代化的强大合力。
31. 2026海淀期中 第9题（选择题）,inserted,68,32,72,50,0,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS|SHORT_WITHOUT_POINT_MARKERS,答案选A。问计于民说明人民群众是社会历史的主体，规划形成要尊重人民主体地位，汇聚人民群众智慧和力量。
32. 2026海淀期中 第22题第（2）问（主观题）,inserted,65,29,138,131,3,,①人民群众是社会历史的主体，是推动中华民族伟大复兴的根本力量。②复兴大势不是少数人单独推动的结果，必须坚持人民主体地位，尊重人民创造，凝聚全体人民的智慧、力量和奋斗热情。③只有把历史趋势同人民群众的实践力量结合起来，才能把复兴的有利态势转化为现实力量和持续成果。
33. 2026海淀期末 第21题（主观题）,inserted,67,44,129,138,3,,①人民群众是社会历史的主体，是推动中国式现代化的根本力量。②实现活力有序释放，必须坚持群众观点和群众路线，尊重人民创造，听取人民意见，把人民的积极性、主动性、创造性组织到现代化建设中。③中国式现代化既要依靠人民推进，也要让发展成果由人民共享，使治理秩序服务人民利益和人民生活。
34. 2026西城期末 第16题第（1）问（主观题）,inserted,62,27,142,132,3,,①人民群众是社会历史的主体，也是社会精神财富的创造者。②纪录片创作要坚持人民主体，贴近人民生活和精神世界，从普通人的奋斗、创造和情感中发现时代气象。③只有把镜头对准人民、把表达扎根人民，才能真实展现人民奋发有为的精神风貌，使作品具有打动人心的力量和持久的社会价值。
35. 2026西城期末 第21题（主观题）,inserted,51,38,126,163,3,,①人民群众是社会历史的主体，要坚持群众观点和群众路线。②科学制定五年规划，必须通过开门问策、集思广益、全过程人民民主等方式广泛听取人民意见，把人民的实践经验、现实需求和共同愿望转化为规划内容。③这样制定和接续实施规划，才能凝聚社会共识，保证规划反映人民需要、服务人民利益，并把人民群众的积极性创造性转化为推进现代化建设的力量。
36. 2026通州期末 第5题（选择题）,inserted,45,30,42,47,0,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS|SHORT_WITHOUT_POINT_MARKERS,基层治理要尊重群众主体地位，从群众需要和群众参与中形成治理合力，不能把基层问题割裂、孤立处理。
37. 2026通州期末 第21题（主观题）,inserted,34,36,97,147,3,,①人民群众是社会历史的主体，是推动中国式现代化的根本力量。②推进中国式现代化必须坚守人民立场，坚持以人民为中心，把增进民生福祉、满足人民对美好生活的需要作为重要目标。③让发展成果更多更公平惠及人民，同时尊重人民首创精神、激发人民参与热情，才能把人民群众的积极性创造性转化为现代化建设的持久动力。
1. 2026石景山二模 第9题（选择题）,inserted,41,223,84,68,2,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS,正确项是D（③④）。本节点处理人民群众标准：树立正确政绩观必须坚持人民主体地位，把为民造福作为出发点和落脚点，让工作成效经得起人民检验。
1. 2025东城一模 第1题（选择题）,inserted,44,220,97,86,1,ANSWER_LT_120_CHARS,本题应选A。本节点处理②：总结75年历史经验，必须看到人民群众是社会历史的主体，是推动国家发展和民族复兴的根本力量；新征程上仍要坚持人民主体地位，依靠人民创造新的历史伟业。
38. 2025西城一模 第4题（选择题）,inserted,62,79,75,87,2,ANSWER_LT_120_CHARS|WHY_LT_90_CHARS,本题应选D。本节点只处理③：人民群众是社会历史的主体，发展必须坚持人民立场，把人的发展和保障作为现代化的重要目的。④可作为联系/良性循环的选择题信息，不扩展成主观题评分链条。
39. 2024朝阳一模 第5题（选择题）,inserted,98,38,94,122,2,,本题应选A。本节点只处理③：三大文化建筑开放，把首都文化资源转化为人民可进入、可体验、可共享的公共文化服务，体现文化发展必须坚持以人民为中心，让文化发展成果惠及人民、满足人民精神文化需求；①的历史文脉传承作为文化线索保留，不扩展为主观题评分链。
40. 2026房山二模 第21题（主观题）,inserted,74,30,96,100,0,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,可从人民群众角度作答：新征程是新的长征，意味着推进中国式现代化和民族复兴必须坚持人民至上，尊重人民主体地位，依靠人民群众的实践创造，把人民对美好生活的向往作为奋斗目标。这样才能把新的长征路走稳、走实。
1. 2026海淀一模 第16题（主观题）,legacy,63,53,155,186,3,,①价值观对人们认识世界和改造世界具有重要导向作用，影响人们判断什么值得追求、技术应服务谁、发展应走向哪里。②人工智能时代会出现效率与公平、便利与隐私、创新与伦理、工具理性与人的主体性等价值冲突，这些问题不能靠算法自动解决。③人文学科能够提供价值辨析、伦理规范和文化理解，引导人工智能坚持以人为本、服务文明进步、防止技术异化，因此其价值引领功能不能被写作或信息处理功能替代。
2. 2026海淀期末 第16题（主观题）,inserted,112,69,153,183,0,,价值观具有导向作用，正确价值观对“数字原住民”与技术相伴成长具有促进作用：应树立把信息工具作为辅助而非解决问题直接主体的正确价值观，把“保持独立思考、深度思考、提高对信息工具滥用的警惕、培养自身思考能力”作为根本价值导向，以此引导日常的网络使用、信息处理与表达活动；只有以正确价值观引领，才能避免被算法、短视频、即时答案牵着走，真正做到与技术进步同向而行、相伴成长。
3. 2026海淀期末 第17题（主观题）,inserted,84,34,180,132,0,SHORT_WITHOUT_POINT_MARKERS,红色文化承载着革命理想、奋斗精神、爱国情怀等正确价值观，作为“精神之钙”对年轻人具有导向作用；通过体验、数字呈现和青年讲述等方式，红色文化把蕴含其中的正确价值观注入年轻人的精神世界，引领年轻人把先辈的理想、奋斗、担当转化为自己的价值追求，所以能持续“圈粉”年轻人。
4. 2026西城一模 第16题（主观题）,legacy,110,50,132,154,0,SHORT_WITHOUT_POINT_MARKERS,全民阅读入法，是国家用法律形式宣示对优秀出版物、对全民文化素养提升、对未来国家发展的价值取向；正确的价值观对人和社会有导向作用，国家立法把这种正确价值观确立为全社会的共同遵循，引导个人在阅读上的私人选择走向符合国家发展和人民利益的方向，所以阅读并非纯粹私事，国家立法是为了发挥正确价值观对全民阅读的导向作用。
5. 2026西城期末 第16题第（2）问（主观题）,inserted,114,27,157,122,0,SHORT_WITHOUT_POINT_MARKERS,价值观对人们认识世界、改造世界具有重要的导向作用；“对真实的追求”是合规律性和合目的性的正确价值观，它引领人们在新闻、历史、司法、科学、纪录片等活动中作出正确的价值判断与价值选择，使人们跨越个人情感与立场达成价值共识，所以“真实”能够直抵人心。
6. 2025西城一模 第22题（主观题）,legacy,93,41,160,237,3,,①价值观对人们认识世界和改造世界具有重要导向作用，影响人们作出价值判断和价值选择。坚持长期主义，就是用符合客观规律、符合人民长远利益和社会发展方向的正确价值观，判断哪些目标值得坚持、哪些短期诱惑需要克服。②在现实实践中，长期主义要求人们尊重规律、坚持真理，不因一时困难和短期收益而偏离正确方向，把“做困难而正确的事”转化为持续行动。③中华优秀传统文化中的恒久追求和自强不息民族精神，能够为长期主义提供价值滋养和精神支撑，引导个人、企业和社会在长期奋斗中创造真正有意义的成果。
7. 2025西城二模 第16题（主观题）,legacy,53,23,149,215,3,,①价值观对人们认识世界和改造世界具有重要导向作用，影响人们对事物的评价和行为选择。树立人与自然和谐共生的正确生态价值观，才能把废弃水井看作可以转化利用的生态资源，而不是简单抛弃或粗暴处理的对象。②在这种价值观引导下，工作人员尊重自然、保护自然，关注野生动物真实需求和生物多样性保护，把废弃设施改造成有利于动物取水、攀爬和栖息的空间。③这说明正确生态价值观能够引导人们选择科学、友善、可持续的治理方式，把生态保护理念落实为具体实践。
8. 2025西城二模 第16题第（1）问（主观题）,legacy,83,23,162,133,0,SHORT_WITHOUT_POINT_MARKERS,价值观对人们认识和改造世界的活动具有重要的导向作用，影响人们对事物的评价和行为选择。管理处工作人员树立了人与自然和谐的生态价值观，自觉尊重自然、保护自然，把“对动物造成威胁的废弃水井”转化为“多物种栖息地”，有效保护了生物多样性，体现正确价值观对生态实践的导向作用。
9. 2024西城一模 第17题（主观题）,legacy,105,68,131,116,0,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,处理人与自然的关系要树立尊重自然、顺应自然、保护自然的生态价值观，并用这种价值观指导园林营造、城市规划、生态保护等具体实践，从根本上转变以人为唯一价值尺度、以征服自然为目的的人类中心主义价值取向，让人的活动顺着生态价值观的方向展开。
10. 2026东城期末 第16题（主观题）,inserted,92,43,128,191,3,,①价值观对人们认识世界、改造世界的活动具有重要导向作用，也会影响人的价值判断和行为选择。“清白”作为文化符号，不只是颜色上的白，更承载清正廉洁、刚正不阿、心怀家国百姓等价值追求。②这种价值追求引导人们把外在审美转化为内在道德准则，形成崇清尚廉、坚守正直、担当责任的价值判断。③所以“白”不止于白，是因为它在文明传承中沉淀为引导人格塑造和实践选择的价值符号，能够持续涵养人的精神世界。
11. 2025东城一模 第16题（主观题）,inserted,91,31,127,189,3,,①价值观对人们认识世界和改造世界具有导向作用，正确价值观能够凝聚共识、引导实践。春节承载阖家团圆、和睦喜庆、敬祖爱亲、人与自然和谐、追求美好生活等共同价值取向。②这种价值取向让不同地区、不同代际的中国人在节日中形成情感认同和文化认同，增强民族自豪感与凝聚力。③春节形式可以与时俱进，但其共同价值始终引导人们珍视家庭、延续文化、追求美好生活，所以中国年能够年复一年焕发新的生命力。
12. 2025东城二模 第16题（主观题）,legacy,39,31,103,104,0,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,人工智能进入医疗、教育、社会治理和家庭服务等公共利益领域，必须用正确价值观为设计、开发、使用和维护定方向：坚持技术向善、公共利益和人的全面发展，通过伦理规范和风险治理防止技术作恶，才能与人工智能共创美好未来。
13. 2024东城二模 第16题（主观题）,legacy,79,34,132,115,0,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,科学的价值观要既符合社会发展规律，又符合最广大人民的根本利益。桑基鱼塘是群众生产实践的产物，遵循了人与自然客观规律(规律性)，又服务于人民、提高了人民生活水平、推动乡村振兴(人民性)——双重价值标准都得到满足，所以穿越千年仍未老。
14. 2026朝阳期中 第19题（主观题）,inserted,43,175,107,170,3,,①价值观对人们认识世界、改造世界的活动具有重要导向作用，正确价值观能够引导人们作出正确价值判断和价值选择。②伟大抗战精神蕴含爱国情怀、民族气节、英雄气概和必胜信念，能够帮助青年理解民族独立、国家富强和人民幸福之间的责任关系。③新时代弘扬抗战精神，就是用正确价值观凝聚民族复兴的精神力量，引导青年把爱国情怀转化为担当奉献和砥砺前行的实际行动。
15. 2024朝阳二模 第16题第（2）问（主观题）,legacy,98,40,137,105,0,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,未来处理人与人工智能关系，必须坚持正确的价值观，站在人类社会发展的整体立场上引导人工智能产业，对人工智能技术保持开放与审慎相统一的态度，把握好科技伦理边界，使人工智能在推动社会进步的同时不损害人类的利益与价值。
16. 2026顺义一模 第16题（主观题）,legacy,77,33,112,144,0,SHORT_WITHOUT_POINT_MARKERS,价值观对人和社会有重要导向作用，正确的价值观引领人作出正确的价值判断与选择。防范破窗效应不仅要靠制度硬约束，还要在思想道德和认识层面发挥正确价值观的导向作用，引导人们坚守公共秩序、社会信任、国际公平正义等正确价值取向，自觉抵制对不良行为的从众与仿效，从软约束、自律层面阻断破窗效应的扩散。
17. 2026石景山一模 第17题第（1）问（主观题）,legacy,35,33,116,50,0,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,中医秉持人民至上的价值观，将慈怀济世、仁心仁术的道德追求与防病治病的实践目标有机统一，引导诊疗活动。
18. 2025延庆一模 第16题（主观题）,legacy,45,35,99,97,0,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,网络文艺适老化不能靠制造冲突、夸张离谱和低俗价值吸引眼球，而要坚持正确价值导向，回应中老年群体真实精神文化需求，塑造积极健康的银发形象，让作品既便于中老年人观看理解，又能弘扬社会主义核心价值观。
19. 2025昌平二模 第16题（主观题）,legacy,35,16,93,71,0,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,评价中国书法不仅看技艺，更要看书家是否树立和践行了正确的价值观，正确的价值观引导书家在大是大非面前作出正确选择，使作品具有打动人心的精神力量。
20. 2024顺义二模 第16题第（1）问（主观题）,legacy,89,38,155,120,0,SHORT_WITHOUT_POINT_MARKERS,价值观对人认识世界和改造世界的活动具有导向作用。各地以新发展理念(创新、协调、绿色、开放、共享)和美丽中国建设的价值取向为引领，推动绿色发展方式和生活方式落地——以正确价值观引导实践方向，这是各地推进“无废城市”建设做法合理性的价值观基础。
21. 2024顺义二模 第20题第（2）问（主观题）,legacy,108,51,149,143,0,SHORT_WITHOUT_POINT_MARKERS,价值观对人改造世界的活动具有导向作用，要自觉站在最广大人民根本利益的立场上做出价值判断和价值选择。党不断谱写马克思主义中国化时代化新篇章，根本是为了“团结带领全国各族人民”实现民族复兴、回答“人民之问”——以人民立场为根本价值标准引领理论创新和实践创新，这正是其在价值观维度上的合理性。
22. 2024西城二模 第1题（选择题）,legacy,112,102,129,129,4,,①人民性是马克思主义的本质属性，④坚持人民至上体现马克思主义历史观(社会发展由人民推动)和价值观(站在最广大人民立场)的统一，二者均符合材料关于人民至上对马克思主义唯物史观继承发展的论断；②③属于把马克思主义独有特征张冠李戴或将辩证法核心错指的常见易错边界。
23. 2024西城二模 第9题（选择题）,legacy,101,112,159,86,0,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,主流媒体在做“智慧+”产品时，不能任由AIGC的“盲盒”结果裹挟内容方向，而要以内容创新为行业赋能、用主流价值观提供价值引领——这是价值观的导向作用在媒体融合实践中的落点。
24. 2026东城二模 第16题（主观题）,inserted,103,31,117,107,0,ANSWER_LT_120_CHARS|SHORT_WITHOUT_POINT_MARKERS,“京彩课堂”用正确价值观把城市认同、国家责任和学生成长连接起来，引导学生在真实城市生活中形成家国情怀和责任担当。卷面可写：发挥正确价值观导向作用，让课程资源服务立德树人，使学生在判断、选择和行动中坚持正确价值追求。
