atom_id,source_question,scoring_position,evidence_level,source_boundary,expression_variant,final_bucket,final_core_cluster,material_trigger_fusion,answer_sentence_fusion,source_ledger_refs
ATOM-FT26-03,2026丰台一模 Q19,PPTX slide42 paragraph2 guarded,P0_scoring_pptx_reference_answer_guarded,scoring_pptx_reference_answer_without_point_slots,正确义利观；真正的多边主义；合作共赢；扩大同各国利益的汇合点；共同利益,政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展,全球可持续发展需要兼顾各国利益 答案明确正确义利观 真正多边主义 合作共赢 利益汇合点,中国坚持正确义利观 积极践行真正的多边主义 坚持合作共赢 致力于扩大同各国利益的汇合点,2026丰台一模_Q19_SRC_44f3b42c2caf;2026丰台一模_Q19_SRC_31e84e4e2ec2
ATOM-FT26-04,2026丰台一模 Q19,PPTX slide42 paragraph3 guarded,P0_scoring_pptx_reference_answer_guarded,scoring_pptx_reference_answer_without_point_slots,共商共建共享的全球治理观；全球治理；全球可持续发展；负责任大国；大国情怀与担当,政治多极化,共商共建共享的全球治理观,材料列出中国减贫教育卫生成就和国际合作 答案落到共商共建共享全球治理观和负责任大国担当,中国坚持共商共建共享的全球治理观 以减贫、教育普及、卫生健康等领域成就和国际合作 展现对全球可持续发展的积极贡献和负责任大国担当,2026丰台一模_Q19_SRC_44f3b42c2caf;2026丰台一模_Q19_SRC_31e84e4e2ec2
ATOM-YQ26-01,2026延庆一模 Q19(2),评分细则理论逻辑①国家利益角度 1+1中的一组角度,P0_formal_scoring_rule_docx,formal_scoring_docx_with_visual_paper_prompt,共同利益；维护国家利益；正确的义利观；能源治理利益共同体,中国,推动构建人类命运共同体,设问问理论逻辑 实质是在问绿色能源合作为什么能成立 中国与共建国家在能源开发利用绿色转型和可持续发展上存在共同利益,国家间共同利益是国家合作的基础 中国与共建国家在绿色能源开发利用和可持续发展上存在共同利益 中国坚持正确义利观 推动形成能源治理利益共同体,2026延庆一模_Q19_2_SRC_5bf6b7387198;2026延庆一模_Q19_2_SRC_944b03f9c3be
ATOM-YQ26-02,2026延庆一模 Q19(2),评分细则理论逻辑②历史潮流角度 1+1中的一组角度,P0_formal_scoring_rule_docx,formal_scoring_docx_with_visual_paper_prompt,和平发展合作共赢的历史潮流；经济全球化进程；融入经济全球化,中国,国际发展合作、南南合作与“小而美”项目,设问问理论逻辑 绿色能源国际合作跨越国界并以一带一路为平台推动技术资金产品和治理经验流动 触发时代主题与经济全球化趋势,中国深化绿色能源国际合作 顺应和平发展合作共赢的历史潮流 推动自身与共建国家融入经济全球化进程,2026延庆一模_Q19_2_SRC_5bf6b7387198;2026延庆一模_Q19_2_SRC_944b03f9c3be
ATOM-YQ26-03,2026延庆一模 Q19(2),评分细则价值意蕴 1点2分 2点4分 可选点之一,P0_formal_scoring_rule_docx,formal_scoring_docx_with_visual_paper_prompt,共商共建共享；全球治理观；指标共商 策略共研 成效共评；能源治理多边协同转型,政治多极化,共商共建共享的全球治理观,材料中绿色发展指数被多国采用并成为联合国环境署参考标准 又形成指标共商策略共研成效共评机制 触发共商共建共享的全球治理观,中国推动绿色发展指数被多国采用并成为联合国环境署参考标准 践行共商共建共享的全球治理观 推动全球能源治理向多边协同转型,2026延庆一模_Q19_2_SRC_5bf6b7387198;2026延庆一模_Q19_2_SRC_944b03f9c3be
ATOM-YQ26-04,2026延庆一模 Q19(2),评分细则价值意蕴 1点2分 2点4分 可选点之一,P0_formal_scoring_rule_docx,formal_scoring_docx_with_visual_paper_prompt,新型国际关系；相互尊重；公平正义；合作共赢；一带一路绿色能源合作,政治多极化,推动建设相互尊重、公平正义、合作共赢的新型国际关系,中国以一带一路为载体与巴基斯坦肯尼亚等国开展绿色基建能源转型和技术合作 体现平等合作与共同受益 触发新型国际关系完整五词,中国以“一带一路”为平台同共建国家开展绿色基建和能源转型合作 推动构建相互尊重、公平正义、合作共赢的新型国际关系,2026延庆一模_Q19_2_SRC_5bf6b7387198;2026延庆一模_Q19_2_SRC_944b03f9c3be
ATOM-YQ26-05,2026延庆一模 Q19(2),评分细则价值意蕴 1点2分 2点4分 可选点之一；答案段含公共产品属性中国方案表达,P0_formal_scoring_rule_docx,formal_scoring_docx_with_visual_paper_prompt,人类命运共同体；全球能源可持续发展；具有公共产品属性的中国方案,中国,推动构建人类命运共同体,材料说中国携手各国共建可持续发展的未来 并为其他国家提供发展与保护平衡的可复制方案 触发人类命运共同体和中国方案表达,中国以绿色能源合作为全球能源可持续发展提供具有公共产品属性的中国方案 推动构建人类命运共同体,2026延庆一模_Q19_2_SRC_5bf6b7387198;2026延庆一模_Q19_2_SRC_944b03f9c3be
ATOM-FS26-01,2026房山一模 Q19,细则19消费/市场侧2分,P0_formal_scoring_rule_docx,formal_scoring_docx_with_visual_paper_prompt,超大规模市场优势；降低成本提高效率；货物服务贸易升级；要素自由流动；优化资源配置；贸易投资自由化便利化,经济全球化,推动贸易和投资自由化便利化,一线放开和零关税商品扩围降低跨境贸易成本 提高通关效率 推动商品服务和要素更自由流动,海南自贸港封关发挥我国超大规模市场优势 降低跨境贸易成本 提高通关效率 促进货物、服务贸易升级和贸易投资自由化便利化 从而助力国际循环,2026房山一模_Q19_SRC_7301f6d3c6e2;2026房山一模_Q19_SRC_0e98e571e5b0
ATOM-FS26-02,2026房山一模 Q19,细则19生产侧2分,P0_formal_scoring_rule_docx,formal_scoring_docx_with_visual_paper_prompt,技术研发；企业竞争力；产业升级；优化产业结构；全球产业分工和合作,经济全球化,促进生产要素全球流动、资源优化配置、优势互补和国际分工合作,材料写企业节省税款并投入核心技术攻坚 加工增值产业链形成 触发生产侧竞争力和全球产业分工合作,海南自贸港封关使企业节省关税投入核心技术攻坚 提升企业竞争力并推动产业升级 深度融入全球产业分工和合作,2026房山一模_Q19_SRC_7301f6d3c6e2;2026房山一模_Q19_SRC_0e98e571e5b0
ATOM-FS26-03,2026房山一模 Q19,细则19投资侧2分,P0_formal_scoring_rule_docx,formal_scoring_docx_with_visual_paper_prompt,优化营商环境；吸引外商投资；引进来；外资企业增长,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,材料写极简审批一网通办新增经营主体和外资企业增长 触发投资便利和引进来机制,海南自贸港封关持续优化营商环境 通过极简审批和一网通办吸引外商投资 坚持高水平引进来 助力国际循环,2026房山一模_Q19_SRC_7301f6d3c6e2;2026房山一模_Q19_SRC_0e98e571e5b0
ATOM-FS26-04,2026房山一模 Q19,细则19中国方案侧2分：制度型开放1分+中国方案/双循环/两市场两资源1分,P0_formal_scoring_rule_docx,formal_scoring_docx_with_visual_paper_prompt,制度型开放；助力国际循环中国方案；以国内大循环吸引全球资源要素；两个市场两种资源联动效应,经济全球化,充分利用国内国际两个市场、两种资源，增强国内国际循环联动,设问问如何助力国际循环 材料呈现封关制度安排打通一线二线岛内自由 触发制度型开放和国内国际循环联动,海南自贸港封关推进制度型开放 以国内大循环吸引全球资源要素 增强国内国际两个市场两种资源联动效应 为助力国际循环贡献中国方案,2026房山一模_Q19_SRC_7301f6d3c6e2;2026房山一模_Q19_SRC_0e98e571e5b0
ATOM-SJS26-01,2026石景山一模 Q20,评分参考20：任选关键词 每个关键词使用1个学科用语+合理分析得4分；可从维护共同利益角度回答,P0_scoring_reference_level_guarded,official_answer_scoring_reference_level_not_point_rubric,立足亚太各国共同利益；维护共同利益；寻找更多利益契合点,理论,国家间共同利益是国家合作的基础,设问要求说明中国倡议如何助推亚太合作 关键词共同对应各国为什么能携手合作和形成合力 触发共同利益这一合作成立逻辑,中国倡议立足亚太各国共同利益 倡导各方维护多边贸易体制和产业链供应链稳定 形成区域发展合力 从而助推亚太合作,2026石景山一模_Q20_SRC_2b459ae738e8;2026石景山一模_Q20_SRC_b46dba82c3ff
ATOM-SJS26-02,2026石景山一模 Q20,评分参考20：可从共商共建共享角度回答；示例共同+包容第①点,P0_scoring_reference_level_guarded,official_answer_scoring_reference_level_not_point_rubric,共商共建共享的全球治理观；互利共赢；以集体行动维护亚太地区经济发展秩序,政治多极化,共商共建共享的全球治理观,关键词共同不仅问有共同利益 还问如何通过协商合作把共同利益转化为区域治理行动 因而触发共商共建共享治理表达,中国倡议坚持共商共建共享的全球治理观，推动亚太各国在多边贸易、产业链供应链和数字绿色贸易等领域协商合作，以集体行动维护亚太地区经济发展秩序。,2026石景山一模_Q20_SRC_2b459ae738e8;2026石景山一模_Q20_SRC_b46dba82c3ff
ATOM-SJS26-03,2026石景山一模 Q20,评分参考20：开放关键词示例；每点4分,P0_scoring_reference_level_guarded,official_answer_scoring_reference_level_not_point_rubric,开放型区域经济环境；世贸组织基本原则；破除贸易壁垒；贸易和投资自由化便利化；区域经济一体化；贸易数字化绿色化,经济全球化,推动贸易和投资自由化便利化,关键词开放对应材料中多边贸易体制、开放型区域经济环境和数字绿色贸易合作 触发经济全球化中的贸易投资自由化便利化和区域经济一体化机制,中国倡议坚持贸易和投资自由化便利化 推进区域经济一体化 破除贸易壁垒 并以数字技术和绿色产业合作拓展开放空间 助推亚太形成开放型经济格局,2026石景山一模_Q20_SRC_2b459ae738e8;2026石景山一模_Q20_SRC_b46dba82c3ff
ATOM-SJS26-04,2026石景山一模 Q20,评分参考20：包容关键词示例；每点4分,P0_scoring_reference_level_guarded,official_answer_scoring_reference_level_not_point_rubric,普惠包容发展；维护发展中国家正当权益；解决发展不平衡；成果更多更公平惠及全体人民,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,关键词包容对应材料中保障发展中国家正当权益、解决发展不平衡和普惠包容发展 触发经济全球化方向中的包容性和可持续性表达,中国倡议维护发展中国家正当权益 着力解决发展不平衡问题 推动经济全球化更加包容、更可持续 让亚太合作成果更多更公平惠及地区全体人民,2026石景山一模_Q20_SRC_2b459ae738e8;2026石景山一模_Q20_SRC_b46dba82c3ff
ATOM-SJS26-05,2026石景山一模 Q20,评分参考20：可从人类命运共同体、和平发展合作共赢等角度回答,P0_scoring_reference_level_guarded,official_answer_scoring_reference_level_not_point_rubric,人类命运共同体；和平发展合作共赢；合作共赢；互利共赢,中国,推动构建人类命运共同体,设问问中国倡议如何助推亚太合作 若材料和所选关键词需要上升到区域共同发展和合作共赢方向 可用人类命运共同体或和平发展合作共赢作升华 但不能替代具体关键词分析,中国倡议坚持和平发展合作共赢 引导亚太各方在开放合作和普惠包容中凝聚共同发展方向 为构建人类命运共同体积累区域合作力量,2026石景山一模_Q20_SRC_2b459ae738e8;2026石景山一模_Q20_SRC_b46dba82c3ff
M-FT24YM-01,2024丰台一模 Q20,评分标准说明：答案提示四方面，任选三方面6-7分；本点来自参考答案第一链,P0_scoring_docx_level_aspects_guarded,level_aspects_not_fixed_point_rubric,基础设施互联互通；全球流动；资源配置效率,经济全球化,促进生产要素全球流动、资源优化配置、优势互补和国际分工合作,供应链成为国际合作共赢链，先要说明链如何连通；基础设施把产品、服务和要素连接到全球网络，触发生产要素全球流动和资源配置效率。,我国完善基础设施，推动产品、服务和生产要素在全球范围流动，提高资源配置效率，为供应链成为国际合作共赢链提供联通基础。,2024丰台一模_Q20_SRC_SRC_04f136a5f8d1;2024丰台一模_Q20_SRC_SRC_60a70dc180c6;2024丰台一模_Q20_SRC_SRC_a2905154bbd4
M-FT24YM-02,2024丰台一模 Q20,参考答案第二链；四方面等级说明内,P0_scoring_docx_level_aspects_guarded,level_aspects_not_fixed_point_rubric,供应链金融；资金短缺；链条稳定,经济全球化,维护产业链供应链安全稳定，形成多元稳定的国际经济格局和经贸关系,设问追问共赢链的形成机制，材料中的供应链金融对应链条运行的资金约束，触发金融服务保障供应链稳定。,我国加快供应链金融创新，缓解供应链发展中的资金短缺问题，增强供应链运行韧性。,2024丰台一模_Q20_SRC_SRC_04f136a5f8d1;2024丰台一模_Q20_SRC_SRC_60a70dc180c6;2024丰台一模_Q20_SRC_SRC_a2905154bbd4
M-FT24YM-03,2024丰台一模 Q20,参考答案第三链；四方面等级说明内,P0_scoring_docx_level_aspects_guarded,level_aspects_not_fixed_point_rubric,国际经济合作交流平台；贸易投资自由化便利化,经济全球化,推动贸易和投资自由化便利化,供应链从国内实践走向国际合作，需要平台降低合作门槛，触发贸易投资自由化便利化。,我国打造国际经济合作交流平台，推进贸易投资自由化便利化，拓展供应链国际合作空间。,2024丰台一模_Q20_SRC_SRC_04f136a5f8d1;2024丰台一模_Q20_SRC_SRC_60a70dc180c6;2024丰台一模_Q20_SRC_SRC_a2905154bbd4
M-FT24YM-04,2024丰台一模 Q20,参考答案第四链；四方面等级说明内,P0_scoring_docx_level_aspects_guarded,level_aspects_not_fixed_point_rubric,先进技术降低成本提高效率；畅通全球产业链供应链；合作共赢,经济全球化,维护产业链供应链安全稳定，形成多元稳定的国际经济格局和经贸关系,设问落在国际合作共赢链，先进技术和畅通链条共同说明供应链质量提升及经济全球化活力增强。,我国运用先进技术降低成本、提高效率，推动全球供应链高质量发展，畅通全球产业链供应链，增强经济全球化活力，推动各国合作共赢。,2024丰台一模_Q20_SRC_SRC_04f136a5f8d1;2024丰台一模_Q20_SRC_SRC_60a70dc180c6;2024丰台一模_Q20_SRC_SRC_a2905154bbd4
M-FT24EM-01,2024丰台二模 Q19,三角度每个2分：做法+效果/意义；角度一,P0_formal_scoring_docx,formal_three_angles_each_2,气候变化挑战；负责任大国；建设性作用,中国,中国作为负责任大国积极参与全球治理并推动全球南方现代化,中国答卷指向应对气候变化的行动及效果，触发负责任大国和建设性作用。,中国作为负责任大国，在应对气候变化挑战中积极承担责任，发挥建设性作用，彰显大国担当。,2024丰台二模_Q19_SRC_SRC_8cabfb2a5c95;2024丰台二模_Q19_SRC_SRC_610be819f51b
M-FT24EM-02,2024丰台二模 Q19,三角度每个2分：角度二,P0_formal_scoring_docx,formal_three_angles_each_2,南南合作；发展中国家；中国智慧中国方案,中国,贡献中国智慧、中国方案、中国力量与全球倡议体系,材料的环境合作对象落在发展中国家，触发南南合作及中国智慧中国方案。,中国通过南南合作帮助发展中国家提升应对气候变化能力，贡献中国智慧、中国方案。,2024丰台二模_Q19_SRC_SRC_8cabfb2a5c95;2024丰台二模_Q19_SRC_SRC_610be819f51b
M-FT24EM-03,2024丰台二模 Q19,三角度每个2分：角度三,P0_formal_scoring_docx,formal_three_angles_each_2,区域合作；改善区域环境；人类命运共同体,中国,推动构建人类命运共同体,材料中的区域环境治理合作要求写出合作效果，触发区域合作与人类命运共同体。,中国通过区域合作促进区域环境改善，推动构建人类命运共同体。,2024丰台二模_Q19_SRC_SRC_8cabfb2a5c95;2024丰台二模_Q19_SRC_SRC_610be819f51b
M-FT25QM-01,2025丰台期末 Q20,符合和平与发展(1分)的时代主题,P0_formal_scoring_pptx,formal_point_rubric,中非战略性共识符合和平与发展时代主题,时代背景,和平与发展仍是时代主题,理论逻辑要求解释中非为何能达成共识，中非合作维护发展中国家利益，触发和平与发展时代主题。,中非达成一系列战略性共识符合和平与发展仍是时代主题。,2025丰台期末_Q20_SRC_SRC_86fc00424d39;2025丰台期末_Q20_SRC_SRC_25f18281e8a8
M-FT25QM-02,2025丰台期末 Q20,基于国家间共同利益(1分)构建中非命运共同体,P0_formal_scoring_pptx,formal_point_rubric,共同利益；中非命运共同体,中国,推动构建人类命运共同体,中非在核心利益、全球治理和现代化上有共同关切，触发共同利益是合作基础。,中非基于国家间共同利益构建中非命运共同体。,2025丰台期末_Q20_SRC_SRC_86fc00424d39;2025丰台期末_Q20_SRC_SRC_25f18281e8a8
M-FT25QM-03,2025丰台期末 Q20,在平等互利(1分)基础上开展合作,P0_formal_scoring_pptx,formal_point_rubric,平等互利；战略性共识,理论,在平等互利基础上开展合作,材料强调相互支持和联合自强，不是单方施予，触发平等互利。,中非在平等互利基础上开展合作，推动双方共同发展。,2025丰台期末_Q20_SRC_SRC_86fc00424d39;2025丰台期末_Q20_SRC_SRC_25f18281e8a8
M-FT25QM-04,2025丰台期末 Q20,落实共商共建共享的全球治理观(1分),P0_formal_scoring_pptx,formal_point_rubric,全球治理战略对表；共商共建共享,政治多极化,共商共建共享的全球治理观,中非就全球治理进行战略对表，要求共同商量国际事务，触发全球治理观。,中非落实共商共建共享的全球治理观，推动全球治理朝更加公正合理方向发展。,2025丰台期末_Q20_SRC_SRC_86fc00424d39;2025丰台期末_Q20_SRC_SRC_25f18281e8a8
M-FT25QM-05,2025丰台期末 Q20,新型国际关系完整表述2分；只写新型国际关系1分；国际关系民主化可替代1分,P0_formal_scoring_pptx,formal_point_rubric,完整新型国际关系；国际关系民主化可替代1分,政治多极化,推动建设相互尊重、公平正义、合作共赢的新型国际关系,价值意蕴问战略性共识带来什么国际关系效果，中非共同维护国际公平正义，触发新型国际关系完整表述。,中非战略性共识有利于推动建设相互尊重、公平正义、合作共赢的新型国际关系。,2025丰台期末_Q20_SRC_SRC_86fc00424d39;2025丰台期末_Q20_SRC_SRC_25f18281e8a8
M-FT25QM-06,2025丰台期末 Q20,有利于中非携手推进现代化(材料1分),P0_formal_scoring_pptx,formal_point_rubric,中非现代化；材料1分,中国,中非携手推进现代化,设问要求价值意蕴，材料直接落在现代化合作成果。,中非战略性共识有利于中非携手推进现代化。,2025丰台期末_Q20_SRC_SRC_86fc00424d39;2025丰台期末_Q20_SRC_SRC_25f18281e8a8
M-FT25QM-07,2025丰台期末 Q20,构建人类命运共同体(1分),P0_formal_scoring_pptx,formal_point_rubric,中非命运共同体；人类命运共同体,中国,推动构建人类命运共同体,中非命运共同体是人类命运共同体理念在中非关系中的具体实践。,中非战略性共识有利于构建人类命运共同体。,2025丰台期末_Q20_SRC_SRC_86fc00424d39;2025丰台期末_Q20_SRC_SRC_25f18281e8a8
M-YQ25YM-01,2025延庆一模 Q20(2),时代主题2分,P0_formal_scoring_docx,formal_point_rubric,全球产供链韧性稳定；共同利益；和平与发展,理论,国家间共同利益是国家合作的基础,回应脱钩断链，要先判断全球供应链稳定为何符合各方利益，触发共同利益与时代主题。,维护全球产供链韧性和稳定是推动世界经济可持续发展的重要保障，符合国际社会共同利益，顺应和平与发展时代主题。,2025延庆一模_Q20(2)_SRC_SRC_4572acf26cdb;2025延庆一模_Q20(2)_SRC_SRC_438d82cfc42b
M-YQ25YM-02,2025延庆一模 Q20(2),经济全球化方向2分,P0_formal_scoring_docx,formal_point_rubric,完整五词；高水平对外开放,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,链博会和自贸协定说明中国用开放合作回应逆全球化，触发经济全球化正确方向完整五词。,中国坚持高质量发展和高水平对外开放，推动经济全球化朝着开放、包容、普惠、平衡、共赢方向发展。,2025延庆一模_Q20(2)_SRC_SRC_4572acf26cdb;2025延庆一模_Q20(2)_SRC_SRC_438d82cfc42b
M-YQ25YM-03,2025延庆一模 Q20(2),多极化2分；国家利益/国际关系/多边主义可替代不重复,P0_formal_scoring_docx,formal_point_rubric,世界多极化；国家利益；兼顾他国合理关切,政治多极化,世界多极化深入发展与平等有序的世界多极化,脱钩断链背后是霸权和冷战思维，回应要说明国际格局变化和中国处理利益关系的方式。,世界多极化是当今国际形势的突出特点，“脱钩断链”损人不利己，中国在追求本国利益的同时兼顾他国合理关切。,2025延庆一模_Q20(2)_SRC_SRC_4572acf26cdb;2025延庆一模_Q20(2)_SRC_SRC_438d82cfc42b
M-YQ25YM-04,2025延庆一模 Q20(2),人类命运共同体2分,P0_formal_scoring_docx,formal_point_rubric,链博会朋友圈；世界共赢链；HMC,中国,推动构建人类命运共同体,材料落脚在让链博会朋友圈变大、把供应链打造成世界共赢链，触发HMC。,中国愿携手各国扩大链博会朋友圈、深化产供链合作，将全球供应链打造为世界共赢链，共筑人类命运共同体。,2025延庆一模_Q20(2)_SRC_SRC_4572acf26cdb;2025延庆一模_Q20(2)_SRC_SRC_438d82cfc42b
M-FS25YM-01,2025房山一模 Q18(2),细则1：4分；建设创新型、开放型世界经济不可替代,P0_formal_scoring_pdf,formal_point_rubric,国际竞争；高水平对外开放；创新型开放型世界经济,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,开源战略的技术革新服务全球技术共享，材料指向科技竞争和开放合作，触发开放型世界经济。,面对以经济和科技实力为基础的国际竞争，中国坚持高水平对外开放，以科学技术发展推动建设创新型、开放型世界经济，促进经济全球化发展。,2025房山一模_Q18(2)_SRC_SRC_8ee813c0b52e;2025房山一模_Q18(2)_SRC_SRC_dc005114eca8
M-FS25YM-02,2025房山一模 Q18(2),细则2：3分；联合国宗旨和原则不可替代；正确义利观可替代合作,P0_formal_scoring_pdf,formal_point_rubric,和平与发展；联合国宗旨原则；HMC；正确义利观,理论,维护国家利益并兼顾他国合理关切，坚持正确义利观,AI国际合作决议和多国声明说明开源战略进入全球治理场域，触发UN框架和HMC。,中国顺应和平与发展的国际潮流，在联合国宗旨和原则框架下构建人类命运共同体，加强国际交流合作，积极参与全球治理。,2025房山一模_Q18(2)_SRC_SRC_8ee813c0b52e;2025房山一模_Q18(2)_SRC_SRC_dc005114eca8
M-CP25EM-01,2025昌平二模 Q21,意义项：任选2个给2分；评分细则见点给分,P0_formal_scoring_pptx_no_explicit_book_guard,no_explicit_book_but_xuanbiyi_scoring_terms,吸引外资；先进技术和管理经验；两市场两资源,经济全球化,充分利用国内国际两个市场、两种资源，增强国内国际循环联动,开放型经济意义题虽然未显式限定选必一，但外资进入和资源联动直接触发两个市场两种资源。,扩大开放、吸引外资有利于引入先进技术和管理经验，充分利用国内国际两个市场两种资源，建设现代化产业体系，提高对外开放质量和效益。,2025昌平二模_Q21_SRC_SRC_2df7863ec9eb;2025昌平二模_Q21_SRC_SRC_f67354a12eea
M-CP25EM-02,2025昌平二模 Q21,意义项：任选1个给1分,P0_formal_scoring_pptx_no_explicit_book_guard,no_explicit_book_but_xuanbiyi_scoring_terms,免签；融资服务；涉外知识产权保护,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,服务保障和免签扩大降低外资合作成本，触发经贸合作与营商环境。,相关举措有利于加强各国人员交流和经贸合作，营造市场化、法治化、国际化营商环境，增强外资投资中国的信心。,2025昌平二模_Q21_SRC_SRC_2df7863ec9eb;2025昌平二模_Q21_SRC_SRC_f67354a12eea
M-CP25EM-03,2025昌平二模 Q21,意义项：任选2个给2分,P0_formal_scoring_pptx_no_explicit_book_guard,no_explicit_book_but_xuanbiyi_scoring_terms,投资中国品牌；开放合作平台；全球经济治理话语权,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,投资中国品牌和项目撮合把外资合作平台化，触发全球经济治理中的中国影响。,打造“投资中国”品牌有利于建设高水平开放合作平台，提升中国在全球经济治理中的话语权和影响力。,2025昌平二模_Q21_SRC_SRC_2df7863ec9eb;2025昌平二模_Q21_SRC_SRC_f67354a12eea
M-CP25EM-04,2025昌平二模 Q21,意义项：任选2个给2分；细则补充推动经济全球化发展可给分,P0_formal_scoring_pptx_no_explicit_book_guard,no_explicit_book_but_xuanbiyi_scoring_terms,开放包容全球经济格局；推动经济全球化发展,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,更高水平开放型经济不仅利于中国，也向世界释放开放合作信号，触发开放包容全球经济格局。,中国扩大开放有利于推动构建更加开放、包容的全球经济格局，推动经济全球化发展。,2025昌平二模_Q21_SRC_SRC_2df7863ec9eb;2025昌平二模_Q21_SRC_SRC_f67354a12eea
M-SJS25YM-01,2025石景山一模 Q17(2),四点各2分：全球治理观,P0_formal_scoring_doc,formal_point_rubric,各国事务由本国政府和人民决定；国际事务平等互利共同商量,政治多极化,共商共建共享的全球治理观,北京宣言要求概述中国主张，全球治理的决策方式触发共商共建共享全球治理观。,中国主张坚持共商共建共享的全球治理观，国际上的事由各国政府和人民平等互利共同商量着办。,2025石景山一模_Q17(2)_SRC_SRC_700c0fe3ebe1;2025石景山一模_Q17(2)_SRC_SRC_949be36f2037
M-SJS25YM-02,2025石景山一模 Q17(2),四点各2分：国际关系民主化,P0_formal_scoring_doc,formal_point_rubric,平等参与决策；享受权利；履行义务,政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展,材料反对双重标准、强调国际法平等适用，触发国家平等和国际关系民主化。,中国主张坚持国家不分大小、强弱、贫富一律平等，平等参与决策、享受权利、履行义务，共同推动国际关系民主化。,2025石景山一模_Q17(2)_SRC_SRC_700c0fe3ebe1;2025石景山一模_Q17(2)_SRC_SRC_949be36f2037
M-SJS25YM-03,2025石景山一模 Q17(2),四点各2分：普惠包容经济全球化,P0_formal_scoring_doc,formal_point_rubric,不同国家参与并享有发展成果；普惠包容,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,北京宣言谈全球化蛋糕和发展成果公平惠及各国，触发普惠包容经济全球化。,中国主张推进普惠包容的经济全球化，让不同国家都能参与并享有经济社会发展成果，实现共同发展繁荣。,2025石景山一模_Q17(2)_SRC_SRC_700c0fe3ebe1;2025石景山一模_Q17(2)_SRC_SRC_949be36f2037
M-SJS25YM-04,2025石景山一模 Q17(2),四点各2分：多边主义/UN/国际法,P0_formal_scoring_doc,formal_point_rubric,真正多边主义；联合国核心；国际法秩序,联合国,以联合国为核心的国际体系、联合国作用与中国的联合国身份,完善全球治理必须说明国际体系和秩序基础，触发真正多边主义与联合国核心地位。,中国主张践行真正的多边主义，坚定维护以联合国为核心的国际体系、以国际法为基础的国际秩序。,2025石景山一模_Q17(2)_SRC_SRC_700c0fe3ebe1;2025石景山一模_Q17(2)_SRC_SRC_949be36f2037
M-SY25YM-01,2025顺义一模 Q20,项目本身创新和实践优势2分,P0_formal_scoring_docx,formal_point_rubric,小而美；紧迫需求；快速响应；规模小可统筹,中国,国际发展合作、南南合作与“小而美”项目,设问问为何成为亮点和名片，首先要解释项目形态本身适配发展中国家基层需求。,“小而美”项目聚焦发展中国家紧迫需求，灵活实施、快速响应基层社区需求，规模小、易统筹、可推广，形成品牌和共同发展目标。,2025顺义一模_Q20_SRC_SRC_6087ed54082b;2025顺义一模_Q20_SRC_SRC_54c5e688c015
M-SY25YM-02,2025顺义一模 Q20,项目对当地价值2分,P0_formal_scoring_docx,formal_point_rubric,中老铁路安居村；200口井；中国园林；公共卫生/民生,中国,改善民生、促进就业和经济社会发展，提升当地民众获得感,项目案例直接改善水、交通、就业和精神文化生活，触发当地民生与发展价值。,“小而美”项目改善民生、促进就业和经济社会发展，提升当地民众获得感。,2025顺义一模_Q20_SRC_SRC_6087ed54082b;2025顺义一模_Q20_SRC_SRC_54c5e688c015
M-SY25YM-03,2025顺义一模 Q20,项目对我国意义或理念2分；任意一点1分，不超过2分,P0_formal_scoring_docx,formal_choice_points_capped_2,正确义利观；共商共建共享；大国担当；和平外交政策；开放型经济,政治多极化,共商共建共享的全球治理观,题目问中国国际发展合作名片，项目对外传播理念和形象，触发中国理念与大国担当。,中国通过“小而美”项目践行正确义利观和共商共建共享原则，彰显负责任大国形象，促进文明互鉴。,2025顺义一模_Q20_SRC_SRC_6087ed54082b;2025顺义一模_Q20_SRC_SRC_54c5e688c015
M-SY25YM-04,2025顺义一模 Q20,项目对世界意义和贡献2分；任意一点1分，不超过2分,P0_formal_scoring_docx,formal_choice_points_capped_2,HMC；中国方案；国际政治经济秩序；开放包容普惠；国际关系民主化,政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展,设问落在国际发展合作的世界贡献，项目帮助共建国家发展并联通民心，触发HMC、中国方案、全球化和国际关系民主化。,“小而美”项目推动构建人类命运共同体，为重构公正合理的国际政治经济秩序提供中国方案，推动经济全球化朝着开放、包容、普惠方向发展。,2025顺义一模_Q20_SRC_SRC_6087ed54082b;2025顺义一模_Q20_SRC_SRC_54c5e688c015
