year_root,year,district,stage,suite_guess,role,extension,size,modified,relative_path,absolute_path,source_id,text_path,method,status,quality_flag,char_count,cjk_count,error
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pptx,17424512,2026-04-12T14:26:37,2026各区一模\2026东城一模\东城一模评标细则（勿传）\19（1）.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\东城一模评标细则（勿传）\19（1）.pptx,e2fdc7556a6a,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\e2fdc7556a6a_19（1）.txt,python-pptx,ok,usable_text,179,84,
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pptx,16444486,2026-04-12T14:26:37,2026各区一模\2026东城一模\东城一模评标细则（勿传）\19（2）.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\东城一模评标细则（勿传）\19（2）.pptx,ebb796bff7b0,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\ebb796bff7b0_19（2）.txt,python-pptx,ok,usable_text,1406,969,
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pptx,6794799,2026-04-12T14:26:37,2026各区一模\2026东城一模\东城一模评标细则（勿传）\19（3）.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\东城一模评标细则（勿传）\19（3）.pptx,e59e9609503e,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\e59e9609503e_19（3）.txt,python-pptx,ok,usable_text,1213,873,
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pptx,48215605,2026-04-12T14:26:45,2026各区一模\2026东城一模\东城一模评标细则（勿传）\19（4）.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\东城一模评标细则（勿传）\19（4）.pptx,ec1b531e821c,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\ec1b531e821c_19（4）.txt,python-pptx,ok,usable_text,1156,812,
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pptx,5399320,2026-04-12T14:26:37,2026各区一模\2026东城一模\东城一模评标细则（勿传）\20.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\东城一模评标细则（勿传）\20.pptx,a7a127b9528a,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\a7a127b9528a_20.txt,python-pptx,ok,usable_text,982,641,
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pdf,668225,2026-04-11T23:04:03,2026各区一模\2026东城一模\其他材料\26东城一模细则.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\其他材料\26东城一模细则.pdf,cf33dbd71a5d,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\cf33dbd71a5d_26东城一模细则.txt,pymupdf_text,ok,usable_text,5757,4101,
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pdf,6179160,2026-04-11T17:35:04,2026各区一模\2026东城一模\其他材料\东城一模细则.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\其他材料\东城一模细则.pdf,c0ad47795426,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\c0ad47795426_东城一模细则.txt,pymupdf_text+tesseract_ocr,ok,usable_text,8530,3231,
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pptx,33684424,2026-04-12T14:26:26,2026各区一模\2026东城一模\细则\2026东城一模细则\16.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\16.pptx,9c28c4a0da4f,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\9c28c4a0da4f_16.txt,python-pptx,ok,usable_text,1940,1351,
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pptx,12028511,2026-04-12T14:26:26,2026各区一模\2026东城一模\细则\2026东城一模细则\17.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\17.pptx,4970a5921551,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\4970a5921551_17.txt,python-pptx,ok,usable_text,1181,832,
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pptx,19133563,2026-04-12T14:26:26,2026各区一模\2026东城一模\细则\2026东城一模细则\18+选择7、13.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\18+选择7、13.pptx,d98d731096d4,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\d98d731096d4_18+选择7、13.txt,python-pptx,ok,usable_text,1397,694,
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pptx,17424512,2026-04-12T14:26:37,2026各区一模\2026东城一模\细则\2026东城一模细则\19（1）.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\19（1）.pptx,5e2cd76e7c9e,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\5e2cd76e7c9e_19（1）.txt,python-pptx,ok,usable_text,179,84,
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pptx,16444486,2026-04-12T14:26:37,2026各区一模\2026东城一模\细则\2026东城一模细则\19（2）.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\19（2）.pptx,57877616e88f,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\57877616e88f_19（2）.txt,python-pptx,ok,usable_text,1406,969,
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pptx,6794799,2026-04-12T14:26:37,2026各区一模\2026东城一模\细则\2026东城一模细则\19（3）.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\19（3）.pptx,e69921e89bc6,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\e69921e89bc6_19（3）.txt,python-pptx,ok,usable_text,1213,873,
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pptx,48215605,2026-04-12T14:26:45,2026各区一模\2026东城一模\细则\2026东城一模细则\19（4）.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\19（4）.pptx,11dab30715cb,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\11dab30715cb_19（4）.txt,python-pptx,ok,usable_text,1156,812,
2026各区模拟题,2026,东城,一模,2026东城一模,rubric,.pptx,5399320,2026-04-12T14:26:37,2026各区一模\2026东城一模\细则\2026东城一模细则\20.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\20.pptx,419f58fa6c19,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\419f58fa6c19_20.txt,python-pptx,ok,usable_text,982,641,
2026各区模拟题,2026,东城,一模,2026东城一模,paper,.pdf,5246761,2026-04-11T00:44:37,2026各区一模\2026东城一模\试卷\2026东城一模 原卷扫描版.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\试卷\2026东城一模 原卷扫描版.pdf,166aab847f28,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\166aab847f28_2026东城一模_原卷扫描版.txt,pymupdf_text+tesseract_ocr,ok,usable_text,11260,4898,
2026各区模拟题,2026,东城,一模,2026东城一模,paper,.pdf,945774,2026-04-11T00:43:22,2026各区一模\2026东城一模\试卷\2026北京东城高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\试卷\2026北京东城高三一模政治（教师版）.pdf,101cc3cfd49b,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\101cc3cfd49b_2026北京东城高三一模政治（教师版）.txt,pymupdf_text,ok,usable_text,8346,6136,
2026各区模拟题,2026,丰台,一模,2026丰台一模,lecture,.pptx,23449985,2026-04-05T13:13:06,2026各区一模\2026丰台一模\26 丰台一模政治(1).pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026丰台一模\26 丰台一模政治(1).pptx,7c5b563cce52,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\7c5b563cce52_26_丰台一模政治(1).txt,python-pptx,ok,usable_text,10161,7348,
2026各区模拟题,2026,丰台,一模,2026丰台一模,paper,.pdf,5971693,2026-04-05T13:11:44,2026各区一模\2026丰台一模\丰台一模.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026丰台一模\丰台一模.pdf,2ce8941436f7,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\2ce8941436f7_丰台一模.txt,pymupdf_text+tesseract_ocr,ok,usable_text,13619,5956,
2026各区模拟题,2026,丰台,一模,2026丰台一模,rubric,.pptx,23449985,2026-04-05T13:13:06,2026各区一模\2026丰台一模\细则\2026丰台一模细则.pptx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026丰台一模\细则\2026丰台一模细则.pptx,9d02a96c5d41,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\9d02a96c5d41_2026丰台一模细则.txt,python-pptx,ok,usable_text,10161,7348,
2026各区模拟题,2026,丰台,一模,2026丰台一模,paper,.pdf,5971693,2026-04-05T13:11:44,2026各区一模\2026丰台一模\试卷\丰台一模.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026丰台一模\试卷\丰台一模.pdf,a43986d63fd3,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\a43986d63fd3_丰台一模.txt,pymupdf_text+tesseract_ocr,ok,usable_text,13619,5956,
2026各区模拟题,2026,延庆,一模,2026延庆一模,paper,.pdf,694178,2026-04-05T13:16:08,2026各区一模\2026延庆一模\2026北京延庆高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026延庆一模\2026北京延庆高三一模政治（教师版）.pdf,f02836b291b3,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\f02836b291b3_2026北京延庆高三一模政治（教师版）.txt,pymupdf_text,ok,usable_text,9948,7245,
2026各区模拟题,2026,延庆,一模,2026延庆一模,rubric,.docx,24071,2026-04-05T13:17:52,2026各区一模\2026延庆一模\26 延庆一模评标.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026延庆一模\26 延庆一模评标.docx,e9928995462f,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\e9928995462f_26_延庆一模评标.txt,python-docx,ok,usable_text,2609,1861,
2026各区模拟题,2026,延庆,一模,2026延庆一模,rubric,.docx,24071,2026-04-05T13:17:52,2026各区一模\2026延庆一模\细则\2026延庆一模细则.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026延庆一模\细则\2026延庆一模细则.docx,d3f54ef7265d,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\d3f54ef7265d_2026延庆一模细则.txt,python-docx,ok,usable_text,2609,1861,
2026各区模拟题,2026,延庆,一模,2026延庆一模,paper,.pdf,694178,2026-04-05T13:16:08,2026各区一模\2026延庆一模\试卷\2026北京延庆高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026延庆一模\试卷\2026北京延庆高三一模政治（教师版）.pdf,41a137700b12,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\41a137700b12_2026北京延庆高三一模政治（教师版）.txt,pymupdf_text,ok,usable_text,9948,7245,
2026各区模拟题,2026,房山,一模,2026房山一模,paper,.pdf,4378557,2026-04-05T13:16:51,2026各区一模\2026房山一模\2026北京房山高三一模政治.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026房山一模\2026北京房山高三一模政治.pdf,f0a08bcb0a37,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\f0a08bcb0a37_2026北京房山高三一模政治.txt,pymupdf_text+tesseract_ocr,ok,usable_text,12183,5397,
2026各区模拟题,2026,房山,一模,2026房山一模,rubric,.docx,45608,2026-04-12T14:29:21,2026各区一模\2026房山一模\26 房山一模评标 全.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026房山一模\26 房山一模评标 全.docx,2beec4e60f34,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\2beec4e60f34_26_房山一模评标_全.txt,python-docx,ok,usable_text,3585,2853,
2026各区模拟题,2026,房山,一模,2026房山一模,rubric,.docx,45608,2026-04-12T14:29:21,2026各区一模\2026房山一模\细则\2026房山一模细则.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026房山一模\细则\2026房山一模细则.docx,1a3bb3607366,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\1a3bb3607366_2026房山一模细则.txt,python-docx,ok,usable_text,3585,2853,
2026各区模拟题,2026,房山,一模,2026房山一模,paper,.pdf,4378557,2026-04-05T13:16:51,2026各区一模\2026房山一模\试卷\2026北京房山高三一模政治.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026房山一模\试卷\2026北京房山高三一模政治.pdf,5cef5610a7d0,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\5cef5610a7d0_2026北京房山高三一模政治.txt,pymupdf_text+tesseract_ocr,ok,usable_text,12183,5397,
2026各区模拟题,2026,朝阳,一模,2026朝阳一模,paper,.pdf,668962,2026-04-05T13:15:09,2026各区一模\2026朝阳一模\2026北京朝阳高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026朝阳一模\2026北京朝阳高三一模政治（教师版）.pdf,fb03c15ab46f,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\fb03c15ab46f_2026北京朝阳高三一模政治（教师版）.txt,pymupdf_text,ok,usable_text,14427,11162,
2026各区模拟题,2026,朝阳,一模,2026朝阳一模,rubric,.docx,24525,2026-04-08T13:15:08,2026各区一模\2026朝阳一模\其他材料\chat_file_1040g3c831um895dphu105n2bsq04dit0lj2bojo_202604朝阳高三政治一模阅卷细则(1).docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026朝阳一模\其他材料\chat_file_1040g3c831um895dphu105n2bsq04dit0lj2bojo_202604朝阳高三政治一模阅卷细则(1).docx,308dd1fe57a8,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\308dd1fe57a8_chat_file_1040g3c831um895dphu105n2bsq04dit0lj2bojo_202604朝阳高三政治一模阅卷细则(1).txt,python-docx,ok,usable_text,4512,3595,
2026各区模拟题,2026,朝阳,一模,2026朝阳一模,rubric,.docx,24525,2026-04-08T13:15:08,2026各区一模\2026朝阳一模\朝阳高三政治一模阅卷细则.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026朝阳一模\朝阳高三政治一模阅卷细则.docx,764b615500e5,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\764b615500e5_朝阳高三政治一模阅卷细则.txt,python-docx,ok,usable_text,4512,3595,
2026各区模拟题,2026,朝阳,一模,2026朝阳一模,rubric,.docx,24525,2026-04-08T13:15:08,2026各区一模\2026朝阳一模\细则\2026朝阳一模细则.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026朝阳一模\细则\2026朝阳一模细则.docx,eb3cba10a308,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\eb3cba10a308_2026朝阳一模细则.txt,python-docx,ok,usable_text,4512,3595,
2026各区模拟题,2026,朝阳,一模,2026朝阳一模,paper,.pdf,668962,2026-04-05T13:15:09,2026各区一模\2026朝阳一模\试卷\2026北京朝阳高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026朝阳一模\试卷\2026北京朝阳高三一模政治（教师版）.pdf,523402ddfcc5,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\523402ddfcc5_2026北京朝阳高三一模政治（教师版）.txt,pymupdf_text,ok,usable_text,14427,11162,
2026各区模拟题,2026,海淀,一模,2026海淀一模,paper,.pdf,1739453,2026-04-11T00:46:52,2026各区一模\2026海淀一模\2026海淀一模 试卷扫描版_去水印.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026海淀一模\2026海淀一模 试卷扫描版_去水印.pdf,27dbf5994b4b,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\27dbf5994b4b_2026海淀一模_试卷扫描版_去水印.txt,pymupdf_text+tesseract_ocr,ok,usable_text,11498,5014,
2026各区模拟题,2026,海淀,一模,2026海淀一模,rubric,.pdf,2405986,2026-04-11T00:39:52,2026各区一模\2026海淀一模\26海淀一模政治评分标准.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026海淀一模\26海淀一模政治评分标准.pdf,dbd59d6ea1f6,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\dbd59d6ea1f6_26海淀一模政治评分标准.txt,pymupdf_text,ok,usable_text,2219,1629,
2026各区模拟题,2026,海淀,一模,2026海淀一模,rubric,.pdf,2405986,2026-04-11T00:39:52,2026各区一模\2026海淀一模\细则\2026海淀一模细则.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026海淀一模\细则\2026海淀一模细则.pdf,cfda4b74551d,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\cfda4b74551d_2026海淀一模细则.txt,pymupdf_text,ok,usable_text,2219,1629,
2026各区模拟题,2026,海淀,一模,2026海淀一模,paper,.pdf,1739453,2026-04-11T00:46:52,2026各区一模\2026海淀一模\试卷\2026海淀一模 试卷扫描版_去水印.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026海淀一模\试卷\2026海淀一模 试卷扫描版_去水印.pdf,41671dae9851,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\41671dae9851_2026海淀一模_试卷扫描版_去水印.txt,pymupdf_text+tesseract_ocr,ok,usable_text,11498,5014,
2026各区模拟题,2026,石景山,一模,2026石景山一模,paper,.pdf,701385,2026-04-05T13:15:40,2026各区一模\2026石景山一模\2026北京石景山高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026石景山一模\2026北京石景山高三一模政治（教师版）.pdf,ba2a895b41d5,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\ba2a895b41d5_2026北京石景山高三一模政治（教师版）.txt,pymupdf_text,ok,usable_text,10199,7620,
2026各区模拟题,2026,石景山,一模,2026石景山一模,rubric,.doc,61440,2026-04-05T13:17:21,2026各区一模\2026石景山一模\2026石景山区高三一模评分细则.doc,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026石景山一模\2026石景山区高三一模评分细则.doc,b1ba9fe87e69,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\b1ba9fe87e69_2026石景山区高三一模评分细则.txt,binary_text_scan,ok,usable_text,14028,2049,
2026各区模拟题,2026,石景山,一模,2026石景山一模,rubric,.doc,61440,2026-04-05T13:17:21,2026各区一模\2026石景山一模\细则\2026石景山一模细则.doc,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026石景山一模\细则\2026石景山一模细则.doc,d6ef922ccbd2,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\d6ef922ccbd2_2026石景山一模细则.txt,binary_text_scan,ok,usable_text,14028,2049,
2026各区模拟题,2026,石景山,一模,2026石景山一模,paper,.pdf,701385,2026-04-05T13:15:40,2026各区一模\2026石景山一模\试卷\2026北京石景山高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026石景山一模\试卷\2026北京石景山高三一模政治（教师版）.pdf,8292a4681bef,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\8292a4681bef_2026北京石景山高三一模政治（教师版）.txt,pymupdf_text,ok,usable_text,10199,7620,
2026各区模拟题,2026,西城,一模,2026西城一模,paper,.pdf,13170039,2026-04-11T00:42:44,2026各区一模\2026西城一模\2026北京西城高三一模政治.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026西城一模\2026北京西城高三一模政治.pdf,706eb070fa60,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\706eb070fa60_2026北京西城高三一模政治.txt,pymupdf_text+tesseract_ocr,ok,usable_text,14721,6275,
2026各区模拟题,2026,西城,一模,2026西城一模,rubric,.docx,21457,2026-04-11T22:11:15,2026各区一模\2026西城一模\细则\2026西城一模细则.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026西城一模\细则\2026西城一模细则.docx,8fc4c427ba1d,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\8fc4c427ba1d_2026西城一模细则.txt,python-docx,ok,usable_text,2574,1947,
2026各区模拟题,2026,西城,一模,2026西城一模,paper,.pdf,13170039,2026-04-11T00:42:44,2026各区一模\2026西城一模\试卷\2026北京西城高三一模政治.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026西城一模\试卷\2026北京西城高三一模政治.pdf,f771aec0cfab,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\f771aec0cfab_2026北京西城高三一模政治.txt,pymupdf_text+tesseract_ocr,ok,usable_text,14721,6275,
2026各区模拟题,2026,西城,一模,2026西城一模,paper,.docx,4178588,2026-04-11T17:38:47,2026各区一模\2026西城一模\试卷\高三统一测试思想政治试卷.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026西城一模\试卷\高三统一测试思想政治试卷.docx,d5208544a6ac,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\11_strict_final_rebuild_2026-05-23\01_extracted_text\d5208544a6ac_高三统一测试思想政治试卷.txt,python-docx,ok,usable_text,6152,4845,
