source_type,suite,question,normalized_key,current_status,matched_terms,reason,next_action,paper_evidence,scoring_evidence
coverage_diff,2026海淀期中,Q21,2026海淀期中Q21,candidate_review,全球治理；多边主义,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,保障人民群众的合法权益，也切实维护社会公共利益，进 一步激发抗战文物作为爱国主义教育载体的功能，增强全社会的法治意识。 21. （8 分） 北京市政府积极履行经济职能，建设数据平台，优化公共产品供给，为人形机器人产业发展提供数据服务；通过消费补贴、创新消费场景等措施，刺激人形机器人市场需求，有效释放消费 潜力，带动产业发展；支持产品首试首用，加速技术成果转化，培育产业发展新动能；坚持开 放发展，通过举办世界机器人大会等高水平国际活动，搭建全球合作平台，不断提升产业国际 影响力与竞争力。 22.（14 分） （1）全球治理倡议顺应了和平与发展的时代潮流，符合世界各国人民的共同愿望。全球治理倡议以奉行主权平等、遵守国际法治、践行多边主义、倡导,"题 题 号 1 2-6 7-11 12-15 1-15 主观 题 题 号 22 2 16、17 18, 19, 20 21、22 1 16-22 eee 客观 题 分 值 3 15 15 12 45 主观 题 分 值 8 12 21 14 55 合计 11 27 36 28 100 --- page 3 OCR --- 3 从 1 元 秒杀 的 网 红 奶茶 、9.9 元 包 邮 的 纯 棉 卫衣 ， 到 不 足 5 万 元 的 新 能 源 汽车 …… 部 分 企业 为 争夺 市 场 份额 ， 不 惜 以 牺牲 利 润 为 代价 ， 采 取 无 限度 降价 策略 。 对 此 区 -企业 应 差异 化 竞争 ， 从 争夺 存量 转向 创"
coverage_diff,2026石景山一模,Q21,2026石景山一模Q21,evidence_not_located,当代国际政治与经济；国际政治与经济,当前自动抽取未定位细则,回源OCR/渲染页继续找细则,亚太合作再出发的中国倡议。结合材料， 运用《当代国际政治与经济》知识，任选两个关键词，说明中国倡议如何助推亚太合作。 21．（9 分） 中国式现代化是人与自然和谐共生的现代化。编纂生态环境法典是以习近平同志为核心的党中央部署 的重大政治任务和立法任务。2026 年3 月12 日，十四届全国人大四次会议表决通过了《中华人民共和国生 态环境法典》，这是我国第二部以“法典”命名的法律。该法典具有以下几个特点： --- page 8 --- 第8页/共10页 从中国乃至世界环境法典编纂的历史看，《中华人民共和国生态环境法典》具有非常重要的创新意义。结 合材料，综合运用所学，谈谈你的理解。 --- page 9 -,
coverage_diff,2026石景山二模,Q19,2026石景山二模Q19,evidence_not_located,当代国际政治与经济；国际政治与经济,当前自动抽取未定位细则,回源OCR/渲染页继续找细则,升级，区域经济合作持续深化发展。 结合材料，运用《当代国际政治与经济》知识，分析中国与东盟经贸合作能够提质升级的原因。 19．（8分） 2026年1月1日，新修订的《中华人民共和国治安管理处罚法》正式施行，首次将校园欺凌纳入治安管理处罚范畴，明确以殴打、侮辱、恐吓等方式实施学生欺凌的，公安机关可直接介入，对违反治安管理的欺凌行为依法处罚，同时采取矫治教育等措施。“他还是个孩子”，不再是校园欺凌的挡箭牌。 本次修订打破了“未成年人违法不拘留”的惯例，规定已满14周岁不满16周岁的未成年人，一年内两次以上违反治安管理的，依法执行行政拘留；已满14周岁不满18周岁，初次违反治安管理但情节严重、影响恶劣的，依法执行行政拘留。实践中，涉事未成年人往,
coverage_diff,2026石景山期中,Q19,2026石景山期中Q19,evidence_not_located,共同利益；国际竞争；全球治理；人类命运共同体；多边主义,当前自动抽取未定位细则,回源OCR/渲染页继续找细则,分析是综合的基础，综合 是分析的先导，北京市文旅局对非遗漫游攻略的设计是对分析与综合思维方法 的辩证运用。（6 分） 19．（14 分） （1）北京市聚焦核心技术攻关，发展新质生产力，推动北京建成有国际竞争力的具 身智能技术创新高地；深入挖掘具身智能应用的丰富场景，促进创新产品落地 应用，提升人民生活品质；引领产业创新，完善现代化产业体系，推动首都高 质量发展。（6 分） （2）中国关于人工智能全球治理的主张顺应了和平、发展、合作、共赢的时代潮流， 符合世界各国人民的共同利益，中国倡议“向善为民、尊重主权、发展导向、 安全可控、公平普惠、开放合作”的目标和原则，秉持人类命运共同体理念， 坚持多边主义，倡导共商共建共享的全球治理观，推,
coverage_diff,2026石景山期中,Q20,2026石景山期中Q20,evidence_not_located,全球治理；中国方案,当前自动抽取未定位细则,回源OCR/渲染页继续找细则,建共享的全球治理观，推动构建更加公正、合理的 国际人工智能治理新秩序，为全球人工智能治理提供了中国方案。（8 分） 20．（10 分） 可从党的领导、政府的职能、新发展理念、按规律办事、创新思维等角度回答。 等级水平 等 级 描 述 等级赋分 水平4 观点鲜明，能明确表达自己的见解；紧扣问题，综合运 用所学知识展开论述；逻辑严密，条理清晰 8~10 分 水平3 观点比较明确，能表达自己的见解；能扣住问题展开论 述，知识运用比较准确；逻辑性较强，有条理 4~7 分 水平2 观点不明确；论述不能集中指向问题，罗列知识；知识 运用不正确；论述缺乏逻辑，条理性差 1~3 分 水平1 应答与试题无关；或重复试,
coverage_diff,2026西城一模,Q18,2026西城一模Q18,candidate_review,产业链,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,"区 高 三 统一 测试 试卷 思想 政治 2026.4 第 6 页 GEOR) --- page 7 OCR --- 18. (75S) 2026 年 中 央 财政 专门 安排 1000 亿 元 专项 资金 ， 推 出 一 揽 子 政策 ， 稳 定 经 济 运行 。 【政策 要 点 】 SEAM: 对 中 小 微 企业 贷款 给 予 财政 贴息 ， 单 户 贷款 最 高 贴息 15072, Bah 14 个 重点 产业 链 及 上 下 游 产 业 、 生 产 性 服务 领域 等 ， 让 企业 “ 帮 贷 ”。 融资 担保 : 财政 设立 担保 计划 5000 亿 元 ， 为 中 小 微 企业 投资 贷款 提供 担保 。 单 户 担 保",人利益和生态公共利益/公共利益/社会利益 1分 促进资源开发利用绿色转型/推动可持续发展/节约资源保护环境 1分 18.运用《经济与社会》知识，解释该一揽子政策对稳定经济运行的作用。(7分) 【细则】 ●直接作用（5分） 降低中小微企业融资成本/减轻企业贷款压力 1分 分担信贷风险 1分 破解企业融资难题与金融机构放贷顾虑/提高企业贷款意愿 1分 稳定重点产业链/促进产业结构优化升级 1分 ●联动效果（3分） 引导金融资源和社会资金向实体经济集聚 1分 优化资源配置/保障就业/扩大内需/促进供给侧结构性改革/促进非公经济发展/激发市场主体活力 （任意2点2分） 19（1）遵循民主程序要求，将右图最后一环节补充完整。（1分
coverage_diff,2026西城一模,Q21,2026西城一模Q21,candidate_review,共同利益；多边主义,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,"贸 区 合作 迈 入 新 阶段 。 材料 一 本 盟 与 主要 贸易 伙伴 货物 贸易 规模 占 比 变 化 (%) 21.0% spp gost 18.0% 1s 62 11% p's 15.0% 多 11.5% 1 os a 12,0%F 11.5% Li 机 9.0% < = 、 -4 4 pee 6.0% 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 4F -一 中 国 “ 一 一 改 盟 “一 一 日 本 “一 一 美国 (1) 概括 材料 一 反映 的 经 济 信息 。 (3 分 ) ”中 国 与 东盟 共同 签署 自 贸 区 3.",分 对世界：坚持合作共赢/开放包容/共同利益，坚持多边贸易/多边主义、全球经济治理体系改革 1分 ●联系材料（1分） 21.结合材料，综合运用所学，分析为什么“中国式现代化处于关键时期，更要坚持探索”。（10分） 【细则】 本题属于观点论证，要求学生阐释“为什么”，适宜从“必要性+重要性”两方面展开作答。基于对试题任务的拆解，分析要紧扣中国式现代化，重点论证关键时期更要坚持探索。 ●必要性分析：强调“没它不行”（3分） ①对中国式现代化有所说明 ②从党和人民的角度说明 ●重要性分析：强调“有它更好”，分析“做了有何意义”（6分） 具体可以用实践观、矛盾观、发展观、规律与主观能动性的关系、辩证思维、创新思维（超前思维的特点探索性）、改革
coverage_diff,2026西城二模,Q20,2026西城二模Q20,evidence_not_located,当代国际政治与经济；国际政治与经济,当前自动抽取未定位细则,回源OCR/渲染页继续找细则,的释放。 （2）结合材料，运用《当代国际政治与经济》知识，为释放数据价值、繁荣数字经济提2条建议，并说明理由。（4分） 20．（10分）政绩观问题，关乎立党为公、执政为民。 政绩观，是党员干部对“为谁干事、干什么事、怎么干事”的根本看法，直接决定发展方向与成效。回望中国共产党的百年征程，正是一部始终校准政绩方向、永葆为民初心的历史。 早在1945年，毛泽东同志就在《论联合政府》中指出：“共产党人的一切言论行动，必须以合乎最广大人民群众的最大利益，为最广大人民群众所拥护为最高标准。”这为正确政绩观指明了根本方向。 进入新时代，习近平总书记进一步强调：“既要做让老百姓看得见、摸得着、得实惠的实事，也要做为后人作铺垫、打基础、利长远的好事。”“,
coverage_diff,2026通州期中,Q20,2026通州期中Q20,candidate_review,当代国际政治与经济；国际政治与经济；全球治理；中国智慧；中国方案；联合国,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,页 则。材料中仅肯定前件“公示期内未收到异议”，就得出肯定后件“加装电梯符合要求”的结论，是错误 的推理结构。 20.（8 分） 全球治理倡议是中国提出的关于完善全球治理的系统方案，其核心是秉持共商共建共享的全球治理观，与 联合国宪章宗旨和原则一脉相承；该倡议契合和平与发展的时代主题，直面全球治理赤字，顺应了国际社 会对有效治理的普遍期待，以主权平等、国际法治等五大原则为支撑，提供了系统的治理遵循与实践方案， 为推动建设更加公正合理的全球治理体系指引方向；作为中国贡献的重要国际公共产品，它与三大全球倡 议协同发力，为世界注人稳定性和确定性，贡献了中国智慧和中国方案，彰显出中国推动构建人类命运共 同体的主动担当。 21.（9 分,全球治理倡议。 结合材料，运用《当代国际政治与经济》知识，谈谈你对“全球治理倡议正逢其时、指引方向、彰显担当”的理解。 20.(8分） 全球治理倡议是中国提出的关于完善全球治理的系统方案，其核心是秉持共商共建共享的全球治理观，（1分）与联合国宪章宗旨和原则一脉相承；（1分） 该倡议契合和平与发展的时代主题，直面全球治理赤字，顺应了国际社会对有效治理的普遍期待。（2分） 以主权平等、国际法治等五大原则为支撑，提供了系统的治理遵循与实践方案，为推动建设更加公正合理的全球治理体系指引方向；（2分） 作为中国贡献的重要国际公共产品，它与三大全球倡议协同发力，为世界注入稳定性和确定性，贡献了中国智慧和中国方案，（1分）彰显出中国推动构建人类命运共同
coverage_diff,2026通州期中,Q21,2026通州期中Q21,candidate_review,当代国际政治与经济；国际政治与经济；全球治理；人类命运共同体；中国智慧；中国方案；中国力量,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,治理倡议。 结合材料，运用《当代国际政治与经济》知识，谈谈你对“全球治理倡议正逢其时、指引方向彰显担当” 的理解。 21. “十四五”规划圆满收官，为中国式现代化写下浓墨重彩的宏伟篇章。 5 年间，从实现第一个百年奋斗目标到开启第二个百年奋斗目标新征程，我国经济社会发展取得历 史性成就，中国答卷举世瞩目，中国道路更加宽广，中国力量不可阻挡。 5 年间，以习近平同志为核心的党中央统揽全局、引领航向，精准分析形势，坚持一张蓝图绘到 底。提出了一系列新理念新思想新战略，以理论创新引领实践创新。 --- page 8 --- 第8页/共10页 5 年间，我国始终把科技自立自强作为国家发展的战略支撑。拥有了自主研发的高性能芯片,2分） 5.人类命运共同体（1分） 6.贡献中国智慧、中国方案、勇于大国担当（1分） --- slide 16 --- 21.(9分） “十四五”规划圆满收官，为中国式现代化写下浓墨重彩的宏伟篇章。 5年间，从实现第一个百年奋斗目标到开启第二个百年奋斗目标新征程，我国经济社会发展取得历史性成就，中国答卷举世瞩目，中国道路更加宽广，中国力量不可阻挡。 5年间，以习近平同志为核心的党中央统揽全局、引领航向，精准分析形势，坚持一张蓝图绘到底。提出了一系列新理念新思想新战略，以理论创新引领实践创新。 5年间，我国始终把科技自立自强作为国家发展的战略支撑。拥有了自主研发的高性能芯片和操作系统，新能源汽车年产量突破1000万辆，成为世界上首个国内有效
coverage_diff,2026顺义一模,Q19,2026顺义一模Q19,candidate_review,当代国际政治与经济；国际政治与经济；共同利益；综合国力；新型国际关系；人类命运共同体；独立自主；和平外交,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,,理由：人才是第一资源1，综合国力竞争说到底是人才竞争，人才是衡量一个国家综合国力的重要指标，人才是自主创新的关键。1 19（3）评标： --- slide 9 --- 共同利益 （1分，必答） 结合材料，运用《当代国际政治与经济》知识，阐述科技小院成为南南合作典范的深层逻辑。 南南合作典范 国际政治 （3分） 国际经济 （3分） 时代主题：和平和发展（世界大势） 外交思想：构建人类命运共同体（习近平外交思想的核心理念） 替换：独立自主的和平外交政策/外交政策的宗旨（维护世界和平、促进共同发展）/义利观 新型国际关系：合作共赢/互利共赢/共享发展成果 （典范） 农业技术 生产率↑ 成本↓ 发展动力 培养人才 内生动力 可持续发展 20、中国智
coverage_diff,2026顺义二模,Q20,2026顺义二模Q20,must_backfill,,2026二模复查表标为必须补录,进入BATCH_015,"量 发 展 。 高 三 思想 政治 试卷 第 10 页 ( 共 12 页 ) --- page 11 OCR --- 20. (8 分 ) “今天 的 中 国 , 明 天 的 世界 ”日益 成 为 广 受 关注 的 现象 。 秉持 “世界 好 ,中 国 才 会 好 ;中 国 好 ,世界 会 更 好 ”理念 ,中 国 式 现代 化 始终 是 “开源 式 ” 的 ,始终 向 世界 开放 ,与 各 国共 享 机 遇 。 微 电网 项 目 点 亮 了 圭亚那 雨林 中 的 村 庄 ; 乡 村 打 间 工程 解决 了 塞内加尔 约 1X7 人 口吃 水 用 水 问题 ;中 资 物流 企业 打通 巴西 贫民 社区 快递 “最 后 一 公里 ” ;希",
anti_merge_residual,反合并残留,2025东城二模 第20题；2025朝阳二模 第21题；2026西城一模 第20题第(2)问,,needs_rebuild_antimerge,国家间共同利益是国家合作的基础,"2025东城二模 第20题：候选相似度不足：opus ""同球共济""精神丰富人类命运共同体内涵（score=71.9）",回原题和细则重做单题七字段；不得从合并稿拆句子,,
anti_merge_residual,反合并残留,2026朝阳一模 第20题；2025朝阳二模 第21题,,needs_rebuild_antimerge,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,"2026朝阳一模 第20题：候选相似度不足：opus （score=80.0）
2025朝阳二模 第21题：候选相似度不足：opus （score=81.7）",回原题和细则重做单题七字段；不得从合并稿拆句子,,
anti_merge_residual,反合并残留,2026石景山一模Q20；2026顺义一模Q20,,needs_rebuild_antimerge,推进普惠包容的经济全球化，推动构建更加开放、包容的全球经济格局,2026石景山一模Q20：候选相似度不足：opus （score=62.8）,回原题和细则重做单题七字段；不得从合并稿拆句子,,
anti_merge_residual,反合并残留,2025朝阳期末Q21；2026丰台一模Q19；2026石景山一模Q20,,needs_rebuild_antimerge,共商共建共享的全球治理观,"2025朝阳期末Q21：候选相似度不足：opus （score=80.6）
2026丰台一模Q19：候选相似度不足：opus （score=82.9）
2026石景山一模Q20：候选相似度不足：opus （score=68.4）",回原题和细则重做单题七字段；不得从合并稿拆句子,,
anti_merge_residual,反合并残留,2025朝阳二模 第21题；2025东城二模 第20题,,needs_rebuild_antimerge,推动国际关系民主化,2025东城二模 第20题：候选相似度不足：opus 展现大国责任与担当，贡献中国智慧和中国方案（score=65.3）,回原题和细则重做单题七字段；不得从合并稿拆句子,,
anti_merge_residual,反合并残留,2025朝阳期末Q21；2026丰台一模Q19,,needs_rebuild_antimerge,推动国际秩序和全球治理体系更加公正合理,"2025朝阳期末Q21：候选相似度不足：opus （score=92.1）
2026丰台一模Q19：候选相似度不足：opus 全球发展的贡献者、负责任大国的情怀和担当（score=75.1）",回原题和细则重做单题七字段；不得从合并稿拆句子,,
anti_merge_residual,反合并残留,2025朝阳期末Q21；2025门头沟一模Q19,,needs_rebuild_antimerge,推动国际秩序和全球治理体系更加公正合理,"2025朝阳期末Q21：候选相似度不足：opus （score=87.3）
2025门头沟一模Q19：候选相似度不足：opus （score=93.6）",回原题和细则重做单题七字段；不得从合并稿拆句子,,
anti_merge_residual,反合并残留,2026丰台一模Q19；2026石景山一模Q20,,needs_rebuild_antimerge,践行真正的多边主义,"2026丰台一模Q19：候选相似度不足：opus （score=70.6）
2026石景山一模Q20：候选相似度不足：opus （score=60.0）",回原题和细则重做单题七字段；不得从合并稿拆句子,,
anti_merge_residual,反合并残留,2024海淀二模Q18(1)；2025延庆一模Q20(2),,needs_rebuild_antimerge,世界多极化与全球南方联合自强,2024海淀二模Q18(1)：候选相似度不足：opus 世界多极化是当今国际形势的突出特点（score=89.9）,回原题和细则重做单题七字段；不得从合并稿拆句子,,
anti_merge_residual,反合并残留,2026延庆一模Q19(2)；2025顺义一模Q20,,needs_rebuild_antimerge,贡献中国智慧、中国方案、中国力量,2025顺义一模Q20：候选相似度不足：opus 为重构公正合理的国际政治经济秩序提供中国方案（score=94.7）,回原题和细则重做单题七字段；不得从合并稿拆句子,,
anti_merge_residual,反合并残留,2026丰台一模Q19；2025朝阳期末Q21；2026顺义一模Q20,,needs_rebuild_antimerge,坚持正确义利观,"2026丰台一模Q19：候选相似度不足：opus 联合国2030年可持续发展议程（score=69.4）
2025朝阳期末Q21：候选相似度不足：opus 倡导文明平等互鉴、弘扬全人类共同价值、尊重世界文明多样性（score=60.0）
2026顺义一模Q20：候选相似度不足：opus （score=76.0）",回原题和细则重做单题七字段；不得从合并稿拆句子,,
anti_merge_residual,反合并残留,2024海淀期中Q21(2)；2024西城二模Q19,,needs_rebuild_antimerge,中国坚持独立自主和平外交与和平共处五项原则,"2024西城二模Q19：候选相似度不足：opus 超越集团政治、实力至上和""普世价值""，反对霸权主义、强权政治（score=82.2）",回原题和细则重做单题七字段；不得从合并稿拆句子,,
