pool,situation,label,question_type,front_domain,framework_domain,evidence,source_label,material_triggers,prompt,rubric_or_answer,scoring_terms,score_sentence,situation_reason,source_path,include_status,curation_status
已入框可用情境,劳动合同解除、工资、录用通知与竞业限制,2024 海淀 一模 2024海淀一模 第10题,选择题,劳动用工与职业边界,劳动就业与职业边界,客观题答案已锁定；只能作为选择题判断与情境信号，不直接生成主观题踩分句。,2024海淀一模 第10题答案表/题肢来源,张某、在某、合同、劳动合同、劳动仲裁、用人单位、仲裁,外支付劳动者一个月工资后，可以解除劳动合同： （一） …… （二）劳动者不能胜任工作，经过培训或者调整工作岗位，仍不能胜任工作的； （三）劳动合同订立时所依据的客观情况发生重大变化，致使劳动合同无法履行，经 用人单位与劳动者协商，未能就变更劳动合同内容达成协议的。 A．补充协议是对劳动合同的变更，所以没有法律约束力 B．如张某经培训仍不能业绩达标，公司可立即解除合同 C．张某若申请劳动仲裁，裁决一经作出即发生法律效力 D．公司解除与张某的劳动合同，侵害了张某的合法权益 高三年级（思想政治） 第 4 页（共 8 页）,答案：D；客观判断落点：D；判断依据应扣住主体关系、权利义务和法律后果。；A项不对在劳动关系或用工责任边界错位，因为“补充协议是对劳动合同的变更，所以没有法律约束力”与题面事实或法律规则不匹配。；B项不对在主体关系、事实条件或法律后果没有扣准，因为“如张某经培训仍不能业绩达标，公司可立即解除合同”与题面事实或法律规则不匹配。；C项不对在纠纷解决方式或程序效力错位，因为“张某若申请劳动仲裁，裁决一经作出即发生法律效力”与题面事实或法律规则不匹配。,劳动关系；仲裁,本题客观落点是D；训练价值在于排除主体错位、关系错位、责任错位或程序错位。,先看劳动者保护和用人单位管理边界，再落解除、补偿、违约或协议效力。,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/细则.docx,included,accept_high
已入框可用情境,调解、仲裁、诉讼、司法确认、执行与举证,2024 海淀 一模 2024海淀一模 第11题,选择题,人格权与侵权责任,人格权与侵权责任,客观题答案已锁定；只能作为选择题判断与情境信号，不直接生成主观题踩分句。,2024海淀一模 第11题答案表/题肢来源,龚某、蔡某、小区、民事、赔偿、调解、诉讼、法院、判决,11．龚某与蔡某等人在一小区的空地上踢足球。为了抢球，龚某侧身跃起的时候将蔡某压倒在地， 致其右手受伤，蔡某遂提起民事诉讼，要求赔偿损失，法院判决驳回其诉讼请求。下列对本案 的推断中，正确的是 ①蔡某受伤是因不可抗力引起的，龚某无需承担赔偿责任 ②判决结果体现民法公平原则，合理确定双方权利和义务 ③庭审过程中，审判长询问双方是否同意调解，如果同意则合议庭主持调解 ④如果蔡某不服法院判决结果，可以在判决后十日内申请启动审判监督程序 A．①② B．①④ C．②③ D．③④,答案：C；客观判断落点：C；判断依据应扣住主体关系、权利义务和法律后果。；A项不对在主体关系、事实条件或法律后果没有扣准，因为“①②”与题面事实或法律规则不匹配。；B项不对在主体关系、事实条件或法律后果没有扣准，因为“①④”与题面事实或法律规则不匹配。；D项不对在主体关系、事实条件或法律后果没有扣准，因为“③④”与题面事实或法律规则不匹配。,需按对应细则原句提取，暂不另造踩分词。,本题客观落点是C；训练价值在于排除主体错位、关系错位、责任错位或程序错位。,先看纠纷解决路径和程序效果，再落举证、执行力、诉讼时效或裁判理由。,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/细则.docx,included,accept_high
已入框可用情境,著作权、AI作品、虚拟数字人与作品使用,2024 海淀 一模 2024海淀一模 第19题,主观题,创新竞争与公共救济,知识产权与竞争秩序,主观题细则已锁定；可以提炼踩分词和上卷面句。,2024海淀一模 第19题细则/给分依据,甲公司、过某、乙公司、赔偿、侵权、商标、诉讼、法院、判决、平台、AI、虚拟数字人,运用《法律与生活》知识，谈谈对本案判决的认识。,19.（8分） 民事主体的著作权受法律保护，甲公司创作虚拟数字人Ada，对其享有著作权。乙公司未经许可使用甲公司创作的相关视频，并在展示过程中故意替换有关标识、加注注册商标，构成著作权侵权。乙公司进行虚假和引人误解的商业宣传，属于不正当竞争。法院依法判决乙公司赔偿甲公司损失，有利于激发创新活力，维护市场秩序。,著作权；商标；不正当竞争；市场秩序；创新活力,乙公司未经许可使用甲公司创作的相关视频，并在展示过程中故意替换有关标识、加注注册商标，构成著作权侵权。 乙公司进行虚假和引人误解的商业宣传，属于不正当竞争。,先判断是否属于受保护作品和权利主体，再落未经许可使用、署名、报酬和侵权责任。,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/补充材料/一模政治-答案.docx,included,accept_high
已入框可用情境,小区共有部分、相邻关系、物业与排除妨碍,2024 海淀 二模 海淀二模 第11题,选择题,财产、相邻、继承与家庭,财产权、物权与相邻关系,客观题答案已锁定；只能作为选择题判断与情境信号，不直接生成主观题踩分句。,海淀二模 第11题答案表/题肢来源,黄某、是某、小区、有某、某某、向某、求某、侵权、法院,10 日内，在其公司的手机应用程序中， 将上述区域设置为禁停区。某公司收到律师函后未 采取相应措施，黄某某遂起诉至法院，要求该公司 将上述区域设置为共享单车的禁停区。对此案推断合理的是 ①作为共有权人的业主，对小区建筑区划内的共有部分享有共有和共同管理的权利 ②共享单车扎堆停放妨碍居民正常通行，黄某某有权要求排除妨碍、恢复正常通行 ③某公司作为手机应用程序的运营方，只是提供相关链接服务，无须承担侵权责任 ④黄某某可向业主委员会或者物业公司投诉，强制禁止共享单车进入自己所在小区 A．①② B．①④ C．②③ D．③④,答案：A；客观判断落点：A；判断依据应扣住主体关系、权利义务和法律后果。；B项不对在主体关系、事实条件或法律后果没有扣准，因为“①④”与题面事实或法律规则不匹配。；C项不对在主体关系、事实条件或法律后果没有扣准，因为“②③”与题面事实或法律规则不匹配。；D项不对在主体关系、事实条件或法律后果没有扣准，因为“③④”与题面事实或法律规则不匹配。,需按对应细则原句提取，暂不另造踩分词。,本题客观落点是A；训练价值在于排除主体错位、关系错位、责任错位或程序错位。,先看共有和相邻利益平衡，再落停止侵害、排除妨碍、恢复状态或赔偿。,/Users/wanglifei/Desktop/2024模拟题/海淀二模/细则/细则.docx,included,accept_high
已入框可用情境,继承、遗嘱、遗赠扶养协议与赡养义务,2024 海淀 二模 海淀二模 第19题,主观题,财产、相邻、继承与家庭,婚姻家庭与继承扶养,主观题细则已锁定；可以提炼踩分词和上卷面句。,海淀二模 第19题细则/给分依据,曹某、由某、交某、认某、归某、告某、不动产、继承、遗赠扶养、法院、判决、裁判,（2） 曹某名下的房屋、股权、现金、存款归某居委会所有。 【裁判结果】法院认为，案涉协议符合法律有关遗赠扶养协议的规定，属于有效的遗赠扶养 协议；原告某居委会对被扶养人曹某已尽到扶养义务，判决被继承人曹某安置所得的房屋以及其 生前遗留的股权、现金、银行存款本息归某居委会所有。 结合材料，运用《法律与生活》知识，分析本案判决的社会价值。,19.（6分） 【答案】 在本案判决中，人民法院确认居委会提供的遗赠扶养协议，认定居委会的赡养行为，充分肯定居委会对老人养老送终所起的作用。本案判决不仅实现了个案上的公平正义，更倡导全社会积极助力养老，促进“不尽孝者少分或者不分遗产”的司法理念深入人心。判决有利于弘扬尊老、敬老、爱老、助老的中华传统美德，让崇尚和践行社会主义核心价值观成为人们的自觉行动和全体社会的良好风尚。 【细则】,遗赠扶养协议；公平正义；核心价值观,19.（6分）。 【答案】 在本案判决中，人民法院确认居委会提供的遗赠扶养协议，认定居委会的赡养行为，充分肯定居委会对老人养老送终所起的作用。 本案判决不仅实现了个案上的公平正义，更倡导全社会积极助力养老，促进“不尽孝者少分或者不分遗产”的司法理念深入人心。,先看身份和协议/遗嘱效力，再落遗产归属、赡养扶助和家庭伦理。,/Users/wanglifei/Desktop/2024模拟题/海淀二模/细则/细则.docx,included,accept_high
已入框可用情境,消费者权益、虚假宣传、格式条款与平台规则,2024 石景山 一模 石景山一模 第11题,选择题,交易关系与消费者保护,交易关系：合同规则与消费者保护,客观题答案已锁定；只能作为选择题判断与情境信号，不直接生成主观题踩分句。,石景山一模 第11题答案表/题肢来源,赵某、在某、合同、违约、赔偿、消费者、知情权、自主选择权、惩罚性赔偿、诉讼、法院、判决,佳治疗时间而将商家诉至法院，请求 判决商家承担价款的三倍赔偿责任，以及自己看牙的医疗费损失。法院最终判决商 家赔偿其三倍价款，驳回了赵某要求商家赔偿医疗费用的诉讼请求。以下理解正确的是 ①商家虚假宣传行为侵犯了赵某作为消费者的知情权、自主选择权及安全消费权利 ②由于涉案双方之间存在买卖合同关系，商家应当承担三倍惩罚性赔偿的违约责任 ③牙膏不属于医疗器械、药品的范围，商家构成欺诈行为，应承担惩罚性赔偿责任 ④赵某如不能证明其牙病的发生与涉案产品间存在因果关系需承担举证不能的责任 A．①② B．①④ C．②③ D．③④,答案：D；客观判断落点：D；判断依据应扣住主体关系、权利义务和法律后果。；A项不对在主体关系、事实条件或法律后果没有扣准，因为“①②”与题面事实或法律规则不匹配。；B项不对在主体关系、事实条件或法律后果没有扣准，因为“①④”与题面事实或法律规则不匹配。；C项不对在主体关系、事实条件或法律后果没有扣准，因为“②③”与题面事实或法律规则不匹配。,需按对应细则原句提取，暂不另造踩分词。,本题客观落点是D；训练价值在于排除主体错位、关系错位、责任错位或程序错位。,先看经营者是否真实诚信、是否尽提示说明义务，再落退赔、赔偿或惩罚性赔偿。,/Users/wanglifei/Desktop/2024模拟题/石景山一模/试卷/试卷.docx,included,defer_answer_missing
已入框可用情境,合同成立、合同效力与违约责任,2024 石景山 一模 石景山一模 第17题,主观题,交易关系与消费者保护,交易关系：合同规则与消费者保护,主观题有细则来源，但属于复合题/二次匹配/摘录需复核；先保留原句，不直接进入学生背诵核心。,石景山一模 第17题细则/给分依据,乙公司、甲公司、合同、承诺、人民法院、法院、判决、碳排放权,运用法律知识，结合案情，说明甲乙两公司合同成立的理由，并从民法基本原则角 度阐述该司法判决的意义。,甲公司参与比选并向乙公司进行报价，内容具体确定，属于要约。乙公司确认甲公司中标，向其送达了中标通知，属于承诺。中标通知书送达甲公司，故双方合同成立。（3分） 法院判决引导碳排放配额交易的民事主体遵循诚信原则、公平原则、绿色原则。有利于推动企业转型升级，兼顾经济效益和社会效益；有利于维护我国碳排放权交易市场的正常秩序，推动要素市场化改革，落实“碳达峰、碳中和”国家重大决策。（5分）,合同成立；要约；承诺；诚信原则；绿色原则,甲公司参与比选并向乙公司进行报价，内容具体确定，属于要约。 乙公司确认甲公司中标，向其送达了中标通知，属于承诺。 中标通知书送达甲公司，故双方合同成立。,先看意思表示是否一致、合同是否有效，再落继续履行、赔偿、解除或违约责任。,/Users/wanglifei/Desktop/2024模拟题/石景山一模/细则/细则.pptx,included_needs_review,defer_needs_rubric
已入框可用情境,合同成立、合同效力与违约责任,2024 石景山 一模 石景山一模 第18题,主观题,创新竞争与公共救济,纠纷解决与程序救济,主观题有细则来源，但属于复合题/二次匹配/摘录需复核；先保留原句，不直接进入学生背诵核心。,石景山一模 第18题细则/给分依据,小支、赔偿、调解、诉讼、法院,（2）假如你是法官，请结合材料，运用法治知识，为老刘提供专业指导。（6 分）,本案中，暴雨前气象部门早有预警，物业公司理应预见并提前采取相应措施，避免或减少业主损失的发生，因此不能免责。业主与物业公司双方存在物业服务合同关系，物业公司未全面履行服务义务，属于违约行为，应承担赔偿损失等违约责任。 我国正不断完善有机衔接、相互协调的多元纠纷解决机制，在诉讼前可优先通过非诉讼方式解决纠纷。经人民调解委员会调解达成的协议，双方可以申请司法确认，经过人民法院依法确认有效的调解协议，具有强制执行效力。,违约责任；赔偿损失；调解；诉讼；司法确认；强制执行,本案中，暴雨前气象部门早有预警，物业公司理应预见并提前采取相应措施，避免或减少业主损失的发生，因此不能免责。 业主与物业公司双方存在物业服务合同关系，物业公司未全面履行服务义务，属于违约行为，应承担赔偿损失等违约责任。 经人民调解委员会调解达成的协议，双方可以申请司法确认，经过人民法院依法确认有效的调解协议，具有强制执行效力。,先看意思表示是否一致、合同是否有效，再落继续履行、赔偿、解除或违约责任。,/Users/wanglifei/Desktop/2024模拟题/石景山一模/细则/细则.pptx,included_needs_review,defer_mixed_module
已入框可用情境,物权归属、担保物权、登记交付与绿色物权,2024 西城 一模 西城一模 第6题,选择题,财产、相邻、继承与家庭,财产权、物权与相邻关系,客观题答案已锁定；只能作为选择题判断与情境信号，不直接生成主观题踩分句。,西城一模 第6题答案表/题肢来源,王某、赵某、钱某、承诺、赔偿、所有权、物权、质权、质押、担保物权、担保、人民法院,6． 王某向赵某借了50万元，并将自己唯一的机动车交予赵某作为质押。王某又向钱某借了20万元，承诺半年后还款。结果，半年后王某并没有还款。钱某不满，在得知王某名下有机动车后，将王某诉至人民法院，要求将王某名下的机动车折价赔偿给他。以下认识正确的是 ①本案涉及债权关系，客体是王某名下的机动车 ②本案涉及担保物权，对应的是机动车的交换价值 ③王某将机动车交予赵某，赵某则拥有了该机动车的所有权 ④赵某实际占有王某作为担保物的机动车，享有质权，可依法优先受偿 A．①② B．①③ C．②④ D．③④,答案：C；客观判断落点：C；判断依据应扣住主体关系、权利义务和法律后果。；A项不对在主体关系、事实条件或法律后果没有扣准，因为“①②”与题面事实或法律规则不匹配。；B项不对在主体关系、事实条件或法律后果没有扣准，因为“①③”与题面事实或法律规则不匹配。；D项不对在主体关系、事实条件或法律后果没有扣准，因为“③④”与题面事实或法律规则不匹配。,需按对应细则原句提取，暂不另造踩分词。,本题客观落点是C；训练价值在于排除主体错位、关系错位、责任错位或程序错位。,先看权利种类和公示方式，再落归属、效力、担保或绿色边界。,/Users/wanglifei/Desktop/2024模拟题/西城一模/细则/细则.docx,included,accept_high
已入框可用情境,消费者权益、虚假宣传、格式条款与平台规则,2024 西城 一模 西城一模 第7题,选择题,交易关系与消费者保护,交易关系：合同规则与消费者保护,客观题答案已锁定；只能作为选择题判断与情境信号，不直接生成主观题踩分句。,西城一模 第7题答案表/题肢来源,消费者、经营者、自主选择权、不正当竞争,“生鲜灯”照射下的食品格外诱人。国家市场监管总局修订发布的《食用农产品市场销售质量安全监督管理办法》规定，销售生鲜食用农产品，不得使用对食用农产品的真实色泽等感官性状造成明显改变的照明等设施误导消费者对商品的感官认知。下列观点正确的是 ①经营者应依法、诚信经营，保障消费者的合法权益 ②消费者发现经营者利用“生鲜灯”等照明设施误导自己，可依法维权 ③经营者使用“生鲜灯”销售产品属于不正当竞争，是搭他人商业信誉的便车 ④经营者利用与消费者信息不对称的优势，侵害了消费者的自主选择权 A．①② B．①④ C．②③ D．③④,答案：A；客观判断落点：A；判断依据应扣住主体关系、权利义务和法律后果。；B项不对在主体关系、事实条件或法律后果没有扣准，因为“①④”与题面事实或法律规则不匹配。；C项不对在主体关系、事实条件或法律后果没有扣准，因为“②③”与题面事实或法律规则不匹配。；D项不对在主体关系、事实条件或法律后果没有扣准，因为“③④”与题面事实或法律规则不匹配。,需按对应细则原句提取，暂不另造踩分词。,本题客观落点是A；训练价值在于排除主体错位、关系错位、责任错位或程序错位。,先看经营者是否真实诚信、是否尽提示说明义务，再落退赔、赔偿或惩罚性赔偿。,/Users/wanglifei/Desktop/2024模拟题/西城一模/细则/细则.docx,included,accept_high
已入框可用情境,继承、遗嘱、遗赠扶养协议与赡养义务,2024 西城 一模 西城一模 第18题,主观题,财产、相邻、继承与家庭,婚姻家庭与继承扶养,主观题有细则来源，但属于复合题/二次匹配/摘录需复核；先保留原句，不直接进入学生背诵核心。,西城一模 第18题细则/给分依据,郭某、刘某、小女、小袁、民法典、夫妻、法院,（3）运用法治知识，谈谈对二审法院向郭某的三个儿子发出《督促履行义务告知书》的认识。（6分）,（3）成年子女对父母有赡养的义务。（1分）赡养父母，要求子女经济上供养父母、生活上照料父母、精神上慰藉父母，照顾父母的特殊需要，使父母幸福安度晚年。（2分，五选二） 郭某的三个儿子都是成年人，应履行精神上慰藉父亲的义务。二审法院向郭某的三个儿子发出《督促履行义务告知书》是保护郭某的合法权益，引导郭某的儿子孝老敬亲，（1分，多选一）传承中华传统美德，践行社会主义核心价值观，发挥法律对道德建设的促进作用。（2分，多选一） 细则： 精神上慰藉父亲的义务，变通：敬老义务（责任） 保护郭某的合法权益，替换：满足老人的需求 中华传统美德，变通：中华优秀传统文化 发挥法律对道德建设的促进作用，替换：坚持法治与德治的统一；发挥法律的规范作用，道德的教化作用 如答出：维护社会公平正义；营造敬老爱老社会氛围；促进家庭和谐。也可给2分 本小题答一句以上的，至少给1分。半句的不算 【附中版补充】 义务：1（义务）+2 意义：1（权利）+2（弘扬社会主义核心价值观；守法和公序良俗原则；德治法治相结合等） 酌情赋分（1分）：以事实为根据，以法律为准绳。,以事实为根据；以法律为准绳；公序良俗；合法权益；公平正义；核心价值观；社会公平正义,成年子女对父母有赡养的义务。 郭某的三个儿子都是成年人，应履行精神上慰藉父亲的义务。,先看身份和协议/遗嘱效力，再落遗产归属、赡养扶助和家庭伦理。,/Users/wanglifei/Desktop/2024模拟题/西城一模/细则/细则.docx,included_needs_review,defer_mixed_module
