suite,heading,principle_node,material_trigger_chars,question_prompt_chars,why_trigger_chars,answer_landing_chars,has_all_fields,material_trigger,question_prompt,why_trigger,answer_landing
2024朝阳二模,7. 2024朝阳二模 第16题第（2）问（主观题）,真理观,99,40,154,130,True,"材料二写人工智能“加速与制造业深度融合,深刻改变制造业生产模式和经济形态”（社会存在层面变化），紧接着写“大数据和人工智能通过了解我们给人类带来便利,也在重塑人类对世界的认识”（社会意识层面变化）。",未来，是人塑造人工智能？还是人工智能塑造人？还是……运用哲学知识，谈谈你的看法。,材料先指出人工智能“深刻改变制造业生产模式和经济形态”——这是社会存在（社会生产方式、生活方式）层面的变化；紧接着指出人工智能“重塑人类对世界的认识”——这是社会意识（思想观念、认识方式）层面的变化；社会存在层面的变化必然带动社会意识层面的变化，体现社会存在决定社会意识，社会意识对社会存在具有能动的反作用。,人工智能广泛应用通过改变社会生产生活方式（社会存在）进而引起人们思想观念、认识方式、价值取向的变化（社会意识），从社会历史观看，人工智能正是通过改变社会存在来塑造人；未来应自觉运用先进的社会意识引导人工智能更好服务社会，使人工智能塑造人的过程沿着正确方向展开。
2025丰台二模,9. 2025丰台二模 第16题第（1）问（主观题）,真理观,47,34,123,123,True,喀什自汉代外邦商队与维吾尔手工艺人聚居形成多民族共生社区生态；自贸试验区设立联通中亚物流枢纽。,请你从以上三个地点中推荐一处，并运用《哲学与文化》知识阐述推荐理由。,喀什自汉代外邦商队与维吾尔手工艺人聚居形成多民族共生社区生态，今天又设自贸试验区、古城融合传统建筑与新兴业态。先有商贸聚居与自贸开放等社会存在，再生成多民族共生与文化经济协同的社会意识。这表明社会存在决定社会意识，新的社会存在又催生新的社会意识。,材料中“喀什自汉代外邦商队与维吾尔手工艺人聚居形成多民族共生社区生态；自贸试验区设立联通中亚物流枢纽”，体现社会存在与社会意识；这说明社会生活和社会条件的变化会引起观念变化，观念又会反作用于社会生活，因此可以直接用这一原理说明题中材料的内在逻辑。
2024西城二模,2. 2024西城二模 第17题（主观题）,社会发展的两大基本规律和基本矛盾,124,61,180,170,True,材料指出“新质生产力是创新起主导作用，摆脱传统经济增长方式、生产力发展路径，具有高科技、高效能、高质量特征，符合新发展理念的先进生产力质态”；“加快形成新质生产力，要全面深化改革，形成与之相适应的新型生产关系，打通束缚新质生产力发展的堵点、卡点”。,新一轮科技革命在全球范围内风起云涌。结合材料，综合运用所学，谈谈在当今时代，我国作为世界上最大的发展中国家应当扮演的角色。,材料明确把“新质生产力”与“与之相适应的新型生产关系”“束缚……发展的堵点卡点”两端并列——新质生产力代表先进生产力的发展要求，全面深化改革形成新型生产关系是为了让生产关系适应生产力。学生看到“生产力质态”“形成与之相适应的生产关系”“打通堵点卡点”这种典型表述，应当直接想到生产关系一定要适应生产力发展状况这一基本规律，并由此延伸到经济基础与上层建筑相适应。,我国应当顺应人类社会发展规律——新质生产力是先进生产力的发展要求，必须全面深化改革，形成与之相适应的新型生产关系，扫除束缚新质生产力发展的堵点卡点；同时调整与之相应的经济基础和上层建筑，让先进生产力的发展真正服务于中国式现代化——这是从生产力与生产关系、经济基础与上层建筑相适应的基本规律出发，回答我国作为世界最大发展中国家应当扮演的角色。
2025西城二模,4. 2025西城二模 第20题（主观题）,人民群众,165,39,239,210,True,习近平总书记指出，“加快建设文化强国，要始终坚持文化建设着眼于人、落脚于人”。当前文博场馆门庭若市、热门演出一票难求、“民俗游”“非遗游”充实假期，人们的文化需求不断得到释放，文化供给不断升级；全国文艺从业者约1350万，国家级非物质文化遗产代表性传承人近四千人。文化强国之“强”最终要体现在人民的思想境界、精神状态、文化修养上。,结合材料，综合运用所学，谈谈你对“始终坚持文化建设着眼于人、落脚于人”的理解。,材料一面写“人们的文化需求不断释放、文化供给不断升级”（人民是文化的享有者和受益者），另一面写“全国文艺从业者1350万、非遗传承人近四千”（人民是文化的创造者和承担者）——把“文化强国之强最终体现在人民身上”反复强调。学生看到“文化为了人民+文化依靠人民+文化最终落到人民身上”这一组关系时，就应当从马克思主义历史唯物主义中调“人民群众是社会历史主体”：人民群众是物质财富的创造者，也是精神财富（包括文化）的创造者，是社会变革的决定力量；文化建设的依靠主体、目的主体都是人民。,人民群众是社会历史的主体，是物质财富和精神财富的创造者，是社会变革的决定力量。文化建设着眼于人、落脚于人，一方面要把人民作为文化建设的依靠主体——1350万文艺从业者和近四千名非遗代表性传承人作为人民群众的一部分，是文化创新创造的主体力量；另一方面要把人民作为文化建设的目的主体——保障人民文化权益、丰富文化供给、满足人民群众多样化多层次的精神文化需求，使文化强国之“强”最终体现在人民的思想境界、精神状态、文化修养上。
2024西城二模,5. 2024西城二模 第18题第（4）问（主观题）,人民群众,61,25,170,114,True,村落中的桥涵路街、亭阁庙宇、风俗习惯、方言乡音均由乡村群众世代创造和传承 + 美学教育和审美水平提升的对象是广大乡村居民。,结合材料，综合运用所学，阐释如何推动乡村文化振兴。,材料中“桥涵路街”“亭阁庙宇”“风俗习惯”“方言乡音”等乡村文化要素，都是世代乡村群众在生产生活实践中创造和传承下来的；而“提升审美水平和人文素养”“让欣赏美、追求美、塑造美成为乡村文明新风尚”的对象也是广大乡村居民。乡村文化的创造者、传承者和受益者都是人民群众，触发“人民群众是社会历史的主体、是精神财富的创造者”以及群众观点、群众路线。,推动乡村文化振兴必须坚持群众观点和群众路线，尊重乡村人民群众在乡村文化创造和传承中的主体地位，依靠群众保护好村落中由其创造的物质和精神文化遗产，让美学教育和文化建设真正服务于群众，使群众成为乡村文化振兴的参与者、推动者和受益者。
2025东城二模,8. 2025东城二模 第16题（主观题）,人民群众,65,36,170,154,True,DeepSeek开源、免费让人人都用得起人工智能；“人工智能+”赋能社会治理、医疗教育、家庭服务——AI走入寻常百姓家，普惠民众。,结合材料，运用哲学观点，谈谈我们应如何勇立潮头，与人工智能共创美好未来。,材料反复呈现AI普惠化（DeepSeek让人人都用得起、机器人走进寻常百姓家）和服务民生（医疗教育家庭服务）的特点——AI不是少数科学家的专利，而是面向广大人民。学生看到“人人都用得起AI+赋能民生”“共创美好未来”就应当想到人民群众是社会历史的主体：AI发展依靠人民的参与和创造，AI发展的成果要由人民共享，所以要坚持群众观点和群众路线。,人民群众是历史的创造者，是社会变革的决定力量。要求我们坚持群众观点和群众路线，在与人工智能共创美好未来的过程中，要充分调动广大人民群众参与AI应用场景设计与反馈的积极性、主动性和创造性，使AI真正满足人民群众的实际需求；坚持发展为了人民、依靠人民，让AI普惠化的发展成果惠及全体人民，做到与AI共创美好未来。
2024东城二模,9. 2024东城二模 第16题（主观题）,人民群众,119,34,154,95,True,“桑基鱼塘历经千年，是富至农户的桑基鱼塘文化”“将农业生态、文化、景观保护以及生态产品开发、文化研讨融入到农业生产中”“让孩子感受鱼桑文化”，并“方圆鱼塘，一片片渔林霉萨千年不老，连绵百年了，也构成了天地之间一幅波光氤氲的桑基鱼塘文化”。,结合材料，运用《哲学与文化》知识，分析为何二千多岁的桑基鱼塘仍未老。,桑基鱼塘从最初先民修建到现在不断完善，背后始终是人民群众：先民的劳动创造了它、当地农户的代代相传维持了它、今天的村民和孩子又在研学体验中赋予它新意义。学生看到“富至农户”“让孩子感受”“融入农业生产”这种把人民群众放在主体位置上的表述，应当想到人民群众是社会历史的主体和创造者，是桑基鱼塘“未老”的真正力量。,桑基鱼塘是当地人民群众生产实践的产物，其修建、传承、再创造都依靠人民群众——人民群众是社会历史的主体和创造者；桑基鱼塘服务于人民、不断满足人民对美好生活和精神文化的追求，所以二千多岁仍未老。
2025朝阳二模,12. 2025朝阳二模 第22题（主观题）,人民群众,34,33,86,59,True,强国建设、民族复兴的康庄大道；分阶段分领域推进；在实践中去大胆探索。,运用所学，谈谈对推进中国式现代化事业中的顶层设计与实践探索的理解。,中国式现代化是强国建设、民族复兴的康庄大道，是分阶段分领域推进的事业，每个阶段、每个领域目标都要通过实践去落实；人民群众是实践主体、是历史的创造者。因此能想到”人民群众”。,推进中国式现代化必须发挥人民群众的实践主体作用，坚持群众观点和群众路线，把顶层设计转化为人民群众可感可及的现代化成果。
2024朝阳二模,15. 2024朝阳二模 第16题第（2）问（主观题）,人民群众,82,40,139,98,True,题目设问指向“未来应如何正确处理人与人工智能关系”；材料二既写人工智能“通过了解我们给人类带来便利”，也写人工智能让每个人都可被追踪、被分析，主体始终是最广大的人。,未来，是人塑造人工智能？还是人工智能塑造人？还是……运用哲学知识，谈谈你的看法。,题目设问要求回答未来应如何正确处理人与人工智能关系，人工智能发展的根本目的不是技术本身，而是面向最广大人民群众；材料中人工智能给“我们”“每个人”“人类”带来便利或风险，主体始终是人民群众；人民群众是社会历史的主体、社会发展和变革的决定力量，任何脱离人民利益的技术都会走向反面。,未来处理人与人工智能关系必须坚持人民立场，把是否有利于增进人民福祉、是否真正为人民群众谋发展谋幸福作为根本判断标准，让人工智能成为服务人民、保障人民根本利益的工具，从而正确处理人与人工智能的关系。
2025丰台二模,17. 2025丰台二模 第16题第（1）问（主观题）,人民群众,50,34,125,116,True,喀什外邦商队、维吾尔手工艺人长期聚居交易营造多民族共生社区；古城新业态由各族手工艺人、商户共同经营。,请你从以上三个地点中推荐一处，并运用《哲学与文化》知识阐述推荐理由。,喀什自汉代起的多民族共生社区由外邦商队、维吾尔手工艺人长期聚居、交易、营造而成；古城传统生土建筑与新兴文旅业态也由各族手工艺人、商户、居民共同经营。这说明丝路门户的物质财富、精神财富与社会变革的根本推动力都来自人民群众，触发人民群众是历史创造者原理。,材料中“喀什外邦商队、维吾尔手工艺人长期聚居交易营造多民族共生社区；古城新业态由各族手工艺人、商户共同经营”，体现人民群众；这说明人民群众是社会历史的主体，是实践、创造和评价的重要主体，因此可以直接用这一原理说明题中材料的内在逻辑。
2024西城二模,23. 2024西城二模 第8题（选择题）,人民群众,205,0,198,90,False,"良渚古城先民修建水利系统促进了文明的诞生和发展；它山堰历经千年依然屹立、与洪水猛兽为战、与宁波城相望相守；千里标准海塘工程成为沿海人民的生命线和幸福线。
【设问】 数千年来，这片土地上的人民
A. 改造水环境，生成了自然界的事物之间的自在联系
B. 消除水患，这种否定是对旧事物整体、旧矛盾统一体的否定
C. 开展治水实践，劳动促进了社会关系的形成和发展
D. 守一方水土，证明了劳动就是客观实在的“金山银山”",,良渚先民修水利→生成文明、它山堰长期与洪水搏斗→护佑宁波城、千里海塘→沿海人民的生命线幸福线，三个例子都是“人民通过治水的劳动实践，使人与人、人与社会的关系得以形成、巩固、发展”——这是劳动作为人类基本实践、形成和发展社会关系的典型表达。学生看到“修建水利系统促进文明诞生”“与宁波城相望相守”“沿海人民生命线和幸福线”这种由劳动实践推动社会关系演化的链条，应当想到劳动促进社会关系的形成和发展。,先民通过修水利、与洪水搏斗、建海塘等长期治水实践，把分散的个体凝聚为协作共同体、把人与城紧紧绑在一起、把生产与民生捆在一起——劳动实践促进了社会关系的形成和发展，所以正确选项是C。
2024朝阳二模,24. 2024朝阳二模 第1题（选择题）,人民群众,286,0,171,114,False,"《共产党宣言》：“过去的一切运动都是少数人的，或者为少数人谋利益的运动。无产阶级的运动是绝大多数人的、为绝大多数人谋利益的独立的运动。”习近平：“为人民而生，因人民而兴，始终同人民在一起，为人民利益而奋斗，是我们党立党兴党强党的根本出发点和落脚点”。
【设问】 据此，下列认识正确的是
①人民立场是马克思主义政党区别于其他政党的显著标志
②人民群众是社会存在和发展的基础，是社会进步的力量源泉
③人民是领导力量，为实现中华民族伟大复兴创造了根本社会条件
④坚持人民至上，体现了我们党为崇高理想奋斗和为最广大人民谋利益的一致性
A. ①②
B. ①④
C. ②③
D. ③④",,《共产党宣言》“为绝大多数人谋利益”与习近平“为人民利益而奋斗”两段引文并列，凸显的是“人民立场”这一马克思主义政党的根本属性，并把它与共产党人的崇高理想(为人类求解放)统一起来。学生看到“为绝大多数人谋利益”“始终同人民在一起”这种限定语，应当想到人民立场是马克思主义政党区别于其他政党的显著标志，并据此把握党的崇高理想与人民利益的一致性。,①人民立场是马克思主义政党区别于其他政党的显著标志(人民立场是马克思主义政党的根本立场)；④坚持人民至上体现党的崇高理想(共产主义/民族复兴)和为最广大人民谋利益的一致性(党的初心使命与人民立场的统一)——两者结合即正确选项B。
2025西城二模,7. 2025西城二模 第16题（主观题）,价值观的导向作用,53,23,60,54,True,工作人员树立人与自然和谐的生态价值观，尊重自然、保护自然，把废弃水井改造成有利于生物多样性保护的动物乐园。,废弃水井变成了动物乐园，请说明背后的哲学智慧。,材料中的改造方向取决于如何评价废弃水井、动物需求和生态保护价值；正确生态价值观引导人们把隐患转化为保护生物多样性的实践。,正确生态价值观对认识和改造世界具有导向作用，引导人们尊重自然、保护自然，把废弃设施转化为生物多样性保护资源。
2025西城二模,8. 2025西城二模 第16题第（1）问（主观题）,价值观的导向作用,83,23,162,133,True,工作人员对原本对野生动物造成威胁的废弃水井并未一封了之，而是花心思建造攀爬台阶和蓄水池，让其变成动物饮水觅食的地方——这背后是把“人与自然和谐”作为出发点的价值取向。,废弃水井变成了动物乐园，请说明背后的哲学智慧。,管理处把废弃水井从“安全隐患”改造为“多物种栖息地”，体现的不只是技术问题，更是“保护生物多样性、人与自然和谐”的价值导向选择。学生看到“营造动物乐园+多物种栖息+生态保护”就应当想到：价值观对人们认识和改造世界活动具有重要的导向作用，工作人员之所以把废弃水井改造为生态友好场所，正是因为他们树立了人与自然和谐的生态价值观。,价值观对人们认识和改造世界的活动具有重要的导向作用，影响人们对事物的评价和行为选择。管理处工作人员树立了人与自然和谐的生态价值观，自觉尊重自然、保护自然，把“对动物造成威胁的废弃水井”转化为“多物种栖息地”，有效保护了生物多样性，体现正确价值观对生态实践的导向作用。
2025东城二模,12. 2025东城二模 第16题（主观题）,价值观的导向作用,39,31,103,104,True,人工智能进入医疗、教育、社会治理、家庭服务等关乎公共利益和个人福祉的关键领域。,运用哲学观点，谈谈我们应如何勇立潮头，与人工智能共创美好未来。,"材料中人工智能不只是工具,而是会影响治理方式、教育方式、医疗判断、家庭服务等关乎重大利益分配的领域,这就需要正确价值观为它设定方向、避免技术作恶。因此能想到价值观的导向作用——价值观决定人们改造世界的方向。",人工智能进入医疗、教育、社会治理和家庭服务等公共利益领域，必须用正确价值观为设计、开发、使用和维护定方向：坚持技术向善、公共利益和人的全面发展，通过伦理规范和风险治理防止技术作恶，才能与人工智能共创美好未来。
2024东城二模,13. 2024东城二模 第16题（主观题）,价值观的导向作用,79,34,132,115,True,“桑基鱼塘穿越千年，遵循了人与自然的发展规律，随时代发展并不断创新，实现了生态景观与产业融合，推动乡村振兴”；材料强调桑基鱼塘“富至农户”、推动“乡村振兴”。,结合材料，运用《哲学与文化》知识，分析为何二千多岁的桑基鱼塘仍未老。,评价桑基鱼塘“未老”的标准有两条：一是它符合人与自然客观规律(科学性)，二是它服务最广大人民群众的根本利益(人民性)。学生看到桑基鱼塘既“遵循人与自然规律”又“富至农户、推动乡村振兴”两个并列方向，应当想到科学的价值观正是要符合社会发展规律和最广大人民的根本利益。,科学的价值观要既符合社会发展规律，又符合最广大人民的根本利益。桑基鱼塘是群众生产实践的产物，遵循了人与自然客观规律(规律性)，又服务于人民、提高了人民生活水平、推动乡村振兴(人民性)——双重价值标准都得到满足，所以穿越千年仍未老。
2024朝阳二模,15. 2024朝阳二模 第16题第（2）问（主观题）,价值观的导向作用,98,40,137,105,True,题目设问要求探讨“未来应如何正确处理人与人工智能关系”；材料二指出人工智能让每个人都可以被追踪、被收集、被分析、被输出，既能带来便利也潜藏风险威胁，需要以一定的价值取向引导人工智能研发与应用方向。,未来，是人塑造人工智能？还是人工智能塑造人？还是……运用哲学知识，谈谈你的看法。,题目要求回答未来应如何处理人与人工智能关系，本质上是问应当用什么样的价值取向引导人工智能发展；不同价值取向（追逐资本利润 vs. 增进人类福祉、技术至上 vs. 人本至上）会导致截然不同的人工智能研发方向和应用边界，体现价值观对人们认识世界、改造世界的活动具有重要导向作用。,未来处理人与人工智能关系，必须坚持正确的价值观，站在人类社会发展的整体立场上引导人工智能产业，对人工智能技术保持开放与审慎相统一的态度，把握好科技伦理边界，使人工智能在推动社会进步的同时不损害人类的利益与价值。
2025昌平二模,19. 2025昌平二模 第16题（主观题）,价值观的导向作用,35,16,93,71,True,颜杲卿、颜季明牺牲生命维护国家统一；苏轼不畏穷困艰难追求理想精神状态。,从哲学与文化角度，谈谈你的看法。,材料中书家及其家人在民族危亡和人生困境前选择维护国家统一、坚守理想，说明书法所承载的不只是字，而是书家所信奉的价值取向；价值观对人们认识和改造世界具有导向作用，所以人品才能决定书法之贵。,评价中国书法不仅看技艺，更要看书家是否树立和践行了正确的价值观，正确的价值观引导书家在大是大非面前作出正确选择，使作品具有打动人心的精神力量。
2024顺义二模,20. 2024顺义二模 第16题第（1）问（主观题）,价值观的导向作用,89,38,155,120,True,“无废城市是以创新、协调、绿色、开放、共享的新发展理念为引领，通过推动形成绿色发展方式和生活方式”“中共中央、国务院印发《关于全面推进美丽中国建设的意见》，加快无废城市的建设”。,结合材料，运用《哲学与文化》知识，说明各地推进“无废城市”建设做法的合理性。,“以新发展理念为引领”“推动形成绿色发展方式和生活方式”“推进美丽中国建设”明确把绿色、人与自然和谐这一价值取向放在“无废城市”建设的首位——这是价值观对实践的导向作用。学生看到“以……为引领”“推动形成绿色发展方式”“美丽中国”这种把价值取向作为根本指引的表述，应当想到价值观对人改造世界的活动具有导向作用。,价值观对人认识世界和改造世界的活动具有导向作用。各地以新发展理念(创新、协调、绿色、开放、共享)和美丽中国建设的价值取向为引领，推动绿色发展方式和生活方式落地——以正确价值观引导实践方向，这是各地推进“无废城市”建设做法合理性的价值观基础。
2024顺义二模,21. 2024顺义二模 第20题第（2）问（主观题）,价值观的导向作用,108,51,149,143,True,“党的二十大报告指出：从现在起，中国共产党的中心任务就是团结带领全国各族人民全面建成社会主义现代化强国、实现第二个百年奋斗目标，以中国式现代化全面推进中华民族伟大复兴”；“人民之问”被明确列入党要回答的四大问题之一。,结合材料，综合运用所学，谈谈对实现中华民族伟大复兴需要“不断谱写马克思主义中国化时代化新篇章”的认识。,党推进马克思主义中国化时代化不是为了理论本身，而是为了“团结带领全国各族人民”实现第二个百年奋斗目标和民族复兴——“人民之问”是问题清单中的根本一问。学生看到“团结带领全国各族人民”“人民之问”这种把人民利益作为根本指向的表述，应当想到价值观对实践的导向作用、要自觉站在最广大人民根本利益的立场上。,价值观对人改造世界的活动具有导向作用，要自觉站在最广大人民根本利益的立场上做出价值判断和价值选择。党不断谱写马克思主义中国化时代化新篇章，根本是为了“团结带领全国各族人民”实现民族复兴、回答“人民之问”——以人民立场为根本价值标准引领理论创新和实践创新，这正是其在价值观维度上的合理性。
2024西城二模,22. 2024西城二模 第1题（选择题）,价值观的导向作用,228,0,129,129,False,"材料引《共产党宣言》“过去的一切运动都是少数人的，或者为少数人谋利益的运动。无产阶级的运动是绝大多数人的，为绝大多数人谋利益的独立的运动”，并指出人民至上的发展理念是对“现实的人”这一马克思主义唯物史观逻辑起点的继承和发展。
【设问】 以下认识正确的是
①人民性是马克思主义的本质属性
②与时俱进是哲学独特的理论品质
③发展的观点是马克思主义哲学的核心观点
④坚持人民至上体现了马克思主义历史观和价值观的统一
A. ①②
B. ①④
C. ②③
D. ③④",,该题正确选项考察人民立场和马克思主义历史观与价值观的统一(④是+价值观结合点)，而错项②③刻意把“马克思主义的独特品质”“马克思主义哲学的实质与核心”换成更宽泛的“哲学的独特理论品质”“马克思主义哲学的核心观点”——抓住主语和限定语是辨别此类易错边界的关键。,①人民性是马克思主义的本质属性，④坚持人民至上体现马克思主义历史观(社会发展由人民推动)和价值观(站在最广大人民立场)的统一，二者均符合材料关于人民至上对马克思主义唯物史观继承发展的论断；②③属于把马克思主义独有特征张冠李戴或将辩证法核心错指的常见易错边界。
2024西城二模,23. 2024西城二模 第9题（选择题）,价值观的导向作用,223,0,159,86,False,"AIGC技术下的“AI我中华”视频呈现网友奇异幻想；用AIGC技术生成行政区地标图片视频“听起来简单，实操起来就像开盲盒，没人知道结果会怎样”；主流媒体推出“智慧+”产品，不仅要践行技术创新，更要重视。
【设问】 主流媒体推出“智慧+”产品，不仅要践行技术创新，更要重视
A. 用数字技术主导设计方案及思想表达
B. 以内容创新为行业赋能，提供价值引领
C. 现代技术是一种支配事物和人的抽象力量
D. 技术变革带来的理念重构、实践重塑、社会重组",,AIGC像“开盲盒，没人知道结果会怎样”——技术本身存在不确定性、不能自动产生正确价值方向；“主流媒体”是社会主流价值观的传播主体，技术创新之外“更要重视”的，必然是价值方向、价值导向。学生看到“主流媒体”“智慧+”“更要重视”这种限定，就要想到价值观的导向作用——主流媒体使用AI工具时必须用主流价值观引领内容创新。,主流媒体在做“智慧+”产品时，不能任由AIGC的“盲盒”结果裹挟内容方向，而要以内容创新为行业赋能、用主流价值观提供价值引领——这是价值观的导向作用在媒体融合实践中的落点。
2024西城二模,6. 2024西城二模 第18题第（4）问（主观题）,价值判断与价值选择,41,25,131,102,True,让欣赏美、追求美、塑造美成为乡村文明新风尚 + 提升广大村民的审美水平和人文素养。,结合材料，综合运用所学，阐释如何推动乡村文化振兴。,材料把“欣赏美、追求美、塑造美”“乡村文明新风尚”设定为乡村文化振兴的方向，而“什么样的乡村是美的”“建设什么样的乡村文明”本身就是对乡村发展取向的判断，决定了哪些做法值得推广、哪些倾向需要抵制。这种对乡村发展方向的判断与取舍，正是价值判断与价值选择的具体体现。,推动乡村文化振兴，要在实践基础上自觉站在最广大乡村人民根本利益的立场上做出正确的价值判断与价值选择，把“欣赏美、追求美、塑造美”和乡村文明新风尚作为价值取向，自觉抵制冲击传统村落、矮化乡村文化的错误倾向。
2024东城二模,12. 2024东城二模 第16题（主观题）,价值判断与价值选择,45,34,90,61,True,桑基鱼塘是群众生产实践的产物，既符合社会发展规律，又改善生态、促进经济、提高人民生活水平。,结合材料，运用《哲学与文化》知识，分析为何二千多岁的桑基鱼塘仍未老。,材料里桑基鱼塘既符合人与自然和谐共生这一社会发展规律，又改善生态、促进经济、提高人民生活水平，同时满足科学价值判断与价值选择的两条标准——符合社会发展规律、符合最广大人民根本利益。,桑基鱼塘历久未老，是因为它体现了科学的价值取向，同时符合社会发展规律和最广大人民根本利益，所以被实践和人民长期选择和延续。
2025昌平二模,30. 2025昌平二模 第16题（主观题）,价值判断与价值选择,91,38,109,122,True,材料把颜真卿家人为维护国家统一献出生命、苏轼在贬谪困境中坚守理想精神，与书法作品的精神气象联系起来，说明艺术作品背后不是单纯技巧，而是创作者和时代人物的价值取向、人生选择和精神坚守。,有人认为“中国书法不仅仅是把字写好的问题”，从哲学与文化角度，谈谈你的看法。,能想到价值判断与价值选择，是因为材料要求评价作品背后的精神价值：颜真卿家人的选择体现国家统一高于个人安危，苏轼的坚守体现理想信念高于一时困境。人们在不同处境中作出的价值判断，会引导其价值选择，并通过行动和作品表现出来。,评价这类书法作品，不能只看笔法技巧，还要看到其中承载的价值判断和价值选择。正确的价值判断和价值选择应自觉站在最广大人民立场上，遵循社会发展规律，把个人命运、艺术创造同国家民族、社会责任和理想信念结合起来，因此这些作品才能具有穿越时代的精神力量。
2024顺义二模,31. 2024顺义二模 第20题第（2）问（主观题）,价值判断与价值选择,40,44,95,76,True,党“团结带领全国各族人民”实现复兴;“中国之问、人民之问”把人民利益作为出发点。,运用所学，谈谈对实现中华民族伟大复兴需要“不断谱写马克思主义中国化时代化新篇章”的认识。,"材料中党“团结带领全国各族人民”完成脱贫攻坚、全面小康,“中国之问、人民之问”把人民利益作为根本出发点;党之所以能完成其他政治力量不可能完成的任务,根本在于以人民为中心的马克思主义价值立场。","因价值观对实践具有导向作用,坚持人民立场的科学价值观决定民族复兴方向,所以须以马克思主义中国化时代化新理论统一价值判断与选择,服务于民族复兴和人民幸福。"
2024海淀二模,33. 2024海淀二模 第8题（选择题）,价值判断与价值选择,182,0,104,80,False,"某社区以“会客议事厅”为平台，围绕社区大事难事召开协商议事会；通过民主协商、群策群力，让居民关心的事项件件有着落、事事有回音。
【设问】 由此可见，“大家商量着办”
A. 扎根基层、服务社会，尊重满足居民的文化需求
B. 找到居民利益的最大公约数，将共识转化为共为
C. 基于居民价值选择进行价值判断，破解社区难题
D. 发挥专门协商机构的作用，探索基层治理新实践",,哲学易错边界入选择题：“基于居民价值选择进行价值判断”反向操作了价值判断与价值选择的逻辑顺序——按标准，先有价值判断（判断对错好坏），后有价值选择（在多种可能中作出取舍），命题刻意把基础与结果颠倒以制造错项。,价值判断与价值选择的关系是：价值判断在前、是基础，价值选择在后、以价值判断为前提；不能先有居民的价值选择再去做价值判断，所以C选项颠倒关系，是哲学典型易错边界。
2025西城二模,34. 2025西城二模 第5题（选择题）,价值判断与价值选择,242,0,271,233,False,"全国各类返乡入乡创业人员超过了1200万人，相比大多数青年向往大城市，他们选择了扎根泥土，成为“新农人”“农创客”。有的回村办起家庭农场，鼓舞起全村干劲，优质农产品不愁销；有的依托当地民俗传说、农耕技艺、山水风光，开发打造研学课程，让曾经的产业空心村有了新支柱。
【设问】 “新农人”“农创客”的选择（ ）
①彰显了他们的价值追求和人生理想；
②超越了社会所提供的客观条件，实现了自己的价值；
③会助力乡村全面振兴，展现了青年责任和担当；
④把握住了人生际遇，实现了个人与社会的转化。",,返乡青年放弃大城市选择扎根乡村——这是他们关于“人在何处实现人生意义”的价值取舍；办家庭农场带动全村、开发研学课程让产业空心村获新支柱——这是把个人理想与乡村振兴这一社会需要结合起来。学生看到“扎根泥土+鼓舞全村干劲+让产业空心村有新支柱”就应当想到价值追求与人生理想（在为社会服务中实现自我）、个人与社会的统一（个人价值要在为社会贡献中实现）。②“超越了社会所提供的客观条件”错——人的价值实现必须以社会客观条件为前提，不能超越；④“实现了个人与社会的转化”是表达错误——应是“实现个人与社会的统一”，没有“个人与社会的转化”这一规范说法。,正确项是 B（①③）。①彰显价值追求和人生理想——返乡青年把“扎根泥土、服务乡村”作为人生价值取向，是价值追求和人生理想的具体表现。③助力乡村全面振兴、展现青年责任担当——个人选择与社会需要相统一，正是个人在服务社会中实现自身价值的体现。错项②“超越了社会所提供的客观条件”否认人的价值实现必须以一定客观条件为基础，颠倒了客观条件与主观能动性的关系；错项④“实现了个人与社会的转化”用词错误，正确表达是“个人与社会的统一”，个人不会转化为社会、社会也不会转化为个人。
