sheet	row	序号	题目定位	题目定位/模块	维度	原严重度	严重程度	严重度	v33状态	问题原文（摘录）	问题说明	复核说明（含仍需修改建议）	修改建议	备注
③宝典核对	102	101		2026·房山·一模·第17题第1问	答案与评分逻辑		低			1+2=3分	结论1分+任一维度2分，加总=3分，与设问(3分)一致；评分自洽		无需修改，记录核对通过	与汇编同源(修汇编即同步)
③宝典核对	103	102		2026·房山·二模·第17题	答案与评分逻辑		低			"""打造调解、仲裁、诉讼相衔接的国际商事一站式线上多元纠纷解决平台，高效率实现公平正义"""	答案与细则踩分点（涉外立法2+涉外司法2+多元解纷平台2+创新诉讼调解2+加1分）加总8分且与参考答案一致，落点完整；无实质问题，仅核对踩分加总无误		无需修改	与汇编同源(修汇编即同步)
③宝典核对	104	103		2026·朝阳·一模·第18题	答案与评分逻辑		低			关键词：保护知识产权人的合法权益（1分）只要有就1分兼顾社会公共利益…（3选1，1分）只要有就1分	"评分用语""只要有就1分""口语化且重复，且第4点两处给分逻辑表述粘连，易误读"		"规范为""保护权益(1分)+兼顾公共利益/法治环境/法治社会三选一(1分)"""	与汇编同源(修汇编即同步)
③宝典核对	105	104		2026·西城·一模·第18题第2问	答案与评分逻辑		低			"""18．（8分）（2）错误：辩护人。改为：诉讼代理人。（1分）"""	"答案正确（民事案件无""辩护人""，应为诉讼代理人，辩护人系刑事诉讼特有），但【细则】题头""18．（8分）""为整题分值，本分问仅1分，宜标注""本问1分（全题8分）""以免分值误读"		"细则标注本分问分值与全题分值区分，如""（2）1分"""	与汇编同源(修汇编即同步)
③宝典核对	106	105		2026·西城·二模·第18题第1问	答案与评分逻辑		低			(1+1，2分)……主观分析1分，因果分析1分，采意	主体资格2分+主观1分+因果1分=4分，与设问(4分)一致；评分自洽		无需修改，记录核对通过	与汇编同源(修汇编即同步)
③宝典核对	107	106		2024·西城·一模·18题第3问(行106)	错别字与表述		低			"""【附中版补充】 义务：1（义务）+2意义：1（权利）+2…"""	"该行赋分速记符号""1（义务）+2""""1（权利）+2""高度压缩、缺标点，""义务/意义""紧贴无分隔，阅读困难，疑似编辑速记未展开"		"补标点与换行，展开为可读的赋分说明(如""义务1分+意义2分""""权利1分+弘扬核心价值观等2分"")"	与汇编同源(修汇编即同步)
③宝典核对	108	107		2025·丰台·二模·第19题第2问	错别字与表述		低			案例某互联网企业开发了一款AI产品	"""案例""后缺标点直接接正文，且""调研法院""""建议法院遂开出""系材料压缩后残留的标签词混入正文，文字穿插"		"""案例：""后加冒号/换行；删除""调研""""建议""等残留标签，理顺为""法院在深入调研后…""""法院遂开出…"""	与汇编同源(修汇编即同步)
③宝典核对	109	108		2025·朝阳·二模·20题第1问	错别字与表述		低			"材料含半角逗号""孙女士和刘先生是同一楼层的邻居,两家入户门相对,相距约 2 米"""	该题材料及设问大量使用半角逗号(,)与中文全角混排，与其余题全角标点不一致，影响排版统一		统一改为中文全角标点（，）	与汇编同源(修汇编即同步)
③宝典核对	110	109		2025·门头沟·一模·第20题	错别字与表述		低			20（1）\n裁判结果 ；20（2）\n裁判理由	"细则中""20（1）""""20（2）""""20（3）""与""裁判结果/裁判理由/现实意义""被换行拆开，存在文字穿插/串栏"		同一分问标号与其内容合并到同一行，消除换行串栏	与汇编同源(修汇编即同步)
③宝典核对	111	110		2025·顺义·一模·第19题第2问	错别字与表述		低			"答案落点末重复整段""阅卷细则：对个人的价值…满分不超过5分"""	阅卷细则在【细则】(line67)已出现，【答案落点】(line72-73)又整段重复粘贴，属冗余串栏		答案落点应只保留答案要点，删去重复的阅卷细则段	与汇编同源(修汇编即同步)
③宝典核对	112	111		2026·延庆·一模·18题第1问	错别字与表述		低			"""材料表格重建 [表格]"""	"占位符""材料表格重建""""[表格]""为待补/重建标记，正式稿应清理"		确认表格完整后删除占位字样	与汇编同源(修汇编即同步)
③宝典核对	113	112		2026·房山·一模·第17题第2问(第161行)	错别字与表述		低			AI 模型生成的内容不是…规定的有毒有害等…禁止的内容	"材料第四条(一)原文为""虚假有害信息""(第159行)，细则改述为""有毒有害""，用语与所引法条不一致"		"""有毒有害""改为""虚假有害信息""以与材料一致"	与汇编同源(修汇编即同步)
③宝典核对	114	113		2026·朝阳·期末·第18题第1问	错别字与表述		低			【\n裁判结果 】	"材料中""【裁判结果】""的""【""被留在上一行行尾，""裁判结果】""另起一行，属文字穿插/串栏"		"将""【裁判结果】""合并为一处，修正断行"	与汇编同源(修汇编即同步)
③宝典核对	115	114		2026·海淀·一模·第18题第3问	错别字与表述		低			：【\n案件1 】；阅读\n材料二	"材料""【案件1】""""【案件2】""的方括号断行，设问""阅读材料二""被换行拆开，均为串栏"		合并断开的标题与设问文字，修正换行	与汇编同源(修汇编即同步)
③宝典核对	116	115		2026·西城·期末·第17题(第67/72行)	错别字与表述		低			B公司的行为规避未成年人保护法定义务	"""规避未成年人保护法定义务""断句歧义(可读成""未成年人保护法-定义务"")，表意不清"		"改为""规避《未成年人保护法》规定的法定义务""或""规避未成年人保护的法定义务"""	与汇编同源(修汇编即同步)
③宝典核对	117	116		设问/材料断行（顺义19-2、昌平20-2等多处）	错别字与表述		低			(2)结合/材料一/与/材料二…；待完成：请完成本案/裁判理由	"""材料一""""材料二""""裁判理由""等被单独断行，系表格/排版还原产生的文字穿插，虽可读但影响整洁"		"将断行的""材料一/材料二/裁判理由""并入设问句，消除穿插"	宝典发现
