rubric_atom_id,question_id,rubric_or_answer_phrase,evidence_type,evidence_level,plain_reward_description,related_material_atom_ids,what_expression_is_rewarded,what_judgment_student_must_make_before_writing,legal_knowledge_or_rule_if_explicit,value_expression_if_explicit,knowledge_material_value_type,can_be_written_without_material,source_locator,uncertainty
R_Q0075_2026_东城_二模_19_03,Q0075_2026_东城_二模_19,2. 未全面履行合同（1 分）构成违约,marking_rubric,formal,2. 未全面履行合同（1 分）构成违约,M_Q0075_2026_东城_二模_19_03,2. 未全面履行合同（1 分）构成违约,判断法律关系/行为性质/责任或程序路径，需回源细化,合同；违约,,knowledge,uncertain,F0184:text | F0186:text,heuristic_atom_split; verify original rubric line
R_Q0075_2026_东城_二模_19_04,Q0075_2026_东城_二模_19,1. 市场主体应坚持依法诚信经 营 1 分 （与诚信原则不重复给分，跟 张某的“履行义务”互替 ）,marking_rubric,formal,1. 市场主体应坚持依法诚信经 营 1 分 （与诚信原则不重复给分，跟 张某的“履行义务”互替 ）,M_Q0075_2026_东城_二模_19_05,1. 市场主体应坚持依法诚信经 营 1 分 （与诚信原则不重复给分，跟 张某的“履行义务”互替 ）,判断法律关系/行为性质/责任或程序路径，需回源细化,义务,,knowledge,uncertain,F0184:text | F0186:text,heuristic_atom_split; verify original rubric line
R_Q0075_2026_东城_二模_19_05,Q0075_2026_东城_二模_19,2. 承担赔偿损失等违约责任 （必出 1 分） 市场经济就 是法治经济 / 共同营造公 平竞争的市 场环境 （必出 1 分） 张某 未遵守/ 违反劳动纪律与 职业道德（2 分） 劳动者权利与义务相统 一/ 劳动者应履行义务 1 分 （与乙公司依法诚信经营互 替） [page 4] 谢谢！,marking_rubric,formal,2. 承担赔偿损失等违约责任 （必出 1 分） 市场经济就 是法治经济 / 共同营造公 平竞争的市 场环境 （必出 1 分） 张某 未遵守/ 违反劳动纪律与 职业道德（2 分） 劳动者权利与义务相统 一/ 劳动者应履行义务 1 分 （与乙公司依法诚信经营互 替） [page 4] 谢谢！,M_Q0075_2026_东城_二模_19_03|M_Q0075_2026_东城_二模_19_04|M_Q0075_2026_东城_二模_19_05,2. 承担赔偿损失等违约责任 （必出 1 分） 市场经济就 是法治经济 / 共同营造公 平竞争的市 场环境 （必出 1 分） 张某 未遵守/ 违反劳动纪律与 职业道德（2 分） 劳动者权利与义务相统 一/ 劳动者应履行义务 1 分 （与乙公司依法诚信经营互 替） [page 4] 谢谢！,判断法律关系/行为性质/责任或程序路径，需回源细化,违约；赔偿；责任；权利；义务；劳动者,,knowledge+material,no,F0184:text | F0186:text,heuristic_atom_split; verify original rubric line
R_Q0077_2026_东城_期中_18_01,Q0077_2026_东城_期中_18,"18.（11分）无人机起飞如何系好""安全带""? 陈某向店主刘某发送邮件：“急需购买A型号无人机一台，用于重要商业拍摄。”刘某回复：“全新原装，15000元。”陈某立即转账。刘某误将一台内部结构轻微损伤（外观无明显痕迹）的同型号展示机寄出。 陈某收货后在首次使用中，该无人机因上述损伤失控坠毁，砸伤陈某手臂。陈某花费医疗费8000元，并因错过商业拍摄损失收入5000元。 陈某要求刘某赔偿，双方协商未果。",marking_rubric,formal,"18.（11分）无人机起飞如何系好""安全带""? 陈某向店主刘某发送邮件：“急需购买A型号无人机一台，用于重要商业拍摄。”刘某回复：“全新原装，15000元。”陈某立即转账。刘某误将一台内部结构轻微损伤（外观无明显痕迹）的同型号展示机寄出。 陈某收货后在首次使用中，该无人机因上述损伤失控坠毁，砸伤陈某手臂。陈某花费医疗费8000元，并因错过商业拍摄损失收入5000元。 陈某要求刘某赔偿，双方协商未果。",M_Q0077_2026_东城_期中_18_09,"18.（11分）无人机起飞如何系好""安全带""? 陈某向店主刘某发送邮件：“急需购买A型号无人机一台，用于重要商业拍摄。”刘某回复：“全新原装，15000元。”陈某立即转账。刘某误将一台内部结构轻微损伤（外观无明显痕迹）的同型号展示机寄出。 陈某收货后在首次使用中，该无人机因上述损伤失控坠毁，砸伤陈某手臂。陈某花费医疗费8000元，并因错过商业拍摄损失收入5000元。 陈某要求刘某赔偿，双方协商未果。",判断法律关系/行为性质/责任或程序路径，需回源细化,赔偿,,knowledge,uncertain,F0205:slide 49 | F0205:slide 55 | F0206:page 6 | F0206:page 8,heuristic_atom_split; verify original rubric line
R_Q0077_2026_东城_期中_18_02,Q0077_2026_东城_期中_18,（1）运用《法律与生活》知识，分析本案涉及的法律责任及法律依据。(7分),marking_rubric,formal,（1）运用《法律与生活》知识，分析本案涉及的法律责任及法律依据。(7分),M_Q0077_2026_东城_期中_18_01|M_Q0077_2026_东城_期中_18_02,（1）运用《法律与生活》知识，分析本案涉及的法律责任及法律依据。(7分),判断法律关系/行为性质/责任或程序路径，需回源细化,法律与生活；责任,,knowledge+material,no,F0205:slide 49 | F0205:slide 55 | F0206:page 6 | F0206:page 8,heuristic_atom_split; verify original rubric line
R_Q0077_2026_东城_期中_18_03,Q0077_2026_东城_期中_18,（2）维权成功需要做好充分准备和策略选择。你认为陈某需要做好哪些工作?（4分） 要约 实质性变更，新要约 承诺 主体适格+意思表示真实+形式内容合法→合同有效 【违约逻辑：合同成立+合同有效+存在违约行为 → 承担违约责任 4分】 【侵权逻辑：权利受保护+侵权要件齐备 → 承担侵权责任 3分】 违反全面履行/诚信履行/民法诚信/公平原则 要件/侵犯XX权利 → 侵权责任 要约+承诺→合同成立 [slide 50] 第一层：违约 【违约角度：合同成立+合同有效+存在违约行为 → 承担违约责任 共4分】 陈某与刘某之间通过要约与承诺达成一致意思表示，合同成立/订立，双方主体适格、意思表示真实，合同形式与内容合法，合同有效（分析清楚2分，只说成立且有效1分）,marking_rubric,formal,（2）维权成功需要做好充分准备和策略选择。你认为陈某需要做好哪些工作?（4分） 要约 实质性变更，新要约 承诺 主体适格+意思表示真实+形式内容合法→合同有效 【违约逻辑：合同成立+合同有效+存在违约行为 → 承担违约责任 4分】 【侵权逻辑：权利受保护+侵权要件齐备 → 承担侵权责任 3分】 违反全面履行/诚信履行/民法诚信/公平原则 要件/侵犯XX权利 → 侵权责任 要约+承诺→合同成立 [slide 50] 第一层：违约 【违约角度：合同成立+合同有效+存在违约行为 → 承担违约责任 共4分】 陈某与刘某之间通过要约与承诺达成一致意思表示，合同成立/订立，双方主体适格、意思表示真实，合同形式与内容合法，合同有效（分析清楚2分，只说成立且有效1分）,M_Q0077_2026_东城_期中_18_01|M_Q0077_2026_东城_期中_18_02,（2）维权成功需要做好充分准备和策略选择。你认为陈某需要做好哪些工作?（4分） 要约 实质性变更，新要约 承诺 主体适格+意思表示真实+形式内容合法→合同有效 【违约逻辑：合同成立+合同有效+存在违约行为 → 承担违约责任 4分】 【侵权逻辑：权利受保护+侵权要件齐备 → 承担侵权责任 3分】 违反全面履行/诚信履行/民法诚信/公平原则 要件/侵犯XX权利 → 侵权责任 要约+承诺→合同成立 [slide 50] 第一层：违约 【违约角度：合同成立+合同有效+存在违约行为 → 承担违约责任 共4分】 陈某与刘某之间通过要约与承诺达成一致意思表示，合同成立/订立，双方主体适格、意思表示真实，合同形式与内容合法，合同有效（分析清楚2分，只说成立且有效1分）,判断法律关系/行为性质/责任或程序路径，需回源细化,合同；侵权；违约；责任；权利,公平,knowledge+value,uncertain,F0205:slide 49 | F0205:slide 55 | F0206:page 6 | F0206:page 8,heuristic_atom_split; verify original rubric line
R_Q0077_2026_东城_期中_18_04,Q0077_2026_东城_期中_18,1.只说合同成立/合同有效，没说合同成立且有效，也可给1分,marking_rubric,formal,1.只说合同成立/合同有效，没说合同成立且有效，也可给1分,M_Q0077_2026_东城_期中_18_01|M_Q0077_2026_东城_期中_18_02,1.只说合同成立/合同有效，没说合同成立且有效，也可给1分,判断法律关系/行为性质/责任或程序路径，需回源细化,合同,,knowledge,uncertain,F0205:slide 49 | F0205:slide 55 | F0206:page 6 | F0206:page 8,heuristic_atom_split; verify original rubric line
R_Q0077_2026_东城_期中_18_05,Q0077_2026_东城_期中_18,1.无过错责任，过错推定责任，举证责任倒置的基础知识 无过错责任的典型情形：生产者产品责任，环境污染责任，饲养动物致人损害 过错推定责任的典型情形：个人信息处理者处理个人信息侵权，动物园动物致人损害，林木折断，高空坠物 举证责任倒置：过错推定倒过错，污染环境倒因果,marking_rubric,formal,1.无过错责任，过错推定责任，举证责任倒置的基础知识 无过错责任的典型情形：生产者产品责任，环境污染责任，饲养动物致人损害 过错推定责任的典型情形：个人信息处理者处理个人信息侵权，动物园动物致人损害，林木折断，高空坠物 举证责任倒置：过错推定倒过错，污染环境倒因果,M_Q0077_2026_东城_期中_18_01|M_Q0077_2026_东城_期中_18_02,1.无过错责任，过错推定责任，举证责任倒置的基础知识 无过错责任的典型情形：生产者产品责任，环境污染责任，饲养动物致人损害 过错推定责任的典型情形：个人信息处理者处理个人信息侵权，动物园动物致人损害，林木折断，高空坠物 举证责任倒置：过错推定倒过错，污染环境倒因果,判断法律关系/行为性质/责任或程序路径，需回源细化,侵权；责任；举证,,knowledge,uncertain,F0205:slide 49 | F0205:slide 55 | F0206:page 6 | F0206:page 8,heuristic_atom_split; verify original rubric line
R_Q0077_2026_东城_期中_18_06,Q0077_2026_东城_期中_18,2.合同成立，合同有效的要件 要约+承诺=合同成立/订立 主体适格+意思表示真实+形式内容合法=合同有效,marking_rubric,formal,2.合同成立，合同有效的要件 要约+承诺=合同成立/订立 主体适格+意思表示真实+形式内容合法=合同有效,M_Q0077_2026_东城_期中_18_01|M_Q0077_2026_东城_期中_18_02,2.合同成立，合同有效的要件 要约+承诺=合同成立/订立 主体适格+意思表示真实+形式内容合法=合同有效,判断法律关系/行为性质/责任或程序路径，需回源细化,合同,,knowledge,uncertain,F0205:slide 49 | F0205:slide 55 | F0206:page 6 | F0206:page 8,heuristic_atom_split; verify original rubric line
R_Q0077_2026_东城_期中_18_07,Q0077_2026_东城_期中_18,3.侵权和违约不要混同，不要用侵权要件分析违约 债权（合同）与物权不要混同，这道题不涉及物权变动的分析 [slide 54] 建议2 明确答题一般逻辑 违约逻辑：合同成立+合同有效+存在违约行为 → 承担违约责任 侵权逻辑：权利受保护+存在侵权行为/满足侵权要件 → 承担侵权责任 不正当竞争逻辑：存在竞争关系+存在不正当竞争行为 → 构成不正当竞争 [slide 55],marking_rubric,formal,3.侵权和违约不要混同，不要用侵权要件分析违约 债权（合同）与物权不要混同，这道题不涉及物权变动的分析 [slide 54] 建议2 明确答题一般逻辑 违约逻辑：合同成立+合同有效+存在违约行为 → 承担违约责任 侵权逻辑：权利受保护+存在侵权行为/满足侵权要件 → 承担侵权责任 不正当竞争逻辑：存在竞争关系+存在不正当竞争行为 → 构成不正当竞争 [slide 55],M_Q0077_2026_东城_期中_18_01|M_Q0077_2026_东城_期中_18_02,3.侵权和违约不要混同，不要用侵权要件分析违约 债权（合同）与物权不要混同，这道题不涉及物权变动的分析 [slide 54] 建议2 明确答题一般逻辑 违约逻辑：合同成立+合同有效+存在违约行为 → 承担违约责任 侵权逻辑：权利受保护+存在侵权行为/满足侵权要件 → 承担侵权责任 不正当竞争逻辑：存在竞争关系+存在不正当竞争行为 → 构成不正当竞争 [slide 55],判断法律关系/行为性质/责任或程序路径，需回源细化,合同；侵权；违约；责任；权利；不正当竞争；物权,,knowledge,uncertain,F0205:slide 49 | F0205:slide 55 | F0206:page 6 | F0206:page 8,heuristic_atom_split; verify original rubric line
R_Q0078_2026_东城_期中_18_2_01,Q0078_2026_东城_期中_18_2,3、有些同学思维片面僵化，罗列具体的违约或侵权证明，不能归纳到证据类型，再到依法收集并固化证据、证据链完整。反复训练从具体到一般的归纳法思维或者从一般到具体的演绎法思维。 [slide 62],marking_rubric,formal,3、有些同学思维片面僵化，罗列具体的违约或侵权证明，不能归纳到证据类型，再到依法收集并固化证据、证据链完整。反复训练从具体到一般的归纳法思维或者从一般到具体的演绎法思维。 [slide 62],M_Q0078_2026_东城_期中_18_2_07|M_Q0078_2026_东城_期中_18_2_13,3、有些同学思维片面僵化，罗列具体的违约或侵权证明，不能归纳到证据类型，再到依法收集并固化证据、证据链完整。反复训练从具体到一般的归纳法思维或者从一般到具体的演绎法思维。 [slide 62],判断法律关系/行为性质/责任或程序路径，需回源细化,侵权；违约,,knowledge,uncertain,F0205:slide 56,heuristic_atom_split; verify original rubric line
R_Q0080_2026_丰台_一模_20_01,Q0080_2026_丰台_一模_20,20.（8 分） 人民法院以事实为根据、以法律为准绳，作出了上述判决。根据民法典规定，宾馆、商场等公共场所经营者、管理者因过错造成他人损害的，应当承担侵权责任。被告对原告的安全保障义务应保持在合理限度内，且相关证据表明事发现场不存在影响原告通行的客观因素。原告是完全民事行为能力人，摔倒是其自身未尽安全注意义务所致。因此，某餐饮公司和某商业管理公司对此并无过错，不应承担赔偿责任。 该判决有利于平衡原被告双方的权利与义务，倡导安全文明出行和自我负责的安全责任意识，明确经营场所、公共场所的经营者、管理者安全保障义务的边界，弘扬社会主义核心价值观。 [slide 52] 三、典型示例 8分 [slide 53],marking_rubric,formal,20.（8 分） 人民法院以事实为根据、以法律为准绳，作出了上述判决。根据民法典规定，宾馆、商场等公共场所经营者、管理者因过错造成他人损害的，应当承担侵权责任。被告对原告的安全保障义务应保持在合理限度内，且相关证据表明事发现场不存在影响原告通行的客观因素。原告是完全民事行为能力人，摔倒是其自身未尽安全注意义务所致。因此，某餐饮公司和某商业管理公司对此并无过错，不应承担赔偿责任。 该判决有利于平衡原被告双方的权利与义务，倡导安全文明出行和自我负责的安全责任意识，明确经营场所、公共场所的经营者、管理者安全保障义务的边界，弘扬社会主义核心价值观。 [slide 52] 三、典型示例 8分 [slide 53],M_Q0080_2026_丰台_一模_20_01|M_Q0080_2026_丰台_一模_20_02|M_Q0080_2026_丰台_一模_20_03|M_Q0080_2026_丰台_一模_20_04|M_Q0080_2026_丰台_一模_20_05|M_Q0080_2026_丰台_一模_20_06|M_Q0080_2026_丰台_一模_20_18|M_Q0080_2026_丰台_一模_20_19|M_Q0080_2026_丰台_一模_20_21|M_Q0080_2026_丰台_一模_20_22|M_Q0080_2026_丰台_一模_20_23|M_Q0080_2026_丰台_一模_20_24,20.（8 分） 人民法院以事实为根据、以法律为准绳，作出了上述判决。根据民法典规定，宾馆、商场等公共场所经营者、管理者因过错造成他人损害的，应当承担侵权责任。被告对原告的安全保障义务应保持在合理限度内，且相关证据表明事发现场不存在影响原告通行的客观因素。原告是完全民事行为能力人，摔倒是其自身未尽安全注意义务所致。因此，某餐饮公司和某商业管理公司对此并无过错，不应承担赔偿责任。 该判决有利于平衡原被告双方的权利与义务，倡导安全文明出行和自我负责的安全责任意识，明确经营场所、公共场所的经营者、管理者安全保障义务的边界，弘扬社会主义核心价值观。 [slide 52] 三、典型示例 8分 [slide 53],判断法律关系/行为性质/责任或程序路径，需回源细化,民法典；侵权；赔偿；责任；权利；义务；法院；人民法院,,knowledge+material+value,no,F0156:slide 51,heuristic_atom_split; verify original rubric line
R_Q0080_2026_丰台_一模_20_02,Q0080_2026_丰台_一模_20,7.5分 [slide 54] [slide 55] 四、学生问题及建议 学生问题:,marking_rubric,formal,7.5分 [slide 54] [slide 55] 四、学生问题及建议 学生问题:,M_Q0080_2026_丰台_一模_20_01|M_Q0080_2026_丰台_一模_20_02,7.5分 [slide 54] [slide 55] 四、学生问题及建议 学生问题:,判断法律关系/行为性质/责任或程序路径，需回源细化,,,uncertain,uncertain,F0156:slide 51,heuristic_atom_split; verify original rubric line
R_Q0080_2026_丰台_一模_20_03,Q0080_2026_丰台_一模_20,1.模块基本运用准确，但法理依据和现实意义揉在一起作答，思路混乱。,marking_rubric,formal,1.模块基本运用准确，但法理依据和现实意义揉在一起作答，思路混乱。,M_Q0080_2026_丰台_一模_20_01|M_Q0080_2026_丰台_一模_20_02,1.模块基本运用准确，但法理依据和现实意义揉在一起作答，思路混乱。,判断法律关系/行为性质/责任或程序路径，需回源细化,,,uncertain,uncertain,F0156:slide 51,heuristic_atom_split; verify original rubric line
R_Q0080_2026_丰台_一模_20_04,Q0080_2026_丰台_一模_20,3.基本概念不准确，以法律为准绳、以事实为依据（写反了或者以实事为依据）。,marking_rubric,formal,3.基本概念不准确，以法律为准绳、以事实为依据（写反了或者以实事为依据）。,M_Q0080_2026_丰台_一模_20_01|M_Q0080_2026_丰台_一模_20_02,3.基本概念不准确，以法律为准绳、以事实为依据（写反了或者以实事为依据）。,判断法律关系/行为性质/责任或程序路径，需回源细化,,,uncertain,uncertain,F0156:slide 51,heuristic_atom_split; verify original rubric line
R_Q0080_2026_丰台_一模_20_05,Q0080_2026_丰台_一模_20,4.部分答错位置、空白卷。 建议：,marking_rubric,formal,4.部分答错位置、空白卷。 建议：,M_Q0080_2026_丰台_一模_20_01|M_Q0080_2026_丰台_一模_20_02,4.部分答错位置、空白卷。 建议：,判断法律关系/行为性质/责任或程序路径，需回源细化,,,uncertain,uncertain,F0156:slide 51,heuristic_atom_split; verify original rubric line
R_Q0080_2026_丰台_一模_20_06,Q0080_2026_丰台_一模_20,1．网络消费为人们日常生活提供较大便利，已成为人们消费的重要方式。 材料一 【基本案情】 张某系某网络店铺的经营者。在一次直播营销中，该店铺的主播人员将大叶紫檀木制作的手串宣称为正宗小叶紫檀材质制作，并承诺“保真”“假一赔十”。侯某观看该直播后购买手串1件，支付价款1千元。侯某收到手串后发现不是小叶紫檀材质，遂诉至法院，请求判令张某赔偿十倍价款1万元。 【裁判结果】 审理法院认为，主播人员在直播营销中宣称所售手串系小叶紫檀，并明确承诺“保真”“假一赔十”，上述承诺构成店铺与侯某买卖合同的内容，该合同对张某具有约束力。张某交付给侯某的手串材质并非小叶紫檀，而是属于大叶紫檀，这不符合合同约定，而木质首饰的原材料对其价值具有重要影响。“假一赔十”的承诺虽高于法定赔偿标准，但张某应当履行。法院最终判决：张某赔偿侯某1万元。,marking_rubric,formal,1．网络消费为人们日常生活提供较大便利，已成为人们消费的重要方式。 材料一 【基本案情】 张某系某网络店铺的经营者。在一次直播营销中，该店铺的主播人员将大叶紫檀木制作的手串宣称为正宗小叶紫檀材质制作，并承诺“保真”“假一赔十”。侯某观看该直播后购买手串1件，支付价款1千元。侯某收到手串后发现不是小叶紫檀材质，遂诉至法院，请求判令张某赔偿十倍价款1万元。 【裁判结果】 审理法院认为，主播人员在直播营销中宣称所售手串系小叶紫檀，并明确承诺“保真”“假一赔十”，上述承诺构成店铺与侯某买卖合同的内容，该合同对张某具有约束力。张某交付给侯某的手串材质并非小叶紫檀，而是属于大叶紫檀，这不符合合同约定，而木质首饰的原材料对其价值具有重要影响。“假一赔十”的承诺虽高于法定赔偿标准，但张某应当履行。法院最终判决：张某赔偿侯某1万元。,M_Q0080_2026_丰台_一模_20_01|M_Q0080_2026_丰台_一模_20_02|M_Q0080_2026_丰台_一模_20_05|M_Q0080_2026_丰台_一模_20_06|M_Q0080_2026_丰台_一模_20_15|M_Q0080_2026_丰台_一模_20_18|M_Q0080_2026_丰台_一模_20_19|M_Q0080_2026_丰台_一模_20_20|M_Q0080_2026_丰台_一模_20_21|M_Q0080_2026_丰台_一模_20_22|M_Q0080_2026_丰台_一模_20_23|M_Q0080_2026_丰台_一模_20_24,1．网络消费为人们日常生活提供较大便利，已成为人们消费的重要方式。 材料一 【基本案情】 张某系某网络店铺的经营者。在一次直播营销中，该店铺的主播人员将大叶紫檀木制作的手串宣称为正宗小叶紫檀材质制作，并承诺“保真”“假一赔十”。侯某观看该直播后购买手串1件，支付价款1千元。侯某收到手串后发现不是小叶紫檀材质，遂诉至法院，请求判令张某赔偿十倍价款1万元。 【裁判结果】 审理法院认为，主播人员在直播营销中宣称所售手串系小叶紫檀，并明确承诺“保真”“假一赔十”，上述承诺构成店铺与侯某买卖合同的内容，该合同对张某具有约束力。张某交付给侯某的手串材质并非小叶紫檀，而是属于大叶紫檀，这不符合合同约定，而木质首饰的原材料对其价值具有重要影响。“假一赔十”的承诺虽高于法定赔偿标准，但张某应当履行。法院最终判决：张某赔偿侯某1万元。,判断法律关系/行为性质/责任或程序路径，需回源细化,合同；赔偿；法院；判决；经营者,,knowledge+material+value,no,F0156:slide 51,heuristic_atom_split; verify original rubric line
R_Q0080_2026_丰台_一模_20_07,Q0080_2026_丰台_一模_20,（1）结合上述案例，运用《法律与生活》知识，说明法院判决的依据。 [slide 57] 参考答案：,marking_rubric,formal,（1）结合上述案例，运用《法律与生活》知识，说明法院判决的依据。 [slide 57] 参考答案：,M_Q0080_2026_丰台_一模_20_01|M_Q0080_2026_丰台_一模_20_06|M_Q0080_2026_丰台_一模_20_18|M_Q0080_2026_丰台_一模_20_19|M_Q0080_2026_丰台_一模_20_22|M_Q0080_2026_丰台_一模_20_23,（1）结合上述案例，运用《法律与生活》知识，说明法院判决的依据。 [slide 57] 参考答案：,判断法律关系/行为性质/责任或程序路径，需回源细化,法律与生活；法院；判决,,knowledge+material,no,F0156:slide 51,heuristic_atom_split; verify original rubric line
R_Q0080_2026_丰台_一模_20_08,Q0080_2026_丰台_一模_20,1.依法成立的合同具有法律约束力，当事人应当按照约定全面履行合同义务。侯某观看直播购买手串的行为，与店铺形成合法有效的买卖合同，主播宣称手串为小叶紫檀、承诺“假一赔十”的内容属于合同条款，对店铺具有法律约束力；商家交付的手串为大叶紫檀，未履行合同约定的质量义务，构成违约。,marking_rubric,formal,1.依法成立的合同具有法律约束力，当事人应当按照约定全面履行合同义务。侯某观看直播购买手串的行为，与店铺形成合法有效的买卖合同，主播宣称手串为小叶紫檀、承诺“假一赔十”的内容属于合同条款，对店铺具有法律约束力；商家交付的手串为大叶紫檀，未履行合同约定的质量义务，构成违约。,M_Q0080_2026_丰台_一模_20_03|M_Q0080_2026_丰台_一模_20_04|M_Q0080_2026_丰台_一模_20_06|M_Q0080_2026_丰台_一模_20_19|M_Q0080_2026_丰台_一模_20_20|M_Q0080_2026_丰台_一模_20_24,1.依法成立的合同具有法律约束力，当事人应当按照约定全面履行合同义务。侯某观看直播购买手串的行为，与店铺形成合法有效的买卖合同，主播宣称手串为小叶紫檀、承诺“假一赔十”的内容属于合同条款，对店铺具有法律约束力；商家交付的手串为大叶紫檀，未履行合同约定的质量义务，构成违约。,判断法律关系/行为性质/责任或程序路径，需回源细化,合同；违约；义务,,knowledge+material,no,F0156:slide 51,heuristic_atom_split; verify original rubric line
R_Q0080_2026_丰台_一模_20_09,Q0080_2026_丰台_一模_20,2.经营者提供商品有欺诈行为的，应当承担惩罚性赔偿责任；当事人自愿约定的违约金条款，只要不违反法律强制性规定即合法有效。商家以大叶紫檀冒充小叶紫檀的行为构成经营者欺诈，其“假一赔十”的承诺是自愿作出的，高于法定赔偿标准但不违反法律规定，应依法履行。,marking_rubric,formal,2.经营者提供商品有欺诈行为的，应当承担惩罚性赔偿责任；当事人自愿约定的违约金条款，只要不违反法律强制性规定即合法有效。商家以大叶紫檀冒充小叶紫檀的行为构成经营者欺诈，其“假一赔十”的承诺是自愿作出的，高于法定赔偿标准但不违反法律规定，应依法履行。,M_Q0080_2026_丰台_一模_20_02|M_Q0080_2026_丰台_一模_20_05|M_Q0080_2026_丰台_一模_20_06|M_Q0080_2026_丰台_一模_20_15|M_Q0080_2026_丰台_一模_20_18|M_Q0080_2026_丰台_一模_20_21|M_Q0080_2026_丰台_一模_20_22,2.经营者提供商品有欺诈行为的，应当承担惩罚性赔偿责任；当事人自愿约定的违约金条款，只要不违反法律强制性规定即合法有效。商家以大叶紫檀冒充小叶紫檀的行为构成经营者欺诈，其“假一赔十”的承诺是自愿作出的，高于法定赔偿标准但不违反法律规定，应依法履行。,判断法律关系/行为性质/责任或程序路径，需回源细化,违约；欺诈；赔偿；责任；经营者；惩罚性赔偿,,knowledge+material,no,F0156:slide 51,heuristic_atom_split; verify original rubric line
R_Q0080_2026_丰台_一模_20_10,Q0080_2026_丰台_一模_20,1.强化核心概念，按主体梳理知识。 聚焦“两个大局”与“主要矛盾”等的内在关联，通过对比讲解、案例拆解，明确二者的区别与联系。通过梳理不同实践主体，明确党、政府、企业、公民等的权利与义务、权利与责任，纠正认知偏差。,marking_rubric,formal,1.强化核心概念，按主体梳理知识。 聚焦“两个大局”与“主要矛盾”等的内在关联，通过对比讲解、案例拆解，明确二者的区别与联系。通过梳理不同实践主体，明确党、政府、企业、公民等的权利与义务、权利与责任，纠正认知偏差。,M_Q0080_2026_丰台_一模_20_02|M_Q0080_2026_丰台_一模_20_03|M_Q0080_2026_丰台_一模_20_04|M_Q0080_2026_丰台_一模_20_05|M_Q0080_2026_丰台_一模_20_06|M_Q0080_2026_丰台_一模_20_24,1.强化核心概念，按主体梳理知识。 聚焦“两个大局”与“主要矛盾”等的内在关联，通过对比讲解、案例拆解，明确二者的区别与联系。通过梳理不同实践主体，明确党、政府、企业、公民等的权利与义务、权利与责任，纠正认知偏差。,判断法律关系/行为性质/责任或程序路径，需回源细化,责任；权利；义务,,knowledge,uncertain,F0156:slide 51,heuristic_atom_split; verify original rubric line
R_Q0080_2026_丰台_一模_20_11,Q0080_2026_丰台_一模_20,2.培养学生的逻辑思维，规范答题结构和答题语言。 引导学生拆分设问，按照“背景分析—识变要点—应变举措—求变路径—总结升华”或“是什么—为什么—怎么做”的逻辑展开作答。提升论证表达能力，引导学生先亮明观点，再结合知识、材料补充论据，最后分析论据与论点的关联，使每一个观点都对应具体的论据支撑，每一步分析都贴合“识变应变求变”的内在逻辑，避免碎片化表述，让答题具备层次、递进关系和完整论证链条。,marking_rubric,formal,2.培养学生的逻辑思维，规范答题结构和答题语言。 引导学生拆分设问，按照“背景分析—识变要点—应变举措—求变路径—总结升华”或“是什么—为什么—怎么做”的逻辑展开作答。提升论证表达能力，引导学生先亮明观点，再结合知识、材料补充论据，最后分析论据与论点的关联，使每一个观点都对应具体的论据支撑，每一步分析都贴合“识变应变求变”的内在逻辑，避免碎片化表述，让答题具备层次、递进关系和完整论证链条。,M_Q0080_2026_丰台_一模_20_01|M_Q0080_2026_丰台_一模_20_02,2.培养学生的逻辑思维，规范答题结构和答题语言。 引导学生拆分设问，按照“背景分析—识变要点—应变举措—求变路径—总结升华”或“是什么—为什么—怎么做”的逻辑展开作答。提升论证表达能力，引导学生先亮明观点，再结合知识、材料补充论据，最后分析论据与论点的关联，使每一个观点都对应具体的论据支撑，每一步分析都贴合“识变应变求变”的内在逻辑，避免碎片化表述，让答题具备层次、递进关系和完整论证链条。,判断法律关系/行为性质/责任或程序路径，需回源细化,,引导；规范,material+value,no,F0156:slide 51,heuristic_atom_split; verify original rubric line
R_Q0081_2026_丰台_二模_18_01,Q0081_2026_丰台_二模_18,1.答案未指向问题，答案不聚焦，按照某类主观题模板机械化作答，从司法机关的权力到案件的法理依据写到现实意义，并非辩证思考回答法律的规范作用与道德的教化层面。,marking_rubric,formal,1.答案未指向问题，答案不聚焦，按照某类主观题模板机械化作答，从司法机关的权力到案件的法理依据写到现实意义，并非辩证思考回答法律的规范作用与道德的教化层面。,M_Q0081_2026_丰台_二模_18_01|M_Q0081_2026_丰台_二模_18_02,1.答案未指向问题，答案不聚焦，按照某类主观题模板机械化作答，从司法机关的权力到案件的法理依据写到现实意义，并非辩证思考回答法律的规范作用与道德的教化层面。,判断法律关系/行为性质/责任或程序路径，需回源细化,,规范,value,uncertain,F0187:slide 29,heuristic_atom_split; verify original rubric line
