key,question_title,question_paragraph_index,samegroup_paragraph_index,core_heading,samegroup_marker,samegroup_text
2025朝阳期末Q21,2. 2025朝阳期末Q21,4604,4609,核心答题点：新中国外交始终服务国家性质并坚持党对外交统一集中领导,【同题组】 （按原题答题层次）,"【同题组】 （按原题答题层次）
· 答题层次：本题8分，要求总分或分总结构，四个角度齐全，均围绕“为推进中国式现代化营造良好外部环境”展开
· 总体外部环境：坚持和加强党对外交工作的领导，坚持以习近平外交思想为指导，全面贯彻总体国家安全观，推动构建人类命运共同体；坚定奉行独立自主的和平外交政策，坚持和平共处五项原则，维护我国主权、安全和发展利益，促进世界和平与发展，推进三大全球倡议走深走实
· 外部政治环境：倡导平等有序的世界多极化，加强全球南方团结合作，建设以合作共赢为核心的新型国际关系，坚持共商共建共享，反对霸权主义和强权政治，推动国际关系民主化，维护以联合国为核心的国际体系和以国际法为基础的国际秩序，推动全球治理体系变革完善和国际政治经济新秩序更加公正合理
· 外部经济环境：倡导普惠包容的经济全球化，推动经济全球化朝开放、包容、普惠、平衡、共赢方向发展，推进高水平对外开放，服务构建新发展格局
· 外部文化和国际舆论环境：坚定文化自信，坚持正确义利观，提升国际话语权，尊重世界文明多样性，以文明交流互鉴增进理解，讲好中国故事、交流中国经验、塑造中国形象"
2025海淀期中Q21(2),1. 2025海淀期中Q21(2)〔本题可同时联系外交政策层与准则层〕,4616,4621,核心答题点：中国坚持独立自主的和平外交政策,【同题组】 （按原题答题层次）,"【同题组】 （按原题答题层次）
· 答题层次：本小题围绕新中国外交的“变”与“不变”展开
· 变的方面：新中国外交的时代背景不断变化，政治多极化、经济全球化深入发展，和平与发展成为时代主题；中国的综合国力不断增强，国际地位不断提升，承担越来越多的国际责任；外交指导思想与时俱进，习近平外交思想为新时代中国特色大国外交提供根本遵循和行动指南
· 不变的方面：新中国外交始终服务于我国人民民主专政的国家性质；坚持独立自主的基本立场；贯彻维护世界和平、促进共同发展的宗旨；以维护我国的主权、安全和发展利益、促进世界和平与发展为基本目标；坚持以和平共处五项原则作为我国对外关系的基本准则"
2025顺义一模Q20,2. 2025顺义一模Q20〔本题只写政策层〕,4625,4630,核心答题点：中国坚持独立自主的和平外交政策,【同题组】 （按原题答题层次）,"【同题组】 （按原题答题层次）
· 答题层次：本题8分，按项目优势、当地价值、我国意义或理念、世界意义和贡献组织
· 项目本身的创新和实践优势（2分）：聚焦发展中国家紧迫需求、灵活实施、快速响应基层社区需求；规模小更易统筹、可推广，形成品牌和共同发展目标
· 项目对当地的价值（2分）：改善民生、促进就业、提升公共卫生水平、促进经济社会发展、提升民众获得感等具体惠民措施
· 项目对我国的意义或折射我国理念（2分）：传播中华文化、增强文明互鉴、提升国际认同、坚持正确义利观、坚持共商共建共享原则、彰显大国担当和负责任大国形象、坚持独立自主和平外交政策、发展开放型经济等，任意一点1分，不超过2分
· 项目对世界的意义和贡献（2分）：构建人类命运共同体、为重构公正合理的国际政治经济秩序提供中国方案、推动经济全球化朝开放包容普惠方向发展、推动国际关系民主化，任意一点1分，不超过2分
· 材料与逻辑提醒：要结合中老铁路、200口井、牙买加中国园林等项目实例分析；不得只就材料说材料或只罗列知识"
2026顺义二模Q20,3. 2026顺义二模Q20〔本题只写政策层〕,4637,4642,核心答题点：中国坚持独立自主的和平外交政策,【同题组】 （按原题答题层次）,"【同题组】 （按原题答题层次）
· 答题层次：本题8分，按原题答题角度组织
· 总述：中国发展与世界未来紧密关联，中国式现代化具有世界意义
· 国际政治角度：世界和平的建设者、国际秩序的维护者；中国坚持独立自主的和平外交政策，推动构建人类命运共同体，推动新型国际关系和共商共建共享的全球治理
· 国际经济角度：世界经济发展的重要推动者；坚持对外开放基本国策和互利共赢开放战略，推动普惠包容的经济全球化，改善发展中国家民生，推动全球经济治理体系更加公正合理
· 总结角色：以更加开放的姿态做全球发展的贡献者、国际秩序的维护者，促进世界共同发展、持续发展，推动建设共同繁荣的世界"
2025朝阳期末Q21,4. 2025朝阳期末Q21〔本题可同时联系外交政策层与准则层〕,4648,4653,核心答题点：中国坚持独立自主的和平外交政策,【同题组】 （按原题答题层次）,"【同题组】 （按原题答题层次）
· 答题层次：本题8分，要求总分或分总结构，四个角度齐全，均围绕“为推进中国式现代化营造良好外部环境”展开
· 总体外部环境：坚持和加强党对外交工作的领导，坚持以习近平外交思想为指导，全面贯彻总体国家安全观，推动构建人类命运共同体；坚定奉行独立自主的和平外交政策，坚持和平共处五项原则，维护我国主权、安全和发展利益，促进世界和平与发展，推进三大全球倡议走深走实
· 外部政治环境：倡导平等有序的世界多极化，加强全球南方团结合作，建设以合作共赢为核心的新型国际关系，坚持共商共建共享，反对霸权主义和强权政治，推动国际关系民主化，维护以联合国为核心的国际体系和以国际法为基础的国际秩序，推动全球治理体系变革完善和国际政治经济新秩序更加公正合理
· 外部经济环境：倡导普惠包容的经济全球化，推动经济全球化朝开放、包容、普惠、平衡、共赢方向发展，推进高水平对外开放，服务构建新发展格局
· 外部文化和国际舆论环境：坚定文化自信，坚持正确义利观，提升国际话语权，尊重世界文明多样性，以文明交流互鉴增进理解，讲好中国故事、交流中国经验、塑造中国形象"
2026顺义一模Q20,5. 2026顺义一模Q20,4659,4664,核心答题点：中国坚持独立自主的和平外交政策,【同题组】 （按原题答题层次）,"【同题组】 （按原题答题层次）
· 答题层次：本题7分，按“共同利益必答 + 国际政治3分 + 国际经济3分”组织。
· 必答基础：国家间共同利益是国家合作的基础，科技小院回应全球南方农业发展、人才培养、绿色发展和可持续发展的共同需求。
· 国际政治：和平与发展是时代主题；构建人类命运共同体是习近平外交思想的核心理念；可结合独立自主的和平外交政策、外交政策宗旨、正确义利观、新型国际关系、合作共赢、互利共赢、共享发展成果说明南南合作为什么能成为典范。
· 国际经济：科技小院输出农业技术、提升生产率、降低成本、培养本土人才、激发内生发展动力，体现经济全球化朝普惠、平衡、共赢方向发展，让更多全球南方国家共享发展成果。"
2025海淀期中Q21(2),1. 2025海淀期中Q21(2)〔本题可同时联系外交政策层与准则层〕,4670,4675,核心答题点：和平共处五项原则是我国对外关系基本准则,【同题组】 （按原题答题层次）,"【同题组】 （按原题答题层次）
· 答题层次：本小题围绕新中国外交的“变”与“不变”展开
· 变的方面：新中国外交的时代背景不断变化，政治多极化、经济全球化深入发展，和平与发展成为时代主题；中国的综合国力不断增强，国际地位不断提升，承担越来越多的国际责任；外交指导思想与时俱进，习近平外交思想为新时代中国特色大国外交提供根本遵循和行动指南
· 不变的方面：新中国外交始终服务于我国人民民主专政的国家性质；坚持独立自主的基本立场；贯彻维护世界和平、促进共同发展的宗旨；以维护我国的主权、安全和发展利益、促进世界和平与发展为基本目标；坚持以和平共处五项原则作为我国对外关系的基本准则"
2025朝阳期末Q21,2. 2025朝阳期末Q21,4679,4684,核心答题点：和平共处五项原则是我国对外关系基本准则,【同题组】 （按原题答题层次）,"【同题组】 （按原题答题层次）
· 答题层次：本题8分，要求总分或分总结构，四个角度齐全，均围绕“为推进中国式现代化营造良好外部环境”展开
· 总体外部环境：坚持和加强党对外交工作的领导，坚持以习近平外交思想为指导，全面贯彻总体国家安全观，推动构建人类命运共同体；坚定奉行独立自主的和平外交政策，坚持和平共处五项原则，维护我国主权、安全和发展利益，促进世界和平与发展，推进三大全球倡议走深走实
· 外部政治环境：倡导平等有序的世界多极化，加强全球南方团结合作，建设以合作共赢为核心的新型国际关系，坚持共商共建共享，反对霸权主义和强权政治，推动国际关系民主化，维护以联合国为核心的国际体系和以国际法为基础的国际秩序，推动全球治理体系变革完善和国际政治经济新秩序更加公正合理
· 外部经济环境：倡导普惠包容的经济全球化，推动经济全球化朝开放、包容、普惠、平衡、共赢方向发展，推进高水平对外开放，服务构建新发展格局
· 外部文化和国际舆论环境：坚定文化自信，坚持正确义利观，提升国际话语权，尊重世界文明多样性，以文明交流互鉴增进理解，讲好中国故事、交流中国经验、塑造中国形象"
2024朝阳一模Q21,3. 2024朝阳一模Q21,4690,4695,核心答题点：和平共处五项原则是我国对外关系基本准则,【同题组】 （按原题答题层次）,"【同题组】 （按原题答题层次）
· 答题层次：本题9分，按4+5结构组织；先用4分概括我国当前经济形势，再用5分回答如何在变局中开新局。
· 分析我国当前经济形势（4分）：经济总量持续增长、经济增速保持稳健；我国经济进入以新发展理念引领的高质量发展阶段；外部环境日趋严峻、风险挑战增多；我国经济保持强大韧性和良好势头，在世界经济中的地位和贡献稳步提升。
· 政治多极化维度：面对外部风险挑战，要维护我国主权、安全和发展利益，在谋求本国发展中促进各国共同发展，坚持合作共赢，推动建设新型国际关系，推动构建人类命运共同体，为我国发展营造良好外部环境。
· 经济全球化维度：依托我国超大规模市场优势，增强国内国际两个市场两种资源联动效应，深度参与全球产业分工和合作，推进高水平对外开放，构建国内国际双循环相互促进的新发展格局，同时坚持独立自主、自力更生，把发展主动权牢牢掌握在自己手中。
· 得分提醒：开新局部分要从政治多极化、经济全球化两个维度展开；只写一个维度，最高不超过3分。"
2024朝阳一模Q21,1. 2024朝阳一模Q21,4702,4707,核心答题点：坚持独立自主、自力更生，增强发展主动权,【同题组】 （按原题答题层次）,"【同题组】 （按原题答题层次）
· 答题层次：本题9分，按4+5结构组织；先用4分概括我国当前经济形势，再用5分回答如何在变局中开新局。
· 分析我国当前经济形势（4分）：经济总量持续增长、经济增速保持稳健；我国经济进入以新发展理念引领的高质量发展阶段；外部环境日趋严峻、风险挑战增多；我国经济保持强大韧性和良好势头，在世界经济中的地位和贡献稳步提升。
· 政治多极化维度：面对外部风险挑战，要维护我国主权、安全和发展利益，在谋求本国发展中促进各国共同发展，坚持合作共赢，推动建设新型国际关系，推动构建人类命运共同体，为我国发展营造良好外部环境。
· 经济全球化维度：依托我国超大规模市场优势，增强国内国际两个市场两种资源联动效应，深度参与全球产业分工和合作，推进高水平对外开放，构建国内国际双循环相互促进的新发展格局，同时坚持独立自主、自力更生，把发展主动权牢牢掌握在自己手中。
· 得分提醒：开新局部分要从政治多极化、经济全球化两个维度展开；只写一个维度，最高不超过3分。"
2026通州期末Q21,2. 2026通州期末Q21,4713,4718,核心答题点：坚持独立自主、自力更生，增强发展主动权,【同题组】 （综合题提醒）,"【同题组】 （综合题提醒）
· 本题按中国式现代化综合多模块题处理，不按《当代国际政治与经济》固定同题组展开。
· 迁移提醒：不能因为出现“高水平对外开放”“独立自主、自力更生”就扩成选必一固定同题组。"
2025朝阳一模Q20,3. 2025朝阳一模Q20,4723,4728,核心答题点：坚持独立自主、自力更生，增强发展主动权,【同题组】 （按原题答题层次）,"【同题组】 （按原题答题层次）
· 答题层次：本题8分，围绕全球产业链供应链新态势，从多元化布局、区域化合作、绿色化转型、数字化加速四个特点分别作答，最后进行总结；每个特点要写出“措施+效果”。
· 多元化布局：鼓励和支持有实力的跨国公司在全球范围内分散投资，利用世界各地优势组织生产经营，顺应经济全球化趋势推进产业链多元化布局；效果可写促进产业链供应链多元化，维护多元稳定的国际经济格局和经贸关系，维护产业链供应链安全。
· 区域化合作：可写深化区域经济合作，秉持亲诚惠容理念，加强与周边国家和地区经济合作，促进区域内投资和贸易自由化便利化，推动区域产业链供应链深度融合；也可写吸引更多外资和高端产业留在或落户中国；还可写坚持独立自主、自力更生，加强核心技术攻关，提升产业链自主可控能力，增强产业链供应链韧性和抗风险能力。
· 绿色化转型：坚持绿色发展理念，加大绿色技术研发投入，完善绿色法律法规，对接国际规则与标准，制定环境政策；效果可写提升产业链绿色化水平，推进绿色低碳转型。
· 数字化加速：推动产业数字化，促进数字技术与实体经济深度融合，推动互联网、大数据、人工智能与实体经济融合，加大数字技术研发投入；效果可写培育数字产品和服务新优势，提升产业链数字化水平和竞争新优势。
· 总结提升：积极参与全球经济治理和规则制定，维护多边贸易体系；发展更高水平开放型经济，形成国内大循环为主体、国内国际双循环相互促进的新发展格局；推动构建开放型世界经济或人类命运共同体。"
2026通州一模Q19,1. 2026通州一模Q19,4738,4743,核心答题点：中国特色大国外交与人类命运共同体,【同题组】 （按原题答题层次）,"【同题组】 （按原题答题层次）
· 答题层次：本题8分，措施或知识4分，材料分析且必须答作用4分，落点指向为世界注入稳定性与正能量
· 可采知识：和平与发展时代主题、共同利益是合作的基础、兼顾他国合理关切、维护多边贸易体制、推动经济全球化朝开放包容普惠平衡共赢方向发展、坚持正确义利观、推动国际关系民主化和国际政治经济新秩序、共商共建共享全球治理观、推动构建人类命运共同体、中国特色大国外交
· 作答提醒：不能只罗列知识；每个知识点都要接材料中元首外交的合作、治理、开放或和平作用，说明如何形成稳定性和正能量"
2025朝阳二模Q21,1. 2025朝阳二模Q21,4751,4756,核心答题点：周边工作新局面四定位：发展繁荣的重要基础、维护国家安全的重点、运筹外交全局的首要、推动构建人类命运共同体的关键,【同题组】 （按原题答题层次）,"【同题组】 （按原题答题层次）
· 答题层次：本题8分，按“中国的发展需要—区域的发展需要—世界的发展需要”三层组织；同一关键词不重复，语言要有层次、无知识错误
· 从中国的发展需要角度看（3分）：必要性1分，可写周边国家众多、符合我国与周边国家地理环境和文化发展状况、国际形势出现深刻变化；重要性任意两点2分，可写实现发展繁荣的重要基础、提高开放型经济水平、维护国家安全、为国家发展创造良好外部环境、运筹外交全局、推动构建人类命运共同体
· 从区域的发展需要角度看（3分）：共同的国家利益是国际合作基础，中国与周边国家有广泛共同利益，或写我国坚持独立自主的和平外交政策、维护世界和平、促进共同发展，任意一点1分；与周边国家开展贸易，促进经济融合和共同发展、促进区域经济一体化、促进区域贸易和投资自由化便利化，任意一点1分；创新区域合作机制、搭建合作平台，维护地区和平稳定或区域安全，推动构建周边国家命运共同体，任意一点1分
· 从世界的发展需要角度看（2分）：携手周边国家推动建设以合作共赢为核心的新型国际关系、推动国际关系民主化、实现真正的多边主义、推动全球治理变革，任意一点1分；通过区域经济合作维护和推动全球自由贸易、多边贸易，或推动经济全球化朝开放、包容、普惠、平衡、共赢方向发展，任意一点1分
· 答题提醒：同一个关键词不重复计分；整体语言要有层次、有问题意识，不能把知识点机械堆在一起"
2026通州期末Q20,1. 2026通州期末Q20,4766,4771,核心答题点：贡献中国智慧、中国方案、中国力量,【同题组】 （按原题答题层次）,"【同题组】 （按原题答题层次）
· 答题层次：本题8分，按六点答题层次组织
· 共商共建共享全球治理观（1分）
· 时代主题、经济全球化、顺应各国人民愿望等（2分）
· 符合《联合国宪章》宗旨和原则（1分）
· 推动构建国际新秩序、倡导国际关系民主化、践行多边主义、坚持正确义利观、兼顾利益等任意点（2分）
· 推动构建人类命运共同体（1分）
· 贡献中国智慧、中国方案，勇于大国担当（1分）"
2025东城二模Q20,2. 2025东城二模Q20同球共济小论文,4779,4784,核心答题点：贡献中国智慧、中国方案、中国力量,【同题组】 （按原题答题层次）,"【同题组】 （按原题答题层次）
· 答题层次：本题8分，按背景、精神、行动三层组织
· 第一层：背景（2分）：结合第一自然段简述国际局势，如国际局势变乱交织、局部动荡不断、面临诸多问题和挑战。若只笼统写和平与发展主题、世界多极化等学科背景，给1分
· 第二层：精神（4分）：“同球共济”精神丰富人类命运共同体内涵（2分）；符合各国共同利益（2分）
· 第三层：行动（2分）：为解决问题贡献中国智慧和中国方案（2分）；可替代为具体方案、行动，如推动国际关系民主化、和平解决国际争端（2分）"
2026西城期末Q20,3. 2026西城期末Q20——参与全球气候治理中的中国实践,4789,4794,核心答题点：贡献中国智慧、中国方案、中国力量,【同题组】 （按原题答题层次）,"【同题组】 （按原题答题层次）
· 答题层次：本题8分，按“中国实践是什么—为什么参与—实践效果”三层组织
· 中国实践是什么：中国是全球气候治理的建设者、引领者和负责任大国；坚持绿色发展，根据自身实际自主提出气候治理行动目标，推动能源、产业、市场等全方位低碳转型
· 中国为什么参与全球气候治理：和平、发展、合作、共赢是时代潮流，气候变化属于全球性、非传统安全挑战；各国在应对气候变化中存在共同利益；中国坚持人类命运共同体、全人类共同价值、正确义利观、共商共建共享、真正的多边主义和互利共赢；中国自觉履行国际义务、遵循国际法、承担国际责任
· 实践效果：对国际社会，有利于促进全球可持续发展、建设清洁世界，维护联合国在国际事务中的核心作用，完善全球治理体系；对中国方案，有利于为全球气候治理贡献中国智慧和中国力量"
2024丰台二模Q19,4. 2024丰台二模Q19,4799,4804,核心答题点：贡献中国智慧、中国方案、中国力量,【同题组】 （按原题答题层次）,"【同题组】 （按原题答题层次）
· 答题层次：本题6分，三个角度各2分，必须写“做了什么+效果或意义”
· 角度一：中国如何承担大国责任，并分析其发挥建设性作用（2分）
· 角度二：中国如何通过南南合作帮助发展中国家发展，并分析其贡献中国智慧、中国方案或中国力量（2分）
· 角度三：中国如何通过区域合作促进区域环境改善，并分析其推动构建人类命运共同体（2分）
· 答题提醒：只概括材料做法、没有效果或意义，最高2分；做法与效果意义匹配不准，酌情扣分"
2026顺义一模Q20,5. 2026顺义一模Q20,4810,4815,核心答题点：贡献中国智慧、中国方案、中国力量,【同题组】 （按原题答题层次）,"【同题组】 （按原题答题层次）
· 答题层次：本题7分，按“共同利益必答 + 国际政治3分 + 国际经济3分”组织。
· 必答基础：国家间共同利益是国家合作的基础，科技小院回应全球南方农业发展、人才培养、绿色发展和可持续发展的共同需求。
· 国际政治：和平与发展是时代主题；构建人类命运共同体是习近平外交思想的核心理念；可结合独立自主的和平外交政策、外交政策宗旨、正确义利观、新型国际关系、合作共赢、互利共赢、共享发展成果说明南南合作为什么能成为典范。
· 国际经济：科技小院输出农业技术、提升生产率、降低成本、培养本土人才、激发内生发展动力，体现经济全球化朝普惠、平衡、共赢方向发展，让更多全球南方国家共享发展成果。"
2025西城一模Q21,6. 2025西城一模Q21,4820,4825,核心答题点：贡献中国智慧、中国方案、中国力量,【同题组】 （按原题答题层次）,"【同题组】 （按原题答题层次）
· 答题层次：本题8分，按总体解释、新发展理念说明、世界意义和举例组织
· 第（1）问总体解释（2分）：理念蕴含普遍价值1分；能够形成共识、促成合作和发展、应对全人类共同问题或共同挑战1分
· 第（1）问新发展理念说明（2分）：新发展理念内涵1分；结合材料说明新发展理念指导实践取得各方面成就1分
· 第（1）问世界意义（2分）：拓展发展中国家走向现代化的途径1分；贡献中国智慧、中国方案1分
· 第（2）问举例（2分）：举例恰当1分，简要说明1分；如共建“一带一路”、三大倡议、人类命运共同体理念、进博会等"
2026顺义二模Q20,7. 2026顺义二模Q20,4831,4836,核心答题点：贡献中国智慧、中国方案、中国力量,【同题组】 （按原题答题层次）,"【同题组】 （按原题答题层次）
· 答题层次：本题8分，按原题答题角度组织
· 总述：中国发展与世界未来紧密关联，中国式现代化具有世界意义
· 国际政治角度：世界和平的建设者、国际秩序的维护者；中国坚持独立自主的和平外交政策，推动构建人类命运共同体，推动新型国际关系和共商共建共享的全球治理
· 国际经济角度：世界经济发展的重要推动者；坚持对外开放基本国策和互利共赢开放战略，推动普惠包容的经济全球化，改善发展中国家民生，推动全球经济治理体系更加公正合理
· 总结角色：以更加开放的姿态做全球发展的贡献者、国际秩序的维护者，促进世界共同发展、持续发展，推动建设共同繁荣的世界"
2026房山一模Q19,"8. 2026房山一模Q19海南""一线放开""自由便利",4842,4847,核心答题点：贡献中国智慧、中国方案、中国力量,【同题组】 （按原题答题层次）,"【同题组】 （按原题答题层次）
· 答题层次：本题8分，按四个封关助力国际循环层次组织
· 消费/市场层（2分）：发挥超大规模市场优势；降低成本、提高效率，促进货物和服务贸易升级/要素自由流动/资源优化配置/贸易投资自由化便利化
· 生产/产业层（2分）：关税节约投入技术研发，提升企业竞争力，推动产业升级/优化产业结构，融入全球产业分工和合作
· 投资/营商层（2分）：优化营商环境，吸引外商投资/高水平引进来
· 中国方案/制度型开放层（2分）：制度型开放；为助力国际循环提供中国方案，以国内大循环吸引全球资源要素，增强国内国际两个市场两种资源联动效应"
2025顺义一模Q20,9. 2025顺义一模Q20,4853,4858,核心答题点：贡献中国智慧、中国方案、中国力量,【同题组】 （按原题答题层次）,"【同题组】 （按原题答题层次）
· 答题层次：本题8分，按项目优势、当地价值、我国意义或理念、世界意义和贡献组织
· 项目本身的创新和实践优势（2分）：聚焦发展中国家紧迫需求、灵活实施、快速响应基层社区需求；规模小更易统筹、可推广，形成品牌和共同发展目标
· 项目对当地的价值（2分）：改善民生、促进就业、提升公共卫生水平、促进经济社会发展、提升民众获得感等具体惠民措施
· 项目对我国的意义或折射我国理念（2分）：传播中华文化、增强文明互鉴、提升国际认同、坚持正确义利观、坚持共商共建共享原则、彰显大国担当和负责任大国形象、坚持独立自主和平外交政策、发展开放型经济等，任意一点1分，不超过2分
· 项目对世界的意义和贡献（2分）：构建人类命运共同体、为重构公正合理的国际政治经济秩序提供中国方案、推动经济全球化朝开放包容普惠方向发展、推动国际关系民主化，任意一点1分，不超过2分
· 材料与逻辑提醒：要结合中老铁路、200口井、牙买加中国园林等项目实例分析；不得只就材料说材料或只罗列知识"
2024西城二模Q17,10. 2024西城二模Q17,4865,4870,核心答题点：贡献中国智慧、中国方案、中国力量,【同题组】 （按原题答题层次）,"【同题组】 （按原题答题层次）
· 答题提醒：本题为综合题可选角度加答题要求补充，不能写成六要素罗列
· 发展角色：经济高质量发展、创新发展；以新质生产力推动生产力与生产关系相适应
· 国际角色：当前国际竞争实质；顺应世界多极化、经济全球化，做世界发展的贡献者和推动者
· 安全与人才支撑：维护国家安全与核心利益；实施科教兴国战略，强化现代化建设人才支撑
· 理论支撑：人类社会发展的进程和趋势、生产力与生产关系、经济基础与上层建筑、马克思主义中国化时代化新的飞跃"
2026朝阳期中Q17,12. 2026朝阳期中Q17,4876,4881,核心答题点：贡献中国智慧、中国方案、中国力量,【同题组】 （按原题答题层次）,"【同题组】 （按原题答题层次）
· 答题层次：本题8分；一层3分，两层6分，三层8分；每层均按“总说：处理什么关系—分说：如何处理关系”展开
· 处理好自力更生和对外开放的关系：把核心技术自主可控、把握创新主动权、创新驱动、技术研发和核心竞争力作为自力更生一端；把国际交流合作、参与经济全球化和国际分工、发展开放型经济、共商共建共享、两个市场两种资源、国内国际双循环作为对外开放一端
· 处理好发展和安全的关系：以总体国家安全观、底线思维、维护经济安全和科技安全、完善监管与法律制度等守住安全底线；以人工智能赋能经济平稳可持续发展、高质量发展、注入新动能、降本增效、提高效率、优化资源配置和促进经济增长体现发展价值
· 处理好中国发展和世界发展的关系：一方面维护本国利益、谋求本国发展，满足人民美好生活需要，推动我国产业结构优化升级；另一方面兼顾他国合理关切，为世界提供公共产品和发展机遇，坚持正确义利观，推动发展中国家发展，贡献中国智慧和中国方案，展现大国责任，推动构建人类命运共同体"
2026朝阳一模Q20,13. 2026朝阳一模Q20,4886,4891,核心答题点：贡献中国智慧、中国方案、中国力量,【同题组】 （按原题答题层次）,"【同题组】 （按原题答题层次）
· 答题层次：本题8分，按必答点、共享发展经验、发展潜力三个层次组织
· 必答点：当前国际竞争的实质是以经济和科技实力为基础的综合国力较量；中国坚持创新驱动战略，科技实力日益增强，成为全球创新策源地，为全球产业链供应链稳定提供坚实支撑
· 共享发展经验：通过分享减贫经验、生态治理经验、职业教育经验等助力发展中国家持续发展，改善发展中国家民生，展现大国责任担当，贡献中国智慧和中国方案，推动构建人类命运共同体
· 发展潜力和开放合作：中国不断释放超大规模市场潜力，统筹两个市场两种资源，坚定不移扩大高水平对外开放，推动贸易投资自由化便利化，推动经济全球化朝开放、包容、普惠、平衡、共赢方向发展，推动建设合作共赢的新型国际关系，坚持共商共建共享，促进人才、商品、服务和生产要素在全球范围内流动，符合和平与发展的时代主题"
2026顺义一模Q21,14. 2026顺义一模Q21,4896,4901,核心答题点：贡献中国智慧、中国方案、中国力量,【同题组】 （按原题答题层次）,"【同题组】 （按原题答题层次）
· 答题提醒：综合题，8分任意4个角度；本题选必一对应国政经角度2分
· 国政经角度：和平与发展是当今时代主题；中国式现代化是走和平发展道路的现代化；坚持多边主义，坚持互利共赢，倡导人类命运共同体；为世界和平与发展提供中国智慧、中国方案"
2025门头沟一模Q19,15. 2025门头沟一模Q19,4904,4909,核心答题点：贡献中国智慧、中国方案、中国力量,【同题组】 （按原题答题层次）,"【同题组】 （按原题答题层次）
· 答题层次：按中国做“赋能型大国”的世界意义组织；只答中国意义不给分
· 世界经济意义：推动全球经济包容性增长
· 技术与民生意义：促进技术共享和民生改善
· 治理意义：完善全球治理实践路径，重构国际治理价值体系
· 排除项：充分利用两个市场两种资源不给分；国家关系民主化/世界多极化/多边主义单独写不给分"
2026朝阳二模Q20(2),16. 2026朝阳二模Q20(2),4917,4922,核心答题点：贡献中国智慧、中国方案、中国力量,【同题组】 （按原题答题层次）,"【同题组】 （按原题答题层次）
· 答题层次：本题6分，按三角度组织
· 角度一：符合共同利益和时代主题；可写人类命运共同体理念超越民族国家本位，维护全人类共同利益，顺应和平与发展
· 角度二：倡导合作共赢、坚持多边主义、共商共建共享；可写摒弃零和博弈，推动各方合作应对全球性问题
· 角度三：提供中国方案，推动国际新秩序/新型国际关系；可写为解决全球性问题提供中国方案，推动国际关系更加公正合理"
2025东城一模Q20,1. 2025东城一模Q20,4930,4935,核心答题点：中国推动构建人类命运共同体,【同题组】 （按原题答题层次）,"【同题组】 （按原题答题层次）
· 答题层次：本题8分，按原题三层得分层次组织
· 第一层（4分）：①共同利益是合作的基础（2分；替代：具体合作，如共建“一带一路”、贸易自由化便利化，可给1分）；②推动高水平对外开放/促进高质量发展/推动经济全球化发展朝着更加开放、包容、普惠、平衡、共赢的方向发展（2分）
· 第二层（2分）：维护发展中国家的利益（2分；替代：完善全球治理/推进国际关系民主化，可给1分）
· 第三层（2分）：开辟中国特色大国外交的新境界/构建人类命运共同体的新实践（2分）"
2025东城二模Q20,2. 2025东城二模Q20,4940,4945,核心答题点：中国推动构建人类命运共同体,【同题组】 （按原题答题层次）,"【同题组】 （按原题答题层次）
· 答题层次：本题8分，按背景、精神、行动三层组织
· 第一层：背景（2分）：结合第一自然段简述国际局势，如国际局势变乱交织、局部动荡不断、面临诸多问题和挑战。若只笼统写和平与发展主题、世界多极化等学科背景，给1分
· 第二层：精神（4分）：“同球共济”精神丰富人类命运共同体内涵（2分）；符合各国共同利益（2分）
· 第三层：行动（2分）：为解决问题贡献中国智慧和中国方案（2分）；可替代为具体方案、行动，如推动国际关系民主化、和平解决国际争端（2分）"
2026朝阳一模Q20,3. 2026朝阳一模Q20中国为全球发展注入稳定性和正能量,4950,4955,核心答题点：中国推动构建人类命运共同体,【同题组】 （按原题答题层次）,"【同题组】 （按原题答题层次）
· 答题层次：本题8分，按必答点、共享发展经验、发展潜力三个层次组织
· 必答点：当前国际竞争的实质是以经济和科技实力为基础的综合国力较量；中国坚持创新驱动战略，科技实力日益增强，成为全球创新策源地，为全球产业链供应链稳定提供坚实支撑
· 共享发展经验：通过分享减贫经验、生态治理经验、职业教育经验等助力发展中国家持续发展，改善发展中国家民生，展现大国责任担当，贡献中国智慧和中国方案，推动构建人类命运共同体
· 发展潜力和开放合作：中国不断释放超大规模市场潜力，统筹两个市场两种资源，坚定不移扩大高水平对外开放，推动贸易投资自由化便利化，推动经济全球化朝开放、包容、普惠、平衡、共赢方向发展，推动建设合作共赢的新型国际关系，坚持共商共建共享，促进人才、商品、服务和生产要素在全球范围内流动，符合和平与发展的时代主题"
