global_entry_no,source_label,bucket,second_level,core_point,year,district,exam_type,q_no,q_sub,overall_auto_status,paper_count,rubric_count,other_count,paper_statuses,rubric_statuses,q_in_paper,q_in_rubric,prompt_exact,prompt_match_fragment,prompt_match_score,score_match_fragment,score_match_score,surface_match_fragment,surface_match_score,paper_paths,rubric_paths,other_paths,prompt,score_layers,surface_sentence
187,2026海淀二模Q20(2),中国,智慧,全球发展倡议：以发展促繁荣,2026,海淀,二模,20,2,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OK,True,False,False,运用《当代国际政治与经济》知识,1.000,,0.000,全球发展倡议是中国面向国际社会提供的重要公共产品,0.002,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026海淀二模/试卷/2026北京海淀高三二模政治（教师版）.docx,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026海淀二模/细则/26海淀高三政治二模讲评.pdf,,结合材料，运用《当代国际政治与经济》知识，围绕全球发展倡议从合作理念到丰富实践这一主题，撰写一篇短评。,,全球发展倡议是中国面向国际社会提供的重要公共产品，通过合作理念和丰富实践推动各国共享发展机遇。
188,2026东城期末Q20,中国,智慧,全球安全倡议：以安全保稳定,2026,东城,期末,20,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OK,True,True,True,分析四大全球倡议如何系统推动构建人类命运共同体,1.000,,0.000,全球安全倡议以安全保稳定,0.001,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx,,结合材料，运用《当代国际政治与经济》知识，分析四大全球倡议如何系统推动构建人类命运共同体。,,全球安全倡议以安全保稳定，倡导相互尊重、平等协商和安全互信，在维护和平中筑牢构建人类命运共同体的和平屏障。
189,2024东城二模Q20,中国,智慧,全球安全倡议：以安全保稳定,2024,东城,二模,20,,ISSUE_SCORE_LAYER_NOT_FOUND_AUTO,1,12,0,OCR_OK,OCR_OK;OK,True,True,False,运用《当代国际政治与经济》知识,1.000,,0.000,以共赢思维应对安全挑战,1.000,/Users/wanglifei/Desktop/2024模拟题/东城二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/16题/16题二模阅卷总结.docx || /Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/16题/16题评分细则.pptx || /Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/17题/17(1).docx || /Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/17题/17-2.docx || /Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/18题/18(1).docx || /Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/18题/18（2）.docx || /Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/19题/19（1）.docx || /Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/19题/19（2）.docx || /Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/21题/20小题二模阅卷总结.docx || /Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/21题/21.docx || /Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/21题/21题(1).pptx || /Users/wanglifei/Desktop/2024模拟题/东城二模/细则/补充材料/细则.pdf,,结合材料，运用《当代国际政治与经济》知识，说明中国的“三大倡议”如何助力人类走向美好未来。（7分）,7分；等级题，观点、知识运用、论述逻辑与条理共同决定分值。,全球安全倡议通过参与联合国维和行动，主张在联合国宪章宗旨和原则下通过对话协商和平解决国际争端，以共赢思维应对安全挑战，推动建设持久和平、普遍安全的世界。
190,2026东城期末Q20,中国,智慧,全球文明倡议：以文明增互信,2026,东城,期末,20,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OK,True,True,True,分析四大全球倡议如何系统推动构建人类命运共同体,1.000,,0.000,平等包容文明观和全人类共同价值,0.001,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx,,结合材料，运用《当代国际政治与经济》知识，分析四大全球倡议如何系统推动构建人类命运共同体。,,全球文明倡议以文明增互信，倡导文明交流互鉴、平等包容文明观和全人类共同价值，为构建人类命运共同体提供精神纽带。
191,2024东城二模Q20,中国,智慧,全球文明倡议：以文明增互信,2024,东城,二模,20,,ISSUE_SCORE_LAYER_NOT_FOUND_AUTO,1,12,0,OCR_OK,OCR_OK;OK,True,True,False,运用《当代国际政治与经济》知识,1.000,,0.000,建设开放包容的世界,1.000,/Users/wanglifei/Desktop/2024模拟题/东城二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/16题/16题二模阅卷总结.docx || /Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/16题/16题评分细则.pptx || /Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/17题/17(1).docx || /Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/17题/17-2.docx || /Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/18题/18(1).docx || /Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/18题/18（2）.docx || /Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/19题/19（1）.docx || /Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/19题/19（2）.docx || /Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/21题/20小题二模阅卷总结.docx || /Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/21题/21.docx || /Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/21题/21题(1).pptx || /Users/wanglifei/Desktop/2024模拟题/东城二模/细则/补充材料/细则.pdf,,结合材料，运用《当代国际政治与经济》知识，说明中国的“三大倡议”如何助力人类走向美好未来。（7分）,7分；等级题，观点、知识运用、论述逻辑与条理共同决定分值。,面对不同文明交流碰撞甚至冲突日趋频繁，全球文明倡议通过民间外交、公共外交推动文明交流互鉴、传承创新，促进民心相通、各国人民相知相亲，建设开放包容的世界。
192,2026东城期末Q20,中国,智慧,全球治理倡议：以治理求公正,2026,东城,期末,20,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OK,True,True,True,分析四大全球倡议如何系统推动构建人类命运共同体,1.000,,0.000,在公平治理中实现共赢,1.000,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx,,结合材料，运用《当代国际政治与经济》知识，分析四大全球倡议如何系统推动构建人类命运共同体。,,全球治理倡议以治理求公正，推动完善全球治理、在公平治理中实现共赢，为构建人类命运共同体提供制度保障。
193,2026东城期末Q20,中国,智慧,从中国主张到国际共识，从合作理念到共同行动,2026,东城,期末,20,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OK,True,True,True,分析四大全球倡议如何系统推动构建人类命运共同体,1.000,,0.000,四大全球倡议通过共建“一带一路”,0.001,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx,,结合材料，运用《当代国际政治与经济》知识，分析四大全球倡议如何系统推动构建人类命运共同体。,,四大全球倡议通过共建“一带一路”、劝和促谈、文明对话和国际调解等实践，从中国主张走向国际共识，从合作理念走向共同行动，不断推动构建人类命运共同体。
194,2025西城一模Q21,中国,智慧,理念蕴含普遍价值，能够形成共识、促成合作和发展、应对全人类共同问题和共同挑战,2025,西城,一模,21,,ISSUE_SCORE_LAYER_NOT_FOUND_AUTO,1,1,0,OK,OK,True,True,False,解释“我国的发展理念成为国际公共产品”这一现象,1.000,,0.000,所以能够成为国际公共产品,0.002,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/细则/细则.docx,,（1）运用所学，解释“我国的发展理念成为国际公共产品”这一现象。（6分）（2）我国还提供了哪些国际公共产品？试举一例简要说明。（2分）,按设问分层：第(1)问6分；第(2)问2分。,我国发展理念经深圳、安吉、宁德、十八洞村等实践检验并被全球南方国家学习借鉴，因其蕴含普遍价值，能够回应全人类共同问题和共同挑战，推动各国形成共识并开展合作发展，所以能够成为国际公共产品。
195,2026丰台期末Q20（中拉命运共同体）,中国,智慧,推动构建中拉命运共同体,2026,丰台,期末,20,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OCR_OK,OK,True,True,False,运用《当代国际政治与经济》知识,1.000,,0.000,扩大中拉利益汇合点,1.000,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026丰台期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026丰台期末/细则/细则.pdf,,"结合材料，运用《当代国际政治与经济》知识，阐释""五大工程""如何扩大中拉利益汇合点。",,"中拉""五大工程""覆盖团结、发展、文明、和平、民心五大领域，扩大中拉利益汇合点，推动构建中拉命运共同体新篇章。"
196,2026丰台期末Q20（全球发展倡议）,中国,智慧,共同落实全球发展倡议,2026,丰台,期末,20,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OCR_OK,OK,True,True,False,运用《当代国际政治与经济》知识,1.000,,0.000,"中拉双方在""发展工程""中共同落实全球发展倡议",0.002,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026丰台期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026丰台期末/细则/细则.pdf,,"结合材料，运用《当代国际政治与经济》知识，阐释""五大工程""如何扩大中拉利益汇合点。",,"中拉双方在""发展工程""中共同落实全球发展倡议，把中国发展合作主张与拉美现代化目标对接，推动双方共享发展机遇。"
197,2025朝阳期末Q21中国特色大国外交营造良好外部环境（外部文化与国际舆论环境）,中国,智慧,倡导文明平等互鉴，弘扬全人类共同价值，尊重世界文明多样性,2025,朝阳,期末,21,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,1,OK,OCR_OK,True,True,False,运用《当代国际政治与经济》知识,1.000,,0.000,以文明互鉴超越文明冲突,1.000,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/细则/细则.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/其他材料/朝阳高三期末2025.pptx,结合材料，运用《当代国际政治与经济》知识，说明如何通过开展中国特色大国外交为推进中国式现代化营造良好外部环境。,,中国尊重世界文明多样性，以文明交流超越文明隔阂、以文明互鉴超越文明冲突、以文明共存超越文明优越，为中国式现代化营造良好的外部文化和国际舆论环境。
198,2026朝阳期中Q17,中国,责任,坚持正确义利观,2026,朝阳,期中,17,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,2,0,OK,OK,True,True,False,运用《当代国际政治与经济》知识阐述我国应如何处理好推进“人工智能+”发展过程中的重要关系,0.011,处理什么关系—如何处理关系,0.003,为世界提供公共产品和机遇,1.000,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/细则.docx || /Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/补充材料/细则.docx,,结合材料，运用《当代国际政治与经济》知识阐述我国应如何处理好推进“人工智能+”发展过程中的重要关系。,总分结构：一层3分，两层6分，三层8分；每一层采用“总—分”结构（处理什么关系—如何处理关系），不能只罗列材料或空写教材词。,推进“人工智能+”要处理好中国发展和世界发展的关系，既维护本国利益、谋求本国发展，又兼顾他国合理关切，为世界提供公共产品和机遇，坚持正确义利观，帮助发展中国家加强能力建设，贡献中国智慧和中国方案，体现大国责任，推动构建人类命运共同体。
199,2025西城二模Q19(2),中国,责任,坚持正确义利观,2025,西城,二模,19,2,NEEDS_MANUAL_SURFACE_CHECK,1,1,0,OK,OK,True,True,True,运用《当代国际政治与经济》知识,1.000,,0.000,,0.000,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/细则/细则.docx,,结合材料，运用《当代国际政治与经济》知识，说明这一做法中的中国担当。,,中国向最不发达国家开放广阔市场，坚持正确义利观，在追求自身发展的同时帮助发展中国家获得更多贸易机会。
200,2025海淀二模Q21,中国,责任,坚持正确义利观,2025,海淀,二模,21,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,2,1,OCR_OK,OK,True,True,False,运用《当代国际政治与经济》知识,1.000,,0.000,构建新型国际关系和构建人类命运共同体贡献中国智慧和中国方案,0.002,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/细则.docx || /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/补充材料/2025年海淀二模评标实录.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/其他材料/2025届二模考试讲评0510.pdf,结合材料，运用《当代国际政治与经济》知识，阐释“中国需要联合国，联合国也需要中国”。,,中国推动安理会讨论聚焦实质性问题，并同全球南方国家发起“和平之友”小组，为完善全球治理、构建新型国际关系和构建人类命运共同体贡献中国智慧和中国方案。
201,2025顺义一模Q20,中国,责任,坚持正确义利观,2025,顺义,一模,20,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OK,True,True,False,运用《当代国际政治与经济》知识,1.000,,0.000,中国通过“小而美”项目帮助共建国家改善民生,0.002,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/细则/细则.docx,,结合材料，运用《当代国际政治与经济》知识，说明“小而美”项目为何成为中国开展国际发展合作的亮点和名片。,,中国通过“小而美”项目帮助共建国家改善民生、促进发展，体现正确义利观和负责任大国形象。
202,2026丰台一模Q19（正确义利观）,中国,责任,坚持正确义利观,2026,丰台,一模,19,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OCR_OK,OK,True,True,False,运用《当代国际政治与经济》知识,1.000,,0.000,致力于扩大同各国利益的汇合点,1.000,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx,,结合材料，运用《当代国际政治与经济》知识，说明中国在全球可持续发展中彰显了怎样的大国情怀与担当。,,中国坚定维护联合国宪章的宗旨和原则，坚持正确义利观，积极践行真正的多边主义，致力于扩大同各国利益的汇合点，展现负责任大国担当。
203,2025西城二模Q19(2),中国,责任,与发展中国家共享发展新机遇，惠民生增福祉，实现互利共赢,2025,西城,二模,19,2,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OK,True,True,True,运用《当代国际政治与经济》知识,1.000,,0.000,与发展中国家共享发展新机遇,1.000,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/细则/细则.docx,,结合材料，运用《当代国际政治与经济》知识，说明这一做法中的中国担当。,,中国给予最不发达国家零关税待遇，与发展中国家共享发展新机遇，帮助其惠民生增福祉，推动双方在开放合作中实现互利共赢。
204,2026东城期末Q20四大全球倡议系统推动构建人类命运共同体（全球发展倡议子项）,中国,责任,坚持正确义利观，在发展合作中共享机遇,2026,东城,期末,20,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OK,True,True,True,分析四大全球倡议如何系统推动构建人类命运共同体,1.000,,0.000,"在共建""一带一路""等发展合作中共享机遇",0.001,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx,,结合材料，运用《当代国际政治与经济》知识，分析四大全球倡议如何系统推动构建人类命运共同体。,,"全球发展倡议以发展促繁荣，坚持互利共赢和正确义利观，在共建""一带一路""等发展合作中共享机遇，为构建人类命运共同体奠定共同繁荣的物质根基。"
205,2026朝阳一模Q20中国为全球发展注入稳定性和正能量,中国,责任,坚持正确义利观，在发展合作中共享机遇,2026,朝阳,一模,20,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OK,True,True,True,阐述中国为什么能为全球发展注入稳定性和正能量,1.000,,0.000,职业教育经验和菌草技术让全球共享中国发展机遇,0.002,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/细则/细则.docx,,结合材料，运用《当代国际政治与经济》的知识，阐述中国为什么能为全球发展注入稳定性和正能量。,,中国坚持正确的义利观和互利共赢，以分享减贫、职业教育经验和菌草技术让全球共享中国发展机遇。
206,2026朝阳一模Q20,中国,责任,改善发展中国家民生并助力持续发展,2026,朝阳,一模,20,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OK,True,True,True,阐述中国为什么能为全球发展注入稳定性和正能量,1.000,,0.000,助力发展中国家持续发展,1.000,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/细则/细则.docx,,结合材料，运用《当代国际政治与经济》的知识，阐述中国为什么能为全球发展注入稳定性和正能量。,,中国通过鲁班工坊、菌草技术、减贫和生态治理经验分享，助力发展中国家持续发展，改善发展中国家民生。
207,2025顺义一模Q20,中国,责任,改善发展中国家民生并助力持续发展,2025,顺义,一模,20,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OK,True,True,False,运用《当代国际政治与经济》知识,1.000,,0.000,促进经济社会发展,1.000,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/细则/细则.docx,,结合材料，运用《当代国际政治与经济》知识，说明“小而美”项目为何成为中国开展国际发展合作的亮点和名片。,,“小而美”项目通过中老铁路安居村、“200口井”和牙买加中国园林等具体工程改善民生、促进经济社会发展、提升当地民众获得感。
208,2026顺义二模Q20,中国,责任,改善发展中国家民生并助力持续发展,2026,顺义,二模,20,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OCR_OK,OK,True,True,False,运用《当代国际政治与经济》知识,1.000,世界经济发展的重要推动者,1.000,菌草技术和鲁班工坊等项目改善发展中国家民生,0.003,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026顺义二模/试卷/26顺义二模(1).pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026顺义二模/细则/26顺义二模评标.doc,,结合材料，运用《当代国际政治与经济》知识，谈谈对“今天的中国，明天的世界”的理解。,8分；可从共商共建共享、新型国际关系、独立自主的外交政策、世界经济发展的重要推动者、中国智慧的生动实践、让经济全球化更有活力等角度作答，按等级描述给分。,中国通过微电网、乡村打井、希望农场、菌草技术和鲁班工坊等项目改善发展中国家民生，提升其持续发展能力，让发展成果惠及更多国家人民。
209,2025顺义一模Q20,中国,责任,民心相通与文明互鉴,2025,顺义,一模,20,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OK,True,True,False,运用《当代国际政治与经济》知识,1.000,,0.000,中国通过援建牙买加中国园林等“小而美”项目传播中华文化,0.002,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/细则/细则.docx,,结合材料，运用《当代国际政治与经济》知识，说明“小而美”项目为何成为中国开展国际发展合作的亮点和名片。,,中国通过援建牙买加中国园林等“小而美”项目传播中华文化、增强文明互鉴、提升国际认同，使国际发展合作更具民心基础。
210,2025丰台二模Q20,中国,责任,南南合作与全球南方共同发展,2025,丰台,二模,20,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,8,0,OK,OK,True,True,False,全球治理体系与国际秩序变革加速推进,1.000,,0.000,为推动全球南方实现现代化发挥作用,1.000,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/16.(1).doc || /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/16.(2).docx || /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/17题.docx || /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/18题 .docx || /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/19.(1).docx || /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/19.(2).docx || /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/20题.docx || /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/21题.docx,,当今世界，全球治理体系与国际秩序变革加速推进。我们愿同各方一道，一以贯之以实际行动为完善全球治理注入中国力量。结合材料，运用《当代国际政治与经济》知识，谈谈你对“为完善全球治理注入中国力量”的理解。,,中国作为世界上最大的发展中国家，是国际政治经济格局中一支重要力量，积极参与全球治理，为推动全球南方实现现代化发挥作用。
211,2026顺义一模Q20,中国,责任,南南合作与全球南方共同发展,2026,顺义,一模,20,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OK,OK,False,True,False,阐述科技小院成为南南合作典范的深层逻辑,0.004,,0.000,从单一技术输出转向支持农业生态整体建设和协同创新,0.003,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/细则/细则.pptx,,结合材料，运用《当代国际政治与经济》知识，阐述科技小院成为南南合作典范的深层逻辑。,,科技小院回应全球南方农业发展的共同利益，把中国农业技术、本土化人才培养和当地生产问题结合起来，从单一技术输出转向支持农业生态整体建设和协同创新，推动南南合作共赢共享。
212,2026西城期末Q20,中国,责任,中国推进绿色低碳转型并参与全球气候治理,2026,西城,期末,20,,BLOCKED_NO_PAPER_FILE,0,3,0,,OCR_OK;OK,False,True,False,,0.000,,0.000,为发展中国家应对气候变化提供系统性方案,0.004,,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/细则.pdf || /Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/补充材料/西城高三期末评标.pptx || /Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/补充材料/高三思想政治参考答案.pdf,,结合材料，运用《当代国际政治与经济》知识，阐释参与全球气候治理中的中国实践。,8分；中国实践是什么2分，为什么参与该实践3分，实践效果3分。,中国在积极减排的同时，实施《国家适应气候变化战略2035》，提升气候适应能力，推动气候减缓与适应协同发展，增强气候治理系统性，为发展中国家应对气候变化提供系统性方案。
213,2026西城期末Q20,中国,责任,严格落实《巴黎协定》要求，每五年向联合国提交国家自主贡献目标，维护全球气候治理多边进程,2026,西城,期末,20,,BLOCKED_NO_PAPER_FILE,0,3,0,,OCR_OK;OK,False,True,False,,0.000,,0.000,以实际行动维护全球气候治理多边进程,1.000,,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/细则.pdf || /Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/补充材料/西城高三期末评标.pptx || /Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/补充材料/高三思想政治参考答案.pdf,,结合材料，运用《当代国际政治与经济》知识，阐释参与全球气候治理中的中国实践。,8分；中国实践是什么2分，为什么参与该实践3分，实践效果3分。,中国严格落实《巴黎协定》要求，按每五年一次的机制向联合国提交国家自主贡献目标，在2015年、2020年两轮目标基础上于2025年继续更新2035年NDC目标，以实际行动维护全球气候治理多边进程。
214,2026西城期末Q20,中国,责任,中国是负责任大国并勇于担当,2026,西城,期末,20,,BLOCKED_NO_PAPER_FILE,0,3,0,,OCR_OK;OK,False,True,False,,0.000,,0.000,持续更新气候行动承诺,1.000,,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/细则.pdf || /Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/补充材料/西城高三期末评标.pptx || /Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/补充材料/高三思想政治参考答案.pdf,,结合材料，运用《当代国际政治与经济》知识，阐释参与全球气候治理中的中国实践。,8分；中国实践是什么2分，为什么参与该实践3分，实践效果3分。,中国主动担当全球气候治理责任，于2025年11月向联合国提交《中国2035年国家自主贡献目标》，持续更新气候行动承诺，以实际行动展现负责任大国担当。
215,2024丰台二模Q19,中国,责任,中国是负责任大国并勇于担当,2024,丰台,二模,19,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OCR_OK,OK,True,True,False,运用《当代国际政治与经济》知识,1.000,,0.000,中国作为负责任大国,1.000,/Users/wanglifei/Desktop/2024模拟题/丰台二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/丰台二模/细则/细则.docx,,结合材料，运用《当代国际政治与经济》知识，说明中国“答卷”如何彰显大国担当。（6分）,,中国作为负责任大国，在面临气候变化挑战时积极承担责任，以实际行动参与全球环境治理，发挥建设性作用。
216,2026丰台一模Q19,中国,责任,中国是负责任大国并勇于担当,2026,丰台,一模,19,,AUTO_LOCATED_NEEDS_MANUAL_CONFIRM,1,1,0,OCR_OK,OK,True,True,False,运用《当代国际政治与经济》知识,1.000,,0.000,教育普及和卫生健康合作中做全球发展的贡献者,0.002,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx,,结合材料，运用《当代国际政治与经济》知识，说明中国在全球可持续发展中彰显了怎样的大国情怀与担当。,,中国秉持人类命运共同体理念，坚持胸怀天下，携手各国落实联合国2030年可持续发展议程，在消除贫困、教育普及和卫生健康合作中做全球发展的贡献者，展现负责任大国的情怀和担当。
