review_id,review_para,bucket,core,status,question,sentence,hit,same_group,missing_clause
153,1114,政治多极化,推动全球治理体系变革完善，建立更加公正合理的国际政治经济新秩序（出现1次）,✅基本匹配,2025朝阳期末Q21（国际秩序公正合理）,中国推动全球治理体系变革完善，推动建立更加公正合理的国际政治经济新秩序，为中国式现代化营造稳定的国际秩序环境。,命中片段（11字）：全球治理体系变革完善，,时代背景：和平与发展仍是时代主题 | 经济全球化：推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展 | 政治多极化：推动国际关系民主化；相互尊重、公平正义、合作共赢的新型国际关系；世界多极化与全球南方联合自强；反对单边主义、霸权主义和强权政治；建设以合作共赢为核心的新型国际关系，坚持共商共建共享观念，坚持胸怀天下，借鉴吸收人类一切优秀文明成果 | 中国：中国综合国力、国际地位和话语权提升,推动建立更加公正合理的国际政治经济新秩序
154,1122,中国,坚持总体国家安全观，统筹发展与安全，以新安全格局保障新发展格局（出现2次）,✅高度匹配,2026朝阳期中Q17,推进“人工智能+”要统筹发展和安全，坚持总体国家安全观和底线思维，在维护国家经济安全、科技安全、防范数据、模型和伦理风险的同时，推动经济平稳可持续发展和高质量发展，为经济增长注入新动能。,命中片段（13字）：维护国家经济安全、科技安全,（本题8分） | 经济全球化：处理好自力更生和对外开放的关系，参与经济全球化和国际分工 | 中国：坚持正确义利观,
155,1127,中国,坚持总体国家安全观，统筹发展与安全，以新安全格局保障新发展格局（出现2次）,⚠部分匹配,2024朝阳一模Q21,面对地缘政治动荡、保护主义上升和经贸科技交流政治化，中国应坚持总体国家安全观，统筹发展与安全，以新安全格局保障新发展格局。,命中片段（7字）：总体国家安全观,时代背景：百年变局与外部风险挑战 | 经济全球化：利用两个市场两种资源优化全球资源配置；深度参与全球产业分工合作，畅通国内国际双循环 | 政治多极化：推动构建人类命运共同体 | 中国：中国综合国力、国际地位和话语权提升；中国坚持独立自主的和平外交政策；和平共处五项原则是我国对外关系基本准则；坚持独立自主、自力更生，增强发展主动权,面对地缘政治动荡、保护主义上升和经贸科技交流政治化；统筹发展与安全
156,1134,中国,贡献中国智慧、中国方案、中国力量（出现7次）,✅基本匹配,2026通州期末Q20,中国提出全球治理倡议，为应对世界变局和治理赤字贡献中国智慧、中国方案，体现勇于大国担当。,命中片段（11字）：贡献中国智慧、中国方案,（本题8分） | 时代背景：和平与发展仍是时代主题 | 政治多极化：共商共建共享的全球治理观；推动国际关系民主化；推动构建人类命运共同体 | 联合国：维护《联合国宪章》宗旨和原则,
157,1139,中国,贡献中国智慧、中国方案、中国力量（出现7次）,✅高度匹配,2025东城二模Q20同球共济小论文,中国以分享发展经验、劝和促谈和气候、人工智能治理倡议等行动，为解决全球共同问题贡献中国智慧和中国方案。,命中片段（13字）：问题贡献中国智慧和中国方案,（本题8分） | 时代背景：百年变局与外部风险挑战 | 政治多极化：推动国际关系民主化、和平解决国际争端 | 中国：中国推动构建人类命运共同体,中国以分享发展经验、劝和促谈和气候、人工智能治理倡议等行动
158,1145,中国,贡献中国智慧、中国方案、中国力量（出现7次）,⚠部分匹配,2026西城期末Q20——参与全球气候治理中的中国实践,中国通过构建全国碳市场、完善碳交易机制和推进气候适应行动，为全球气候治理提供可借鉴的中国方案。,命中片段（6字）：全球气候治理,（本题8分） | 政治多极化：共商共建共享的全球治理观 | 中国：中国推进绿色低碳转型并参与全球气候治理；严格落实《巴黎协定》要求，每五年向联合国提交国家自主贡献目标，维护全球气候治理多边进程；中国是负责任大国并勇于担当,中国通过构建全国碳市场、完善碳交易机制和推进气候适应行动
159,1151,中国,贡献中国智慧、中国方案、中国力量（出现7次）,✅高度匹配,2024丰台二模Q19,中国通过南南合作帮助发展中国家发展，在环境保护和应对气候变化中贡献中国智慧、中国方案和中国力量。,命中片段（18字）：中国通过南南合作帮助发展中国家发展，,（本题6分） | 政治多极化：共商共建共享的全球治理观；推动构建人类命运共同体 | 中国：中国是负责任大国并勇于担当,
160,1156,中国,贡献中国智慧、中国方案、中国力量（出现7次）,✅基本匹配,2026顺义一模Q20,科技小院以中国智慧、中国方案回应全球南方农业发展的共同利益，通过本土化人才培养和农业技术合作提高生产率、降低成本，推动南南合作共赢共享。,命中片段（9字）：中国智慧、中国方案,时代背景：和平与发展仍是时代主题 | 理论：国家间共同利益是国家合作的基础 | 经济全球化：经济全球化方向：普惠、平衡、共赢 | 政治多极化：相互尊重、公平正义、合作共赢的新型国际关系；新型国际关系：合作共赢／互利共赢／共享发展成果 | 中国：中国推动构建人类命运共同体；南南合作与全球南方共同发展；义利观（作为外交思想替换项）,通过本土化人才培养和农业技术合作提高生产率、降低成本
161,1162,中国,贡献中国智慧、中国方案、中国力量（出现7次）,✅高度匹配,2025西城一模Q21,中国发展理念和实践成就为全球南方国家提供可借鉴经验，拓展了发展中国家走向现代化的途径，贡献了中国智慧中国方案。,命中片段（16字）：，拓展了发展中国家走向现代化的途,（本题8分） | 经济全球化：推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展 | 中国：理念蕴含普遍价值，能够形成共识、促成合作和发展、应对全人类共同问题和共同挑战,
162,1167,中国,贡献中国智慧、中国方案、中国力量（出现7次）,⚠部分匹配,2026顺义二模Q20,中国把中国式现代化的新蓝图和发展实践转化为可感可及的合作项目，为人类走向未来贡献中国智慧、中国方案和中国力量。,命中片段（7字）：中国式现代化的,（本题8分） | 政治多极化：共商共建共享的全球治理观 | 中国：中国推动构建人类命运共同体；改善发展中国家民生并助力持续发展,
163,1173,中国,坚持正确义利观（出现5次）,✅高度匹配,2026朝阳期中Q17,推进“人工智能+”要处理好中国发展和世界发展的关系，既维护本国利益、谋求本国发展，又兼顾他国合理关切，为世界提供公共产品和机遇，坚持正确义利观，帮助发展中国家加强能力建设，贡献中国智慧和中国方案，体现大国责任，推动构建人类命运共同体。,命中片段（15字）：处理好中国发展和世界发展的关系,（本题8分） | 经济全球化：处理好自力更生和对外开放的关系，参与经济全球化和国际分工 | 中国：坚持总体国家安全观，统筹发展与安全，以新安全格局保障新发展格局,
164,1178,中国,坚持正确义利观（出现5次）,⚠部分匹配,2025西城二模Q19(2),中国向最不发达国家开放广阔市场，坚持正确义利观，在追求自身发展的同时帮助发展中国家获得更多贸易机会。,命中片段（7字）：坚持正确义利观,经济全球化：对最不发达国家实行零关税，推动普惠包容的经济全球化；推进普惠包容的经济全球化；建设开放型世界经济 | 政治多极化：促进共同发展、维护持久和平，共同推进现代化 | 中国：与发展中国家共享发展新机遇，惠民生增福祉，实现互利共赢,
165,1183,中国,坚持正确义利观（出现5次）,✅基本匹配,2025海淀二模Q21,中国推动安理会讨论聚焦实质性问题，并同全球南方国家发起“和平之友”小组，为完善全球治理、构建新型国际关系和构建人类命运共同体贡献中国智慧和中国方案。,命中片段（11字）：贡献中国智慧和中国方案,中国：世界上最大的发展中国家 / 国际政治经济格局中的重要力量 | 联合国：维护《联合国宪章》宗旨和原则；联合国是当今世界最具普遍性、代表性和权威性的政府间国际组织，并在维护和平、推动发展、促进人类文明进步中发挥重要作用；联合国对中国对外开放和现代化事业作出独特贡献，成为中国开展多边合作的主要舞台 | 其他：中国作为联合国创始会员国 / 安理会常任理事国,中国推动安理会讨论聚焦实质性问题；并同全球南方国家发起“和平之友”小组
166,1189,中国,坚持正确义利观（出现5次）,⚠部分匹配,2025顺义一模Q20,中国通过“小而美”项目帮助共建国家改善民生、促进发展，体现正确义利观和负责任大国形象。,命中片段（7字）：负责任大国形象,经济全球化：推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展 | 政治多极化：共商共建共享的全球治理观；推动国际关系民主化；推动国际秩序和全球治理体系更加公正合理 | 中国：中国坚持独立自主的和平外交政策；和平共处五项原则是我国对外关系基本准则；中国推动构建人类命运共同体；改善发展中国家民生并助力持续发展；民心相通与文明互鉴；中国是负责任大国并勇于担当；聚焦发展中国家紧迫需求，以灵活快速,
167,1194,中国,坚持正确义利观（出现5次）,✅高度匹配,2026丰台一模Q19（正确义利观）,中国坚定维护联合国宪章的宗旨和原则，坚持正确义利观，积极践行真正的多边主义，致力于扩大同各国利益的汇合点，展现负责任大国担当。,命中片段（38字）：中国坚定维护联合国宪章的宗旨和原则，坚持正确义利观，积极践行真正的多边主义，,理论：国家间共同利益是国家合作的基础 | 政治多极化：坚持共商共建共享的全球治理观；积极践行真正的多边主义 | 中国：中国推动构建人类命运共同体；中国是负责任大国并勇于担当 | 联合国：落实联合国2030年可持续发展议程,
168,1200,中国,中国综合国力、国际地位和话语权提升（出现2次）,✅基本匹配,2025海淀期中Q21(2),随着中国特色大国外交不断推进，中国国际影响力和话语权不断提升。,命中片段（8字）：中国特色大国外交,时代背景：和平与发展仍是时代主题 | 理论：维护国家利益是主权国家对外活动的出发点和落脚点 | 政治多极化：推动构建人类命运共同体 | 中国：中国综合国力、国际地位和话语权提升；习近平外交思想指导中国特色大国外交（外交为民、服务中国式现代化）；新中国外交始终服务国家性质并坚持党对外交统一集中领导；中国坚持独立自主的和平外交政策；和平共处五项原则是我国对外关系基本准则 | 【同题内分层2】,
169,1205,中国,中国综合国力、国际地位和话语权提升（出现2次）,✅高度匹配,2025朝阳期末Q21,中国提升国际话语权，讲好中国故事、交流中国经验、塑造中国形象，有利于回应意识形态分歧，为推进中国式现代化营造良好的国际舆论环境。,命中片段（14字）：为推进中国式现代化营造良好的,时代背景：和平与发展仍是时代主题 | 经济全球化：推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展 | 政治多极化：推动国际关系民主化；相互尊重、公平正义、合作共赢的新型国际关系；世界多极化与全球南方联合自强；反对单边主义、霸权主义和强权政治；建设以合作共赢为核心的新型国际关系，坚持共商共建共享观念，坚持胸怀天下，借鉴吸收人类一切优秀文明成果；推动国际关系民主化，推动全球治理体系变革完善,有利于回应意识形态分歧
170,1212,中国,习近平外交思想指导中国特色大国外交（外交为民、服务中国式现代化）（出现2次）,✅高度匹配,2025海淀期中Q21(2),新时代形成习近平外交思想，为新时代中国特色大国外交提供根本遵循和行动指南，体现外交指导思想与时俱进。,命中片段（14字）：为新时代中国特色大国外交提供,时代背景：和平与发展仍是时代主题 | 理论：维护国家利益是主权国家对外活动的出发点和落脚点 | 政治多极化：推动构建人类命运共同体 | 中国：中国综合国力、国际地位和话语权提升；新中国外交始终服务国家性质并坚持党对外交统一集中领导；中国坚持独立自主的和平外交政策；和平共处五项原则是我国对外关系基本准则,
171,1217,中国,习近平外交思想指导中国特色大国外交（外交为民、服务中国式现代化）（出现2次）,❌细则无支撑片段,2026朝阳期末Q20,中国践行外交为民宗旨，完善海外安全保障体系，让中国公民和法人在海外更安全、更踏实、更放心，有利于维护人民利益、服务中国式现代化。,命中片段（3字）：外交为,（本题8分） | 时代背景：和平与发展仍是时代主题 | 理论：维护国家利益是主权国家对外活动的出发点和落脚点 | 经济全球化：顺应经济全球化趋势，反对贸易保护主义；建设开放型世界经济，扩大开放合作；共享经济全球化成果，促进世界经济共同繁荣 | 政治多极化：世界多极化与全球南方联合自强,中国践行外交为民宗旨；完善海外安全保障体系；让中国公民和法人在海外更安全、更踏实、更放心
172,1224,中国,新中国外交始终服务国家性质并坚持党对外交统一集中领导（出现1次）,✅高度匹配,2025海淀期中Q21(2),新中国外交始终服务于我国人民民主专政的国家性质。,命中片段（23字）：新中国外交始终服务于我国人民民主专政的国家性质,时代背景：和平与发展仍是时代主题 | 理论：维护国家利益是主权国家对外活动的出发点和落脚点 | 政治多极化：推动构建人类命运共同体 | 中国：中国综合国力、国际地位和话语权提升；习近平外交思想指导中国特色大国外交（外交为民、服务中国式现代化）；中国坚持独立自主的和平外交政策；和平共处五项原则是我国对外关系基本准则,
173,1230,中国,中国坚持独立自主的和平外交政策（出现4次）,✅基本匹配,2025海淀期中Q21(2)〔本题可同时联系外交政策层与准则层〕,新中国始终坚持独立自主的和平外交政策，坚持独立自主的基本立场，维护我国主权、安全和发展利益，同时为世界和平与发展贡献力量。,命中片段（11字）：坚持独立自主的基本立场,时代背景：和平与发展仍是时代主题 | 理论：维护国家利益是主权国家对外活动的出发点和落脚点 | 中国：和平共处五项原则是我国对外关系基本准则,
174,1235,中国,中国坚持独立自主的和平外交政策（出现4次）,✅基本匹配,2025顺义一模Q20〔本题只写政策层〕,中国坚持独立自主和平外交政策，通过“小而美”项目尊重共建国家需求、促进民生改善，使国际发展合作成为和平发展道路的具体实践。,命中片段（10字）：独立自主和平外交政策,中国：坚持正确义利观；中国推动构建人类命运共同体；改善发展中国家民生并助力持续发展,通过“小而美”项目尊重共建国家需求、促进民生改善；使国际发展合作成为和平发展道路的具体实践
175,1241,中国,中国坚持独立自主的和平外交政策（出现4次）,✅高度匹配,2026顺义二模Q20〔本题只写政策层〕,中国坚持独立自主的和平外交政策，以和平发展道路推进中国式现代化，既维护自身发展，也为世界和平与共同发展贡献力量。,命中片段（16字）：中国坚持独立自主的和平外交政策，,（本题8分） | 政治多极化：相互尊重、公平正义、合作共赢的新型国际关系 | 中国：中国推动构建人类命运共同体；改善发展中国家民生并助力持续发展,既维护自身发展
176,1247,中国,中国坚持独立自主的和平外交政策（出现4次）,✅高度匹配,2025朝阳期末Q21〔本题可同时联系外交政策层与准则层〕,中国坚定奉行独立自主的和平外交政策，维护我国主权、安全和发展利益，为推进中国式现代化营造和平稳定的国际环境。,命中片段（16字）：坚定奉行独立自主的和平外交政策，,政治多极化：反对单边主义、霸权主义和强权政治 | 中国：和平共处五项原则是我国对外关系基本准则,维护我国主权、安全和发展利益
177,1254,中国,和平共处五项原则是我国对外关系基本准则（出现1次）,✅基本匹配,2025海淀期中Q21(2)〔本题可同时联系外交政策层与准则层〕,中国把和平共处五项原则作为对外关系基本准则，尊重各国主权和发展道路，在平等互利基础上发展对外关系。,命中片段（10字）：和平共处五项原则作为,中国：中国坚持独立自主的和平外交政策,尊重各国主权和发展道路
178,1261,中国,与发展中国家共享发展新机遇，惠民生增福祉，实现互利共赢（出现1次）,✅高度匹配,2025西城二模Q19(2),中国给予最不发达国家零关税待遇，与发展中国家共享发展新机遇，帮助其惠民生增福祉，推动双方在开放合作中实现互利共赢。,命中片段（14字）：与发展中国家共享发展新机遇，,经济全球化：对最不发达国家实行零关税，推动普惠包容的经济全球化；推进普惠包容的经济全球化；建设开放型世界经济 | 政治多极化：促进共同发展、维护持久和平，共同推进现代化 | 中国：坚持正确义利观,
179,1267,中国,中国推动构建人类命运共同体（出现14次）,✅高度匹配,2025东城一模Q20,此次元首外交密集出席APEC、G20等近40场多边活动，达成60多项合作文件，回应全球南方求平等、促变革的强烈意愿，开辟中国特色大国外交的新境界，展现构建人类命运共同体的新实践。,命中片段（14字）：开辟中国特色大国外交的新境界,理论：国家间共同利益是国家合作的基础 | 经济全球化：推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展 | 政治多极化：推动国际关系民主化,达成60多项合作文件
180,1273,中国,中国推动构建人类命运共同体（出现14次）,✅基本匹配,2025东城二模Q20,“同球共济”精神回应人类共同家园面临的共同挑战，丰富了人类命运共同体内涵，为各国共担风险、共谋发展提供价值引领。,命中片段（9字）：人类命运共同体内涵,（本题8分） | 时代背景：百年变局与外部风险挑战 | 政治多极化：推动国际关系民主化、和平解决国际争端 | 中国：贡献中国智慧、中国方案、中国力量,为各国共担风险、共谋发展提供价值引领
181,1279,中国,中国推动构建人类命运共同体（出现14次）,✅高度匹配,2026朝阳一模Q20中国为全球发展注入稳定性和正能量,中国通过创新驱动、共享发展机遇和对发展中国家赋能，推动构建人类命运共同体。,命中片段（13字）：，推动构建人类命运共同体。,时代背景：和平与发展仍是时代主题 | 理论：当前国际竞争的实质是以经济和科技实力为基础的综合国力较量 | 经济全球化：利用两个市场两种资源优化全球资源配置；维护全球产业链供应链稳定畅通；中国扩大高水平对外开放与制度型开放 | 政治多极化：共商共建共享的全球治理观 | 中国：贡献中国智慧、中国方案、中国力量；坚持正确义利观，在发展合作中共享机遇；改善发展中国家民生并助力持续发展；中国共享发展经验助力,
182,1284,中国,中国推动构建人类命运共同体（出现14次）,✅高度匹配,2025丰台二模Q20,中国推动构建人类命运共同体，遵循平等、开放、合作、共享等原则，同世界各国一起推动全球治理体制更加公正合理。,命中片段（38字）：中国推动构建人类命运共同体，遵循平等、开放、合作、共享等原则，同世界各国一起,中国：南南合作与全球南方共同发展；中国积极参与国际组织，在联合国、金砖国家、二十国集团、博鳌亚洲论坛等国际组织中的作用日益显著，已成为全球治理体系的重要参与者、贡献者和改革者 | 联合国：维护《联合国宪章》宗旨和原则,
183,1289,中国,中国推动构建人类命运共同体（出现14次）,✅高度匹配,2026丰台一模Q19,中国秉持人类命运共同体理念，携手各国落实联合国2030年可持续发展议程，在消除贫困、教育普及和卫生健康合作中展现负责任大国的情怀和担当。,命中片段（23字）：，携手各国落实联合国2030年可持续发展议程，,理论：国家间共同利益是国家合作的基础 | 政治多极化：坚持共商共建共享的全球治理观；积极践行真正的多边主义 | 中国：中国是负责任大国并勇于担当；坚持正确义利观 | 联合国：落实联合国2030年可持续发展议程,
184,1294,中国,中国推动构建人类命运共同体（出现14次）,✅基本匹配,2025丰台期末Q20——中非达成战略性共识的理论逻辑和价值意蕴,中非达成战略性共识，合力捍卫发展中国家共同利益，为中非携手推进现代化、推动构建人类命运共同体提供方向。,命中片段（9字）：中非携手推进现代化,时代背景：和平与发展仍是时代主题 | 理论：国家间共同利益是国家合作的基础 | 政治多极化：共商共建共享的全球治理观；相互尊重、公平正义、合作共赢的新型国际关系；在平等互利基础上开展合作，实现互利共赢,
185,1299,中国,中国推动构建人类命运共同体（出现14次）,✅高度匹配,"2026延庆一模Q19(2)——中国""推动重塑全球能源治理格局""的理论逻辑和价值意蕴",中国深化绿色能源国际合作，帮助共建国家实现能源转型和可持续发展，推动构建人类命运共同体。,命中片段（13字）：，推动构建人类命运共同体。,时代背景：和平与发展仍是时代主题 | 理论：维护国家利益是主权国家对外活动的出发点和落脚点；国家间共同利益是国家合作的基础 | 经济全球化：顺应经济全球化趋势，主动融入并推动深化 | 政治多极化：共商共建共享的全球治理观；相互尊重、公平正义、合作共赢的新型国际关系 | 中国：坚持正确义利观,
186,1304,中国,中国推动构建人类命运共同体（出现14次）,✅基本匹配,"2025顺义一模Q20——""小而美""项目为何成为中国开展国际发展合作的亮点和名片","""小而美""项目改善共建国家民生、促进民心相通，以具体合作推动构建人类命运共同体。",命中片段（9字）：构建人类命运共同体,经济全球化：推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展 | 政治多极化：共商共建共享的全球治理观；推动国际关系民主化；推动国际秩序和全球治理体系更加公正合理 | 中国：坚持正确义利观；中国坚持独立自主的和平外交政策；和平共处五项原则是我国对外关系基本准则；改善发展中国家民生并助力持续发展；民心相通与文明互鉴；中国是负责任大国并勇于担当；聚焦发展中国家紧迫需求，以灵活快速的小而美项目,"""小而美""项目改善共建国家民生、促进民心相通"
187,1310,中国,中国推动构建人类命运共同体（出现14次）,✅高度匹配,2024顺义思政二模Q19(2),我国积极推动新质生产力发展，有利于提高国家实力、增强核心竞争力，推动世界多极化深入发展，构建人类命运共同体。,命中片段（20字）：世界多极化深入发展，构建人类命运共同体。,（本题8分） | 理论：维护国家利益是主权国家对外活动的出发点和落脚点；国际竞争的实质是综合国力较量 | 政治多极化：世界多极化与全球南方联合自强,
188,1315,中国,中国推动构建人类命运共同体（出现14次）,✅高度匹配,2024东城二模Q20,中国的三大倡议为推动构建人类命运共同体提供方案和路径，为动荡变化的时代注入更多稳定性和确定性，为人类走向美好未来提供中国方案。,命中片段（20字）：为推动构建人类命运共同体提供方案和路径，,（本题7分） | 中国：全球发展倡议：以发展促繁荣；全球安全倡议：以安全保稳定；全球文明倡议：以文明增互信,
189,1320,中国,中国推动构建人类命运共同体（出现14次）,✅高度匹配,2026顺义二模Q20,中国坚持“世界好，中国才会好；中国好，世界会更好”的理念，通过开放共享的发展实践推动构建人类命运共同体。,命中片段（12字）：推动构建人类命运共同体。,（本题8分） | 政治多极化：共商共建共享的全球治理观；相互尊重、公平正义、合作共赢的新型国际关系 | 中国：贡献中国智慧、中国方案、中国力量；改善发展中国家民生并助力持续发展,中国才会好
190,1326,中国,中国推动构建人类命运共同体（出现14次）,✅高度匹配,2026顺义一模Q21,和平与发展仍是时代主题，中国式现代化是走和平发展道路的现代化，中国坚持多边主义和互利共赢，倡导人类命运共同体，为世界和平与发展提供中国智慧和中国方案。,命中片段（24字）：时代主题，中国式现代化是走和平发展道路的现代化，,时代背景：和平与发展仍是时代主题 | 政治多极化：共商共建共享的全球治理观；积极践行真正的多边主义 | 中国：贡献中国智慧、中国方案、中国力量,
191,1331,中国,中国推动构建人类命运共同体（出现14次）,✅高度匹配,2025延庆一模Q20(2)（人类命运共同体）,中国主张维护全球产供链韧性和稳定，推动构建人类命运共同体，让各国在产供链合作中共享发展机遇、共担安全责任。,命中片段（13字）：维护全球产供链韧性和稳定，,时代背景：顺应和平、发展的时代潮流 | 经济全球化：推动经济全球化朝着开放、包容、普惠、平衡、共赢方向发展 | 政治多极化：世界多极化是当今国际形势的突出特点,
192,1336,中国,中国推动构建人类命运共同体（出现14次）,✅高度匹配,2026通州期末Q20（人类命运共同体担当）,全球治理倡议彰显出中国推动构建人类命运共同体的主动担当，使中国担当与世界共同利益深度对接。,命中片段（21字）：彰显出中国推动构建人类命运共同体的主动担当,（本题8分） | 时代背景：契合和平与发展的时代主题，回应全球治理赤字 | 政治多极化：共商共建共享的全球治理观；以主权平等、国际法治等原则推动全球治理体系变革完善 | 中国：贡献中国智慧、中国方案、中国力量 | 联合国：维护《联合国宪章》宗旨和原则,使中国担当与世界共同利益深度对接
193,1343,中国,中国作为联合国创始会员国和安理会常任理事国，是国际政治经济格局中的重要力量〔中国国际地位综合表达角度〕（出现1次）,✅高度匹配,2025海淀二模Q21,中国作为联合国创始会员国和安理会常任理事国，同时是世界上最大的发展中国家、国际政治经济格局中的重要力量，能够为联合国事业和全球治理提供重要支持。,命中片段（14字）：国际政治经济格局中的重要力量,中国：坚持正确义利观 | 联合国：维护《联合国宪章》宗旨和原则；联合国是当今世界最具普遍性、代表性和权威性的政府间国际组织，并在维护和平、推动发展、促进人类文明进步中发挥重要作用；联合国对中国对外开放和现代化事业作出独特贡献，成为中国开展多边合作的主要舞台,
194,1349,中国,坚持正确义利观，在发展合作中共享机遇（出现2次）,✅基本匹配,2026东城期末Q20四大全球倡议系统推动构建人类命运共同体（全球发展倡议子项）,"全球发展倡议以发展促繁荣，坚持互利共赢和正确义利观，在共建""一带一路""等发展合作中共享机遇，为构建人类命运共同体奠定共同繁荣的物质根基。",命中片段（9字）：发展合作中共享机遇,政治多极化：推动国际秩序和全球治理体系更加公正合理 | 中国：四大全球倡议相互促进、有机统一，系统推动构建人类命运共同体；全球发展倡议：以发展促繁荣；全球安全倡议：以安全保稳定；全球文明倡议：以文明增互信；全球治理倡议：以治理求公正；从中国主张到国际共识，从合作理念到共同行动,
195,1354,中国,坚持正确义利观，在发展合作中共享机遇（出现2次）,✅基本匹配,2026朝阳一模Q20中国为全球发展注入稳定性和正能量,"中国坚持正确的义利观和互利共赢，以共建""一带一路""和发展经验分享让全球共享中国发展机遇。",命中片段（11字）：让全球共享中国发展机遇,时代背景：和平与发展仍是时代主题 | 理论：当前国际竞争的实质是以经济和科技实力为基础的综合国力较量 | 经济全球化：利用两个市场两种资源优化全球资源配置；维护全球产业链供应链稳定畅通；中国扩大高水平对外开放与制度型开放 | 政治多极化：共商共建共享的全球治理观 | 中国：贡献中国智慧、中国方案、中国力量；中国推动构建人类命运共同体；改善发展中国家民生并助力持续发展；中国共享发展经验助力共同繁荣，,
196,1360,中国,改善发展中国家民生并助力持续发展（出现3次）,✅高度匹配,2026朝阳一模Q20,中国通过鲁班工坊、菌草技术、减贫和生态治理经验分享，助力发展中国家持续发展，改善发展中国家民生。,命中片段（12字）：助力发展中国家持续发展，,时代背景：和平与发展仍是时代主题 | 理论：当前国际竞争的实质是以经济和科技实力为基础的综合国力较量 | 经济全球化：利用两个市场两种资源优化全球资源配置；维护全球产业链供应链稳定畅通；中国扩大高水平对外开放与制度型开放 | 政治多极化：共商共建共享的全球治理观 | 中国：贡献中国智慧、中国方案、中国力量；中国推动构建人类命运共同体；坚持正确义利观，在发展合作中共享机遇；中国共享发展经验助力共同繁,
197,1365,中国,改善发展中国家民生并助力持续发展（出现3次）,✅基本匹配,2025顺义一模Q20,“小而美”项目通过中老铁路安居村、“200口井”和牙买加中国园林等具体工程改善民生、促进经济社会发展、提升当地民众获得感。,命中片段（11字）：促进经济社会发展、提升,经济全球化：推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展 | 政治多极化：共商共建共享的全球治理观；推动国际关系民主化；推动国际秩序和全球治理体系更加公正合理 | 中国：坚持正确义利观；中国坚持独立自主的和平外交政策；和平共处五项原则是我国对外关系基本准则；中国推动构建人类命运共同体；民心相通与文明互鉴；中国是负责任大国并勇于担当；聚焦发展中国家紧迫需求，以灵活快速的小而美项目形成共,
198,1370,中国,改善发展中国家民生并助力持续发展（出现3次）,✅基本匹配,2026顺义二模Q20,中国通过微电网、乡村打井、希望农场、菌草技术和鲁班工坊等项目改善发展中国家民生，提升其持续发展能力，让发展成果惠及更多国家人民。,命中片段（10字）：改善发展中国家民生，,（本题8分） | 经济全球化：推进普惠包容的经济全球化，推动构建更加开放、包容的全球经济格局 | 政治多极化：共商共建共享的全球治理观 | 中国：中国推动构建人类命运共同体；贡献中国智慧、中国方案、中国力量,
199,1376,中国,民心相通与文明互鉴（出现1次）,✅基本匹配,2025顺义一模Q20,中国通过援建牙买加中国园林等“小而美”项目传播中华文化、增强文明互鉴、提升国际认同，使国际发展合作更具民心基础。,命中片段（8字）：牙买加中国园林等,经济全球化：推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展 | 政治多极化：共商共建共享的全球治理观；推动国际关系民主化；推动国际秩序和全球治理体系更加公正合理 | 中国：坚持正确义利观；中国坚持独立自主的和平外交政策；和平共处五项原则是我国对外关系基本准则；中国推动构建人类命运共同体；改善发展中国家民生并助力持续发展；中国是负责任大国并勇于担当；聚焦发展中国家紧迫需求，以灵活快速的小,使国际发展合作更具民心基础
200,1383,中国,四大全球倡议相互促进、有机统一，系统推动构建人类命运共同体（出现1次）,✅高度匹配,2026东城期末Q20,四大全球倡议相互促进、有机统一于构建人类命运共同体的核心内涵“五个世界”，发展是共同繁荣的物质根基，安全是持久和平和普遍安全的和平屏障，文明是开放包容的精神纽带，治理是制度保障，共同成为系统推动构建人类命运共同体的战略引领。,命中片段（25字）：四大全球倡议相互促进、有机统一于构建人类命运共同体,政治多极化：推动国际秩序和全球治理体系更加公正合理 | 中国：坚持正确义利观，在发展合作中共享机遇；四大全球倡议相互促进、有机统一，系统推动构建人类命运共同体；全球发展倡议：以发展促繁荣；全球安全倡议：以安全保稳定；全球文明倡议：以文明增互信；全球治理倡议：以治理求公正；从中国主张到国际共识，从合作理念到共同行动 | 【同题内分层2】 | 政治多极化：推动国际秩序和全球治理体系更加公正合理 | 中,
201,1389,中国,全球发展倡议：以发展促繁荣（出现3次）,✅基本匹配,2026东城期末Q20,全球发展倡议以发展促繁荣，坚持互利共赢、正确义利观和共商共建共享，在发展合作中共享机遇，为构建人类命运共同体奠定共同繁荣的物质根基。,命中片段（9字）：发展合作中共享机遇,政治多极化：推动国际秩序和全球治理体系更加公正合理 | 中国：坚持正确义利观，在发展合作中共享机遇；四大全球倡议相互促进、有机统一，系统推动构建人类命运共同体；全球安全倡议：以安全保稳定；全球文明倡议：以文明增互信；全球治理倡议：以治理求公正；从中国主张到国际共识，从合作理念到共同行动,
