review_id,bucket,core,status,question,suite,source_chars,sentence,missing_clause,sentence_best_source_match,hit_best_source_match,missing_clause_source_matches,initial_decision
210,中国,南南合作与全球南方共同发展（出现2次）,✅高度匹配,2025丰台二模Q20,2025丰台二模,0,中国作为世界上最大的发展中国家，是国际政治经济格局中一支重要力量，积极参与全球治理，为推动全球南方实现现代化发挥作用。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
211,中国,南南合作与全球南方共同发展（出现2次）,❌细则无支撑片段,2026顺义一模Q20,2026顺义一模,13141,科技小院回应全球南方农业发展的共同利益，把中国农业技术、本土化人才培养和当地生产问题结合起来，从单一技术输出转向支持农业生态整体建设和协同创新，推动南南合作共赢共享。,把中国农业技术、本土化人才培养和当地生产问题结合起来；从单一技术输出转向支持农业生态整体建设和协同创新,转向支持农业生态,科技小院,把中国农业技术、本土化人才培养和当地生产问题结合起来=>本土化人才 | 从单一技术输出转向支持农业生态整体建设和协同创新=>转向支持农业生态,MANUAL_REVIEW_SOURCE_SUPPORT_PRESENT
212,中国,中国积极参与国际组织，在联合国、金砖国家、二十国集团、博鳌亚洲论坛等国际组织中的作用日益显著，已成为全球治理体系的重要参与者、贡献者和改革者（出现1次）,✅高度匹配,2025丰台二模Q20,2025丰台二模,0,中国积极参与联合国、金砖国家、二十国集团、博鳌亚洲论坛等国际组织，作用日益显著，已成为全球治理体系的重要参与者、贡献者和改革者。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
213,中国,中国推进绿色低碳转型并参与全球气候治理（出现1次）,⚠部分匹配,2026西城期末Q20,2026西城期末,23292,中国在积极减排的同时，实施《国家适应气候变化战略2035》，提升气候适应能力，推动气候减缓与适应协同发展，增强气候治理系统性，为发展中国家应对气候变化提供系统性方案。,中国在积极减排的同时；提升气候适应能力；推动气候减缓与适应协同发展,实施国家适应气候变化战略2035提,应对气候变化,中国在积极减排的同时=>中国在积极 | 提升气候适应能力=>提升气候适应能力 | 推动气候减缓与适应协同发展=>与适应协同发展,MANUAL_REVIEW_SOURCE_SUPPORT_PRESENT
214,中国,严格落实《巴黎协定》要求，每五年向联合国提交国家自主贡献目标，维护全球气候治理多边进程（出现1次）,✅基本匹配,2026西城期末Q20,2026西城期末,23292,中国严格落实《巴黎协定》要求，按每五年一次的机制向联合国提交国家自主贡献目标，在2015年、2020年两轮目标基础上于2025年继续更新2035年NDC目标，以实际行动维护全球气候治理多边进程。,按每五年一次的机制向联合国提交国家自主贡献目标,以实际行动维护全球气候治理多边进程,落实巴黎协定,按每五年一次的机制向联合国提交国家自主贡献目标=>提交国家自主贡献,ACCEPT_REVIEW_STATUS_NO_PATCH
215,中国,中国是负责任大国并勇于担当（出现5次）,⚠部分匹配,2026西城期末Q20,2026西城期末,23292,中国主动担当全球气候治理责任，于2025年11月向联合国提交《中国2035年国家自主贡献目标》，持续更新气候行动承诺，以实际行动展现负责任大国担当。,持续更新气候行动承诺；以实际行动展现负责任大国担当,向联合国提交中国2035年国家自主贡献,全球气候治理,持续更新气候行动承诺=>持续更新气候行动承诺 | 以实际行动展现负责任大国担当=>以实际行动,MANUAL_REVIEW_SOURCE_SUPPORT_PRESENT
216,中国,中国是负责任大国并勇于担当（出现5次）,✅高度匹配,2024丰台二模Q19,2024丰台二模,0,中国作为负责任大国，在面临气候变化挑战时积极承担责任，以实际行动参与全球环境治理，发挥建设性作用。,以实际行动参与全球环境治理,,,以实际行动参与全球环境治理=>NO_SOURCE_MATCH,ACCEPT_REVIEW_STATUS_NO_PATCH
217,中国,中国是负责任大国并勇于担当（出现5次）,✅高度匹配,2026丰台一模Q19,2026丰台一模,0,中国秉持人类命运共同体理念，坚持胸怀天下，携手各国落实联合国2030年可持续发展议程，在消除贫困、教育普及和卫生健康合作中做全球发展的贡献者，展现负责任大国的情怀和担当。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
218,中国,中国是负责任大国并勇于担当（出现5次）,✅基本匹配,2025顺义一模Q20,2025顺义一模,23088,中国通过中老铁路安居村、“200口井”和援建牙买加中国园林等“小而美”项目改善当地民生，彰显大国担当和负责任大国形象。,,牙买加中国园林等,牙买加中国园林等,,ACCEPT_REVIEW_STATUS_NO_PATCH
219,中国,中国是负责任大国并勇于担当（出现5次）,❌细则无支撑片段,2026门头沟一模Q21,2026门头沟一模,13369,中国坚持大国担当，是150多个国家和地区的主要贸易伙伴，并通过对外投资为东道国贡献3000多亿美元税收，以自身开放发展为世界经济提供稳定预期和发展确定性。,是150多个国家和地区的主要贸易伙伴；并通过对外投资为东道国贡献3000多亿美元税收；以自身开放发展为世界经济提供稳定预期和发展确定性,是150多个国家和地区的主要贸易伙伴,大国担当,是150多个国家和地区的主要贸易伙伴=>是150多个国家和地区的主要贸易伙伴 | 并通过对外投资为东道国贡献3000多亿美元税收=>3000多亿美元 | 以自身开放发展为世界经济提供稳定预期和发展确定性=>为世界经济,MANUAL_REVIEW_SOURCE_SUPPORT_PRESENT
220,中国,坚持独立自主、自力更生，增强发展主动权（出现1次）,❌细则无支撑片段,2024朝阳一模Q21,2024朝阳一模,31675,面对“小院高墙”和经贸科技交流政治化，中国应坚持独立自主，增强自主创新能力，实现关键核心技术自主可控，把发展主动权牢牢掌握在自己手中。,面对“小院高墙”和经贸科技交流政治化；中国应坚持独立自主；实现关键核心技术自主可控,坚持独立自主增强自主创新能力实现关键核心技术自主可控把发展主,自主创新,面对“小院高墙”和经贸科技交流政治化=>NO_SOURCE_MATCH | 中国应坚持独立自主=>坚持独立自主 | 实现关键核心技术自主可控=>实现关键核心技术自主可控,PATCH_CANDIDATE_UNSUPPORTED_CLAUSE
221,中国,聚焦发展中国家紧迫需求，以灵活快速的小而美项目形成共同发展品牌（出现1次）,✅基本匹配,2025顺义一模Q20,2025顺义一模,23088,“小而美”项目聚焦发展中国家紧迫需求，灵活实施、快速响应基层社区需求，规模小更易统筹和推广，因而能够形成国际发展合作品牌和共同发展目标。,,聚焦发展中国家紧迫需求灵活实施快速响应基层社区需求,聚焦发展中国家紧迫需求,,ACCEPT_REVIEW_STATUS_NO_PATCH
222,中国,理念蕴含普遍价值，能够形成共识、促成合作和发展、应对全人类共同问题和共同挑战（出现1次）,⚠部分匹配,2025西城一模Q21,2025西城一模,13781,我国发展理念经深圳、安吉、宁德、十八洞村等实践检验并被全球南方国家学习借鉴，因其蕴含普遍价值，能够回应全人类共同问题和共同挑战，推动各国形成共识并开展合作发展，所以能够成为国际公共产品。,所以能够成为国际公共产品,成为国际公共产品,全人类共同问题,所以能够成为国际公共产品=>成为国际公共产品,MANUAL_REVIEW_SOURCE_SUPPORT_PRESENT
223,中国,推动构建中拉命运共同体（出现1次）,✅高度匹配,2026丰台期末Q20（中拉命运共同体）,2026丰台期末,56339,"中拉""五大工程""覆盖团结、发展、文明、和平、民心五大领域，扩大中拉利益汇合点，推动构建中拉命运共同体新篇章。",,团结发展文明和平民心五大,团结发展文明和平民心,,ACCEPT_REVIEW_STATUS_NO_PATCH
224,中国,共同落实全球发展倡议（出现1次）,✅基本匹配,2026丰台期末Q20（全球发展倡议）,2026丰台期末,56339,"中拉双方在""发展工程""中共同落实全球发展倡议，把中国发展合作主张与拉美现代化目标对接，推动双方共享发展机遇。",把中国发展合作主张与拉美现代化目标对接；推动双方共享发展机遇,共同落实全球发展倡议,共同落实全球发展倡议,把中国发展合作主张与拉美现代化目标对接=>发展合作 | 推动双方共享发展机遇=>享发展机遇,ACCEPT_REVIEW_STATUS_NO_PATCH
225,中国,倡导文明平等互鉴，弘扬全人类共同价值，尊重世界文明多样性（出现1次）,✅高度匹配,2025朝阳期末Q21中国特色大国外交营造良好外部环境（外部文化与国际舆论环境）,2025朝阳期末,0,中国尊重世界文明多样性，以文明交流超越文明隔阂、以文明互鉴超越文明冲突、以文明共存超越文明优越，为中国式现代化营造良好的外部文化和国际舆论环境。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
226,中国,展现大国责任担当（出现1次）,✅基本匹配,2026西城二模Q19(1),2026西城二模,8210,中国积极参与全球数据治理，贡献数字发展经验和治理方案，展现负责任大国的责任担当。,贡献数字发展经验和治理方案,参与全球数据治理,参与全球数据治理,贡献数字发展经验和治理方案=>NO_SOURCE_MATCH,ACCEPT_REVIEW_STATUS_NO_PATCH
227,联合国,维护《联合国宪章》宗旨和原则（出现3次）,✅高度匹配,2026通州期末Q20,2026通州期末,0,全球治理倡议精神内涵同联合国宪章宗旨和原则一脉相承，符合《联合国宪章》。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
228,联合国,维护《联合国宪章》宗旨和原则（出现3次）,✅高度匹配,2025海淀二模Q21,2025海淀二模,0,中国坚定维护以联合国为核心的国际体系，维护《联合国宪章》宗旨和原则，并以安理会轮值主席等实际行动支持联合国工作。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
229,联合国,维护《联合国宪章》宗旨和原则（出现3次）,✅高度匹配,2025丰台二模Q20,2025丰台二模,0,中国作为联合国常任理事国，遵守《联合国宪章》宗旨原则，践行多边主义，维护多边体制的权威性和有效性。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
230,联合国,联合国是当今世界最具普遍性、代表性和权威性的政府间国际组织，并在维护和平、推动发展、促进人类文明进步中发挥重要作用（出现2次）,✅高度匹配,2025海淀二模Q21,2025海淀二模,0,联合国是当今世界最具普遍性、代表性和权威性的政府间国际组织，是实践多边主义的最佳场所，在维护世界和平、推动共同发展和促进人类文明进步中发挥重要作用。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
231,联合国,联合国是当今世界最具普遍性、代表性和权威性的政府间国际组织，并在维护和平、推动发展、促进人类文明进步中发挥重要作用（出现2次）,✅高度匹配,2025丰台二模Q21（联合国地位）,2025丰台二模,0,联合国是当今世界最具普遍性、代表性和权威性的政府间国际组织，在维护世界和平、推动共同发展、促进人类文明进步等方面发挥重要作用，因此中国需要借助联合国开展多边合作。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
232,联合国,联合国对中国对外开放和现代化事业作出独特贡献，成为中国开展多边合作的主要舞台（出现2次）,✅高度匹配,2025海淀二模Q21,2025海淀二模,0,联合国对中国对外开放和现代化事业作出独特贡献，成为中国开展多边合作的主要舞台，为中国参与全球治理创造良好外部环境。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
233,联合国,联合国对中国对外开放和现代化事业作出独特贡献，成为中国开展多边合作的主要舞台（出现2次）,✅高度匹配,2025丰台二模Q21（联合国对中国独特贡献）,2025丰台二模,0,联合国对中国的对外开放和现代化事业作出独特贡献，成为中国开展多边合作的主要舞台。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
234,联合国,落实联合国2030年可持续发展议程（出现1次）,✅高度匹配,2026丰台一模Q19,2026丰台一模,0,中国在消除贫困、教育普及和卫生健康等领域成就举世瞩目，并通过减贫国际合作、教育合作和卫生健康经验分享，推动全球可持续发展事业。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
235,联合国,中国作为联合国创始会员国和安理会常任理事国〔以联合国为核心的国际体系参与角度〕（出现1次）,✅高度匹配,2025丰台二模Q21（中国身份）,2025丰台二模,0,中国作为联合国创始会员国和安理会常任理事国，积极参与联合国各项工作，坚定维护以联合国为核心的国际体系，为联合国事业提供重要支撑。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
236,联合国,为解决全球性问题提供中国智慧和中国方案，助力联合国在全球治理中发挥更大作用（出现1次）,✅高度匹配,2025丰台二模Q21（中国对联合国反向支撑）,2025丰台二模,0,中国推动多边合作机制的完善和发展，为解决全球性问题提供中国智慧和中国方案，助力联合国在全球治理中发挥更大作用。,,,,,ACCEPT_REVIEW_STATUS_NO_PATCH
237,联合国,坚定维护以联合国为核心的国际体系和以国际法为基础的国际秩序（出现1次）,✅高度匹配,2026丰台期末Q20（联合国为核心的国际体系）,2026丰台期末,56339,"中拉双方在""团结工程""中坚定维护以联合国为核心的国际体系和以国际法为基础的国际秩序，在国际和地区事务中发出共同声音。",,坚定维护以联合国为核心的国际体系和以国际法为基础的国际秩序在,坚定维护以联合国为核心的国际体系和以国际法为基础的国际秩序,,ACCEPT_REVIEW_STATUS_NO_PATCH
