p_index	style	heading_level	h1	h2	h3	h4	text
561			三、创新思维	发散思维与聚合思维	5. 2026海淀一模 第17题（建议部分）（主观题）		【图示信息】  题图信息显示，本题问卷的“身份”选项混用了年龄、身体状况、职业、关系等标准；“无障碍设施主要问题”选项没有保留“其他”出口。
562			三、创新思维	发散思维与聚合思维	5. 2026海淀一模 第17题（建议部分）（主观题）		【设问】  运用《逻辑与思维》知识，指出上述调查问卷中的逻辑错误。（2分）为提高调研活动的科学性，提出具体可行的建议。（4分）
563			三、创新思维	发散思维与聚合思维	5. 2026海淀一模 第17题（建议部分）（主观题）		【为什么能想到】  围绕调研缺陷提出改进，需要先打开方向再收束方案。发散思维对应“从哪些方向补信息”：扩大样本对象、修正身份分类、补充“其他”选项、访谈不同使用群体、观察真实无障碍设施使用场景。聚合思维对应“最后聚焦到什么核心”：围绕问卷分类标准统一、选项尽量穷尽、建议具体可行这三个核心筛选方案。
564			三、创新思维	发散思维与聚合思维	5. 2026海淀一模 第17题（建议部分）（主观题）		【答案落点】  可运用发散思维，从老年人、残障人士、儿童、普通在职职工、离退休人员、相关行业从业者等群体广泛收集意见，并通过访谈、观察、问卷、数据比对等方式补足真实信息；再运用聚合思维，把多方意见聚焦到“统一身份分类标准、补充其他选项、提出两条具体可行建议”上，使调研能发现真实需求并形成可执行改进方案。
565			三、创新思维	发散思维与聚合思维	5. 2026海淀一模 第17题（建议部分）（主观题）		【同题说明】  本题建议部分4分，共2条建议（每条“建议1分＋知识1分”），知识角度可选科学思维（客观性／可检验性）、辩证思维（分析综合／矛盾分析法）、创新思维（发散聚合）等；两条建议各选一种不同角度，本条只训练其一（另：前半问为形式逻辑考点，本条只训练建议部分）。
566	Heading3	3	三、创新思维	发散思维与聚合思维	7. 2026丰台期末 第20题（主观题）		7. 2026丰台期末 第20题（主观题）
567			三、创新思维	发散思维与聚合思维	7. 2026丰台期末 第20题（主观题）		【材料触发点】  青海治沙没有采用单一路径，而是从种质资源、草方格、阻沙网、带状栽植、灌丛草地交替、多层防护体系等多个方向寻找办法，并把多种方法聚合到精准防治和生态改善目标上。
568			三、创新思维	发散思维与聚合思维	7. 2026丰台期末 第20题（主观题）		【设问】  结合材料，运用《逻辑与思维》知识，分析青海的防沙治沙之路蕴含的科学思维。（8分）
569			三、创新思维	发散思维与聚合思维	7. 2026丰台期末 第20题（主观题）		【答题提醒】  本题中的“科学思维”是宽口径表达，可从科学、辩证、创新三类思维方法中择取与材料最贴合的角度作答。
570			三、创新思维	发散思维与聚合思维	7. 2026丰台期末 第20题（主观题）		【为什么能想到】  看到“多路径、多地区、多方法”先想到发散，看到这些方法最终围绕“精准防治、推进生态建设”收束，就对应聚合。学生不能只说办法很多，还要写出“多角度打开—筛选整合—服务治沙目标”。
571			三、创新思维	发散思维与聚合思维	7. 2026丰台期末 第20题（主观题）		【答案落点】  青海防沙治沙运用发散思维，从种质支撑、固沙保暖、带状栽植、多层防护等多个方向探索治沙办法；又运用聚合思维，把多种方案集中到因地制宜精准防治和生态系统修复这一目标上，推动防沙治沙取得实效。
572			三、创新思维	发散思维与聚合思维	7. 2026丰台期末 第20题（主观题）		【同题说明】  本题8分（“科学思维”为宽口径统称），分三大方向：科学思维2分、辩证思维2分（整体性／分析综合／矛盾分析法共用此2分池、择一或组合不叠加）、创新思维4分（发散聚合／联想／超前任选2角度各2分）；本条只训练其一，须按组分配合答方得满分。
573	Heading3	3	三、创新思维	发散思维与聚合思维	8. 2024各区一模分类汇编·模拟政协题（拓展训练题）		8. 2024各区一模分类汇编·模拟政协题（拓展训练题）
574			三、创新思维	发散思维与聚合思维	8. 2024各区一模分类汇编·模拟政协题（拓展训练题）		【材料触发点】  面对公众怕麻烦、不愿配合垃圾分类的问题，同学们先进行头脑风暴，打开多种可能方向；再从繁杂数据中筛出关键信息，把思路收束到“每个商品包装上都清晰看到垃圾分类标识”这一方案。
575			三、创新思维	发散思维与聚合思维	8. 2024各区一模分类汇编·模拟政协题（拓展训练题）		【设问】  结合材料，运用《逻辑与思维》知识，说明模拟提案的完成过程是如何体现科学思维的。（7分）
576			三、创新思维	发散思维与聚合思维	8. 2024各区一模分类汇编·模拟政协题（拓展训练题）		【为什么能想到】  作答提示第三层直接写“运用创新思维”，并点明“通过头脑风暴理清思路，从繁杂的数据中找到关键信息，运用发散思维和聚合思维完成提案”。头脑风暴对应发散，筛出关键信息、形成最终提案对应聚合。
577			三、创新思维	发散思维与聚合思维	8. 2024各区一模分类汇编·模拟政协题（拓展训练题）		【答案落点】  同学们运用发散思维和聚合思维。面对垃圾分类难题，先通过头脑风暴从多个方向寻找解决办法；再从大量资料和样本数据中提取关键信息，把多种想法聚合为在商品包装上印制垃圾分类标识的具体提案。
578			三、创新思维	发散思维与聚合思维	8. 2024各区一模分类汇编·模拟政协题（拓展训练题）		【同题说明】  本题6分，须补出两种“具体研究方法”（各1分）并各用科学思维说明理由（各2分）；细则明确“写发散思维、联想思维、超前思维作为方法名不得分”。本条仅示范一种说理路径，须两种具体方法各自结合科学思维角度作答方得满分。
579	Heading3	3	三、创新思维	发散思维与聚合思维	补充：2026石景山一模 第17题第（2）问（发散思维路径）		补充：2026石景山一模 第17题第（2）问（发散思维路径）
580			三、创新思维	发散思维与聚合思维	补充：2026石景山一模 第17题第（2）问（发散思维路径）		【材料触发点】  传承中医药文化可以从诊疗服务、智能技术、课程教育、社区体验、文创产品、康养产业、国际传播等多个方向提出建议，设问要求“两条建议”，说明需要先多向打开，再筛选可行方案。
581			三、创新思维	发散思维与聚合思维	补充：2026石景山一模 第17题第（2）问（发散思维路径）		【设问】  （2）结合材料二，运用创新思维的知识，为传承中医药文化提出两条建议。（6分）
582			三、创新思维	发散思维与聚合思维	补充：2026石景山一模 第17题第（2）问（发散思维路径）		【为什么能想到】  发散思维的入口是“从一个传承任务向多个方向展开”。材料中的中医药不只是典籍和展览，还可以进入健康服务、数字体验、课程教育和产业融合；聚合思维则要求从多种可能中选出两条能落地、能扣材料的建议。
583			三、创新思维	发散思维与聚合思维	补充：2026石景山一模 第17题第（2）问（发散思维路径）		【答案落点】  可运用发散思维，从文化传播、教育传承、智能体验、康养服务、文创产品和国际传播等多方向提出传承路径；再运用聚合思维，筛选最贴合当地资源和现实需求的两条建议，如开发数字化中医药体验课程、建设社区中医药健康服务场景，使传承建议具体可行。
584			三、创新思维	发散思维与聚合思维	补充：2026石景山一模 第17题第（2）问（发散思维路径）		【同题说明】  本题6分，提两条建议（每条3分），细则开放联想／发散／聚合／超前等创新思维方法、“其他角度亦可酌情给分”；每条建议任选一种方法，本条仅示范，须两条各选角度写满方得满分。
585	Heading2	2	三、创新思维	逆向思维			逆向思维
586	Heading3	3	三、创新思维	逆向思维	1. 2025房山一模 第16题第（3）问（主观题）		1. 2025房山一模 第16题第（3）问（主观题）
587			三、创新思维	逆向思维	1. 2025房山一模 第16题第（3）问（主观题）		【材料触发点】  琉璃河遗址有青铜罍铭文、两重城垣和三千年建城史等考古资源，需要从静态遗址转化为可体验、可传播、能吸引年轻人的公共文化场景。
588			三、创新思维	逆向思维	1. 2025房山一模 第16题第（3）问（主观题）		【设问】  （3）结合材料，运用创新思维知识，就“如何让琉璃河遗址‘热’起来”提两条建议。（4分）
589			三、创新思维	逆向思维	1. 2025房山一模 第16题第（3）问（主观题）		【为什么能想到】  逆向思维看的是原有状态怎样被转换。琉璃河遗址原本容易被当作静态文物、专业考古资源，题目却要求“热起来”；这里可锁定的逆向方向，是对青铜器等文物的存在状态作转换性思考，利用 AI 生成动态视频等方式扩大年轻群体关注度。看到“静态文物变动态表达”，就应对应逆向思维。
590			三、创新思维	逆向思维	1. 2025房山一模 第16题第（3）问（主观题）		【答案落点】  让琉璃河遗址“热”起来可以运用逆向思维，对青铜器等文物的存在状态作转换性思考，利用 AI 生成动态视频、数字影像等方式，把原本偏静态、偏专业的考古资源转化为年轻人愿意观看、传播和参与的动态表达，从而扩大青年群体关注度。
591	Heading3	3	三、创新思维	逆向思维	2. 2025昌平二模 第19题（主观题）		2. 2025昌平二模 第19题（主观题）
592			三、创新思维	逆向思维	2. 2025昌平二模 第19题（主观题）		【材料触发点】  《大梦·红楼》把传统经典改造成全场域行进式近景沉浸体验项目，设置三大沉浸展区、4条观众动线和20个经典情节还原；观众没有固定座位，可以选择路径、跟随角色自由行走并近距离互动。
593			三、创新思维	逆向思维	2. 2025昌平二模 第19题（主观题）		【设问】  结合材料，分析沉浸式演艺是如何体现创新思维的。（8分）
594			三、创新思维	逆向思维	2. 2025昌平二模 第19题（主观题）		【为什么能想到】  逆向思维的触发点在观演关系被反向改造。传统演艺通常是观众固定座位观看舞台，《大梦·红楼》却让观众选择路径、跟随角色自由行走并近距离互动，观看者从被动接受转为主动进入情节。看到“观众由被动变主动”，就应想到逆向思维。
595			三、创新思维	逆向思维	2. 2025昌平二模 第19题（主观题）		"【答案落点】  沉浸式演艺根据新的消费需求，运用逆向思维创新观演模式，把传统演艺中""观众固定坐着看、演员在台上演""的关系反向改造为观众自由行走、选择路径、跟随角色互动，使观众由被动变主动，获得新的观演体验。"
596			三、创新思维	逆向思维	2. 2025昌平二模 第19题（主观题）		【同题说明】  本题8分，采意赋分，答案融合逆向思维＋发散与聚合＋三新多层；本条只训练其一，须综合多层有机论述方得满分。
597	Heading3	3	三、创新思维	逆向思维	3. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）		3. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）
598			三、创新思维	逆向思维	3. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）		【材料触发点】  该市没有把冬季低温和冰雪只看成出行不便、消费变冷的限制条件，而是反向把“冷资源”转化为冰雪旅游、夜间消费、城市活动和复合业态的入口，形成“冷资源—热经济”的功能转换。
599			三、创新思维	逆向思维	3. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）		【设问】  （2）结合材料二，运用《逻辑与思维》知识，说明该市是如何运用创新思维将人文底蕴转化为经济发展优势的。（6分）
600			三、创新思维	逆向思维	3. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）		【为什么能想到】  逆向思维看的是方向、功能、关系有没有反过来。一般理解中，低温、冰雪和旅游淡季容易被看成限制条件；材料却反向思考“冷资源”的价值，把冷资源转化为“热”经济。看到这种“把不利或冷门条件反向转为发展机会”的动作，就应对应逆向思维。
601			三、创新思维	逆向思维	3. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）		【答案落点】  该市运用逆向思维，坚持反向求索，逆向思考“冷资源”的价值，把原本可能被看作低温限制、旅游淡季和消费不足的冬季条件，转化为冰雪旅游、沉浸体验和融合街区的增长机会，实现从“冷资源”到“热经济”的转换。
602			三、创新思维	逆向思维	3. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）		【同题说明】  本题6分，细则认可超前／联想／逆向／三新／发散聚合五种创新思维方法，任选三种各2分；本条只训练其一，按细则任选三路径作答，单条不等于满分答案。
603	Heading3	3	三、创新思维	逆向思维	补充：2025海淀期末 第18题（逆向思维路径）		补充：2025海淀期末 第18题（逆向思维路径）
604			三、创新思维	逆向思维	补充：2025海淀期末 第18题（逆向思维路径）		【材料触发点】  北京城市图书馆把传统“人找书”的使用方式反过来，借助数字技术让图书、服务和文化资源主动匹配读者需求，形成“书找人”的新型公共文化空间。
605			三、创新思维	逆向思维	补充：2025海淀期末 第18题（逆向思维路径）		【设问】  结合材料，分析北京城市图书馆是如何运用创新思维建设新型公共文化空间的。（6分）
606			三、创新思维	逆向思维	补充：2025海淀期末 第18题（逆向思维路径）		【为什么能想到】  逆向思维要抓“反过来看”。本题最鲜明的动作不是笼统建设图书馆，而是把以往读者主动查找资源的路径反转为资源主动触达读者；从“人围着书转”转向“书和服务围着人的需求转”，这正是逆向思维的触发点。
607			三、创新思维	逆向思维	补充：2025海淀期末 第18题（逆向思维路径）		【答案落点】  北京城市图书馆运用逆向思维，改变传统“人找书”的服务路径，借助数字技术和数据匹配实现“书找人”“服务找人”，让公共文化资源主动适配读者需求，建设更智能、更便捷的新型公共文化空间。
608			三、创新思维	逆向思维	补充：2025海淀期末 第18题（逆向思维路径）		【同题说明】  本题6分，官方答案为逆向思维＋联想思维两点合计满分；本条只训练其一，须逆向＋联想合答方得满分（超前思维不在本题官方答案内，仅作延伸）。
609	Heading2	2	三、创新思维	超前思维			超前思维
610	Heading3	3	三、创新思维	超前思维	1. 2024西城一模 第19题第（5）问（主观题）		1. 2024西城一模 第19题第（5）问（主观题）
611			三、创新思维	超前思维	1. 2024西城一模 第19题第（5）问（主观题）		【材料触发点】  未来产业具有战略性、颠覆性和高度不确定性，技术路线、应用场景和产业化时间都难以判断；材料又写到中央和地方正在前瞻布局，说明研判方向不能凭热词押宝，而要从现实产业基础、发展趋势和未来可能场景中作出提前判断。
612			三、创新思维	超前思维	1. 2024西城一模 第19题第（5）问（主观题）		【设问】  （5）运用《逻辑与思维》的知识，说明应怎样研判我国未来产业发展的方向。（6分）
613			三、创新思维	超前思维	1. 2024西城一模 第19题第（5）问（主观题）		【为什么能想到】  这里不是问“未来产业是什么”，而是问“怎样研判方向”。材料强调未来产业处在孕育或产业化初期，技术路线、应用场景和产业化时间都高度不确定，同时中央和地方正在前瞻布局。超前思维的入口应落在调查研究、推理想象和趋势预测：先把全球和我国未来产业发展状况、技术基础和应用场景弄清楚，再由过去和现在的发展情况推知未来方向。
614			三、创新思维	超前思维	1. 2024西城一模 第19题第（5）问（主观题）		【答案落点】  研判我国未来产业发展方向，应以实践中的问题为导向，开展调查研究，掌握全球和我国产业发展状况、技术基础、应用场景和趋势信号；在此基础上合理运用推理和想象，由产业发展的过去和现在推知未来方向，形成前瞻判断和主动布局，体现超前思维。
615	Heading3	3	三、创新思维	超前思维	2. 2024东城一模 第18题第（3）问（主观题）		2. 2024东城一模 第18题第（3）问（主观题）
616			三、创新思维	超前思维	2. 2024东城一模 第18题第（3）问（主观题）		【材料触发点】  传统产业仍是现代化产业体系基底，但存在低端产能过剩、高端供给不足、创新能力薄弱等问题；未来材料、未来网络等未来产业加速前进，并渗透传统产业链上下游。
617			三、创新思维	超前思维	2. 2024东城一模 第18题第（3）问（主观题）		【设问】  （3）发展新质生产力，要正确认识传统产业和未来产业的关系。结合材料，运用《逻辑与思维》知识，谈谈你的看法。（6分）
618			三、创新思维	超前思维	2. 2024东城一模 第18题第（3）问（主观题）		【为什么能想到】  这道题首先是关系题，不是单独让写未来产业。要先答传统产业与未来产业密不可分、相互促进：传统产业为未来产业提供原材料、零部件和市场，未来产业赋能传统产业升级。只有到“怎样布局未来产业”这一段，才切到超前思维：用超前思维布局建设未来产业，完善现代化产业体系。看到“传统产业和未来产业的关系”，不能把超前思维写成全题唯一答案。
619			三、创新思维	超前思维	2. 2024东城一模 第18题第（3）问（主观题）		【答案落点】  传统产业与未来产业密不可分、相互促进。传统产业为未来产业提供原材料、零部件、应用场景和市场基础，未来产业又会把未来材料、未来网络等新技术渗透到传统产业链上下游，带动传统产业改造升级。发展新质生产力，既不能忽视传统产业，也要运用超前思维预判未来产业对现代化产业体系的牵引作用，提前布局未来赛道和应用场景。
620			三、创新思维	超前思维	2. 2024东城一模 第18题第（3）问（主观题）		【同题说明】  本题6分，开放等级赋分，须把“辩证否定（扬弃传统产业、既保留又改造）”与“超前思维（布局建设未来产业）”两个角度融入对“传统产业与未来产业关系”的整体论述；本条只训练其一，需两角度综合方达高档，单条不等于满分答案。
621	Heading3	3	三、创新思维	超前思维	3. 2026顺义二模 第21题（主观题）		3. 2026顺义二模 第21题（主观题）
622			三、创新思维	超前思维	3. 2026顺义二模 第21题（主观题）		【材料触发点】  材料用“凡事预则立”“人无远虑，必有近忧”等传统理政智慧，串联党在不同历史阶段通过预判、规划、布局和风险防范推进现代化建设的实践。
623			三、创新思维	超前思维	3. 2026顺义二模 第21题（主观题）		【设问】  结合材料，综合运用所学，阐述“先见”与“远虑”的传统理政智慧为何能成为支撑中国式现代化稳步前行、护航民族伟大复兴行稳致远的深厚精神底气与重要实践指引。（10分）
624			三、创新思维	超前思维	3. 2026顺义二模 第21题（主观题）		【为什么能想到】  这是一道综合题，不能只写超前思维。如果从《逻辑与思维》切入，可锁定“先见”“远虑”中的科学思维角度：以超前思维、战略思维研判发展大势、预判未来走向，以底线思维居安思危、筑牢安全防线。材料中的五年规划、长期规划、科技自立自强、双碳目标和发展安全统筹，都体现提前研判与长远部署。
625			三、创新思维	超前思维	3. 2026顺义二模 第21题（主观题）		【答案落点】  从《逻辑与思维》角度看，党善用科学思维赋能治理：以超前思维、战略思维研判发展大势、预判未来走向，接续制定中长期发展规划，牢牢把握发展战略主动；以底线思维居安思危、防范风险、筑牢安全防线，使“先见”和“远虑”的传统理政智慧转化为中国式现代化稳步前行的重要实践指引。
626	Heading3	3	三、创新思维	超前思维	4. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）		4. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）
627			三、创新思维	超前思维	4. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）		【材料触发点】  该市从人文底蕴、冰雪消费升温、夜间经济和城市转型需求出发，提前判断文旅融合可能带来的消费场景和经济增长空间，并在趋势尚未完全展开时先行谋划融合街区、复合业态和活动安排。
628			三、创新思维	超前思维	4. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）		【设问】  （2）结合材料二，运用《逻辑与思维》知识，说明该市是如何运用创新思维将人文底蕴转化为经济发展优势的。（6分）
629			三、创新思维	超前思维	4. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）		【为什么能想到】  超前思维不能泛写“城市转型”。本题要抓该市由人文底蕴、冰雪消费升温、夜间经济和街区空间条件出发，提前判断文旅融合会形成新的消费场景；所以它先谋划冰雪活动、音乐演出、夜间消费、文化叙事和街区业态的组合，让传统工业城市在消费趋势尚未完全展开时转向文旅目的地。
630			三、创新思维	超前思维	4. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）		【答案落点】  该市运用超前思维，基于本地人文底蕴、冰雪资源、夜间消费和街区空间条件，预判文旅融合和沉浸式消费的发展趋势，提前谋划融合街区、复合业态和活动场景；这种做法把现实资源与未来消费需求连接起来，使人文底蕴转化为经济发展优势。
631			三、创新思维	超前思维	4. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）		【同题说明】  本题6分，细则认可超前／联想／逆向／三新／发散聚合五种创新思维方法，任选三种各2分；本条只训练其一，按细则任选三路径作答，单条不等于满分答案。
632	Heading3	3	三、创新思维	超前思维	5. 2026海淀期末 第20题第（2）问（主观题）		5. 2026海淀期末 第20题第（2）问（主观题）
633			三、创新思维	超前思维	5. 2026海淀期末 第20题第（2）问（主观题）		【材料触发点】  全民阅读设施建设先调查居民阅读习惯、服务需求和使用困难，再分析建设运营成本与服务供给之间的矛盾，并结合人口结构变化、老年人阅读需求和社区服务趋势规划未来功能，而不是只按当前客流量临时配置设施。
634			三、创新思维	超前思维	5. 2026海淀期末 第20题第（2）问（主观题）		【设问】  （2）结合材料二，运用超前思维的方法，为该街道打造高品质城市书房提出合理建议。（6分）
635			三、创新思维	超前思维	5. 2026海淀期末 第20题第（2）问（主观题）		【为什么能想到】  用“超前思维的方法”提建议时，材料里的需求、成本和未来功能不是三个散点。居民阅读和服务需求说明先要调查研究，不能凭主观偏好布点；建设运营成本与需求之间的张力说明要运用矛盾分析，预判投入、维护、客流和服务供给的冲突；人口结构、阅读方式和公共文化服务变化说明要借助推理和想象预判未来使用场景。三步连起来，才是超前思维的可操作建议链。
636			三、创新思维	超前思维	5. 2026海淀期末 第20题第（2）问（主观题）		【答案落点】  城市书房建设应运用超前思维，先通过问卷、访谈、数据分析等调查研究把握真实阅读和服务需求；再预判运营成本、空间利用和居民需求之间的张力，设计可持续管理机制；还要借助推理和想象研判人口结构、数字阅读和公共文化服务变化，提前规划复合功能。
637			三、创新思维	超前思维	5. 2026海淀期末 第20题第（2）问（主观题）		【答题提醒】  同一大题第(1)问考形式逻辑和推理规则，本条只处理第(2)问超前思维建议，不与第(1)问混写。
638	Heading3	3	三、创新思维	超前思维	6. 2024朝阳期中 第19题（主观题）		6. 2024朝阳期中 第19题（主观题）
639			三、创新思维	超前思维	6. 2024朝阳期中 第19题（主观题）		【材料触发点】  朝外样本提前布局智能产品等新兴消费领域并打造特色主题首发街区；邀请国际前沿品牌设首店并扶持本土创新品牌首发；以“策展型零售”把商业空间改造成艺术主题场景；综合商圈定位、客群消费水平和品牌生态等因素实现价值耦合。
640			三、创新思维	超前思维	6. 2024朝阳期中 第19题（主观题）		【设问】  结合材料，分析“首发经济”的北京朝外样本的打造是如何体现创新思维的。
641			三、创新思维	超前思维	6. 2024朝阳期中 第19题（主观题）		【为什么能想到】  朝外样本的超前思维只锁定“业态规划创新”这一段：突破传统，布局新兴领域及特色街区，捕捉市场趋势。国际品牌首店、本土品牌首发更适合逆向思维；策展型零售更适合联想思维；商圈与品牌因素的价值耦合更适合发散思维与聚合思维。看到“布局新兴领域及特色街区、捕捉市场趋势”，才对应超前思维。
642			三、创新思维	超前思维	6. 2024朝阳期中 第19题（主观题）		【答案落点】  从超前思维角度看，朝外样本在业态规划上突破传统，布局智能产品等新兴领域和特色主题首发街区，捕捉市场趋势，把可能增长的新消费需求提前转化为商圈规划和街区场景。
643	Heading3	3	三、创新思维	超前思维	7. 2024顺义二模 第16题第（2）问（主观题）		7. 2024顺义二模 第16题第（2）问（主观题）
644			三、创新思维	超前思维	7. 2024顺义二模 第16题第（2）问（主观题）		【材料触发点】  “无废城市”建设面临大拆大建加剧固废、公众分类意识和行动不足、低值再生资源回收成本高利润低、固废资源化无害化技术支撑不足等问题。
645			三、创新思维	超前思维	7. 2024顺义二模 第16题第（2）问（主观题）		【设问】  结合材料，运用《逻辑与思维》知识，说明如何运用超前思维加快推进“无废城市”建设系统化、科学化、长效化。（7分）
646			三、创新思维	超前思维	7. 2024顺义二模 第16题第（2）问（主观题）		【为什么能想到】  “无废城市”题干直给超前思维，入口应是提前预判固废产生、回收、利用和治理成本的变化趋势，而不是把矛盾分析法塞进答案。材料中的大拆大建、分类意识不足、低值资源回收难、技术支撑不足，都是未来治理中可能继续放大的风险信号，需要通过调查研究、科学预测和前瞻谋划提前应对。
647			三、创新思维	超前思维	7. 2024顺义二模 第16题第（2）问（主观题）		【答案落点】  推进“无废城市”建设，要运用超前思维，在尊重城市建设和固废治理规律的基础上，调查研究固废产生、分类、回收、利用等现实状况，预判建设活动、公众行为、回收成本和技术支撑对未来治理的影响；提前谋划资源化利用、清洁生产、公众参与和长效机制，推动建设系统化、科学化、长效化。
648	Heading3	3	三、创新思维	超前思维	8. 2026石景山一模 第17题第（2）问（主观题）		8. 2026石景山一模 第17题第（2）问（主观题）
649			三、创新思维	超前思维	8. 2026石景山一模 第17题第（2）问（主观题）		【材料触发点】  国家把中医药文化建设纳入中华优秀传统文化传承发展工程，开展健康文化推进行动、文化传播行动，提出加大中医药文化活动和产品供给，并在健康中国背景下推进中医药传承创新。
650			三、创新思维	超前思维	8. 2026石景山一模 第17题第（2）问（主观题）		【设问】  （2）结合材料二，运用创新思维的知识，为传承中医药文化提出两条建议。（6分）
651			三、创新思维	超前思维	8. 2026石景山一模 第17题第（2）问（主观题）		【为什么能想到】  这题是建议题，可从发散与聚合思维、超前思维等角度作答。从超前思维切入时，不要泛写“数字体验、青年表达、国际传播”，而要抓健康中国战略全局：提前布局中医药预防保健服务体系，让中医药在重大疾病防治、慢性病管理、康复护理等领域发挥更大作用。
652			三、创新思维	超前思维	8. 2026石景山一模 第17题第（2）问（主观题）		"【答案落点】  从超前思维角度看，传承中医药文化可以立足""健康中国""战略全局，前瞻性布局中医药预防保健服务体系，促进中医药在重大疾病防治、慢性病管理、康复护理等领域发挥更大作用，使中医药文化传承与未来健康服务需求相衔接。"
653			三、创新思维	超前思维	8. 2026石景山一模 第17题第（2）问（主观题）		【同题说明】  本题6分，提两条建议（每条3分），细则开放联想／发散／聚合／超前等创新思维方法、“其他角度亦可酌情给分”；每条建议任选一种方法，本条仅示范，须两条各选角度写满方得满分。
654	Heading3	3	三、创新思维	超前思维	9. 2025门头沟一模 第21题第（1）问（主观题）		9. 2025门头沟一模 第21题第（1）问（主观题）
655			三、创新思维	超前思维	9. 2025门头沟一模 第21题第（1）问（主观题）		【材料触发点】  门头沟在煤炭退出后没有只做存量修补，而是面向算力中心、算法登记服务、文生视频大模型、数字视听、生物医药和山地文旅等新方向提前布局，培育未来绿色高质量发展的新动能。
656			三、创新思维	超前思维	9. 2025门头沟一模 第21题第（1）问（主观题）		"【设问】  （1）运用科学思维知识，说明门头沟区从""千年煤城""向""京西智谷""转型的智慧。（9分）"
657			三、创新思维	超前思维	9. 2025门头沟一模 第21题第（1）问（主观题）		【为什么能想到】  这题的超前思维不应泛化成所有产业方向。可锁定的触发点，是门头沟在煤炭退出、资源约束和生态涵养功能定位之下，前瞻布局未来产业，特别是抢占人工智能技术制高点。看到“送走挖煤人，引进 AI 人”“京西智谷”和算力、大模型等人工智能布局，才对应超前思维。
658			三、创新思维	超前思维	9. 2025门头沟一模 第21题第（1）问（主观题）		【答案落点】  门头沟转型运用超前思维，立足煤炭退出后的资源约束和生态涵养功能定位，前瞻布局未来产业，抢占人工智能技术制高点；通过建设算力中心、算法登记服务、文生视频大模型和“京西智谷”等，把旧动能退出后的区域转型提前指向人工智能等新动能，推动绿色高质量转型。
659			三、创新思维	超前思维	9. 2025门头沟一模 第21题第（1）问（主观题）		【同题说明】  本题9分，分三组：辩证思维（辩证否定／整体性／动态性／分析综合，四选一）、科学思维（客观性／预见性，二选一）、创新思维（联想＋超前等，须选二合用）；各组择路径，本条只训练其一，单条不等于满分答案。
660	Heading3	3	三、创新思维	超前思维	10. 2024丰台二模 第18题第（2）问（主观题）		10. 2024丰台二模 第18题第（2）问（主观题）
661			三、创新思维	超前思维	10. 2024丰台二模 第18题第（2）问（主观题）		【材料触发点】  观点认为只要准确预测冰雪经济发展前景，就一定能推动冰雪经济高质量发展；材料同时呈现冰雪产业潜力、基础设施、市场需求、区域资源、政策支持和运营管理等多重条件。
662			三、创新思维	超前思维	10. 2024丰台二模 第18题第（2）问（主观题）		【设问】  （2）有同学认为，只要我们能够准确预测冰雪经济的发展前景，就能推动冰雪经济高质量发展。结合材料，运用科学思维对该观点进行评析。（6分）
663			三、创新思维	超前思维	10. 2024丰台二模 第18题第（2）问（主观题）		【为什么能想到】  这是评析题，不是让学生单写“怎样运用超前思维”。观点的合理处在于重视准确预测冰雪经济发展前景，这可以对应超前思维或科学思维的预见性；但“只要预测准确就能推动高质量发展”把预测当成充分条件，忽视了基础设施、市场培育、区域条件、治理能力以及冰雪产业优势和短板的辩证分析，所以结论应是片面的。
664			三、创新思维	超前思维	10. 2024丰台二模 第18题第（2）问（主观题）		【答案落点】  该观点是片面的。它强调运用超前思维准确预测冰雪经济的发展前景，这一点有合理性，准确预测是推动冰雪经济高质量发展的必要条件；但预测不是充分条件和唯一条件，还需要坚持辩证思维，既看到冰雪经济发展的优势和机会，也看到劣势和不足，具体问题具体分析，遵循冰雪产业发展规律，从当地实际情况出发推动冰雪经济高质量发展。
665			三、创新思维	超前思维	10. 2024丰台二模 第18题第（2）问（主观题）		【同题说明】  本题6分（评析题），细则踩点：观点片面1分、合理性1分、逻辑不足1—2分、其他角度≤2分。“预见性”与“超前思维”对应同一“合理性”采分点、二者择一即可（不可叠加）；“矛盾分析法”属“其他角度”层。本条只训练一个角度，单条不等于满分答案。
666			三、创新思维	超前思维	10. 2024丰台二模 第18题第（2）问（主观题）		【答题提醒】  本题与科学思维预见性条目属于同一预测采分点；本条从超前思维角度写“预测前景”的合理性，同时仍要评析预测不是充分条件。
667	Heading3	3	三、创新思维	超前思维	11. 2026丰台期末 第20题（主观题）		11. 2026丰台期末 第20题（主观题）
