suite_guess,question,likely_xuanbiyi,audit_status,final_location_by_suite_key,p0_or_v2_hit,v2_source_path_hit,v2_closure,matched_terms,book_named,has_scoring_context,choice_like_without_scoring,paper_source,rubric_source,paper_context,rubric_context
2024朝阳二模,Q20,yes,closed_by_v2_audit,main,yes,no,CLOSED_MAIN_IN_CURRENT_SHA,当代国际政治与经济；国际政治与经济；共同利益；新型国际关系；全球治理；人类命运共同体；联合国；多边主义；国际组织,yes,yes,no,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024朝阳二模\试卷\003202405朝阳高三二模政治试题.pdf,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024朝阳二模\细则\2024朝阳二模细则.pdf,"真的条件是什么? (5 分) (3) “ 中华优秀传统文化的特质赋予中国式现代化以深厚底蕴” 。 结合材料,综合运 用所学,谈谈你对这句话的理解。 (7 分) 20. (8 分) 中国发展高层论坛始终秉承“ 与世界对话,谋共同发展” 的宗旨。 某班同学模拟中国发展高层论坛,举行 “ 完善全球气候治理” 主题研讨会。 【 研讨背景】 截至 2023 年 10 月, 全 球 平 均 近 地 表 温 度 比 1850—1900 年 的 平 均 值 高 1. 40 ± 0. 12℃ ,这一趋势对全球粮食安全、生态安全、能源安全、基础设施安全以及民众生命财 产安全构成长期威胁。 全球约 90% 的过量碳排放源自美国等发达国家,《 联合国气候变化框架公约》 及其 《 巴黎协定》 均明确提出发达国家有义务率先大幅减排,并向发",推进中华优秀传统文化的 创造性转化 和创新性发展 ，或者把马 克思主义基本原理同中国具体实际、同中华优秀传统文化相结合， 推进和拓展中国式现 代化。（2 分） 20.结合研讨背景，运用《当代国际政治与经济》知识，完成下表。（8 分） 完善全球气候治理应遵循的基本原则：_____①____、____②_____等 本次研讨各方达成的共识：③_________________ ①平等（ 1 分） ②开放（ 或合作、共享等）（ 1 分） ③（ 6 分）可从全球治理体系、推动构建人类命运共同体等角度阐释 【评分细则】 基本原则：2 分 ——平等（1 分） （有平等/公平/公正/多边主义/协商一致一词即可得 1 分） ——开放（1 分） （有开放/合作/共享/共赢/包容/求同存异/共商共建一词即可得 1 分） 各方达成共
2024朝阳期中,Q20,no,closed_by_v2_audit,main,yes,no,CLOSED_MAIN_IN_CURRENT_SHA,产业链,no,yes,no,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024朝阳期中\试卷\202411朝阳高三政治 期中1试题(1).pdf,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024朝阳期中\其他材料\2024.11期中政治朝阳评标2.docx,"二者实现价值耦合。 结合材料,分析“ 首发经济” 的北京朝外样本的打造是如何体现创新思维的。 高三思想政治试卷 第 7 页( 共 8 页) 20. (23 分) 数字经济是以数据资源为关键要素,以现代信息网络为主要载体,以信息通信技术融合应 用、全要素数字化转型为重要推动力,促进公平与效率更加统一的新经济形态。 材料一 党的十八大以来,我国数字经济进入加速发展周期。 50% 25% 20% 15% 10% 5% 0% 40% 30% 20% 10% 0% 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023    4 ""  ! E! G E   4 ""  (%1! G   4 "" E (%1 E (1) 概括上图所反映的经济信息",不允许空白卷。 改进措施 平时要训练把字写工整，要让老师能辨认。 就要严格规范学生书写，注意限时训练，提高阅读和做题的速度。 20241109高3阅卷总结20（2）题组 汤桃玲组 2024.11.09 诊断导向：找准问题，对症改进，提高成绩！ 总结汇总人：汤桃玲 本组阅卷人：汤桃玲、齐宝卫、孟雪、姚雪、刘畅、闫美玲、高瑞泽、云赵扬、刘文杰 平均分：3.31 20（2）（9分） 结合材料，运用《经济与社会》知识，说明数字经济在推动经济高质量发展方面如何发挥作用。阅卷前制定的参考答案： ①数据价值化，能够促进数据作为新生产要素的市场化流通和有效配置，数据要素与其它生产要素深度融合，通过对经济活动的有益洞察提高生产效率、促进产品和服务的创新。 ②数字产业化，将数字技术转化为实际的产业，为其它产业提供技术支撑，同时形成
2024海淀一模,Q16,yes,new_or_unmatched_candidate_needs_triage,absent,no,no,,人类命运共同体,no,yes,no,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024海淀一模\试卷\高三政治：一模试题.pdf,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024海淀一模\细则\2024海淀一模细则.docx,D．作为金砖国家成员，基于国家安全打造人类命运共同体 高三年级（思想政治） 第 5 页（共 8 页） 第二部分 本部分共 5 题，共 55 分。 16． （8 分）中国新一代载人飞船命名为“梦舟” ，月面着陆器命名为“揽月” 。 中国空间站建造完成后，登陆月球成为中国人探索太空的下一个目标。按计划，我国将在 2030 年前实现载人登陆月球开展科学探索。为实现这一目标，我国已于 2023 年底完成关键技术 攻关和方案研制工作。目前，长征十号运载火箭、 “梦舟”载人飞船、 “揽月”着陆器和登月服等已 完成方案阶段的各项研制工作，全面进入初样研 制阶段。 “梦舟”寓意载人月球探测承载中国人的航 天梦，开启探索太空的新征程，也体现了与神 舟、天舟飞船家族的体系传承。 “揽月”取自毛 泽东同志诗词“可上九天揽月” ，彰显,，共45分。 1．B 2．A 3．C 4．D 5．C6．B 7．C8．D9．B10．D11．C12．B13．A14．D 15．A 本部分共5题，共55分。 16.（8分）可从发挥主观能动性、联系的观点、发展的观点、实践的观点、民族精神等角度作答。 【细则】 （20分） 第一问
2024海淀一模,Q17,yes,new_or_unmatched_candidate_needs_triage,absent,no,no,,国际竞争；高水平对外开放,no,yes,no,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024海淀一模\试卷\高三政治：一模试题.pdf,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024海淀一模\细则\2024海淀一模细则.docx,”取自毛 泽东同志诗词“可上九天揽月” ，彰显中国人探 索宇宙、登陆月球的自信。 结合材料，运用《哲学与文化》知识，谈谈中国人探索宇宙、登陆月球何以自信。 17． （20 分）高质量发展是新时代的硬道理。 材料一 哈尔滨的雪花、上海的“繁花” ……借助现代交通工具，南北互换式旅游成为触手 可及的浪漫，也带动了国内南北多省份“隐藏款土特产”走俏。 ◇ 黑龙江抚远市 2014 年从北美引进蔓越莓，现拥有全国最大的蔓越莓种植基地，其种植面 积超 4200 亩，每亩收益至少能达 6 万元，相当于过去 50 亩水稻或 100 亩玉米的收益。 ◇ 安徽霍邱县鹅肝以及各种鹅副产品的年产值达近 20 亿元，占全国鹅肥肝产量三成以上， 鹅肝产业发展辐射带动当地近 8000 人就业，从业人员年收入 5-8 万元。 ◇ 四川雅安市借,15．A 本部分共5题，共55分。 16.（8分）可从发挥主观能动性、联系的观点、发展的观点、实践的观点、民族精神等角度作答。 【细则】 （20分） 第一问17（1）依靠科技，因地制宜发展农村“隐藏款土特产”，促进当地特色产业发展和经济结构优化，推动乡村产业振兴。国内南北多省份“隐藏款土特产”走俏，满足人民美好生活需要，促进当地就业，增加村民收入，推动区域协调发展。坚持扩大内需与深化供给侧结构性改革相结合，推进高水平对外开放。 角度 表述 现代化产业体系 2分 促进当地特色产业发展 / 经济结构优化 / 发展现代农业 / 深化供给侧结构性改革 推进乡村振兴 2分 增加就业、村民收入、满足人民群众美好生活需要、共同富裕 促进区域协调发展 1分 协调/ 优势互补 推进高水平对外开放 2分 国内国际双循环/ 新发展格
2024海淀一模,Q18,yes,closed_by_v2_audit,main,yes,no,CLOSED_MAIN_IN_CURRENT_SHA,当代国际政治与经济；国际政治与经济；贸易投资；两个市场；两种资源；高水平对外开放；开放型经济,yes,yes,no,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024海淀一模\试卷\高三政治：一模试题.pdf,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024海淀一模\细则\2024海淀一模细则.docx,。 （3）结合材料三，运用《政治与法治》知识，谈谈海淀区是如何当好高质量发展排头兵的。 （7 分） 高三年级（思想政治） 第 7 页（共 8 页） 18． （10 分）便利中外人员往来，服务高水平对外开放。 【免签时代】 为便利中外人员往来、服务高水平对外开放，我国决定试行扩大单方面免签国家范围。截至 2024 年 1 月底，我国已与 157 个国家缔结涵盖不同护照的互免签证协定，与 44 个国家达成简化 签证手续协定或安排，同包括泰国、新加坡、马尔代夫、阿联酋在内的 23 个国家实现全面互免签 证，同时放宽来华外籍人员申办口岸签证条件。对急需来华从事商贸合作、访问交流、投资创业、 探望亲属及处理私人事务等非外交、公务活动的外籍人员，来不及在境外办妥签证的，可凭邀请 函件等相关证明材料向口岸签证机关申办口岸签证,；德治法治相结合），提高治理效能（替代：行政效率；治理体系治理能力现代化），推进经济社会高质量发展。 （2分，任意一点给2分） 提示：只写“经济职能”不给分。 18.（10分） （1）降低外国朋友来华旅游、拜访、商务等活动的成本，提升往来便利度，促进贸易投资便利化、自由化。吸引全球资源要素，促进商品、服务、技术、资金、劳务等自由流动，充分利用国际国内两种资源、两个市场，推动经济发展。推进高水平对外开放，发展更高水平开放型经济。 【细则】 措施+知识 替代 1. 促进贸易投资便利化、自由化（2分） 促进贸易往来（2分）促进对外合作交流/便利国内外交流/便利人员往来/降低活动成本（1分）不重复给分 2.吸引全球资源要素（商品、服务、技术、资金、劳务要素）自由流动（1分）充分利用国内国际两种资源、两个市场（2分） 开
2024海淀一模,Q20,no,closed_by_v2_audit,absent,yes,no,CLOSED_EXCLUDED_BY_ADJUDICATION,,no,yes,no,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024海淀一模\试卷\高三政治：一模试题.pdf,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024海淀一模\细则\2024海淀一模细则.docx,依赖显示设备存在。 虚拟数字人拥有人的外观、行为和 思维方式，具有识别外界环境并能 与人交流互动的能力。 高三年级（思想政治） 第 8 页（共 8 页） 20． （9 分）开展党史学习教育，以史鉴今、资政育人。 2024 年 2 月初，中共中央印发《党史学习教育工作条例》 ，并发出通知，要求各地区各部门 认真遵照执行。 党史学习教育工作条例 第二十一条 用好革命博物馆、纪念馆、党史馆、烈士纪念设施、革命旧址等红色 资源，保护利用好革命文物，精心设计展览陈列、红色旅游线路、学习体验线路，加强 革命传统教育、爱国主义教育、思想道德教育。 第二十二条 把党史学习教育融入重大主题宣传，与新中国史、改革开放史、社会 主义发展史、中华民族发展史宣传教育结合起来，加强舆论引导，弘扬主旋律，传播正 能量。 做好重要节庆日、纪念,公司赔偿甲公司损失，有利于激发创新活力，维护市场秩序 答出任意一点知识，加材料，得2分，若答公平正义/核心价值观/公正司法/公序良法/维护甲合法权益等，也可。 20.（9分） 活动主题：要求符合题意，具体贴切。如赓续红色血脉，争做时代新人。 活动内容：要求具体可行。如参观中国共产党历史展览馆，以小组为单位提交成果，成果形式不限，诗歌、短视频、海报、小论文等。 设计依据：要求与活动主题、活动内容相关，综合运用知识，理论联系实际。 等级水平 等级描述 水平4 5-6分 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学知识展开论述；逻辑严密，条理清晰。 水平3 3-4分 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准确；逻辑性较强，有条理。 水平2 1-2分 观点不明确；论述不能集中指向问题
2024海淀二模,Q18,yes,closed_by_v2_audit,main,yes,no,CLOSED_MAIN_IN_CURRENT_SHA,世界多极化；全球治理；人类命运共同体；国际组织,no,yes,no,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024海淀二模\试卷\高三二模：政治试题（以PDF为准）(1).docx,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024海淀二模\细则\2024海淀二模细则.docx,（2）调查研究过程一般可分为准备阶段、调查了解阶段、分析研究阶段、总结阶段。从认识发展的历程角度，说明“调查了解阶段”与“分析研究阶段”的关联。（4分） 18．（16分）民主是人类文明发展进步的重要标志，是全人类共同价值。 资料包 来自不同国家嘉宾的观点： 嘉宾1：进入21世纪后，全球南方国家纷纷崛起，这些国家在国际舞台上发挥着越来越重要的作用。随着成员国数量的增加，金砖国家合作机制的整体力量增强，削弱“单极主导地位”的力量随之增大。现在，二十国集团、上海合作组织等其他国际组织和框架也发挥着越来越重要的作用。 嘉宾2：人工智能、大数据等技术在提供便利的同时，也使社会出现两极分化。然而，目前并没有一个有效、民主的全球治理体系来应对这些挑战。如今全球各国经济和政治力量已经发生很大改变，很多新兴国家和经济体对全球事务,：1分 替代：认识具有反复性、无限性和上升性：1分 调查研究的这两个阶段相互依赖、不可分割。（2分） 替代：“调查了解阶段”与“分析研究阶段”基础，可以给1分 18.（16分） （1）【答案】 可从时代主题、世界多极化、人类命运共同体、国际组织等角度作答。 （1）【细则】 （2）【答案】 我国社会主义民主是全过程人民民主，是最广泛、最真实、最管用的民主，不仅有完整的制度创新，而且有完整的参与实践，能解决人民需要解决的实际问题。人大代表行使国家权力，享有广泛的职权；与人民群众保持密切联系，采取多种方式听取意见和要求。政协委员开展调查研究，通过提案、建议案等形式参政议政。在我国社会主义民主政治的伟大实践中，党的领导、人民当家作主、依法治国有机统一。 （2）【细则】 角度一：我国社会主义民主是全过程人民民主，是最广泛
2024海淀期中,Q16,yes,closed_by_v2_audit,main,yes,no,CLOSED_MAIN_IN_CURRENT_SHA,经济全球化；两个市场；两种资源,no,yes,no,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025海淀期中\试卷\2024北京海淀高三（上）期中政治（教师版）.pdf,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024海淀期中\细则\2024海淀期中细则.pdf,3．C 4．D 5．B 6．A 7．B 8．D 9．D 10．A 11．B 12．B 13．A 14．C 15．D 第二部分 本部分共 6 题，共 55 分。 16．（11 分） （1）可从生产技术、产品质量、消费方式、市场需求等角度回答。 等级水平 等级描述 水平 4 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学知识展 开论述；逻辑严密，条理清晰。 水平 3 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用 比较准确；逻辑性较强，有条理。 水平 2 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确； 论述缺乏逻辑，条理性差。 水平 1 应答与试题无关；或重复试题内容；或没有应答。 （2）咖啡企业应 客观看待“出海”的机遇与挑战，制定正确的经营战略，重视对海外市场的考察研究， 在,B C D 选择数 选择率 选择数 选择率 选择数 选择率 选择数 选择率 454 7.98 118 2.07 1045 18.36 4065 71.42 16（1） 学科任务：解释与论证，“是因为” （1）两个角度：供给和需求（共2分，各1分） （2）说理论证：切合自己的选择，从供给和需求两个角度，结合所选倾向， 展开说理论证，且有学科专业术语（共2分，各1分） （3）形式表现：给整体的表达或逻辑分（书写上，形式上标序号或者分段， 文字递进，没有就扣1分） 评分细则： ①需求侧：消费牵引供给 现磨咖啡最大程度保留了咖啡的香气和风味，能够更好地满足消费者对高品质咖 啡的消费需求。 替代：速溶咖啡存储和运输非常便利，相比现磨咖啡具备价格优势，能够更好地 满足消费者的日常需求，因此占比逐年上升。 ②供给侧：供给创造
2024海淀期中,Q20,yes,closed_by_v2_audit,absent,yes,no,CLOSED_EXCLUDED_BY_ADJUDICATION,当代国际政治与经济；国际政治与经济；世界多极化；人类命运共同体；联合国,yes,yes,no,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025海淀期中\试卷\2024北京海淀高三（上）期中政治（教师版）.pdf,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024海淀期中\细则\2024海淀期中细则.pdf,会计管理等财经活动中有违法行为的 ”，视情节给予党纪处分，进一步突出了对违反财 经纪律行为的惩戒。 结合材料，运用《政治与法治》知识，分析上述条款修订的原因。 20. 党的二十届三中全会提出要统筹建立粮食产销区省际横向利益补偿机制。 目前我国有 13 个粮食主产区、7 个主销区和 11 个产销平衡区。粮食主产区贡献了全国 75%以上的粮 食。但长期以来，由于种粮收益低、对财政贡献小，主产区往往面临 “产粮多、经济弱、财政穷 ”的困境。 针对这一状况，我国建立了以国家财政转移支付为主的纵向补偿机制。在这一机制下，中央政府是唯一的 补偿主体，目前难以进一步增加财政支持力度。 考虑到多数主销区经济较为发达，我国提出建立横向利益补偿机制。统筹考虑主产区和主销区粮食生 产、流通、消费等相关因素，由主销区给予主产区一定的资,于 更好的推动 “ 一带一路 ” 沿线国家实现发展 战略对接 ， 更好的与世界各国人民共享机遇 ， 共迎挑战 ， 实现共同繁荣 。 反馈练习 （2024北京20.）“全球南方”是新兴市场国家和发展中国家 的集合体。中国在推动自身发展进程中始终坚持同南方国家 相互支持、取长补短，携手打造现代化全球南方。 全球发展和南南合作基金已支持实施200多个项目，覆盖60 多个国家。中国还同联合国南南合作办公室开展了跨境电商 能力建设研修项目，近百个国家的上千名学员踊跃参加，受 到广泛好评。 2024年3月，中非智库论坛第十三届会议在坦桑尼亚达累斯 萨拉姆举行。会上，代表们就“中国与非洲共同树立现代化 发展合作典范”等议题进行深入探讨。论坛发表了《中非智 库关于深化全球发展合作的共识》，呼吁国际社会本着相互 尊重、团结合作、
2024海淀期中,Q21,yes,closed_by_v2_audit,main,yes,no,CLOSED_MAIN_IN_CURRENT_SHA,当代国际政治与经济；国际政治与经济；综合国力；联合国；国际秩序；和平与发展,yes,yes,no,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025海淀期中\试卷\2024北京海淀高三（上）期中政治（教师版）.pdf,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024海淀期中\细则\2024海淀期中细则.pdf,展产业、人才、技术服务 等协作方式，使农民种粮不吃亏、主产区抓粮不吃亏。 结合材料，运用《经济与社会》知识，说明我国建立粮食产销区省际横向利益补偿机制的意义。 21. 75 年，大国自信而坚定的脚步。 1950 年 5 月 1 日， 《中华人民共和国婚姻法》开始施行。这是新中国成立后颁布的第一部具有基本法 律性质的法律，彻底废除了封建主义家庭制度，确立了以婚姻自由、一夫一妻、保护妇女儿童权益为原则 的社会主义婚姻家庭制度。2021 年1 月1 日， 《中华人民共和国民法典》正式实施。民法典专门设置了“婚 姻家庭编”，包括婚姻法在内的多部法律同时废止。 中华人民共和国婚姻法（1950） 第二十四条 离婚时，原为夫妻共同生活所 负担的债务，以共同生活时所得财产偿还；如无 共同生活时所得财产或共同生活时所得财产不足 ,"表述方式 2024年东城一模 四、反馈试题： 反馈试题： 2023顺义二模 反馈试题： 海淀区 2024—2025学年第一学期期中练习 高三思想政治 21(2)试题分析 回顾历史，新中国外交经历了三个阶段。 第一阶段（1949-1978年），核心问题是中国如何在世界舞台中""站 起来""，在世界舞台上赢 回顾历史，新中国外交经历了三个阶段。 得 生存。新中国诞生后外交上首要的任务是维护国家安全和主权独立， 捍卫革命胜利果实。按照 ""一边倒""方针，先后与苏联以及保加利亚等 人民民主国家建交；按照""另起炉灶""和""打扫干净 屋子再请客""的方针， 同印度、缅甸以及瑞典、丹麦等国家建交，在风云激荡的国际环境中 展示 了东方大国的鲜明形象，站稳了脚跟，改善了国际处境。 第二阶段（1978-2012年），核心问题是中国如何在世界"
2024石景山一模,Q16,yes,closed_by_v2_audit,absent,yes,no,CLOSED_EXCLUDED_BY_ADJUDICATION,人类命运共同体,no,no,no,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024石景山一模\试卷\2024北京石景山高三一模政治（教师版带答案）.docx,,果惠及全世界 B．推行对外开放国策，助力世界经济共同繁荣 C．坚持和平发展道路，推动构建人类命运共同体 D．坚持互学互鉴，加强世界各民族文化交流融合 第二部分 16．（6 分） 思想凝聚力量，旗帜昭示方向。习近平文化思想，植根广袤中国大地和悠久中华民 族历史，把马克思主义的思想精髓与中华优秀传统文化的精神特质融会贯通起来，对文 化建设各个领域提出了许多标志性引领性的新思想新观点新论断，具有强大的历史穿透 力、文化感染力、精神感召力，为建设中华民族现代文明举旗定向。 运用《哲学与文化》知识，说明习近平文化思想为什么能为建设中华民族现代文明 举旗定向。,
2024石景山一模,Q19,yes,closed_by_v2_audit,main,yes,no,CLOSED_MAIN_IN_CURRENT_SHA,当代国际政治与经济；国际政治与经济；供应链；产业链,yes,no,no,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024石景山一模\试卷\2024北京石景山高三一模政治（教师版带答案）.docx,,员的老刘通过“一米法庭”求助法官，希望能够提供 专业指导，将矛盾化解在基层。 （2）假如你是法官，请结合材料，运用法治知识，为老刘提供专业指导。（6 分） 19．（20 分） 新质生产力不是传统生产力的局部优化和简单迭代，而是先进生产力的具体体现。 加快形成新质生产力，是我国把握新一轮科技革命机遇，全面塑造发展新优势的关键之 举。 新质生产力的载体是产业。一方面，我国围绕新一代信息技术、新能源、新材料等 战略性新兴产业和未来产业的前沿领域进行探索；同时广泛应用数智技术、绿色技术为 传统产业赋能，推动传统产业向高端化、绿色化、智能化发展。另一方面，强化战略科 技力量，需要找准关键核心技术和零部件薄弱环节，提升产业链供应链韧性和安全水平。 （1）结合材料，运用《经济与社会》知识，说明如何用新质生产力点燃发展新动能。,
2024石景山一模,Q22,yes,closed_by_v2_audit,absent,yes,no,CLOSED_EXCLUDED_BY_ADJUDICATION,经济全球化；全球治理；人类命运共同体,no,no,no,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024石景山一模\试卷\2024北京石景山高三一模政治（教师版带答案）.docx,,年，美国、英国等发达经济体数字服务出口 3.14 万亿美元，占全球市场的 77.2%。中国、印度等发展中经济体数字服务出口 9270 亿美元，在全球的占比为 22.8%，同比增长 14%。 读图，据此推断正确的是 ①2015 年、2020 年、2022 年全球可数字化服务出口规模有明显下降 ②随着数字技术创新步伐加快，数字贸易为全球经济增长注入新动能 ③数字鸿沟是经济全球化中的重要挑战，需要深化全球数字治理与合作 ④全球治理体系加速变革，各经济体在数字贸易规则方面达成全面共识 A．①② B．①④ C．②③ D．③④ 15．2023 年是“一带一路”倡议提出十周年。作为“一带一路”倡议的“总设计师”， 习近平主席在多个场合对“一带一路”建设的指导原则、丰富内涵、目标路径等进 行了深刻阐述。 时 间 场 合 主 旨,
2024西城一模,Q16,yes,new_or_unmatched_candidate_needs_triage,absent,no,no,,经济全球化；国际组织,no,yes,no,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024西城一模\试卷\2024.4高三统一测试思想政治试卷.docx,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024西城一模\细则\2024西城一模细则.docx,腾四海》④“龙腾四海”显示了新兴国际组织活力，这是经济全球化发展的结果 A．①③ B．①④ C．②③ D．②④ 第二部分 本部分共4题，共55分。 16．（7分） 2023年6月1日，新版《北京市未成年人保护条例》（以下简称《条例》）施行。《条例》将“最有利于未成年人”原则放在重要位置，在与《中华人民共和国未成年保护法》保持一致的基础上，补充和细化规范了网络保护、剧本杀、网络欺凌预警等社会公众普遍关心的问题。 在修法过程中，北京市人大常委会以首善标准推进《条例》修订工作： 【倾听】广泛听取未成年人及其家长、人大代表、专家学者、学校教师等方面的意见和建议。 最担心的就是孩子沉迷于手机网络游戏。 最担心的就是孩子沉迷于手机网络游戏。 对网络游戏、网络直播打赏、算法推荐和在线教育等问题应高度关注，加强对未成年人的保护,7．A 8．D 9．D 10．A 11．B 12．C 13．B 14．A 15．C 第二部分共 6 题，共 55 分。 16．（7分） 市人大坚持社会主义法制统一和地方立法特色，（1分，二选一）以问题为导向，回应社会关切，坚持科学立法、民主立法，（2分，二选一）立良善之法，立管用之法；（1分，二选一）践行全过程人民民主，（1分）广泛听取各方意见建议，保障公民的知情权、参与权和表达权。（1分，多选一）（材料分析，1分） 细则： 法制统一和地方立法特色，变通：法律体系、法治体系、法律层级、依法立法 立良善之法，立管用之法，变通：提高立法质量 民主立法，变通：广泛听取社情民意、广开言路、集思广益、健全立法机关和社会公众沟通机制、立法体现人民意志 全过程人民民主：人民当家作主 【附中版调整】 依法立法（1+1材料）：维
2024西城一模,Q19,yes,closed_by_v2_audit,main,yes,no,CLOSED_MAIN_IN_CURRENT_SHA,供应链；产业链,no,yes,no,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024西城一模\试卷\2024.4高三统一测试思想政治试卷.docx,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024西城一模\细则\2024西城一模细则.docx,分） （2）镜头二中有一处明显错误，将它找出来并改正。（1分） （3）运用法治知识，谈谈对二审法院向郭某的三个儿子发出《督促履行义务告知书》的认识。（6分） 19．（31分） 未来产业由前沿技术驱动，是具有显著战略性、引领性、颠覆性和不确定性的前瞻性新兴产业，当前处于孕育萌发阶段或产业化初期。 2022年度全球未来产业发展指数排名前6位国家六大产业情况 （1）读上图，分析我国未来产业发展的状况。（3分） 我国新型举国体制不断完善，为国民经济和社会发展主要领域提供支撑、保障和引领。 新型举国体制的适用范围 方向 面向世界科技前沿 面向经济主战场 面向国家重大需求 面向人民生命健康 领域 战略性技术：关系国家安全和民生安全的重大战略性领域 前瞻性技术：关系国家核心竞争力的未来科技前沿领域 “卡脖子”技术：关系国家主,义务：1（义务）+2 意义：1（权利）+2（弘扬社会主义核心价值观；守法和公序良俗原则；德治法治相结合等） 酌情赋分（1分）：以事实为根据，以法律为准绳。 19．（31分） （1）我国未来产业的六大领域发展较为均衡，量子信息、绿色能源、机器人、元宇宙和先进通信的产业优势突出，但在排名前6位的国家中，生物技术方面有差距。（3分） 细则： 较为均衡，变通：或我国未来产业发展的水平位于全球前列 （2）（2分） ①举国体制 ②是 ③利用国家力量动员规模性资源、实现国家目标 ④一种任务组织方式和体制机制安排 细则： 任意2个考点都答对，给1分。有考点内容丢字、简写、错别字，不影响大意的，也给分 （3）相容，或属种（1分） （4）（9分） ①坚持党的领导是新型举国体制的基础体制构成。（2分） ②国家发展和国家安全是新型举国
