paragraph,module,subsection,core_point,ordinal,source_label,title_tail,card_id,evidence_status,card_path,材料触发点,设问,为什么能想到,答案落点,同题组,prompt_check,answer_check,think_check,samegroup_check,qa_flags
3717,中国,智慧,倡导文明平等互鉴，弘扬全人类共同价值，尊重世界文明多样性,4,2026东城期末Q20,,2026_东城_期末_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_东城_期末_Q20.md,设问问“四大全球倡议如何系统推动构建人类命运共同体”，必须先将四大倡议和人类命运共同体核心内涵“五个世界”对应起来。,结合材料，运用《当代国际政治与经济》知识，分析四大全球倡议如何系统推动构建人类命运共同体。,设问问“四大全球倡议如何系统推动构建人类命运共同体”，必须先将四大倡议和人类命运共同体核心内涵“五个世界”对应起来。 这不是单个材料细节，而是通向该术语的线索。它提示学生把中国倡议、中国行动或中国立场归入“倡导文明平等互鉴，弘扬全人类共同价值，尊重世界文明多样性”，说明中国如何作为。问法追问行动路径，材料里的做法要转成政策原则和治理逻辑。 抓住这条线，就能把材料转换为：全球文明倡议倡导文明交流互鉴、平等包容，弘扬全人类共同价值，以文明增互信，为构建人类命运共同体凝聚精神纽带。,全球文明倡议倡导文明交流互鉴、平等包容，弘扬全人类共同价值，以文明增互信，为构建人类命运共同体凝聚精神纽带。,,EXACT,NO_MATCH,PRESENT,OK,
3727,中国,责任,坚持正确义利观,1,2026朝阳期中Q17,,2026_朝阳_期中_Q17,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_朝阳_期中_Q17.md,题面从我国推进人工智能发展转向关注发展中国家需求、帮助全球南方能力建设和弥合智能鸿沟，作答要把本国发展同世界共同发展放在同一层说明。,结合材料，运用《当代国际政治与经济》知识阐述我国应如何处理好推进“人工智能+”发展过程中的重要关系。,"题面从我国推进人工智能发展自然过渡到""发展中国家需求""""帮助全球南方能力建设""""弥合智能鸿沟""，材料的视角从内部跨到外部，指向""本国利益""与""他国关切""必须同时入题。问处理好""重要关系""——关键词是""关系""而不是""措施""；要解释为何中国发展不能与世界发展割裂，浅写成自家方案清单就丢了""关系""维度。先肯定维护本国利益、谋求自身发展的合理性，再把帮助全球南方能力建设、弥合智能鸿沟接为兼顾他国合理关切，最后指向坚持正确义利观、推动构建人类命运共同体。",推进“人工智能+”要处理好中国发展和世界发展的关系，既维护本国利益、谋求本国发展，又兼顾他国合理关切，为世界提供公共产品和机遇，坚持正确义利观，帮助发展中国家加强能力建设，贡献中国智慧和中国方案，体现大国责任，推动构建人类命运共同体。,（本题8分）,EXACT,PARTIAL,PRESENT,OK,
3737,中国,责任,坚持正确义利观,2,2025西城二模Q19(2),,2025_西城_二模_Q19_2,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_西城_二模_Q19_2.md,对最不发达国家实行零关税，核心不是一般进口政策，而是中国以广阔市场支持较弱国家发展，体现正确义利观和大国担当。,结合材料，运用《当代国际政治与经济》知识，说明这一做法中的中国担当。,"对象是""最不发达国家""且税目是""100%零关税""，不是普通自贸安排；这种单向让利说明中国是在用市场支持较弱国家发展，而不是简单做贸易生意。问""中国担当""，写""开放更多市场""还不够，必须解释中国为什么愿意把利益让出来——要从义利观角度回答中国为何兼顾道义与共同发展。先把最不发达国家发展机会有限作为现实背景，再说明中国以广阔市场支持其参与国际贸易的让利行为，最后指向坚持正确义利观、在自身发展中帮助他国共同发展。",中国向最不发达国家开放广阔市场，坚持正确义利观，在追求自身发展的同时帮助发展中国家获得更多贸易机会。,,EXACT,NO_MATCH,PRESENT,OK,
3746,中国,责任,坚持正确义利观,3,2025海淀二模Q21,,2025_海淀_二模_Q21,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_海淀_二模_Q21.md,中国担任安理会轮值主席、推动讨论聚焦实质性问题并与全球南方国家发起“和平之友”小组，说明中国不仅参与联合国事务，也为全球治理提供理念和方案。,结合材料，运用《当代国际政治与经济》知识，阐释“中国需要联合国，联合国也需要中国”。,"中国担任安理会轮值主席、推动讨论""聚焦实质性问题""并与全球南方国家发起""和平之友""小组——这一组事实强调中国是带着理念和方案在联合国发挥引领作用，不只是参会。""联合国也需要中国""这一半，要解释中国对联合国的反向贡献——必须从中国如何兼顾发展中国家共同利益、为联合国注入治理智慧的角度回答。先点出中国作为安理会常任理事国的责任站位，再把推动聚焦实质性问题与发起""和平之友""小组写为带着发展中国家诉求作贡献，最后指向坚持正确义利观、为完善全球治理提供中国智慧中国方案。",中国推动安理会讨论聚焦实质性问题，并同全球南方国家发起“和平之友”小组，为完善全球治理、构建新型国际关系和构建人类命运共同体贡献中国智慧和中国方案。,,EXACT,NO_MATCH,PRESENT,OK,
3755,中国,责任,坚持正确义利观,4,2025顺义一模Q20,,2025_顺义_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_顺义_一模_Q20.md,顺义一模的“小而美”项目直接服务共建国家民生，体现中国在国际发展合作中兼顾道义、共同发展和自身责任。,结合材料，运用《当代国际政治与经济》知识，说明“小而美”项目为何成为中国开展国际发展合作的亮点和名片。,"""小而美""项目直接面向共建国家民生需求，规模小但落地直接；""小""""美""""直接服务""几个词在指向这是道义导向的发展合作，不是资源换取式的交易。问为何成为""亮点和名片""，要解释中国在国际合作中独有的价值取向——只写做了什么不够，必须答出背后的义利观和大国形象。先把共建国家民生改善需求作为合作起点，再说明中国通过""小而美""项目兼顾共同发展和自身责任，最后指向坚持正确义利观、塑造负责任大国形象。",中国通过“小而美”项目帮助共建国家改善民生、促进发展，体现正确义利观和负责任大国形象。,,EXACT,NO_MATCH,PRESENT,OK,
3764,中国,责任,坚持正确义利观,5,2026丰台一模Q19,（正确义利观）,2026_丰台_一模_Q19,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_丰台_一模_Q19.md,"设问问""大国情怀与担当""。要回答中国如何处理义与利、自身利益与他国利益的关系，必须用""坚持正确义利观""作为外交价值观底色，与践行真正的多边主义并列。",结合材料，运用《当代国际政治与经济》知识，说明中国在全球可持续发展中彰显了怎样的大国情怀与担当。,材料把中国坚持联合国宪章宗旨原则、践行真正的多边主义和处理同各国利益关系的行动并列呈现。题目让学生说明中国在全球可持续发展中彰显了怎样的大国情怀与担当，要扣住中国如何处理义与利、自身利益与他国利益的关系。把维护联合国宪章宗旨原则和践行真正的多边主义作为外交立场写出，再把扩大同各国利益的汇合点接到坚持正确义利观这一价值观底色上。,中国坚定维护联合国宪章的宗旨和原则，坚持正确义利观，积极践行真正的多边主义，致力于扩大同各国利益的汇合点，展现负责任大国担当。,,EXACT,PARTIAL,PRESENT,OK,
3774,中国,责任,坚持正确义利观,6,2026顺义二模Q20,,2026_顺义_二模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_顺义_二模_Q20.md,题目指向理解“今天的中国，明天的世界”，作答要求把“让经济全球化更有活力”列为可写方向；题干中的微电网、打井、物流、希望农场等项目强调发展成果被更多国家共享。,结合材料，运用《当代国际政治与经济》知识，谈谈对“今天的中国，明天的世界”的理解。,"题目指向理解“今天的中国，明天的世界”，作答要求把“让经济全球化更有活力”列为可写方向；题干中的微电网、打井、物流、希望农场等项目强调发展成果被更多国家共享。 这不是单个材料细节，而是通向该术语的线索。它提示学生把中国倡议、中国行动或中国立场归入“坚持正确义利观”，说明中国如何作为。开放式问法先定性，再把材料事实转成理论判断。 抓住这条线，就能把材料转换为：中国坚持正确义利观,义利相兼、摒弃零和思维,做全球发展的贡献者,真正实现""中国好,世界会更好""。","中国坚持正确义利观,义利相兼、摒弃零和思维,做全球发展的贡献者,真正实现""中国好,世界会更好""。",,EXACT,NO_MATCH,PRESENT,OK,
3783,中国,责任,坚持正确义利观,7,2026顺义一模Q20,,2026_顺义_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_顺义_一模_Q20.md,"设问问南南合作""典范""的深层逻辑。要回答""为什么是典范""，必须把科技小院与发展中国家共享农业技术、降低成本、培养人才接回经济全球化方向的""普惠、平衡、共赢""——这是材料里明确列入国际经济层的答题核心。",结合材料，运用《当代国际政治与经济》知识，阐述科技小院成为南南合作典范的深层逻辑。,"设问问南南合作""典范""的深层逻辑。要回答""为什么是典范""，必须把科技小院与发展中国家共享农业技术、降低成本、培养人才接回经济全球化方向的""普惠、平衡、共赢""——这是材料里明确列入国际经济层的关键落点。 这不是单个材料细节，而是通向该术语的线索。它提示学生把中国倡议、中国行动或中国立场归入“坚持正确义利观”，说明中国如何作为。问法追问成立根据，材料事实要上升为理论支点。 抓住这条线，就能把材料转换为：中国坚持正确义利观，义利兼顾、以义为先，把农业技术无偿带给南方国家，惠及当地民生，成为南南合作的典范。",中国坚持正确义利观，义利兼顾、以义为先，把农业技术无偿带给南方国家，惠及当地民生，成为南南合作的典范。,,EXACT,NO_MATCH,PRESENT,OK,
3794,中国,责任,坚持正确义利观,8,2025朝阳期末Q21,,2025_朝阳_期末_Q21,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_朝阳_期末_Q21.md,题面把世界动荡冲突、单边霸凌、脱钩断链和意识形态分歧作为外部风险，问中国特色大国外交如何营造外部环境；总体外部环境的根本前提是把答案先放回和平与发展的时代主题，再把促进世界和平与发展和维护和平稳定的国际环境作为方向。,结合材料，运用《当代国际政治与经济》知识，说明如何通过开展中国特色大国外交为推进中国式现代化营造良好外部环境。,题面把世界动荡冲突、单边霸凌、脱钩断链和意识形态分歧作为外部风险，问中国特色大国外交如何营造外部环境；总体外部环境的根本前提是把答案先放回和平与发展的时代主题，再把促进世界和平与发展和维护和平稳定的国际环境作为方向。 这不是单个材料细节，而是通向该术语的线索。它提示学生把中国倡议、中国行动或中国立场归入“坚持正确义利观”，说明中国如何作为。问法追问行动路径，材料里的做法要转成政策原则和治理逻辑。 抓住这条线，就能把材料转换为：我国外交坚持正确义利观，义利相兼、以义为先，深化互利合作，营造良好的外部发展环境。,我国外交坚持正确义利观，义利相兼、以义为先，深化互利合作，营造良好的外部发展环境。,,EXACT,NO_MATCH,PRESENT,OK,
3805,中国,责任,坚持正确义利观,9,2026延庆一模Q19(2),"——中国""推动重塑全球能源治理格局""的理论逻辑和价值意蕴",2026_延庆_一模_Q19_2,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_延庆_一模_Q19_2.md,题面写中国与共建国家围绕绿色能源开发、技术合作、绿色基建联动，构成绿色发展上的共同需求；设问问理论逻辑，必须先给出合作成立的理论解释。,结合材料二，运用《当代国际政治与经济》知识，说明中国“推动重塑全球能源治理格局”的理论逻辑和价值意蕴。,题面写中国与共建国家围绕绿色能源开发、技术合作、绿色基建联动，构成绿色发展上的共同需求；设问问理论逻辑，必须先给出合作成立的理论解释。 这不是单个材料细节，而是通向该术语的线索。它提示学生把中国倡议、中国行动或中国立场归入“坚持正确义利观”，说明中国如何作为。问法追问成立根据，材料事实要上升为理论支点。 抓住这条线，就能把材料转换为：中国与共建国家在绿色能源开发利用中存在共同利益，坚持正确义利观、共商共建共享，构建能源治理利益共同体。,中国与共建国家在绿色能源开发利用中存在共同利益，坚持正确义利观、共商共建共享，构建能源治理利益共同体。,,PARTIAL,NO_MATCH,PRESENT,OK,
3815,中国,责任,坚持正确义利观,10,2026朝阳一模Q20,,2026_朝阳_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_朝阳_一模_Q20.md,"设问问""为什么能""，要回答中国向世界释放正能量的能力来源。材料给出中国科技创新、自主研发芯片、新能源汽车产量等事实——触发的是国际竞争实质论与中国创新驱动战略对综合国力的支撑，而不是把""全球产业链供应链稳定""当作要积累的核心答题点。",结合材料，运用《当代国际政治与经济》知识，阐述中国为什么能为全球发展注入稳定性和正能量。,"设问问""为什么能""，要回答中国向世界释放正能量的能力来源。材料给出中国科技创新、自主研发芯片、新能源汽车产量等事实——触发的是国际竞争实质论与中国创新驱动战略对综合国力的支撑，而不是把""全球产业链供应链稳定""当作要积累的核心答题点。 这不是单个材料细节，而是通向该术语的线索。它提示学生把中国倡议、中国行动或中国立场归入“坚持正确义利观”，说明中国如何作为。问法追问成立根据，材料事实要上升为理论支点。 抓住这条线，就能把材料转换为：中国坚持正确义利观，以分享发展经验助力发展中国家持续发展，展现大国责任担当，推动构建人类命运共同体。",中国坚持正确义利观，以分享发展经验助力发展中国家持续发展，展现大国责任担当，推动构建人类命运共同体。,,EXACT,NO_MATCH,PRESENT,OK,
3826,中国,责任,坚持正确义利观,11,2025房山一模Q18(2),,2025_房山_一模_Q18_2,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_房山_一模_Q18_2.md,开源战略题要求阐释技术革新如何成为全球合作新模式，DeepSeek开源让全球开发者自由使用和改进，部分国家企业低成本开发本地化AI模型，说明科技开放可以推动开放型世界经济和经济全球化发展。,“中国的开源战略不仅是技术上的革新，更是对全球合作新模式的一次积极探索和实践。”结合材料，运用《当代国际政治与经济》知识，谈谈你对这句话的理解。,开源战略题要求阐释技术革新如何成为全球合作新模式，DeepSeek开源让全球开发者自由使用和改进，部分国家企业低成本开发本地化AI模型，说明科技开放可以推动开放型世界经济和经济全球化发展。 这不是单个材料细节，而是通向该术语的线索。它提示学生把中国倡议、中国行动或中国立场归入“坚持正确义利观”，说明中国如何作为。开放式问法先定性，再把材料事实转成理论判断。 抓住这条线，就能把材料转换为：中国在《联合国宪章》宗旨原则框架下，坚持正确义利观，以开源共享加强国际交流合作，积极参与全球治理。,中国在《联合国宪章》宗旨原则框架下，坚持正确义利观，以开源共享加强国际交流合作，积极参与全球治理。,,EXACT,NO_MATCH,PRESENT,OK,
3837,中国,责任,坚持正确义利观,12,2026通州期末Q20,,2026_通州_期末_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_通州_期末_Q20.md,设问评价全球治理倡议为何“正逢其时”，题面呈现百年变局、地区动荡、逆全球化和治理赤字，作答要先说明该倡议符合和平与发展、经济全球化和各国人民共同愿望的时代背景。,结合材料，运用《当代国际政治与经济》知识，谈谈你对“全球治理倡议正逢其时、指引方向彰显担当”的理解。,设问评价全球治理倡议为何“正逢其时”，题面呈现百年变局、地区动荡、逆全球化和治理赤字，作答要先说明该倡议符合和平与发展、经济全球化和各国人民共同愿望的时代背景。 这不是单个材料细节，而是通向该术语的线索。它提示学生把中国倡议、中国行动或中国立场归入“坚持正确义利观”，说明中国如何作为。开放式问法先定性，再把材料事实转成理论判断。 抓住这条线，就能把材料转换为：中国坚持正确义利观、兼顾各国共同利益，为变乱交织的世界注入稳定性和确定性，彰显担当作为。,中国坚持正确义利观、兼顾各国共同利益，为变乱交织的世界注入稳定性和确定性，彰显担当作为。,,EXACT,NO_MATCH,PRESENT,OK,
3849,中国,责任,与发展中国家共享发展新机遇，惠民生增福祉，实现互利共赢,1,2025西城二模Q19(2),,2025_西城_二模_Q19_2,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_西城_二模_Q19_2.md,中国对同中国建交的最不发达国家实行100%税目产品零关税，直接涉及发展中国家如何进入中国市场、改善民生并形成互利关系。,结合材料，运用《当代国际政治与经济》知识，说明这一做法中的中国担当。,"""100%税目产品""""零关税""两个数字+对象限定为最不发达建交国，意味着这是把中国大市场对发展中国家敞开，让对方拿到进入中国的实际机会。问""中国担当""，要把中国的让利接到发展中国家的获得感上——既写中方共享发展机遇，也写对方惠民生，最终形成互利共赢。先把最不发达国家进入中国市场的现实门槛作为切入点，再用零关税待遇接为共享中国发展新机遇，最后指向帮助其惠民生增福祉、在开放合作中实现互利共赢。",中国给予最不发达国家零关税待遇，与发展中国家共享发展新机遇，帮助其惠民生增福祉，推动双方在开放合作中实现互利共赢。,,EXACT,NO_MATCH,PRESENT,OK,
3858,中国,责任,与发展中国家共享发展新机遇，惠民生增福祉，实现互利共赢,2,2026顺义一模Q20,,2026_顺义_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_顺义_一模_Q20.md,"设问问南南合作""典范""的深层逻辑。要回答""为什么是典范""，必须把科技小院与发展中国家共享农业技术、降低成本、培养人才接回经济全球化方向的""普惠、平衡、共赢""——这是材料里明确列入国际经济层的答题核心。",结合材料，运用《当代国际政治与经济》知识，阐述科技小院成为南南合作典范的深层逻辑。,"设问问南南合作""典范""的深层逻辑。要回答""为什么是典范""，必须把科技小院与发展中国家共享农业技术、降低成本、培养人才接回经济全球化方向的""普惠、平衡、共赢""——这是材料里明确列入国际经济层的关键落点。 这不是单个材料细节，而是通向该术语的线索。它提示学生把中国倡议、中国行动或中国立场归入“与发展中国家共享发展新机遇，惠民生增福祉，实现互利共赢”，说明中国如何作为。问法追问成立根据，材料事实要上升为理论支点。 抓住这条线，就能把材料转换为：科技小院面向全球南方开展农业合作，培养人才、增强内生发展动力，推动共享发展成果，实现互利共赢。",科技小院面向全球南方开展农业合作，培养人才、增强内生发展动力，推动共享发展成果，实现互利共赢。,,EXACT,NO_MATCH,PRESENT,OK,
3869,中国,责任,与发展中国家共享发展新机遇，惠民生增福祉，实现互利共赢,3,2025东城一模Q20,,2025_东城_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_东城_一模_Q20.md,此次出访中，中国同秘鲁签署自贸协定升级议定书和共建“一带一路”合作规划，并在11天内达成60多项合作文件，说明相关国家围绕贸易合作、区域合作和发展议题存在共同利益。,结合材料，运用《当代国际政治与经济》知识，谈谈此次元首外交的“精彩”之处。,此次出访中，中国同秘鲁签署自贸协定升级议定书和共建“一带一路”合作规划，并在11天内达成60多项合作文件，说明相关国家围绕贸易合作、区域合作和发展议题存在共同利益。 这不是单个材料细节，而是通向该术语的线索。它提示学生把中国倡议、中国行动或中国立场归入“与发展中国家共享发展新机遇，惠民生增福祉，实现互利共赢”，说明中国如何作为。开放式问法先定性，再把材料事实转成理论判断。 抓住这条线，就能把材料转换为：此次拉美之行深化合作、维护发展中国家利益，与其共享发展新机遇、惠民生增福祉，实现互利共赢。,此次拉美之行深化合作、维护发展中国家利益，与其共享发展新机遇、惠民生增福祉，实现互利共赢。,,EXACT,NO_MATCH,PRESENT,OK,
3879,中国,责任,与发展中国家共享发展新机遇，惠民生增福祉，实现互利共赢,4,2026朝阳期中Q17,,2026_朝阳_期中_Q17,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_朝阳_期中_Q17.md,题目让学生说明人工智能发展中需要处理好的重要关系，题面一方面强调芯片、算法、大模型等核心环节自主可控，另一方面说明自主可控不是闭门造车，因此要把自主创新和开放合作放在同一层处理。,结合材料，运用《当代国际政治与经济》知识阐述我国应如何处理好推进“人工智能+”发展过程中的重要关系。,题目让学生说明人工智能发展中需要处理好的重要关系，题面一方面强调芯片、算法、大模型等核心环节自主可控，另一方面说明自主可控不是闭门造车，因此要把自主创新和开放合作放在同一层处理。 这不是单个材料细节，而是通向该术语的线索。它提示学生把中国倡议、中国行动或中国立场归入“与发展中国家共享发展新机遇，惠民生增福祉，实现互利共赢”，说明中国如何作为。问法追问行动路径，材料里的做法要转成政策原则和治理逻辑。 抓住这条线，就能把材料转换为：处理好中国发展与世界发展关系，秉持正确义利观，推动发展中国家共享机遇、惠民生增福祉、互利共赢。,处理好中国发展与世界发展关系，秉持正确义利观，推动发展中国家共享机遇、惠民生增福祉、互利共赢。,,EXACT,NO_MATCH,PRESENT,OK,
3889,中国,责任,与发展中国家共享发展新机遇，惠民生增福祉，实现互利共赢,5,2026朝阳一模Q20,,2026_朝阳_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_朝阳_一模_Q20.md,"设问问""为什么能""，要回答中国向世界释放正能量的能力来源。材料给出中国科技创新、自主研发芯片、新能源汽车产量等事实——触发的是国际竞争实质论与中国创新驱动战略对综合国力的支撑，而不是把""全球产业链供应链稳定""当作要积累的核心答题点。",结合材料，运用《当代国际政治与经济》知识，阐述中国为什么能为全球发展注入稳定性和正能量。,"设问问""为什么能""，要回答中国向世界释放正能量的能力来源。材料给出中国科技创新、自主研发芯片、新能源汽车产量等事实——触发的是国际竞争实质论与中国创新驱动战略对综合国力的支撑，而不是把""全球产业链供应链稳定""当作要积累的核心答题点。 这不是单个材料细节，而是通向该术语的线索。它提示学生把中国倡议、中国行动或中国立场归入“与发展中国家共享发展新机遇，惠民生增福祉，实现互利共赢”，说明中国如何作为。问法追问成立根据，材料事实要上升为理论支点。 抓住这条线，就能把材料转换为：中国向发展中国家分享减贫、生态治理与职业教育经验，让其共享中国发展机遇，惠民生增福祉，实现互利共赢。",中国向发展中国家分享减贫、生态治理与职业教育经验，让其共享中国发展机遇，惠民生增福祉，实现互利共赢。,,EXACT,NO_MATCH,PRESENT,OK,
3901,中国,责任,坚持正确义利观，在发展合作中共享机遇,1,2026东城期末Q20,四大全球倡议系统推动构建人类命运共同体（全球发展倡议子项）,2026_东城_期末_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_东城_期末_Q20.md,"题面给出共建""一带一路""、减贫、菌草、职业教育合作等中国发展合作行动；""以发展促繁荣""要把这些行动接到正确义利观、互利共赢、发展合作中共享机遇的并列表达。",结合材料，运用《当代国际政治与经济》知识，分析四大全球倡议如何系统推动构建人类命运共同体。,"题面给出共建""一带一路""、减贫、菌草、职业教育合作等中国发展合作行动；""以发展促繁荣""要把这些行动接到正确义利观、互利共赢、发展合作中共享机遇的并列表达。题目指向分析四大倡议怎么系统推动人类命运共同体，发展子项要把中国发展合作行动接到义利观和共享机遇。先把共建""一带一路""、减贫、菌草、职业教育合作等行动归到""以发展促繁荣""，再写互利共赢和正确义利观，最后指向为构建人类命运共同体奠定共同繁荣的物质根基。","全球发展倡议以发展促繁荣，坚持互利共赢和正确义利观，在共建""一带一路""等发展合作中共享机遇，为构建人类命运共同体奠定共同繁荣的物质根基。",,EXACT,NO_MATCH,PRESENT,OK,
3909,中国,责任,坚持正确义利观，在发展合作中共享机遇,2,2026朝阳一模Q20,中国为全球发展注入稳定性和正能量,2026_朝阳_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_朝阳_一模_Q20.md,题面给出中国分享减贫和职业教育经验、菌草技术；题目第②点把大国责任与担当与义利观、智慧方案合并答题，强调中国不是单方收益，而是把自身发展机遇变成发展中国家的发展机遇。,结合材料，运用《当代国际政治与经济》的知识，阐述中国为什么能为全球发展注入稳定性和正能量。,题面给出中国分享减贫和职业教育经验、菌草技术；题目第②点把大国责任与担当与义利观、智慧方案合并答题，强调中国不是单方收益，而是把自身发展机遇变成发展中国家的发展机遇。题目要学生说明中国为什么能为全球发展注入稳定性和正能量，关键是讲清中国不是单方收益，而是把自身机遇变成发展中国家机遇。把减贫和职业教育经验、菌草技术等行动归到正确义利观和互利共赢，写明中国通过这些合作让全球共享中国发展机遇。,中国坚持正确的义利观和互利共赢，以分享减贫、职业教育经验和菌草技术让全球共享中国发展机遇。,,EXACT,NO_MATCH,PRESENT,OK,
3921,中国,责任,改善发展中国家民生并助力持续发展,1,2026朝阳一模Q20,,2026_朝阳_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_朝阳_一模_Q20.md,鲁班工坊、菌草种植、减贫与生态治理经验直接服务发展中国家生产生活改善。,结合材料，运用《当代国际政治与经济》的知识，阐述中国为什么能为全球发展注入稳定性和正能量。,鲁班工坊、菌草种植、减贫与生态治理经验直接服务发展中国家生产生活改善。题目指向阐述中国为什么能为全球发展注入稳定性和正能量，这一点要落在帮助发展中国家改善生产生活上。把鲁班工坊、菌草种植、减贫与生态治理经验列为帮发展中国家改善民生的具体抓手，再写清这些经验分享是怎么助力发展中国家持续发展的。,中国通过鲁班工坊、菌草技术、减贫和生态治理经验分享，助力发展中国家持续发展，改善发展中国家民生。,,EXACT,NO_MATCH,PRESENT,OK,
3932,中国,责任,改善发展中国家民生并助力持续发展,2,2025顺义一模Q20,,2025_顺义_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_顺义_一模_Q20.md,题面列出中老铁路安居村系列项目、卢旺达“200口井”项目和援建牙买加中国园林项目，分别对应地区发展、饮水安全和精神生活改善。,结合材料，运用《当代国际政治与经济》知识，说明“小而美”项目为何成为中国开展国际发展合作的亮点和名片。,题面列出中老铁路安居村系列项目、卢旺达“200口井”项目和援建牙买加中国园林项目，分别对应地区发展、饮水安全和精神生活改善。题目让学生说明”小而美”为什么能成为中国国际发展合作的亮点，应指向帮当地解决具体民生问题。把中老铁路安居村、卢旺达”200口井”、牙买加中国园林分别对到地区发展、饮水安全和精神生活改善，再把这些工程接出”提升当地民众获得感、助力发展中国家持续发展”。,“小而美”项目通过中老铁路安居村、“200口井”和牙买加中国园林等具体工程改善民生、促进经济社会发展、提升当地民众获得感。,,EXACT,NO_MATCH,PRESENT,OK,
