paragraph,module,subsection,core_point,ordinal,source_label,title_tail,card_id,evidence_status,card_path,材料触发点,设问,为什么能想到,答案落点,同题组,prompt_check,answer_check,think_check,samegroup_check,qa_flags
3308,中国,智慧,中国推动构建人类命运共同体,11,2026顺义二模Q20,,2026_顺义_二模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_顺义_二模_Q20.md,题面原句是“世界好，中国才会好；中国好，世界会更好”，作答样例明确写“中国坚持独立自主的和平外交政策，推动构建人类命运共同体”。,结合材料，运用《当代国际政治与经济》知识，谈谈对“今天的中国，明天的世界”的理解。,中国式现代化始终向世界开放，与各国共享机遇，具体表现为能源、饮水、物流、农业技术和职业教育等合作项目。“今天的中国，明天的世界”本质上是在问中国式现代化怎样把中国发展和世界未来联结起来。先用“中国好，世界会更好”概括共同命运，再把开放共享项目写成中国行动，最后指向推动构建人类命运共同体。,中国坚持“世界好，中国才会好；中国好，世界会更好”的理念，通过开放共享的发展实践推动构建人类命运共同体。,（本题8分）,EXACT,NO_MATCH,PRESENT,ITEM_NOT_CORE,SAMEGROUP_ITEM_NOT_CORE
3348,中国,智慧,中国推动构建人类命运共同体,15,2026顺义一模Q20,,2026_顺义_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_顺义_一模_Q20.md,"设问问南南合作""典范""的深层逻辑。要回答""为什么是典范""，必须把科技小院与发展中国家共享农业技术、降低成本、培养人才接回经济全球化方向的""普惠、平衡、共赢""——这是材料里明确列入国际经济层的答题核心。",结合材料，运用《当代国际政治与经济》知识，阐述科技小院成为南南合作典范的深层逻辑。,,构建人类命运共同体是习近平外交思想的核心理念，科技小院走向世界，正是中国推动构建人类命运共同体的生动实践。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
3358,中国,智慧,中国推动构建人类命运共同体,16,2025朝阳期末Q21,,2025_朝阳_期末_Q21,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_朝阳_期末_Q21.md,题面把世界动荡冲突、单边霸凌、脱钩断链和意识形态分歧作为外部风险，问中国特色大国外交如何营造外部环境；总体外部环境的根本前提是把答案先放回和平与发展的时代主题，再把促进世界和平与发展和维护和平稳定的国际环境作为方向。,结合材料，运用《当代国际政治与经济》知识，说明如何通过开展中国特色大国外交为推进中国式现代化营造良好外部环境。,,大国外交推动构建人类命运共同体，深化同各国友好合作，为中国式现代化营造良好的外部环境。,,EXACT,NO_MATCH,EMPTY,ITEM_NOT_CORE,MISSING_WHY;SAMEGROUP_ITEM_NOT_CORE
3368,中国,智慧,中国推动构建人类命运共同体,17,2026朝阳期中Q17,,2026_朝阳_期中_Q17,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_朝阳_期中_Q17.md,题目让学生说明人工智能发展中需要处理好的重要关系，题面一方面强调芯片、算法、大模型等核心环节自主可控，另一方面说明自主可控不是闭门造车，因此要把自主创新和开放合作放在同一层处理。,结合材料，运用《当代国际政治与经济》知识阐述我国应如何处理好推进“人工智能+”发展过程中的重要关系。,,在自身发展的同时为世界提供机遇、秉持正确义利观，推动构建人类命运共同体，实现共同发展。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
3377,中国,智慧,中国推动构建人类命运共同体,18,2025海淀二模Q21,,2025_海淀_二模_Q21,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_海淀_二模_Q21.md,中国担任安理会轮值主席、推动讨论聚焦实质性问题并与全球南方国家发起“和平之友”小组，说明中国不仅参与联合国事务，也为全球治理提供理念和方案。,结合材料，运用《当代国际政治与经济》知识，阐释“中国需要联合国，联合国也需要中国”。,,中国为联合国贡献中国智慧和方案，推动构建人类命运共同体，引领全球治理方向，故联合国也需要中国。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
3385,中国,智慧,中国推动构建人类命运共同体,19,2026石景山一模Q20,,2026_石景山_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_石景山_一模_Q20.md,"题面""五个共同""列出共同维护多边贸易体制、共同推进贸易投资自由化便利化、共同建设产业链供应链、共同推动数字绿色贸易合作、共同促进区域繁荣等内容，问中国倡议如何助推亚太合作；亚太各国能在这些方向上联动合作，前提是它们具有相互交织的共同利益。",运用《当代国际政治与经济》知识，任选两个关键词，说明中国倡议如何助推亚太合作。,,中国倡议致力于共同维护、共同推进、共享繁荣，推动构建人类命运共同体，凝聚亚太合作共识。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
3394,中国,智慧,中国推动构建人类命运共同体,20,2024西城二模Q19,中国答案的国际关系新思路,2024_西城_二模_Q19,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_西城_二模_Q19.md,题面把恃强凌弱、零和博弈、结盟对抗作为旧国际关系的问题，需要把中国答案放回当今世界主题之下，说明它顺应而非违背和平与发展的时代潮流。,结合材料，阐述中国答案所体现的处理国际关系的新思路。,,中国推动构建人类命运共同体，超越少数西方国家定义的“普世价值”，顺应时代潮流，推动国际秩序更加公正合理。,,EXACT,PARTIAL,EMPTY,ITEM_NOT_CORE,MISSING_WHY;SAMEGROUP_ITEM_NOT_CORE
3402,中国,智慧,中国推动构建人类命运共同体,21,2026朝阳期末Q20,,2026_朝阳_期末_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_朝阳_期末_Q20.md,题目指向分析中国特色大国外交更有作为的必要性，材料呈现“构建周边命运共同体—妥善管控矛盾分歧—让人民远离冲突和战争—共建安宁家园—培育战略互信”的关系链，要求从时代主题和中国外交的共同体目标说明主动作为的理由。,结合材料，运用《当代国际政治与经济》知识，分析中国特色大国外交为什么要更有作为。,,中国作为负责任大国更有作为，推动构建人类命运共同体，服务国家发展大局，促进世界的和平与共同发展。,,EXACT,NO_MATCH,EMPTY,ITEM_NOT_CORE,MISSING_WHY;SAMEGROUP_ITEM_NOT_CORE
3429,中国,智慧,四大全球倡议相互促进、有机统一，系统推动构建人类命运共同体,2,2025西城一模Q21,,2025_西城_一模_Q21,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_西城_一模_Q21.md,第（2）问要求举例说明中国提供的国际公共产品，若举“一带一路”，就要把它同国际经济合作机会和经济全球化正确方向连接起来。,（1）运用所学，解释“我国的发展理念成为国际公共产品”这一现象。（6分）（2）我国还提供了哪些国际公共产品？试举一例简要说明。（2分）,,如人类命运共同体理念、三大倡议成为国际公共产品，相互促进、有机统一，推动全球合作与共同发展，贡献中国智慧。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
3519,中国,智慧,从中国主张到国际共识，从合作理念到共同行动,2,2026海淀二模Q20(2),,2026_海淀_二模_Q20_2,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_海淀_二模_Q20_2.md,全球发展倡议本身就是题目主题，材料要求把中国倡议与国际发展合作实践连接起来。,结合材料，运用《当代国际政治与经济》知识，围绕全球发展倡议从合作理念到丰富实践这一主题，撰写一篇短评。,,全球发展倡议已从中国主张扩大到国际共识、从合作理念拓展到丰富实践，以50项重要举措把合作理念落为共同行动。,,EXACT,PARTIAL,EMPTY,OK,MISSING_WHY
3561,中国,智慧,倡导文明平等互鉴，弘扬全人类共同价值，尊重世界文明多样性,1,2025朝阳期末Q21,中国特色大国外交营造良好外部环境（外部文化与国际舆论环境）,2025_朝阳_期末_Q21,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_朝阳_期末_Q21.md,"题面在外部文化和国际舆论环境部分提到""意识形态分歧""""文化冲突""等外部风险；中国要通过文明多样性和文明互鉴消解隔阂，营造良好的国际舆论环境。",结合材料，运用《当代国际政治与经济》知识，说明如何通过开展中国特色大国外交为推进中国式现代化营造良好外部环境。,"题面在外部文化和国际舆论环境部分写出""意识形态分歧""""文化冲突""等外部风险，是中国式现代化在文化层面需要应对的挑战。题目让学生说明大国外交如何为中国式现代化营造良好外部环境，这一层要扣住外部文化和国际舆论环境。先把意识形态分歧和文化冲突作为外部挑战写出，再把中国应对方式指向文明交流超越文明隔阂、文明互鉴超越文明冲突、文明共存超越文明优越，最后归到尊重世界文明多样性、倡导文明平等互鉴。",中国尊重世界文明多样性，以文明交流超越文明隔阂、以文明互鉴超越文明冲突、以文明共存超越文明优越，为中国式现代化营造良好的外部文化和国际舆论环境。,,EXACT,PARTIAL,PRESENT,ITEM_NOT_CORE,SAMEGROUP_ITEM_NOT_CORE
3572,中国,智慧,倡导文明平等互鉴，弘扬全人类共同价值，尊重世界文明多样性,2,2026丰台期末Q20,,2026_丰台_期末_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_丰台_期末_Q20.md,中拉“发展工程”强调产业链供应链稳定畅通，设问问“五大工程”如何扩大中拉利益汇合点。,结合材料，运用《当代国际政治与经济》知识，阐释“五大工程”如何扩大中拉利益汇合点。,,"文明工程共同落实全球文明倡议,树立平等、互鉴、对话、包容的文明观,弘扬全人类共同价值,扩大中拉文明层面的利益汇合点。",,EXACT,PARTIAL,EMPTY,OK,MISSING_WHY
3581,中国,智慧,倡导文明平等互鉴，弘扬全人类共同价值，尊重世界文明多样性,3,2026顺义二模Q20,,2026_顺义_二模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_顺义_二模_Q20.md,题目指向理解“今天的中国，明天的世界”，作答要求把“让经济全球化更有活力”列为可写方向；题干中的微电网、打井、物流、希望农场等项目强调发展成果被更多国家共享。,结合材料，运用《当代国际政治与经济》知识，谈谈对“今天的中国，明天的世界”的理解。,,"中国倡导文明平等互鉴、弘扬全人类共同价值、尊重世界文明多样性,以共享发展、促进文明互鉴让明天的世界更加美好。",,EXACT,NO_MATCH,EMPTY,ITEM_NOT_CORE,MISSING_WHY;SAMEGROUP_ITEM_NOT_CORE
3589,中国,智慧,倡导文明平等互鉴，弘扬全人类共同价值，尊重世界文明多样性,4,2025海淀二模Q21,,2025_海淀_二模_Q21,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_海淀_二模_Q21.md,中国担任安理会轮值主席、推动讨论聚焦实质性问题并与全球南方国家发起“和平之友”小组，说明中国不仅参与联合国事务，也为全球治理提供理念和方案。,结合材料，运用《当代国际政治与经济》知识，阐释“中国需要联合国，联合国也需要中国”。,,中国在联合国弘扬全人类共同价值、倡导文明平等互鉴，凝聚国际共识，故联合国也需要中国。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
3597,中国,智慧,倡导文明平等互鉴，弘扬全人类共同价值，尊重世界文明多样性,6,2026东城期末Q20,,2026_东城_期末_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_东城_期末_Q20.md,设问问“四大全球倡议如何系统推动构建人类命运共同体”，必须先将四大倡议和人类命运共同体核心内涵“五个世界”对应起来。,结合材料，运用《当代国际政治与经济》知识，分析四大全球倡议如何系统推动构建人类命运共同体。,,全球文明倡议倡导文明交流互鉴、平等包容，弘扬全人类共同价值，以文明增互信，为构建人类命运共同体凝聚精神纽带。,,EXACT,NO_MATCH,EMPTY,OK,BAD_SEQUENCE_EXPECT_5;MISSING_WHY
3634,中国,责任,坚持正确义利观,4,2025顺义一模Q20,,2025_顺义_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_顺义_一模_Q20.md,顺义一模的“小而美”项目直接服务共建国家民生，体现中国在国际发展合作中兼顾道义、共同发展和自身责任。,结合材料，运用《当代国际政治与经济》知识，说明“小而美”项目为何成为中国开展国际发展合作的亮点和名片。,"""小而美""项目直接面向共建国家民生需求，规模小但落地直接；""小""""美""""直接服务""几个词在指向这是道义导向的发展合作，不是资源换取式的交易。问为何成为""亮点和名片""，要解释中国在国际合作中独有的价值取向——只写做了什么不够，必须答出背后的义利观和大国形象。先把共建国家民生改善需求作为合作起点，再说明中国通过""小而美""项目兼顾共同发展和自身责任，最后指向坚持正确义利观、塑造负责任大国形象。",中国通过“小而美”项目帮助共建国家改善民生、促进发展，体现正确义利观和负责任大国形象。,,EXACT,NO_MATCH,PRESENT,ITEM_NOT_CORE,SAMEGROUP_ITEM_NOT_CORE
3653,中国,责任,坚持正确义利观,6,2026顺义二模Q20,,2026_顺义_二模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_顺义_二模_Q20.md,题目指向理解“今天的中国，明天的世界”，作答要求把“让经济全球化更有活力”列为可写方向；题干中的微电网、打井、物流、希望农场等项目强调发展成果被更多国家共享。,结合材料，运用《当代国际政治与经济》知识，谈谈对“今天的中国，明天的世界”的理解。,,"中国坚持正确义利观,义利相兼、摒弃零和思维,做全球发展的贡献者,真正实现""中国好,世界会更好""。",,EXACT,NO_MATCH,EMPTY,ITEM_NOT_CORE,MISSING_WHY;SAMEGROUP_ITEM_NOT_CORE
3661,中国,责任,坚持正确义利观,7,2026顺义一模Q20,,2026_顺义_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_顺义_一模_Q20.md,"设问问南南合作""典范""的深层逻辑。要回答""为什么是典范""，必须把科技小院与发展中国家共享农业技术、降低成本、培养人才接回经济全球化方向的""普惠、平衡、共赢""——这是材料里明确列入国际经济层的答题核心。",结合材料，运用《当代国际政治与经济》知识，阐述科技小院成为南南合作典范的深层逻辑。,,中国坚持正确义利观，义利兼顾、以义为先，把农业技术无偿带给南方国家，惠及当地民生，成为南南合作的典范。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
3671,中国,责任,坚持正确义利观,8,2025朝阳期末Q21,,2025_朝阳_期末_Q21,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_朝阳_期末_Q21.md,题面把世界动荡冲突、单边霸凌、脱钩断链和意识形态分歧作为外部风险，问中国特色大国外交如何营造外部环境；总体外部环境的根本前提是把答案先放回和平与发展的时代主题，再把促进世界和平与发展和维护和平稳定的国际环境作为方向。,结合材料，运用《当代国际政治与经济》知识，说明如何通过开展中国特色大国外交为推进中国式现代化营造良好外部环境。,,我国外交坚持正确义利观，义利相兼、以义为先，深化互利合作，营造良好的外部发展环境。,,EXACT,NO_MATCH,EMPTY,ITEM_NOT_CORE,MISSING_WHY;SAMEGROUP_ITEM_NOT_CORE
3681,中国,责任,坚持正确义利观,9,2026延庆一模Q19(2),"——中国""推动重塑全球能源治理格局""的理论逻辑和价值意蕴",2026_延庆_一模_Q19_2,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_延庆_一模_Q19_2.md,题面写中国与共建国家围绕绿色能源开发、技术合作、绿色基建联动，构成绿色发展上的共同需求；设问问理论逻辑，必须先给出合作成立的理论解释。,结合材料二，运用《当代国际政治与经济》知识，说明中国“推动重塑全球能源治理格局”的理论逻辑和价值意蕴。,,中国与共建国家在绿色能源开发利用中存在共同利益，坚持正确义利观、共商共建共享，构建能源治理利益共同体。,,PARTIAL,NO_MATCH,EMPTY,OK,MISSING_WHY
3690,中国,责任,坚持正确义利观,10,2026朝阳一模Q20,,2026_朝阳_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_朝阳_一模_Q20.md,"设问问""为什么能""，要回答中国向世界释放正能量的能力来源。材料给出中国科技创新、自主研发芯片、新能源汽车产量等事实——触发的是国际竞争实质论与中国创新驱动战略对综合国力的支撑，而不是把""全球产业链供应链稳定""当作要积累的核心答题点。",结合材料，运用《当代国际政治与经济》知识，阐述中国为什么能为全球发展注入稳定性和正能量。,,中国坚持正确义利观，以分享发展经验助力发展中国家持续发展，展现大国责任担当，推动构建人类命运共同体。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
3700,中国,责任,坚持正确义利观,11,2025房山一模Q18(2),,2025_房山_一模_Q18_2,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_房山_一模_Q18_2.md,开源战略题要求阐释技术革新如何成为全球合作新模式，DeepSeek开源让全球开发者自由使用和改进，部分国家企业低成本开发本地化AI模型，说明科技开放可以推动开放型世界经济和经济全球化发展。,“中国的开源战略不仅是技术上的革新，更是对全球合作新模式的一次积极探索和实践。”结合材料，运用《当代国际政治与经济》知识，谈谈你对这句话的理解。,,中国在《联合国宪章》宗旨原则框架下，坚持正确义利观，以开源共享加强国际交流合作，积极参与全球治理。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
3710,中国,责任,坚持正确义利观,12,2026通州期末Q20,,2026_通州_期末_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_通州_期末_Q20.md,设问评价全球治理倡议为何“正逢其时”，题面呈现百年变局、地区动荡、逆全球化和治理赤字，作答要先说明该倡议符合和平与发展、经济全球化和各国人民共同愿望的时代背景。,结合材料，运用《当代国际政治与经济》知识，谈谈你对“全球治理倡议正逢其时、指引方向彰显担当”的理解。,,中国坚持正确义利观、兼顾各国共同利益，为变乱交织的世界注入稳定性和确定性，彰显担当作为。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
3730,中国,责任,与发展中国家共享发展新机遇，惠民生增福祉，实现互利共赢,2,2026丰台期末Q20,,2026_丰台_期末_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_丰台_期末_Q20.md,中拉“发展工程”强调产业链供应链稳定畅通，设问问“五大工程”如何扩大中拉利益汇合点。,结合材料，运用《当代国际政治与经济》知识，阐释“五大工程”如何扩大中拉利益汇合点。,,"发展工程共同落实全球发展倡议,与拉美共享发展新机遇,惠民生、增福祉,实现互利共赢,扩大中拉发展利益汇合点。",,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
3739,中国,责任,与发展中国家共享发展新机遇，惠民生增福祉，实现互利共赢,3,2026顺义一模Q20,,2026_顺义_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_顺义_一模_Q20.md,"设问问南南合作""典范""的深层逻辑。要回答""为什么是典范""，必须把科技小院与发展中国家共享农业技术、降低成本、培养人才接回经济全球化方向的""普惠、平衡、共赢""——这是材料里明确列入国际经济层的答题核心。",结合材料，运用《当代国际政治与经济》知识，阐述科技小院成为南南合作典范的深层逻辑。,,科技小院面向全球南方开展农业合作，培养人才、增强内生发展动力，推动共享发展成果，实现互利共赢。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
3749,中国,责任,与发展中国家共享发展新机遇，惠民生增福祉，实现互利共赢,4,2025东城一模Q20,,2025_东城_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_东城_一模_Q20.md,此次出访中，中国同秘鲁签署自贸协定升级议定书和共建“一带一路”合作规划，并在11天内达成60多项合作文件，说明相关国家围绕贸易合作、区域合作和发展议题存在共同利益。,结合材料，运用《当代国际政治与经济》知识，谈谈此次元首外交的“精彩”之处。,,此次拉美之行深化合作、维护发展中国家利益，与其共享发展新机遇、惠民生增福祉，实现互利共赢。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
3758,中国,责任,与发展中国家共享发展新机遇，惠民生增福祉，实现互利共赢,5,2026朝阳期中Q17,,2026_朝阳_期中_Q17,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_朝阳_期中_Q17.md,题目让学生说明人工智能发展中需要处理好的重要关系，题面一方面强调芯片、算法、大模型等核心环节自主可控，另一方面说明自主可控不是闭门造车，因此要把自主创新和开放合作放在同一层处理。,结合材料，运用《当代国际政治与经济》知识阐述我国应如何处理好推进“人工智能+”发展过程中的重要关系。,,处理好中国发展与世界发展关系，秉持正确义利观，推动发展中国家共享机遇、惠民生增福祉、互利共赢。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
3767,中国,责任,与发展中国家共享发展新机遇，惠民生增福祉，实现互利共赢,6,2026朝阳一模Q20,,2026_朝阳_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_朝阳_一模_Q20.md,"设问问""为什么能""，要回答中国向世界释放正能量的能力来源。材料给出中国科技创新、自主研发芯片、新能源汽车产量等事实——触发的是国际竞争实质论与中国创新驱动战略对综合国力的支撑，而不是把""全球产业链供应链稳定""当作要积累的核心答题点。",结合材料，运用《当代国际政治与经济》知识，阐述中国为什么能为全球发展注入稳定性和正能量。,,中国向发展中国家分享减贫、生态治理与职业教育经验，让其共享中国发展机遇，惠民生增福祉，实现互利共赢。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
3809,中国,责任,改善发展中国家民生并助力持续发展,2,2025顺义一模Q20,,2025_顺义_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_顺义_一模_Q20.md,题面列出中老铁路安居村系列项目、卢旺达“200口井”项目和援建牙买加中国园林项目，分别对应地区发展、饮水安全和精神生活改善。,结合材料，运用《当代国际政治与经济》知识，说明“小而美”项目为何成为中国开展国际发展合作的亮点和名片。,题面列出中老铁路安居村系列项目、卢旺达“200口井”项目和援建牙买加中国园林项目，分别对应地区发展、饮水安全和精神生活改善。题目让学生说明”小而美”为什么能成为中国国际发展合作的亮点，应指向帮当地解决具体民生问题。把中老铁路安居村、卢旺达”200口井”、牙买加中国园林分别对到地区发展、饮水安全和精神生活改善，再把这些工程接出”提升当地民众获得感、助力发展中国家持续发展”。,“小而美”项目通过中老铁路安居村、“200口井”和牙买加中国园林等具体工程改善民生、促进经济社会发展、提升当地民众获得感。,,EXACT,NO_MATCH,PRESENT,ITEM_NOT_CORE,SAMEGROUP_ITEM_NOT_CORE
3818,中国,责任,改善发展中国家民生并助力持续发展,3,2026顺义二模Q20,,2026_顺义_二模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_顺义_二模_Q20.md,材料集中列举微电网、打井、物流、希望农场、菌草技术和鲁班工坊，都是直接改善发展中国家生产生活条件的合作项目。,结合材料，运用《当代国际政治与经济》知识，谈谈对“今天的中国，明天的世界”的理解。,圭亚那村庄用上微电网、塞内加尔乡村解决用水、巴西贫民社区打通快递末端、纳米比亚农户获得农业信心，中亚青年获得职业发展机会。理解“中国好，世界会更好”不能空泛写理念，必须说明中国发展怎样变成其他国家人民可感可及的民生改善。先列举具体项目，再写改善发展中国家民生和提升持续发展能力，最后指向让发展成果惠及更多国家人民。,中国通过微电网、乡村打井、希望农场、菌草技术和鲁班工坊等项目改善发展中国家民生，提升其持续发展能力，让发展成果惠及更多国家人民。,（本题8分）,EXACT,NO_MATCH,PRESENT,ITEM_NOT_CORE,SAMEGROUP_ITEM_NOT_CORE
3827,中国,责任,改善发展中国家民生并助力持续发展,4,2026顺义一模Q20,,2026_顺义_一模_Q20,RAW_CARD_READY,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_顺义_一模_Q20.md,"设问问南南合作""典范""的深层逻辑。要回答""为什么是典范""，必须把科技小院与发展中国家共享农业技术、降低成本、培养人才接回经济全球化方向的""普惠、平衡、共赢""——这是材料里明确列入国际经济层的答题核心。",结合材料，运用《当代国际政治与经济》知识，阐述科技小院成为南南合作典范的深层逻辑。,,科技小院提升农业生产率、培养本土人才，激发内生动力，改善了发展中国家民生并助力其可持续发展。,,EXACT,NO_MATCH,EMPTY,OK,MISSING_WHY
