idx,entry_para_idx,h1,h2,h3,entry_title,材料触发点,设问,为什么能想到,答案落点,同题组,identical_trigger_why
413,4029,中国,责任,核心答题点：民心相通与文明互鉴,2. 2024东城二模Q20,题目整体说明“三大倡议”如何助力未来，作答不能只把发展、安全、文明三项分开写，还要先说明出三大倡议与人类命运共同体的总体关系。,结合材料，运用《当代国际政治与经济》知识，说明中国的“三大倡议”如何助力人类走向美好未来。（7分）,设问追问的是做法和机制。题目整体说明“三大倡议”如何助力未来，作答不能只把发展、安全、文明三项分开写，还要先说明出三大倡议与人类命运共同体的总体关系，材料提供的是能触发“民心相通与文明互鉴”的关系线索，而不是孤立事实；作答要把这组关系转化为教材术语，再接上本题具体事实和作用结果。,全球文明倡议通过交流互鉴、传承和创新，促进民心相通，建设开放包容的世界，助力人类走向美好未来。,,False
414,4039,中国,责任,核心答题点：南南合作与全球南方共同发展,1. 2025丰台二模Q20,材料把“全球南方”群体性崛起和中国作为“全球南方”第一方阵联系起来，答题要先说明中国发展中国家身份和国际格局分量。,当今世界，全球治理体系与国际秩序变革加速推进。我们愿同各方一道，一以贯之以实际行动为完善全球治理注入中国力量。结合材料，运用《当代国际政治与经济》知识，谈谈你对“为完善全球治理注入中国力量”的理解。,材料把“全球南方”群体性崛起和中国作为“全球南方”第一方阵联系起来，答题要先说明中国发展中国家身份和国际格局分量。题目让学生谈”为完善全球治理注入中国力量”，要先把中国发展中国家身份和”全球南方”第一方阵的地位写出来。先说明中国作为世界上最大的发展中国家，是国际政治经济格局中一支重要力量；再写积极参与全球治理，推动全球南方实现现代化。,中国作为世界上最大的发展中国家，是国际政治经济格局中一支重要力量，积极参与全球治理，为推动全球南方实现现代化发挥作用。,,False
415,4048,中国,责任,核心答题点：南南合作与全球南方共同发展,2. 2026顺义一模Q20,题目不是问科技小院一般意义，而是问其成为南南合作典范的深层逻辑；11国落地、非洲试验和巴西机械化说明中国方案能结合当地实际，促进全球南方农业合作。,结合材料，运用《当代国际政治与经济》知识，阐述科技小院成为南南合作典范的深层逻辑。,题目不是问科技小院一般意义，而是问其成为南南合作典范的深层逻辑。题目要学生阐释科技小院成为南南合作典范的深层逻辑，不能停留在科技小院的一般意义。把11国落地、非洲试验、巴西机械化分别接到全球南方农业发展的共同利益，再写中国农业技术与本土化人才培养、当地生产问题的结合，指向从单一技术输出转向农业生态整体建设和协同创新。,科技小院回应全球南方农业发展的共同利益，把中国农业技术、本土化人才培养和当地生产问题结合起来，从单一技术输出转向支持农业生态整体建设和协同创新，推动南南合作共赢共享。,,False
416,4059,中国,责任,核心答题点：南南合作与全球南方共同发展,3. 2024丰台二模Q19,设问问中国“答卷”如何彰显大国担当，题目限定在应对气候变化和环境保护，因此全球治理观必须连接中国承担责任、南南合作和区域合作，而不是泛写治理口号。,结合材料，运用《当代国际政治与经济》知识，说明中国“答卷”如何彰显大国担当。（6分）,设问追问的是做法和机制。设问问中国“答卷”如何彰显大国担当，题目限定在应对气候变化和环境保护，因此全球治理观必须连接中国承担责任、南南合作和区域合作，而不是泛写治理口号，材料提供的是能触发“中国智慧”的关系线索，而不是孤立事实；作答要把这组关系转化为教材术语，再接上本题具体事实和作用结果。,中国通过南南合作帮助发展中国家应对气候变化，贡献中国智慧、中国力量，促进全球南方共同发展，彰显大国担当。,,False
417,4068,中国,责任,核心答题点：中国推进绿色低碳转型并参与全球气候治理,1. 2026西城期末Q20,NDC表格同时列出温室气体减排和气候适应型社会目标，说明中国把减缓与适应结合起来形成系统性治理方案。,结合材料，运用《当代国际政治与经济》知识，阐释参与全球气候治理的中国实践。,"NDC表格同时列出温室气体减排和气候适应型社会目标，说明中国把减缓与适应结合起来形成系统性治理方案。题目让学生阐释中国参与全球气候治理的实践，这一栏要把""减缓+适应""两条腿写齐。在写减排的同时，把《国家适应气候变化战略2035》接上，写明气候适应能力提升，再指向为发展中国家应对气候变化提供系统性方案。",中国在积极减排的同时，实施《国家适应气候变化战略2035》，提升气候适应能力，推动气候减缓与适应协同发展，增强气候治理系统性，为发展中国家应对气候变化提供系统性方案。,（本题8分）,False
418,4087,中国,责任,核心答题点：中国推进绿色低碳转型并参与全球气候治理,2. 2025东城期末Q20——评价欧盟对中国新能源汽车征收临时反补贴税,"题面写中方坚决反对欧方临时反补贴税并多次提出建设性解决方案；设问需要说明认识短文，谈到中国态度必须把""维护本国利益""明确写出。",运用《当代国际政治与经济》知识，写一篇短文，谈谈你对上述材料的认识。要求：题目自拟，观点明确，逻辑清晰，200字左右。,设问要求把材料关系转化为教材术语。题面写中方坚决反对欧方临时反补贴税并多次提出建设性解决方案，材料提供的是能触发“中国推进绿色低碳转型并参与全球气候治理”的关系线索，而不是孤立事实；作答要把这组关系转化为教材术语，再接上本题具体事实和作用结果。,我国以新能源汽车产业的行动为世界气候、绿色生态保护作贡献，推进绿色低碳转型、参与全球气候治理。,,False
419,4097,中国,责任,核心答题点：严格落实《巴黎协定》要求，每五年向联合国提交国家自主贡献目标，维护全球气候治理多边进程,1. 2026西城期末Q20,题面注释说明NDC是《巴黎协定》的核心机制，各缔约方每五年提交一次国家自主行动目标，中国已在2015年、2020年提交过两轮目标。,结合材料，运用《当代国际政治与经济》知识，阐释参与全球气候治理的中国实践。,"题面注释说明NDC是《巴黎协定》的核心机制，各缔约方每五年提交一次国家自主行动目标，中国已在2015年、2020年提交过两轮目标。题目让学生阐释中国参与全球气候治理的实践，这一栏要落在严格遵循《巴黎协定》的多边机制上。先说明2015年、2020年两轮提交和2025年继续更新，说明中国持续履行""每五年一次""的机制要求，再指向严格落实《巴黎协定》、维护全球气候治理多边进程。",中国严格落实《巴黎协定》要求，按每五年一次的机制向联合国提交国家自主贡献目标，在2015年、2020年两轮目标基础上于2025年继续更新2035年NDC目标，以实际行动维护全球气候治理多边进程。,（本题8分）,False
420,4106,中国,责任,核心答题点：中国是负责任大国并勇于担当,1. 2026西城期末Q20,中国此前已于2015年、2020年两轮提交NDC，2025年11月又向联合国提交《中国2035年国家自主贡献目标》，体现中国持续更新气候行动承诺、主动担当大国责任。,结合材料，运用《当代国际政治与经济》知识，阐释参与全球气候治理的中国实践。,"中国此前已于2015年、2020年两轮提交NDC，2025年11月又向联合国提交《中国2035年国家自主贡献目标》，体现中国持续更新气候行动承诺、主动担当大国责任。题目让学生阐释中国参与全球气候治理的实践，这一栏要把""持续更新承诺、主动担当""的态度写出来。把2015年、2020年、2025年三次NDC提交串成持续更新的链条，再写2025年11月提交《中国2035年国家自主贡献目标》，指向以实际行动展现负责任大国担当。",中国主动担当全球气候治理责任，于2025年11月向联合国提交《中国2035年国家自主贡献目标》，持续更新气候行动承诺，以实际行动展现负责任大国担当。,（本题8分）,False
421,4114,中国,责任,核心答题点：中国是负责任大国并勇于担当,2. 2024丰台二模Q19,设问主语是中国“答卷”，题目限定为面临气候变化挑战，中国怎样承担责任及其意义，因此需要先说明负责任大国角色。,结合材料，运用《当代国际政治与经济》知识，说明中国“答卷”如何彰显大国担当。（6分）,设问主语是中国“答卷”，题目限定为面临气候变化挑战，中国怎样承担责任及其意义，因此需要先说明负责任大国角色。题目让学生说明面对气候变化挑战，中国的”答卷”如何彰显大国担当，需要先说明负责任大国的角色。先把”答卷”主语定位为负责任大国，再写中国积极承担气候责任、以实际行动参与全球环境治理，指向发挥建设性作用。,中国作为负责任大国，在面临气候变化挑战时积极承担责任，以实际行动参与全球环境治理，发挥建设性作用。,（本题6分）,False
422,4122,中国,责任,核心答题点：中国是负责任大国并勇于担当,3. 2026丰台一模Q19,题目直接追问“大国情怀与担当”，材料从消除贫困、教育普及和卫生健康三方面说明中国把自身发展成就转化为国际合作贡献。,结合材料，运用《当代国际政治与经济》知识，说明中国在全球可持续发展中彰显了怎样的大国情怀与担当。,"题目直接追问“大国情怀与担当”，材料从消除贫困、教育普及和卫生健康三方面说明中国把自身发展成就转化为国际合作贡献。题目直接问""大国情怀与担当""，要把消除贫困、教育普及、卫生健康三方面的中国行动接到负责任大国这一身份上。先点出人类命运共同体理念和胸怀天下的立场，再把消除贫困、教育普及和卫生健康合作写成中国对联合国2030年可持续发展议程的具体落实，指向展现负责任大国的情怀与担当。",中国秉持人类命运共同体理念，坚持胸怀天下，携手各国落实联合国2030年可持续发展议程，在消除贫困、教育普及和卫生健康合作中做全球发展的贡献者，展现负责任大国的情怀和担当。,,False
423,4132,中国,责任,核心答题点：中国是负责任大国并勇于担当,4. 2025顺义一模Q20,题面写中国在共建国家推进惠民生“小而美”项目，帮助当地提升发展水平、解决饮水问题、丰富精神生活，说明中国通过具体民生合作承担国际发展责任。,结合材料，运用《当代国际政治与经济》知识，说明“小而美”项目为何成为中国开展国际发展合作的亮点和名片。,"题面写中国在共建国家推进惠民生“小而美”项目，帮助当地提升发展水平、解决饮水问题、丰富精神生活，说明中国通过具体民生合作承担国际发展责任。题目让学生说明""小而美""项目为什么能成为中国开展国际发展合作的亮点和名片，要把项目优势接到中国大国身份上。把中老铁路安居村、""200口井""、援建牙买加园林等小项目串成中国主动改善他国民生的事实链，再点出这种主动作为正是中国作为负责任大国敢于担当的体现。",中国通过中老铁路安居村、“200口井”和援建牙买加中国园林等“小而美”项目改善当地民生，彰显大国担当和负责任大国形象。,,False
424,4141,中国,责任,核心答题点：中国是负责任大国并勇于担当,5. 2026门头沟一模Q21,设问问中国为何能为世界提供确定性，材料三呈现中国是150多个国家和地区的主要贸易伙伴，并通过对外投资为东道国贡献税收，故应从中国承担大国责任、贡献世界经济稳定的角度作答。,结合材料，综合运用所学，谈谈中国为何能为世界提供宝贵的确定性。,材料三列出中国是150多个国家和地区的主要贸易伙伴，并通过对外投资为东道国贡献3000多亿美元税收，是中国主动稳住世界经济的事实。题目让学生回答中国为什么能为世界提供宝贵的确定性，要论证中国行动背后的大国责任。先把中国与各国的贸易伙伴关系作为稳定预期的来源点出，再把对外投资税收贡献接到中国主动承担世界经济稳定的责任上，最后归到中国是负责任大国并勇于担当。,中国坚持大国担当，是150多个国家和地区的主要贸易伙伴，并通过对外投资为东道国贡献3000多亿美元税收，以互利共赢的开放战略为世界共享发展机遇。,（本题10分）,False
425,4150,中国,责任,核心答题点：中国是负责任大国并勇于担当,6. 2026通州期末Q20,设问评价全球治理倡议为何“正逢其时”，题面呈现百年变局、地区动荡、逆全球化和治理赤字，作答要先说明该倡议符合和平与发展、经济全球化和各国人民共同愿望的时代背景。,结合材料，运用《当代国际政治与经济》知识，谈谈你对“全球治理倡议正逢其时、指引方向彰显担当”的理解。,设问要求把材料事实上升为教材判断。设问评价全球治理倡议为何“正逢其时”，题面呈现百年变局、地区动荡、逆全球化和治理赤字，作答要先说明该倡议符合和平与发展、经济全球化和各国人民共同……，材料提供的是能触发“中国是负责任大国并勇于担当”的关系线索，而不是孤立事实；作答要把这组关系转化为教材术语，再接上本题具体事实和作用结果。,全球治理倡议是中国贡献的又一重要国际公共产品，与三大倡议协同发力，彰显中国负责任大国的主动担当。,,False
426,4162,中国,责任,核心答题点：聚焦发展中国家紧迫需求，以灵活快速的小而美项目形成共同发展品牌,1. 2025顺义一模Q20,题面把“小而美”项目放在共建“一带一路”从“大写意”进入“工笔画”的阶段，列举饮水、地区发展、精神生活等具体民生需求，说明这类项目的优势在于精准、灵活和可复制。,结合材料，运用《当代国际政治与经济》知识，说明“小而美”项目为何成为中国开展国际发展合作的亮点和名片。,"题面把""小而美""项目放在共建""一带一路""由""大写意""进入""工笔画""的阶段，列举饮水、地区发展、精神生活等具体民生需求。题目让学生说明""小而美""项目为什么能成为中国开展国际发展合作的亮点和名片，要扣住这种项目的独特优势。把饮水、地区发展、精神生活等具体需求接成项目精准对接民生的事实，再说明项目规模小所以更灵活、可推广，最后归到聚焦发展中国家紧迫需求、灵活实施、快速响应基层社区需求、规模小更易统筹和可推广。",“小而美”项目聚焦发展中国家紧迫需求，灵活实施、快速响应基层社区需求，规模小更易统筹和推广，因而能够形成国际发展合作品牌和共同发展目标。,,False
427,4171,中国,责任,核心答题点：聚焦发展中国家紧迫需求，以灵活快速的小而美项目形成共同发展品牌,2. 2026丰台期末细则复练Q20,中拉“发展工程”强调产业链供应链稳定畅通，设问问“五大工程”如何扩大中拉利益汇合点。,结合材料，运用《当代国际政治与经济》知识，阐释“五大工程”如何扩大中拉利益汇合点。,五大工程中的民心工程对应民生维度，材料给出“300个小而美民生项目”，要落到聚焦发展中国家紧迫需求、以灵活快速的小而美项目形成共同发展品牌。,"民心工程实施300个""小而美""民生项目,聚焦拉美发展中国家紧迫需求,灵活快速惠及民生,形成共同发展品牌,扩大民心汇合点。",,False
428,4182,中国,责任,核心答题点：展现大国责任担当,1. 2026西城二模Q19(1),中国参与全球数据治理，既贡献自身数字发展经验，也承担负责任大国的全球治理责任。,结合材料，运用当代国际政治知识，阐释中国参与全球数据治理的逻辑。,材料呈现中国主动参与全球数据治理，既贡献自身数字发展经验，也回应各方对治理规则与方案的需求。题目让学生阐释中国参与全球数据治理的逻辑，要把中国的数字发展经验和大国身份对应起来。把中国的数字发展经验作为可分享的能力写出，再把参与全球数据治理写成大国应承担的责任，最后归到展现大国责任担当。,中国积极参与全球数据治理，贡献数字发展经验和治理方案，展现负责任大国的责任担当。,（本题6分）,False
429,4190,中国,责任,核心答题点：展现大国责任担当,2. 2026门头沟一模Q21,题目让学生说明中国为何能为世界提供宝贵的确定性，材料三把中国与世界经济深度联动、进口市场扩大和跨国企业加码在华投资放在一起，要从开放合作带来双向互利的角度作答。,结合材料，综合运用所学，谈谈中国为何能为世界提供宝贵的确定性。,设问追问的是原因和逻辑。题目让学生说明中国为何能为世界提供宝贵的确定性，材料三把中国与世界经济深度联动、进口市场扩大和跨国企业加码在华投资放在一起，要从开放合作带来双向……，材料把一国行动与世界共同挑战、共同发展连接起来，已经进入命运相连的层面；因此要用推动构建人类命运共同体统摄合作方向和最终价值。,"中国展现负责任大国担当,奉行互利共赢的开放战略,推动构建人类命运共同体,故能为动荡变革的世界提供宝贵的确定性。",,False
430,4199,中国,责任,核心答题点：展现大国责任担当,3. 2025西城二模Q19(2),对最不发达国家实行零关税，直接降低其进入中国市场的制度性成本，体现贸易自由化和普惠包容的经济全球化方向。,结合材料，运用《当代国际政治与经济》知识，说明这一做法中的中国担当。,设问要求把材料事实上升为教材判断。对最不发达国家实行零关税，直接降低其进入中国市场的制度性成本，体现贸易自由化和普惠包容的经济全球化方向，关键不只是写中国做了什么，还要解释中国怎样处理自身发展、他国关切和共同利益的关系；因此要从义利相济、以义为先的正确义利观切入，再把材料中的合作或治理行动接到大国担当。,开放中国市场、坚持正确义利观，与发展中国家共享发展新机遇、惠民生增福祉、互利共赢，展现大国担当。,,False
431,4208,中国,责任,核心答题点：展现大国责任担当,4. 2026朝阳期中Q17,题目让学生说明人工智能发展中需要处理好的重要关系，题面一方面强调芯片、算法、大模型等核心环节自主可控，另一方面说明自主可控不是闭门造车，因此要把自主创新和开放合作放在同一层处理。,结合材料，运用《当代国际政治与经济》知识阐述我国应如何处理好推进“人工智能+”发展过程中的重要关系。,设问追问的是做法和机制。题目让学生说明人工智能发展中需要处理好的重要关系，题面一方面强调芯片、算法、大模型等核心环节自主可控，另一方面说明自主可控不是闭门造车，因此要把……，材料提供的是能触发“大国责任”的关系线索，而不是孤立事实；作答要把这组关系转化为教材术语，再接上本题具体事实和作用结果。,处理好中国发展与世界发展关系，为世界提供公共产品和机遇、兼顾他国合理关切，展现大国责任担当。,,False
432,4218,中国,责任,核心答题点：展现大国责任担当,5. 2026丰台一模Q19,题面用减贫国际合作、教育合作和卫生健康经验分享三组材料，说明中国把自身发展同各国发展利益结合起来；要回答中国大国情怀与担当，需要先解释中国为什么能与各国在可持续发展上形成合作。,结合材料，运用《当代国际政治与经济》知识，说明中国在全球可持续发展中彰显了怎样的大国情怀与担当。,设问追问的是做法和机制。题面用减贫国际合作、教育合作和卫生健康经验分享三组材料，说明中国把自身发展同各国发展利益结合起来，材料提供的是能触发“大国责任”的关系线索，而不是孤立事实；作答要把这组关系转化为教材术语，再接上本题具体事实和作用结果。,中国在消除贫困、教育普及、卫生健康等领域成就举世瞩目，做全球发展的贡献者，展现了负责任大国的情怀和担当。,,False
433,4228,中国,责任,核心答题点：展现大国责任担当,6. 2026朝阳一模Q20,"设问问""为什么能""，要回答中国向世界释放正能量的能力来源。材料给出中国科技创新、自主研发芯片、新能源汽车产量等事实——触发的是国际竞争实质论与中国创新驱动战略对综合国力的支撑，而不是把""全球产业链供应链稳定""当作要积累的核心答题点。",结合材料，运用《当代国际政治与经济》知识，阐述中国为什么能为全球发展注入稳定性和正能量。,"设问追问的是原因和逻辑。设问问""为什么能""，要回答中国向世界释放正能量的能力来源，材料提供的是能触发“大国责任”的关系线索，而不是孤立事实；作答要把这组关系转化为教材术语，再接上本题具体事实和作用结果。",中国分享减贫、生态治理经验改善发展中国家民生，彰显大国责任与担当，为全球发展注入稳定性和正能量。,,False
434,4239,中国,责任,核心答题点：展现大国责任担当,"7. 2025延庆一模Q20(2)外交部发言人回应""脱钩断链""","材料二中个别国家鼓噪""脱钩断链""和供应链""去风险""，与近70个国家和地区企业到链博会寻找""链""通中外方案形成对照；要论证供应链合作的正当性，必须用时代主题判定""合作""才是符合潮流的方向，""脱钩""违背潮流。",假如你是外交部发言人，请结合材料二，运用《当代国际政治与经济》知识，对上述提问做出回应。,"设问要求把材料关系转化为教材术语。材料二中个别国家鼓噪""脱钩断链""和供应链""去风险""，与近70个国家和地区企业到链博会寻找""链""通中外方案形成对照，材料提供的是能触发“大国责任”的关系线索，而不是孤立事实；作答要把这组关系转化为教材术语，再接上本题具体事实和作用结果。",作为负责任大国，中国坚持高质量发展和高水平对外开放，在追求本国利益时兼顾他国关切，彰显大国责任担当。,,False
435,4252,中国,一条历史线,核心答题点：中国综合国力、国际地位和话语权提升,1. 2025海淀期中Q21(2),题面呈现新时代中国拓展主要国家合作、深化周边外交和对非合作，说明中国在国际事务中的表达能力和影响能力增强。,结合材料，运用《当代国际政治与经济》知识，分析新中国外交的“变”与“不变”。,"新时代外交从大国关系拓展到周边、对非，是合作面同时铺开；这种""全方位""布局指向中国在国际事务中可被听见、可影响他国的能力在扩张。分析""变""中的实力维度，重在解释为何外交布局可以横向铺开——背后是国际影响力和话语权的提升，不是简单做合作清单。先把新时代外交向多方向拓展作为现象前提，再说明这种拓展依托于中国综合国力的支撑，最后指向国际影响力和话语权不断提升。",随着中国特色大国外交不断推进，中国国际影响力和话语权不断提升。,,False
436,4268,中国,一条历史线,核心答题点：中国综合国力、国际地位和话语权提升,2. 2025朝阳期末Q21,题面问如何面对意识形态分歧并营造良好外部环境，说明中国特色大国外交还要通过国际话语和国家形象建设改善外部舆论条件。,结合材料，运用《当代国际政治与经济》知识，说明如何通过开展中国特色大国外交为推进中国式现代化营造良好外部环境。,"题面把""意识形态分歧""作为外部风险列出，并要求""营造良好外部环境""；这种组合在标注答题不只是经贸合作，更要回应国际舆论和话语层面的对立。问""如何营造良好外部环境""，仅写合作行动不够；必须解释中国如何通过话语权建设回应意识形态分歧、改善国际舆论条件。先把意识形态分歧作为外部环境中的舆论压力源，再说明中国通过讲好中国故事、交流经验、塑造形象提升国际话语权，最后指向为中国式现代化营造良好国际舆论环境。",中国提升国际话语权，讲好中国故事、交流中国经验、塑造中国形象，有利于回应意识形态分歧，为推进中国式现代化营造良好的国际舆论环境。,,False
437,4280,中国,一条历史线,核心答题点：中国作为联合国创始会员国和安理会常任理事国，是国际政治经济格局中的重要力量〔中国国际地位综合表达角度〕,1. 2025海淀二模Q21,要说明联合国为什么需要中国，必须先说明中国在联合国和国际格局中的身份与分量，才能推出中国能为联合国事业提供支撑。,结合材料，运用《当代国际政治与经济》知识，阐释“中国需要联合国，联合国也需要中国”。,要说明联合国为什么需要中国，必须先说明中国在联合国和国际格局中的身份与分量，才能推出中国能为联合国事业提供支撑。题目要学生阐释中国和联合国相互需要，要先讲清中国在联合国和国际格局中的身份与分量，才能说明中国能为联合国事业提供什么。先说明中国是联合国创始会员国、安理会常任理事国，再写中国是最大的发展中国家、国际政治经济格局中的重要力量，最后接出能为联合国事业和全球治理提供重要支持。,中国作为联合国创始会员国和安理会常任理事国，同时是世界上最大的发展中国家、国际政治经济格局中的重要力量，能够为联合国事业和全球治理提供重要支持。,,False
438,4289,中国,一条历史线,核心答题点：中国作为联合国创始会员国和安理会常任理事国，是国际政治经济格局中的重要力量〔中国国际地位综合表达角度〕,2. 2025丰台二模Q20,题目理解“中国力量”如何完善全球治理，材料多次出现人类命运共同体、平等开放合作共享和公正合理的治理方向。,当今世界，全球治理体系与国际秩序变革加速推进。我们愿同各方一道，一以贯之以实际行动为完善全球治理注入中国力量。结合材料，运用《当代国际政治与经济》知识，谈谈你对“为完善全球治理注入中国力量”的理解。,设问要求把材料事实上升为教材判断。题目理解“中国力量”如何完善全球治理，材料多次出现人类命运共同体、平等开放合作共享和公正合理的治理方向，材料把中国行动放在联合国或国际法框架内，说明作答要先给出制度合法性；因此要联系《联合国宪章》宗旨原则和联合国在全球治理中的作用。,中国作为最大发展中国家、联合国安理会常任理事国，是国际政治经济格局中一支重要力量，为完善全球治理注入中国力量。,,False
439,4299,中国,一条历史线,核心答题点：中国积极参与国际组织，在联合国、金砖国家、二十国集团、博鳌亚洲论坛等国际组织中的作用日益显著，已成为全球治理体系的重要参与者、贡献者和改革者,1. 2025丰台二模Q20,材料列出金砖、联合国、二十国集团、博鳌亚洲论坛等平台，要求说明中国通过国际组织参与和改革全球治理。,当今世界，全球治理体系与国际秩序变革加速推进。我们愿同各方一道，一以贯之以实际行动为完善全球治理注入中国力量。结合材料，运用《当代国际政治与经济》知识，谈谈你对“为完善全球治理注入中国力量”的理解。,材料列出金砖、联合国、二十国集团、博鳌亚洲论坛等平台，要求说明中国通过国际组织参与和改革全球治理。题目让学生谈”为完善全球治理注入中国力量”，需要把中国在国际组织中的具体角色写清楚。把联合国、金砖、二十国集团、博鳌亚洲论坛串到一起，再写中国在这些平台中作用日益显著，指向中国已是全球治理体系的重要参与者、贡献者和改革者。,中国积极参与联合国、金砖国家、二十国集团、博鳌亚洲论坛等国际组织，作用日益显著，已成为全球治理体系的重要参与者、贡献者和改革者。,,False
440,4308,中国,一条历史线,核心答题点：中国积极参与国际组织，在联合国、金砖国家、二十国集团、博鳌亚洲论坛等国际组织中的作用日益显著，已成为全球治理体系的重要参与者、贡献者和改革者,2. 2025海淀二模Q21,中国担任安理会轮值主席、推动讨论聚焦实质性问题并与全球南方国家发起“和平之友”小组，说明中国不仅参与联合国事务，也为全球治理提供理念和方案。,结合材料，运用《当代国际政治与经济》知识，阐释“中国需要联合国，联合国也需要中国”。,设问要求把材料事实上升为教材判断。中国担任安理会轮值主席、推动讨论聚焦实质性问题并与全球南方国家发起“和平之友”小组，说明中国不仅参与联合国事务，也为全球治理提供理念和方案，材料把中国行动放在联合国或国际法框架内，说明作答要先给出制度合法性；因此要联系《联合国宪章》宗旨原则和联合国在全球治理中的作用。,中国是联合国改革最早倡导者和有力支持者之一，已成为全球治理体系重要参与者、贡献者和改革者，故联合国需要中国。,,False
441,4319,中国,一条主线,核心答题点：习近平外交思想指导中国特色大国外交（外交为民、服务中国式现代化）,1. 2025海淀期中Q21(2),题面从不同历史阶段转向新时代中国特色大国外交，外交理念随时代发展而丰富，触发指导思想与时俱进。,结合材料，运用《当代国际政治与经济》知识，分析新中国外交的“变”与“不变”。,"题面指向""新时代中国特色大国外交""，外交理念在新阶段被进一步丰富；这一过渡说明指导思想本身在随时代演进，而非外交动作的零散变化。分析""变""的思想层面，要解释指导思想如何与时俱进、为何在新时代形成新的理论形态——不能停留在外交行动层。先把新时代中国特色大国外交作为思想载体接进来，再说明实践需要催生新的理论概括，最后指向习近平外交思想为中国特色大国外交提供根本遵循和行动指南。",新时代形成习近平外交思想，为新时代中国特色大国外交提供根本遵循和行动指南，体现外交指导思想与时俱进。,,False
442,4329,中国,一条主线,核心答题点：习近平外交思想指导中国特色大国外交（外交为民、服务中国式现代化）,2. 2026朝阳期末Q20,设问把中国特色大国外交的主动作为同中国发展大局相连，材料呈现“践行外交为民宗旨—构建海外安全保障体系—让中国公民、法人在海外更安全、更踏实、更放心”的关系链，触发维护人民利益与服务中国式现代化的目标层表达。,结合材料，运用《当代国际政治与经济》知识，分析中国特色大国外交为什么要更有作为。,"材料给出""外交为民宗旨—海外安全保障体系—中国公民、法人在海外更安全、更踏实、更放心""完整链条，三环都指向人民利益，不是抽象的国家利益。问外交为什么要""更有作为""，必须从目标层回答——外交为民、服务中国式现代化是更高层次的""作为方向""，不能仅写做了什么事。先把外交为民宗旨作为根本立场，再用海外安全保障体系建设作为践行宗旨的具体动作，最后指向维护人民利益、服务中国式现代化。",中国践行外交为民宗旨，完善海外安全保障体系，让中国公民和法人在海外更安全、更踏实、更放心，有利于维护人民利益、服务中国式现代化。,（本题8分）,False
443,4340,中国,一条主线,核心答题点：习近平外交思想指导中国特色大国外交（外交为民、服务中国式现代化）,3. 2025朝阳期末Q21,题面把世界动荡冲突、单边霸凌、脱钩断链和意识形态分歧作为外部风险，问中国特色大国外交如何营造外部环境；总体外部环境的根本前提是把答案先放回和平与发展的时代主题，再把促进世界和平与发展和维护和平稳定的国际环境作为方向。,结合材料，运用《当代国际政治与经济》知识，说明如何通过开展中国特色大国外交为推进中国式现代化营造良好外部环境。,设问追问的是做法和机制。题面把世界动荡冲突、单边霸凌、脱钩断链和意识形态分歧作为外部风险，问中国特色大国外交如何营造外部环境，材料提供的是能触发“习近平外交思想指导中国特色大国外交（外交为民、服务中国式”的关系线索，而不是孤立事实；作答要把这组关系转化为教材术语，再接上本题具体事实和作用结果。,在习近平外交思想指导下推进中国特色大国外交，坚持外交为民，服务中国式现代化、营造良好外部环境。,,False
444,4351,中国,一条主线,核心答题点：习近平外交思想指导中国特色大国外交（外交为民、服务中国式现代化）,4. 2025东城一模Q20,此次出访中，中国同秘鲁签署自贸协定升级议定书和共建“一带一路”合作规划，并在11天内达成60多项合作文件，说明相关国家围绕贸易合作、区域合作和发展议题存在共同利益。,结合材料，运用《当代国际政治与经济》知识，谈谈此次元首外交的“精彩”之处。,设问要求把材料关系转化为教材术语。此次出访中，中国同秘鲁签署自贸协定升级议定书和共建“一带一路”合作规划，并在11天内达成60多项合作文件，说明相关国家围绕贸易合作、区域合作和发……，材料把一国行动与世界共同挑战、共同发展连接起来，已经进入命运相连的层面；因此要用推动构建人类命运共同体统摄合作方向和最终价值。,11天行程开辟中国特色大国外交新境界，是构建人类命运共同体的新实践，服务中国式现代化建设。,,False
445,4364,联合国,多边主义/多极化场所,核心答题点：联合国是当今世界最具普遍性、代表性和权威性的政府间国际组织，并在维护和平、推动发展、促进人类文明进步中发挥重要作用,1. 2025海淀二模Q21,材料一列出联合国在粮食安全、儿童、饮水卫生、健康、气候行动和和平安全等方面的成果，当题目让学生说明中国为何需要联合国时，需要说明联合国维护和平、推动发展、促进人类文明进步的综合作用。,结合材料，运用《当代国际政治与经济》知识，阐释“中国需要联合国，联合国也需要中国”。,设问要求把材料事实上升为教材判断。材料一列出联合国在粮食安全、儿童、饮水卫生、健康、气候行动和和平安全等方面的成果，当题目让学生说明中国为何需要联合国时，需要说明联合国维护和平……，材料把中国行动放在联合国或国际法框架内，说明作答要先给出制度合法性；因此要联系《联合国宪章》宗旨原则和联合国在全球治理中的作用。,联合国是当今世界最具普遍性、代表性和权威性的政府间国际组织，是实践多边主义的最佳场所，在维护世界和平、推动共同发展和促进人类文明进步中发挥重要作用。,,False
