atom_id,bucket,core_point,expression_variant,source_question,scoring_position,evidence_level,source_boundary,material_trigger_fusion,answer_sentence_fusion,merge_action,boundary_note,promotion_status,source_ledger_refs,_file,final_bucket,final_core_cluster
ATOM-FS26-03,经济全球化,优化营商环境，吸引外商投资，坚持高水平引进来,优化营商环境；吸引外商投资；引进来；外资企业增长,2026房山一模 Q19,细则19投资侧2分,P0_formal_scoring_rule_docx,formal_scoring_docx_with_visual_paper_prompt,材料写极简审批一网通办新增经营主体和外资企业增长 触发投资便利和引进来机制,海南自贸港封关持续优化营商环境 通过极简审批和一网通办吸引外商投资 坚持高水平引进来 助力国际循环,merge_with_investment_opening_business_environment_core,营商环境本身不是选必一独立术语 本题因吸引外资和国际循环语境进入经济全球化机制; A/B closure completed and guarded status preserved,candidate_with_fixes,2026房山一模_Q19_SRC_7301f6d3c6e2;2026房山一模_Q19_SRC_0e98e571e5b0,scoring_atom_table_batch04K_fangshan2026_prelim.csv,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定
ATOM-FS26-04,中国,制度型开放，为助力国际循环贡献中国方案，增强国内国际两个市场两种资源联动效应,制度型开放；助力国际循环中国方案；以国内大循环吸引全球资源要素；两个市场两种资源联动效应,2026房山一模 Q19,细则19中国方案侧2分：制度型开放1分+中国方案/双循环/两市场两资源1分,P0_formal_scoring_rule_docx,formal_scoring_docx_with_visual_paper_prompt,设问问如何助力国际循环 材料呈现封关制度安排打通一线二线岛内自由 触发制度型开放和国内国际循环联动,海南自贸港封关推进制度型开放 以国内大循环吸引全球资源要素 增强国内国际两个市场两种资源联动效应 为助力国际循环贡献中国方案,merge_with_institutional_opening_two_markets_two_resources_china_solution_core,与2026门头沟一模Q20同属海南开放家族 但本题功能是助力国际循环；两市场两资源只在开放/循环语境正面赋分; A/B closure completed and guarded status preserved,candidate_with_fixes,2026房山一模_Q19_SRC_7301f6d3c6e2;2026房山一模_Q19_SRC_0e98e571e5b0,scoring_atom_table_batch04K_fangshan2026_prelim.csv,经济全球化,充分利用国内国际两个市场、两种资源，增强国内国际循环联动
ATOM-SJS26-01,理论,维护共同利益,立足亚太各国共同利益；维护共同利益；寻找更多利益契合点,2026石景山一模 Q20,评分参考20：任选关键词 每个关键词使用1个学科用语+合理分析得4分；可从维护共同利益角度回答,P0_scoring_reference_level_guarded,official_answer_scoring_reference_level_not_point_rubric,设问要求说明中国倡议如何助推亚太合作 关键词共同对应各国为什么能携手合作和形成合力 触发共同利益这一合作成立逻辑,中国倡议立足亚太各国共同利益 倡导各方维护多边贸易体制和产业链供应链稳定 形成区域发展合力 从而助推亚太合作,merge_with_common_interest_core,等级题角度来源 不作为逐点细则频次,candidate_with_guard,2026石景山一模_Q20_SRC_2b459ae738e8;2026石景山一模_Q20_SRC_b46dba82c3ff,scoring_atom_table_batch04L_shijingshan2026_prelim.csv,理论,国家间共同利益是国家合作的基础
ATOM-SJS26-02,政治多极化,共商共建共享的全球治理观,共商共建共享的全球治理观；互利共赢；以集体行动维护亚太地区经济发展秩序,2026石景山一模 Q20,评分参考20：可从共商共建共享角度回答；示例共同+包容第①点,P0_scoring_reference_level_guarded,official_answer_scoring_reference_level_not_point_rubric,关键词共同不仅问有共同利益 还问如何通过协商合作把共同利益转化为区域治理行动 因而触发共商共建共享治理表达,中国倡议坚持共商共建共享的全球治理观，推动亚太各国在多边贸易、产业链供应链和数字绿色贸易等领域协商合作，以集体行动维护亚太地区经济发展秩序。,merge_with_global_governance_view_core,不得裸写共商共建共享；必须绑定全球治理观语境，不得混入国内治理或发展理念,candidate_with_guard,2026石景山一模_Q20_SRC_2b459ae738e8;2026石景山一模_Q20_SRC_b46dba82c3ff,scoring_atom_table_batch04L_shijingshan2026_prelim.csv,政治多极化,共商共建共享的全球治理观
ATOM-SJS26-03,经济全球化,坚持贸易和投资自由化便利化，推进区域经济一体化，形成开放型经济格局,开放型区域经济环境；世贸组织基本原则；破除贸易壁垒；贸易和投资自由化便利化；区域经济一体化；贸易数字化绿色化,2026石景山一模 Q20,评分参考20：开放关键词示例；每点4分,P0_scoring_reference_level_guarded,official_answer_scoring_reference_level_not_point_rubric,关键词开放对应材料中多边贸易体制、开放型区域经济环境和数字绿色贸易合作 触发经济全球化中的贸易投资自由化便利化和区域经济一体化机制,中国倡议坚持贸易和投资自由化便利化 推进区域经济一体化 破除贸易壁垒 并以数字技术和绿色产业合作拓展开放空间 助推亚太形成开放型经济格局,merge_with_trade_investment_liberalization_facilitation_core,保留区域经济一体化和开放型经济格局 不压成开放,candidate_with_guard,2026石景山一模_Q20_SRC_2b459ae738e8;2026石景山一模_Q20_SRC_b46dba82c3ff,scoring_atom_table_batch04L_shijingshan2026_prelim.csv,经济全球化,推动贸易和投资自由化便利化
ATOM-SJS26-04,经济全球化,推动经济全球化更加包容、更可持续，更好惠及地区全体人民,普惠包容发展；维护发展中国家正当权益；解决发展不平衡；成果更多更公平惠及全体人民,2026石景山一模 Q20,评分参考20：包容关键词示例；每点4分,P0_scoring_reference_level_guarded,official_answer_scoring_reference_level_not_point_rubric,关键词包容对应材料中保障发展中国家正当权益、解决发展不平衡和普惠包容发展 触发经济全球化方向中的包容性和可持续性表达,中国倡议维护发展中国家正当权益 着力解决发展不平衡问题 推动经济全球化更加包容、更可持续 让亚太合作成果更多更公平惠及地区全体人民,merge_with_open_inclusive_beneficial_balanced_winwin_globalization_direction_core,本批只给包容可持续表达 不改写成完整五词核心名称,candidate_with_guard,2026石景山一模_Q20_SRC_2b459ae738e8;2026石景山一模_Q20_SRC_b46dba82c3ff,scoring_atom_table_batch04L_shijingshan2026_prelim.csv,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展
ATOM-SJS26-05,中国,人类命运共同体；和平发展合作共赢,人类命运共同体；和平发展合作共赢；合作共赢；互利共赢,2026石景山一模 Q20,评分参考20：可从人类命运共同体、和平发展合作共赢等角度回答,P0_scoring_reference_level_guarded,official_answer_scoring_reference_level_not_point_rubric,设问问中国倡议如何助推亚太合作 若材料和所选关键词需要上升到区域共同发展和合作共赢方向 可用人类命运共同体或和平发展合作共赢作升华 但不能替代具体关键词分析,中国倡议坚持和平发展合作共赢 引导亚太各方在开放合作和普惠包容中凝聚共同发展方向 为构建人类命运共同体积累区域合作力量,merge_as_guarded_optional_hmc_peace_development_cooperation_winwin_expression,角度列举项且示例不总是使用 故只作可选升华/表述积累,candidate_with_guard,2026石景山一模_Q20_SRC_2b459ae738e8;2026石景山一模_Q20_SRC_b46dba82c3ff,scoring_atom_table_batch04L_shijingshan2026_prelim.csv,中国,推动构建人类命运共同体
M-FT24YM-01,经济全球化,推动产品、服务和生产要素在全球流动，提高资源配置效率,基础设施互联互通；全球流动；资源配置效率,2024丰台一模 Q20,评分标准说明：答案提示四方面，任选三方面6-7分；本点来自参考答案第一链,P0_scoring_docx_level_aspects_guarded,level_aspects_not_fixed_point_rubric,供应链成为国际合作共赢链，先要说明链如何连通；基础设施把产品、服务和要素连接到全球网络，触发生产要素全球流动和资源配置效率。,我国完善基础设施，推动产品、服务和生产要素在全球范围流动，提高资源配置效率，为供应链成为国际合作共赢链提供联通基础。,merge_with_global_flow_resource_allocation,四方面等级说明，不按固定2分逐点计频,candidate_with_guard,2024丰台一模_Q20_SRC_SRC_04f136a5f8d1;2024丰台一模_Q20_SRC_SRC_60a70dc180c6;2024丰台一模_Q20_SRC_SRC_a2905154bbd4,scoring_atom_table_batch04M_remaining_prelim.csv,经济全球化,促进生产要素全球流动、资源优化配置、优势互补和国际分工合作
M-FT24YM-02,经济全球化,供应链金融创新缓解供应链资金短缺,供应链金融；资金短缺；链条稳定,2024丰台一模 Q20,参考答案第二链；四方面等级说明内,P0_scoring_docx_level_aspects_guarded,level_aspects_not_fixed_point_rubric,设问追问共赢链的形成机制，材料中的供应链金融对应链条运行的资金约束，触发金融服务保障供应链稳定。,我国加快供应链金融创新，缓解供应链发展中的资金短缺问题，增强供应链运行韧性。,expression_accumulation_supply_chain_finance,更偏材料机制，入供应链表达积累，不单列教材核心主频,candidate_with_guard,2024丰台一模_Q20_SRC_SRC_04f136a5f8d1;2024丰台一模_Q20_SRC_SRC_60a70dc180c6;2024丰台一模_Q20_SRC_SRC_a2905154bbd4,scoring_atom_table_batch04M_remaining_prelim.csv,经济全球化,维护产业链供应链安全稳定，形成多元稳定的国际经济格局和经贸关系
M-FT24YM-03,经济全球化,打造国际经济合作交流平台，推进贸易投资自由化便利化,国际经济合作交流平台；贸易投资自由化便利化,2024丰台一模 Q20,参考答案第三链；四方面等级说明内,P0_scoring_docx_level_aspects_guarded,level_aspects_not_fixed_point_rubric,供应链从国内实践走向国际合作，需要平台降低合作门槛，触发贸易投资自由化便利化。,我国打造国际经济合作交流平台，推进贸易投资自由化便利化，拓展供应链国际合作空间。,merge_with_trade_investment_liberalization_facilitation_core,保留贸易投资自由化便利化，不压成开放,candidate_with_guard,2024丰台一模_Q20_SRC_SRC_04f136a5f8d1;2024丰台一模_Q20_SRC_SRC_60a70dc180c6;2024丰台一模_Q20_SRC_SRC_a2905154bbd4,scoring_atom_table_batch04M_remaining_prelim.csv,经济全球化,推动贸易和投资自由化便利化
M-FT24YM-04,经济全球化,推动全球供应链高质量发展，增强经济全球化活力，推动合作共赢,先进技术降低成本提高效率；畅通全球产业链供应链；合作共赢,2024丰台一模 Q20,参考答案第四链；四方面等级说明内,P0_scoring_docx_level_aspects_guarded,level_aspects_not_fixed_point_rubric,设问落在国际合作共赢链，先进技术和畅通链条共同说明供应链质量提升及经济全球化活力增强。,我国运用先进技术降低成本、提高效率，推动全球供应链高质量发展，畅通全球产业链供应链，增强经济全球化活力，推动各国合作共赢。,merge_with_supply_chain_stability_and_winwin_core,可拆为技术与畅通链条表达，但本题按等级四方面 guarded 处理,candidate_with_guard,2024丰台一模_Q20_SRC_SRC_04f136a5f8d1;2024丰台一模_Q20_SRC_SRC_60a70dc180c6;2024丰台一模_Q20_SRC_SRC_a2905154bbd4,scoring_atom_table_batch04M_remaining_prelim.csv,经济全球化,维护产业链供应链安全稳定，形成多元稳定的国际经济格局和经贸关系
M-FT24EM-01,中国,中国作为负责任大国积极承担责任，发挥建设性作用,气候变化挑战；负责任大国；建设性作用,2024丰台二模 Q19,三角度每个2分：做法+效果/意义；角度一,P0_formal_scoring_docx,formal_three_angles_each_2,中国答卷指向应对气候变化的行动及效果，触发负责任大国和建设性作用。,中国作为负责任大国，在应对气候变化挑战中积极承担责任，发挥建设性作用，彰显大国担当。,merge_with_responsible_major_country_core,不能泛写大国担当，必须对应气候变化行动,candidate_with_fixes,2024丰台二模_Q19_SRC_SRC_8cabfb2a5c95;2024丰台二模_Q19_SRC_SRC_610be819f51b,scoring_atom_table_batch04M_remaining_prelim.csv,中国,中国作为负责任大国积极参与全球治理并推动全球南方现代化
M-FT24EM-02,中国,通过南南合作帮助发展中国家，贡献中国智慧、中国方案,南南合作；发展中国家；中国智慧中国方案,2024丰台二模 Q19,三角度每个2分：角度二,P0_formal_scoring_docx,formal_three_angles_each_2,材料的环境合作对象落在发展中国家，触发南南合作及中国智慧中国方案。,中国通过南南合作帮助发展中国家提升应对气候变化能力，贡献中国智慧、中国方案。,merge_with_south_south_cooperation_china_solution_core,中国智慧/方案须与南南合作和气候变化绑定,candidate_with_fixes,2024丰台二模_Q19_SRC_SRC_8cabfb2a5c95;2024丰台二模_Q19_SRC_SRC_610be819f51b,scoring_atom_table_batch04M_remaining_prelim.csv,中国,贡献中国智慧、中国方案、中国力量与全球倡议体系
M-FT24EM-03,中国,通过区域合作改善区域环境，推动构建人类命运共同体,区域合作；改善区域环境；人类命运共同体,2024丰台二模 Q19,三角度每个2分：角度三,P0_formal_scoring_docx,formal_three_angles_each_2,材料中的区域环境治理合作要求写出合作效果，触发区域合作与人类命运共同体。,中国通过区域合作促进区域环境改善，推动构建人类命运共同体。,merge_with_hmc_regional_cooperation_expression,细则明示经济全球化、国际关系民主化等跑题需扣分,candidate_with_fixes,2024丰台二模_Q19_SRC_SRC_8cabfb2a5c95;2024丰台二模_Q19_SRC_SRC_610be819f51b,scoring_atom_table_batch04M_remaining_prelim.csv,中国,推动构建人类命运共同体
M-SJS24YM-01,经济全球化,顺应经济全球化趋势，满足国际市场需求,全球汽车产业转型；出口增长；国际市场需求,2024石景山一模 Q19(2),PPT/答案链：顺应经济全球化趋势，依靠技术创新，生产优质产品，满足国际市场需求,P1_reference_answer_only,reference_answer_only_not_rubric,设问问从走出去到扎下根的原因，全球产业转型和出口增长说明企业进入国际市场的客观背景。,中国新能源汽车企业顺应经济全球化趋势，依靠技术创新和优质产品满足国际市场需求，具备从走出去到扎下根的市场基础。,merge_with_globalization_trend_expression,ClaudeCode B confirmed reference-only/no formal scoring; keep outside main student core; may support expression awareness only.,reference_only,2024石景山一模_Q19(2)_SRC_SRC_f887d1b620c6;2024石景山一模_Q19(2)_SRC_SRC_6fbd7d422e58,scoring_atom_table_batch04M_remaining_prelim.csv,时代背景,经济全球化、世界多极化深入发展构成当代国际背景
M-SJS24YM-02,经济全球化,利用当地比较优势，优化资源配置，降低生产贸易成本,匈牙利交通枢纽；工业基础；当地建厂,2024石景山一模 Q19(2),PPT/答案链：利用当地比较优势，优化资源配置，降低生产贸易成本,P1_reference_answer_only,reference_answer_only_not_rubric,在当地建厂不是简单出口，而是利用东道国区位和产业条件配置资源，触发比较优势和资源优化配置。,中国新能源汽车企业利用当地比较优势优化资源配置，降低生产贸易成本，打造国际竞争新优势。,merge_with_comparative_advantage_resource_allocation_core,ClaudeCode B confirmed reference-only/no formal scoring; keep outside main student core; may support expression awareness only.,reference_only,2024石景山一模_Q19(2)_SRC_SRC_f887d1b620c6;2024石景山一模_Q19(2)_SRC_SRC_6fbd7d422e58,scoring_atom_table_batch04M_remaining_prelim.csv,经济全球化,促进生产要素全球流动、资源优化配置、优势互补和国际分工合作
M-SJS24YM-03,中国,通过技术交流与资源共享带动当地发展，实现合作共赢,创造就业；带动当地经济；中匈技术交流；绿色生态圈,2024石景山一模 Q19(2),PPT/答案链：技术交流与资源共享，带动当地经济社会发展，实现合作共赢,P1_reference_answer_only,reference_answer_only_not_rubric,扎下根强调企业与当地发展形成互利关系，触发资源共享、合作共赢。,中国新能源汽车企业通过技术交流与资源共享带动当地经济社会发展，创设良好生产贸易环境，实现合作共赢。,merge_with_cooperation_winwin_enterprise_globalization_expression,ClaudeCode B confirmed reference-only/no formal scoring; keep outside main student core; may support expression awareness only.,reference_only,2024石景山一模_Q19(2)_SRC_SRC_f887d1b620c6;2024石景山一模_Q19(2)_SRC_SRC_6fbd7d422e58,scoring_atom_table_batch04M_remaining_prelim.csv,中国,通过技术交流与资源共享带动当地发展，实现合作共赢
M-SY24EM-01,政治多极化,当前国际竞争的实质是以经济和科技实力为基础的综合国力的较量,新质生产力；科技革命和产业变革；综合国力,2024顺义二模 Q19(2),混合模块参考答案：国际竞争实质句,P1_reference_answer_only,reference_answer_only_not_rubric,设问问积极推动新质生产力的原因，材料处在科技革命和产业变革背景，触发综合国力竞争逻辑。,当前国际竞争的实质是以经济和科技实力为基础的综合国力的较量，发展新质生产力有利于提升我国综合国力。,merge_with_international_competition_comprehensive_power_core,ClaudeCode B confirmed reference-only/no formal scoring; keep outside main student core; may support expression awareness only.,reference_only,2024顺义二模_Q19(2)_SRC_SRC_0eb74816f25f;2024顺义二模_Q19(2)_SRC_SRC_3019384a5b42,scoring_atom_table_batch04M_remaining_prelim.csv,理论,当前国际竞争的实质是以经济和科技实力为基础的综合国力较量
M-SY24EM-02,理论,维护我国国家利益，增强国际事务话语权,核心竞争力；国家实力；国际话语权,2024顺义二模 Q19(2),混合模块参考答案：维护国家利益和增强话语权,P1_reference_answer_only,reference_answer_only_not_rubric,新质生产力提升实力和核心竞争力，进一步服务国家利益与国际话语权。,发展新质生产力有利于增强我国核心竞争力，更好维护国家利益，增强我国在国际事务中的话语权。,merge_with_national_interest_voice_core,ClaudeCode B confirmed reference-only/no formal scoring; keep outside main student core; may support expression awareness only.,reference_only,2024顺义二模_Q19(2)_SRC_SRC_0eb74816f25f;2024顺义二模_Q19(2)_SRC_SRC_3019384a5b42,scoring_atom_table_batch04M_remaining_prelim.csv,理论,维护国家利益并兼顾他国合理关切，坚持正确义利观
M-SY24EM-03,政治多极化,有利于世界多极化深入发展，构建人类命运共同体,强大国家实力；多极化；HMC,2024顺义二模 Q19(2),混合模块参考答案：世界多极化深入发展，构建人类命运共同体,P1_reference_answer_only,reference_answer_only_not_rubric,材料把中国发展放在世界科技竞争和产业变革中，强大中国力量会影响国际格局和共同发展。,我国发展新质生产力、增强国家实力，有利于推动世界多极化深入发展，推动构建人类命运共同体。,merge_with_multipolarity_hmc_expression,ClaudeCode B confirmed reference-only/no formal scoring; keep outside main student core; may support expression awareness only.,reference_only,2024顺义二模_Q19(2)_SRC_SRC_0eb74816f25f;2024顺义二模_Q19(2)_SRC_SRC_3019384a5b42,scoring_atom_table_batch04M_remaining_prelim.csv,政治多极化,世界多极化深入发展与平等有序的世界多极化
M-FT25YM-01,模块边界,优化营商环境，吸引外商投资,外商投资条例；全球服务伙伴计划；法治环境和法律保障,2025丰台一模 Q20,便利投资2分,P0_formal_scoring_docx,dual_book_primary_economy_and_society_main_code,两区建设通过制度和服务保障降低外资进入顾虑，触发营商环境和吸引外资。,北京出台外商投资条例、推出全球服务伙伴计划，营造良好营商环境和法治保障，吸引外商投资。,merge_with_business_environment_attract_foreign_investment_core,ClaudeCode B confirmed this primary point is economic-and-social practical-measure scoring; exclude from Xuanbiyi main core.,boundary_only,2025丰台一模_Q20_SRC_SRC_066dbcf5b765;2025丰台一模_Q20_SRC_SRC_ef312c0ead76,scoring_atom_table_batch04M_remaining_prelim.csv,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定
M-FT25YM-02,模块边界,便利贸易，降低交易成本，提高通关效率，推动服务贸易发展,分钟通关；数据出境负面清单；数字资源流动,2025丰台一模 Q20,便利贸易2分,P0_formal_scoring_docx,dual_book_primary_economy_and_society_main_code,通关模式和数据规则直接影响跨境交易效率和服务贸易发展，触发贸易便利化。,北京创新通关模式，降低交易成本、提高货物通关效率，并通过数据出境负面清单维护数据安全、促进数字资源流动，推动服务贸易发展。,merge_with_trade_facilitation_service_trade_core,ClaudeCode B confirmed this primary point is economic-and-social practical-measure scoring; exclude from Xuanbiyi main core.,boundary_only,2025丰台一模_Q20_SRC_SRC_066dbcf5b765;2025丰台一模_Q20_SRC_SRC_ef312c0ead76,scoring_atom_table_batch04M_remaining_prelim.csv,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定
M-FT25YM-03,模块边界,推出国际职业资格认可目录、推动职业资格双向互认，吸引人才,国际职业资格认可；双向互认,2025丰台一模 Q20,吸引人才2分,P0_formal_scoring_docx,dual_book_primary_economy_and_society_main_code,开放型经济迈上新台阶需要跨境人才流动和专业服务支撑，触发人才吸引。,北京推出国际职业资格认可目录、推动职业资格双向互认，吸引国际化人才集聚。,merge_with_talent_opening_expression,ClaudeCode B confirmed this primary point is economic-and-social practical-measure scoring; exclude from Xuanbiyi main core.,boundary_only,2025丰台一模_Q20_SRC_SRC_066dbcf5b765;2025丰台一模_Q20_SRC_SRC_ef312c0ead76,scoring_atom_table_batch04M_remaining_prelim.csv,中国,推出国际职业资格认可目录、推动职业资格双向互认，吸引人才
M-FT25YM-04,模块边界,实施优惠政策，吸引高新技术企业入驻，助力科技创新和开放型经济高质量发展,税费优惠；高新技术企业；科技创新,2025丰台一模 Q20,优惠政策2分,P0_formal_scoring_docx,dual_book_primary_economy_and_society_main_code,优惠政策降低创新主体成本，服务开放型经济的科技创新支撑。,北京实施税费等优惠政策，吸引高新技术企业入驻，降低企业成本，助力科技创新和开放型经济高质量发展。,merge_with_open_economy_tech_innovation_core,ClaudeCode B confirmed this primary point is economic-and-social practical-measure scoring; exclude from Xuanbiyi main core.,boundary_only,2025丰台一模_Q20_SRC_SRC_066dbcf5b765;2025丰台一模_Q20_SRC_SRC_ef312c0ead76,scoring_atom_table_batch04M_remaining_prelim.csv,中国,实施优惠政策，吸引高新技术企业入驻，助力科技创新和开放型经济高质量发展
M-FT25QM-01,时代背景,和平与发展仍是时代主题,中非战略性共识符合和平与发展时代主题,2025丰台期末 Q20,符合和平与发展(1分)的时代主题,P0_formal_scoring_pptx,formal_point_rubric,理论逻辑要求解释中非为何能达成共识，中非合作维护发展中国家利益，触发和平与发展时代主题。,中非达成一系列战略性共识符合和平与发展仍是时代主题。,merge_with_peace_development_era_theme_core,与其他时代主题表述合并，保留题目化表达,candidate_with_fixes,2025丰台期末_Q20_SRC_SRC_86fc00424d39;2025丰台期末_Q20_SRC_SRC_25f18281e8a8,scoring_atom_table_batch04M_remaining_prelim.csv,时代背景,和平与发展仍是时代主题
M-FT25QM-02,理论,基于国家间共同利益构建中非命运共同体,共同利益；中非命运共同体,2025丰台期末 Q20,基于国家间共同利益(1分)构建中非命运共同体,P0_formal_scoring_pptx,formal_point_rubric,中非在核心利益、全球治理和现代化上有共同关切，触发共同利益是合作基础。,中非基于国家间共同利益构建中非命运共同体。,merge_with_common_interest_core,P0逐点,candidate_with_fixes,2025丰台期末_Q20_SRC_SRC_86fc00424d39;2025丰台期末_Q20_SRC_SRC_25f18281e8a8,scoring_atom_table_batch04M_remaining_prelim.csv,中国,推动构建人类命运共同体
M-FT25QM-03,理论,在平等互利基础上开展合作,平等互利；战略性共识,2025丰台期末 Q20,在平等互利(1分)基础上开展合作,P0_formal_scoring_pptx,formal_point_rubric,材料强调相互支持和联合自强，不是单方施予，触发平等互利。,中非在平等互利基础上开展合作，推动双方共同发展。,merge_with_equality_mutual_benefit_expression,P0逐点,candidate_with_fixes,2025丰台期末_Q20_SRC_SRC_86fc00424d39;2025丰台期末_Q20_SRC_SRC_25f18281e8a8,scoring_atom_table_batch04M_remaining_prelim.csv,理论,在平等互利基础上开展合作
M-FT25QM-04,政治多极化,落实共商共建共享的全球治理观,全球治理战略对表；共商共建共享,2025丰台期末 Q20,落实共商共建共享的全球治理观(1分),P0_formal_scoring_pptx,formal_point_rubric,中非就全球治理进行战略对表，要求共同商量国际事务，触发全球治理观。,中非落实共商共建共享的全球治理观，推动全球治理朝更加公正合理方向发展。,merge_with_global_governance_view_core,必须保留全球治理观后缀,candidate_with_fixes,2025丰台期末_Q20_SRC_SRC_86fc00424d39;2025丰台期末_Q20_SRC_SRC_25f18281e8a8,scoring_atom_table_batch04M_remaining_prelim.csv,政治多极化,共商共建共享的全球治理观
M-FT25QM-05,政治多极化,推动建设相互尊重、公平正义、合作共赢的新型国际关系,完整新型国际关系；国际关系民主化可替代1分,2025丰台期末 Q20,新型国际关系完整表述2分；只写新型国际关系1分；国际关系民主化可替代1分,P0_formal_scoring_pptx,formal_point_rubric,价值意蕴问战略性共识带来什么国际关系效果，中非共同维护国际公平正义，触发新型国际关系完整表述。,中非战略性共识有利于推动建设相互尊重、公平正义、合作共赢的新型国际关系。,merge_with_new_type_international_relations_full_core,保留完整三词，不只写新型国际关系,candidate_with_fixes,2025丰台期末_Q20_SRC_SRC_86fc00424d39;2025丰台期末_Q20_SRC_SRC_25f18281e8a8,scoring_atom_table_batch04M_remaining_prelim.csv,政治多极化,推动建设相互尊重、公平正义、合作共赢的新型国际关系
M-FT25QM-06,中国,中非携手推进现代化,中非现代化；材料1分,2025丰台期末 Q20,有利于中非携手推进现代化(材料1分),P0_formal_scoring_pptx,formal_point_rubric,设问要求价值意蕴，材料直接落在现代化合作成果。,中非战略性共识有利于中非携手推进现代化。,expression_accumulation_material_point,材料分，不作教材核心主频,candidate_with_fixes,2025丰台期末_Q20_SRC_SRC_86fc00424d39;2025丰台期末_Q20_SRC_SRC_25f18281e8a8,scoring_atom_table_batch04M_remaining_prelim.csv,中国,中非携手推进现代化
M-FT25QM-07,中国,构建人类命运共同体,中非命运共同体；人类命运共同体,2025丰台期末 Q20,构建人类命运共同体(1分),P0_formal_scoring_pptx,formal_point_rubric,中非命运共同体是人类命运共同体理念在中非关系中的具体实践。,中非战略性共识有利于构建人类命运共同体。,merge_with_hmc_core,P0逐点,candidate_with_fixes,2025丰台期末_Q20_SRC_SRC_86fc00424d39;2025丰台期末_Q20_SRC_SRC_25f18281e8a8,scoring_atom_table_batch04M_remaining_prelim.csv,中国,推动构建人类命运共同体
M-YQ25YM-01,时代背景,维护全球产供链韧性和稳定，符合国际社会共同利益，顺应和平与发展时代主题,全球产供链韧性稳定；共同利益；和平与发展,2025延庆一模 Q20(2),时代主题2分,P0_formal_scoring_docx,formal_point_rubric,回应脱钩断链，要先判断全球供应链稳定为何符合各方利益，触发共同利益与时代主题。,维护全球产供链韧性和稳定是推动世界经济可持续发展的重要保障，符合国际社会共同利益，顺应和平与发展时代主题。,merge_with_peace_development_and_common_interest_core,2分组,candidate_with_fixes,2025延庆一模_Q20(2)_SRC_SRC_4572acf26cdb;2025延庆一模_Q20(2)_SRC_SRC_438d82cfc42b,scoring_atom_table_batch04M_remaining_prelim.csv,理论,国家间共同利益是国家合作的基础
M-YQ25YM-02,经济全球化,推动经济全球化朝着开放、包容、普惠、平衡、共赢方向发展,完整五词；高水平对外开放,2025延庆一模 Q20(2),经济全球化方向2分,P0_formal_scoring_docx,formal_point_rubric,链博会和自贸协定说明中国用开放合作回应逆全球化，触发经济全球化正确方向完整五词。,中国坚持高质量发展和高水平对外开放，推动经济全球化朝着开放、包容、普惠、平衡、共赢方向发展。,merge_with_globalization_five_word_direction_core,保留五词，不压成正确方向,candidate_with_fixes,2025延庆一模_Q20(2)_SRC_SRC_4572acf26cdb;2025延庆一模_Q20(2)_SRC_SRC_438d82cfc42b,scoring_atom_table_batch04M_remaining_prelim.csv,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展
M-YQ25YM-03,政治多极化,世界多极化是当今国际形势的突出特点，中国在追求本国利益时兼顾他国合理关切,世界多极化；国家利益；兼顾他国合理关切,2025延庆一模 Q20(2),多极化2分；国家利益/国际关系/多边主义可替代不重复,P0_formal_scoring_docx,formal_point_rubric,脱钩断链背后是霸权和冷战思维，回应要说明国际格局变化和中国处理利益关系的方式。,世界多极化是当今国际形势的突出特点，“脱钩断链”损人不利己，中国在追求本国利益的同时兼顾他国合理关切。,merge_with_multipolarity_national_interest_reasonable_concerns_core,P0逐点,candidate_with_fixes,2025延庆一模_Q20(2)_SRC_SRC_4572acf26cdb;2025延庆一模_Q20(2)_SRC_SRC_438d82cfc42b,scoring_atom_table_batch04M_remaining_prelim.csv,政治多极化,世界多极化深入发展与平等有序的世界多极化
M-YQ25YM-04,中国,携手各国深化产供链合作，共筑人类命运共同体,链博会朋友圈；世界共赢链；HMC,2025延庆一模 Q20(2),人类命运共同体2分,P0_formal_scoring_docx,formal_point_rubric,材料落脚在让链博会朋友圈变大、把供应链打造成世界共赢链，触发HMC。,中国愿携手各国扩大链博会朋友圈、深化产供链合作，将全球供应链打造为世界共赢链，共筑人类命运共同体。,merge_with_hmc_supply_chain_expression,P0逐点,candidate_with_fixes,2025延庆一模_Q20(2)_SRC_SRC_4572acf26cdb;2025延庆一模_Q20(2)_SRC_SRC_438d82cfc42b,scoring_atom_table_batch04M_remaining_prelim.csv,中国,推动构建人类命运共同体
