idx,module,node,title,prompt_verdict,front_note,audit_node_verdict,content_verdict,issues,doc_prompt,source_prompt,doc_answer,source_summary,source_paths
68,三、创新思维,发散思维与聚合思维,4. 2026海淀一模 第17题（建议部分）（主观题）,exact,none,correct_under_user_framework_发散思维与聚合思维,PASS_BASELINE_BY_EXISTING_BACKCHECK,,运用《逻辑与思维》知识，指出上述调查问卷中的逻辑错误。（2分）为提高调研活动的科学性，提出具体可行的建议。（4分）,运用《逻辑与思维》知识，指出上述调查问卷中的逻辑错误。（2分）为提高调研活动的科学性，提出具体可行的建议。（4分）,可运用发散思维，广泛收集老年人、残障人士、儿童、普通在职职工、相关行业从业者等各类人群对无障碍设施的真实意见，并通过访谈、观察、文献查阅、问卷调查等方式补充信息，避免身份分类混乱和原因预设片面；再运用聚合思维，把多方意见聚焦到核心问题上，形成两条具体可行、能改进问卷和调研方法的建议，使调研更能发现真实需求。,纸面题目和细则均确认本题是逻辑错误2分加建议4分。细则创新思维示例明确：发散思维与聚合思维是创新思维的两翼；运用发散思维广泛收集各类人群对无障碍设施的真实意见，再通过聚合思维聚焦核心问题，避免身份分类混乱和原因预设片面。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/细则/细则.pdf
69,三、创新思维,发散思维与聚合思维,5. 2024丰台一模 第19题第（2）问（主观题）,exact,has_audit_note_in_answer,usable_with_guardrail_under_user_framework_发散思维与聚合思维,NEEDS_NODE_WORDING_RECHECK,answer_main_may_not_name_node_method;audit_note_in_student_answer,在划线②处补全两种具体研究方法，并运用科学思维知识分别说明理由。（6分）,在划线②处补全两种具体研究方法，并运用科学思维知识分别说明理由。（6分）,"可以补写""头脑风暴法、问卷调查法、访谈法、抽样调查法、文献查找法""等具体研究方法中的两种。说明理由时，可写以商品包装垃圾分类标识为起点，多角度、多方向收集法律规定、城市分类标准、商品外包装标识情况和公众使用反馈，再综合得出提案内容，使提案更客观、全面。【阅卷红线】卷面具体方法必须写""问卷调查法、访谈法""等具体名称，不可写""发散思维""""超前思维""等大词；理由部分官方主示例是超前思维+科学思维客观性/预见性，发散与聚合属拓展答案。",细则参考答案给头脑风暴法、问卷调查法、访谈法等；拓展答案允许发散思维到聚合思维作为理由。但评分说明特别强调具体方法不能写超前思维、发散思维、联想思维，必须写调查研究法、迁移、矛盾分析法等具体方法。,/Users/wanglifei/Desktop/2024模拟题/丰台一模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2024模拟题/丰台一模/细则/细则.docx
70,三、创新思维,逆向思维,1. 2025房山一模 第16题第（3）问（主观题）,exact,none,correct_under_user_framework_逆向思维,PASS_BASELINE_BY_EXISTING_BACKCHECK,,（3）结合材料，运用创新思维知识，就“如何让琉璃河遗址‘热’起来”提两条建议。（4分）,（3）结合材料，运用创新思维知识，就“如何让琉璃河遗址‘热’起来”提两条建议。（4分）,让琉璃河遗址“热”起来可以运用逆向思维，对青铜器等文物的存在状态作转换性思考，利用 AI 生成动态视频、数字影像等方式，把原本偏静态、偏专业的考古资源转化为年轻人愿意观看、传播和参与的动态表达，从而扩大青年群体关注度。,细则示例支持两类创新建议。发散方向是借用方法打造小程序；逆向方向是对青铜器等文物的存在状态作转换性思考，利用 AI 生成动态视频等，扩大年轻群体关注度。评分为任一思维加合理建议得2分，两条得4分。,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025房山一模/2025各区一模__2025房山一模__试卷__试卷.pdf.txt ; /Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/claudecode_lane_B_full_rerun_2026-05-04/source_inventory/extracted/2025/2025房山一模/2025各区一模__2025房山一模__细则__细则.pdf.txt
71,三、创新思维,逆向思维,2. 2025昌平二模 第19题（主观题）,exact,has_audit_note_in_answer,correct_under_user_framework_逆向思维,CONTENT_NOTE_PRESENT_VERIFY_NOTE_OR_MOVE_TO_AUDIT,audit_note_in_student_answer,结合材料，分析沉浸式演艺是如何体现创新思维的。（8分）,结合材料，分析沉浸式演艺是如何体现创新思维的。（8分）,"沉浸式演艺根据新的消费需求，运用逆向思维创新观演模式，把传统演艺中""观众固定坐着看、演员在台上演""的关系反向改造为观众自由行走、选择路径、跟随角色互动，使观众由被动变主动，获得新的观演体验。【提示】原细则把这道8分题拆为""逆向思维3分+发散与聚合/联想5分""，逆向思维段建议直接给到3分。",细则中逆向思维部分为3分：根据新的消费需求，运用逆向思维创新观演模式，使观众由被动变主动。完整答案还可含发散聚合、联想思维和创新思维三新，本条只承接逆向片段。,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/细则/细则.pptx
72,三、创新思维,逆向思维,3. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）,exact,has_audit_note_in_answer,correct_under_user_framework_逆向思维,CONTENT_NOTE_PRESENT_VERIFY_NOTE_OR_MOVE_TO_AUDIT,audit_note_in_student_answer,（2）结合材料二，运用《逻辑与思维》知识，说明该市是如何运用创新思维将人文底蕴转化为经济发展优势的。（6分）,（2）结合材料二，运用《逻辑与思维》知识，说明该市是如何运用创新思维将人文底蕴转化为经济发展优势的。（6分）,该市运用逆向思维，坚持反向求索，逆向思考“冷资源”的价值，把原本可能被看作低温限制、旅游淡季和消费不足的冬季条件，转化为冰雪旅游、沉浸体验和融合街区的增长机会，实现从“冷资源”到“热经济”的转换。【提示】原细则主答案为超前+联想+逆向各2分=6分；发散与聚合为补充答案④⑤(只写一个1分，两者都答2分)，作答应优先写主三角度。,细则逆向思维段明确：坚持反向求索，逆向思考“冷资源”的价值，将其转化为“热”经济。材料分析可写冰雪旅游、沉浸体验和融合街区等增长机会。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/细则.docx
73,三、创新思维,超前思维,1. 2024西城一模 第19题第（5）问（主观题）,contains_or_score_delta,none,correct_under_user_framework_超前思维,PASS_BASELINE_BY_EXISTING_BACKCHECK,,运用《逻辑与思维》的知识，说明应怎样研判我国未来产业发展的方向。（6分）,（5）运用《逻辑与思维》的知识，说明应怎样研判我国未来产业发展的方向。（6分）,研判我国未来产业发展方向，应以实践中的问题为导向，注重调查研究，把握全球及中国产业发展的状况、因果关系和规律，在此基础上综合研判方向；善用矛盾分析方法，研究产业发展的内在矛盾、内在动力等；合理运用推理和想象，由全球产业发展的过去、现在的状况推知未来方向，体现超前思维。,参考答案和细则支持：以实践中的问题为导向，注重调查研究，把握全球及中国的产业发展状况、因果关系和规律，综合研判我国未来产业发展方向；善用矛盾分析方法，研究产业发展的内在矛盾、内在动力等；合理运用推理和想象，由全球产业发展的过去、现在的状况推知未来方向。,/Users/wanglifei/Desktop/2024模拟题/西城一模/试卷/试卷.docx ; /Users/wanglifei/Desktop/2024模拟题/西城一模/细则/细则.docx
74,三、创新思维,超前思维,2. 2024东城一模 第18题第（3）问（主观题）,exact,none,correct_but_boundary_under_user_framework_超前思维,PASS_BASELINE_BY_EXISTING_BACKCHECK,,（3）发展新质生产力，要正确认识传统产业和未来产业的关系。结合材料，运用《逻辑与思维》知识，谈谈你的看法。（6分）,（3）发展新质生产力，要正确认识传统产业和未来产业的关系。结合材料，运用《逻辑与思维》知识，谈谈你的看法。（6分）,传统产业与未来产业密不可分、相互促进。传统产业为未来产业发展提供原材料、零部件等支撑和强大的市场，未来产业赋能传统产业、引领传统产业转型升级。发展新质生产力，不能忽视或放弃传统产业，而要改造提升传统产业；同时要运用超前思维布局建设未来产业，完善现代化产业体系。,细则明确本题逻辑是紧扣二者关系，从是何和如何角度阐述。传统产业与未来产业密不可分、相互促进；传统产业提供原材料、零部件和市场；未来产业赋能传统产业升级。如何部分包括改造提升传统产业，以及运用超前思维布局建设未来产业。,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2024模拟题/2024东城一模/细则/细则.pptx
75,三、创新思维,超前思维,3. 2026顺义二模 第21题（主观题）,exact,none,correct_but_boundary_under_user_framework_超前思维,PASS_BASELINE_BY_EXISTING_BACKCHECK,,结合材料，综合运用所学，阐述“先见”与“远虑”的传统理政智慧为何能成为支撑中国式现代化稳步前行、护航民族伟大复兴行稳致远的深厚精神底气与重要实践指引。（10分）,结合材料，综合运用所学，阐述“先见”与“远虑”的传统理政智慧为何能成为支撑中国式现代化稳步前行、护航民族伟大复兴行稳致远的深厚精神底气与重要实践指引。（10分）,从《逻辑与思维》角度看，党善用科学思维赋能治理：以超前思维、战略思维研判发展大势、预判未来走向，接续制定中长期发展规划，牢牢把握发展战略主动；以底线思维居安思危、防范风险、筑牢安全防线，使“先见”和“远虑”的传统理政智慧转化为中国式现代化稳步前行的重要实践指引。,细则列为综合题，可从中华优秀传统文化、党的领导、国家性质、制度优势、四个自信、科学思维等角度作答。其中科学思维角度明确包含：党善用科学思维赋能治理，以超前思维、战略思维研判发展大势、预判未来走向；以底线思维居安思危、筑牢安全防线。,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026顺义二模/试卷/26顺义二模(1).pdf ; /Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026顺义二模/细则/26顺义二模评标.doc
76,三、创新思维,超前思维,4. 2026朝阳期中(2025-11) 第21题第（2）问（主观题）,exact,has_audit_note_in_answer,correct_under_user_framework_超前思维,CONTENT_NOTE_PRESENT_VERIFY_NOTE_OR_MOVE_TO_AUDIT,audit_note_in_student_answer,（2）结合材料二，运用《逻辑与思维》知识，说明该市是如何运用创新思维将人文底蕴转化为经济发展优势的。（6分）,（2）结合材料二，运用《逻辑与思维》知识，说明该市是如何运用创新思维将人文底蕴转化为经济发展优势的。（6分）,该市运用超前思维，有计划、有目的地了解本地人文底蕴优势，合理预测人们消费趋势及旅游期待，作出城市发展理念的转变，从传统工业城市向网红旅游目的地转化；这种做法把本地底蕴和未来消费趋势提前连接起来，使人文底蕴转化为经济发展优势。【提示】原细则主答案为超前+联想+逆向各2分=6分；发散与聚合为补充答案④⑤(只写一个1分，两者都答2分)，作答应优先写主三角度。,细则明确超前思维段为2分：该市运用超前思维，有计划、有目的地了解本地人文底蕴优势，合理预测人们消费趋势及旅游期待，作出城市发展理念的转变，从传统工业城市向网红旅游目的地转化。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/细则.docx
77,三、创新思维,超前思维,5. 2026海淀期末 第20题第（2）问（主观题）,exact,none,correct_under_user_framework_超前思维,PASS_BASELINE_BY_EXISTING_BACKCHECK,,（2）结合城市书房建设与运营的问题，运用超前思维的方法提出具体建议。（6分）,（2）结合城市书房建设与运营的问题，运用超前思维的方法提出具体建议。（6分）,城市书房建设应运用超前思维，先通过问卷、访谈、数据分析等调查研究把握真实阅读和服务需求；再预判运营成本、空间利用和居民需求之间的张力，设计可持续管理机制；还要借助推理和想象研判人口结构、数字阅读和公共文化服务变化，提前规划复合功能。,细则明确：符合超前思维的方法，能够扣住城市书房建设与运营的问题提出建议，措施具体。示例包括调查研究居民阅读内容和服务需求；运用矛盾分析方法分析建设运营成本与居民需求之间的矛盾；运用推理和想象结合人口结构变化等因素，对未来运营功能进行前瞻性规划。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期末/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期末/细则/细则.pdf
78,三、创新思维,超前思维,6. 2025东城期末 第18题第（2）问（主观题）,exact,none,correct_but_partial_under_user_framework_超前思维,PASS_BASELINE_BY_EXISTING_BACKCHECK,,结合材料，运用《逻辑与思维》知识，说明登月服设计是如何体现创新思维的。,结合材料，运用《逻辑与思维》知识，说明登月服设计是如何体现创新思维的。,从超前思维角度看，登月服设计提前预判月面特殊环境和航天员登陆后需求，据此设计航天服细节：既考虑行走、攀爬、驾车、科考等月面出舱活动，也考虑月面热环境、月尘影响和防眩光等防护需要，使服装细节服务未来登月任务。,细则第一层为思路新、方法新、结果新或多向性、跨越性、独特性。第二层具体方法包括发散聚合、联想和超前：提前预判月面特殊环境和航天员登陆后需求，据此设计航天服细节，体现超前思维。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/补充材料/东城期末.pptx
79,三、创新思维,超前思维,7. 2025海淀期末 第18题（主观题）,exact,has_audit_note_in_answer,correct_but_high_risk_under_user_framework_超前思维,CONTENT_NOTE_PRESENT_VERIFY_NOTE_OR_MOVE_TO_AUDIT,audit_note_in_student_answer,结合材料，分析北京城市图书馆是如何运用创新思维建设新型公共文化空间的。,结合材料，分析北京城市图书馆是如何运用创新思维建设新型公共文化空间的。,"从超前思维角度看，北京城市图书馆作为承担京津冀公共服务功能的新文化地标，面向三地文化资源共建共享的需要，提前谋划公共文化服务的区域联通和资源整合，为京津冀文化资源共享创造条件。注意""人找书""到""书找人""应归逆向思维，不能混写到超前思维里。【警示】原参考答案只采""逆向思维(人找书→书找人)""和""联想思维(赤印迁移)""两条，未把超前思维列为得分点；本条目仅作思维延伸，写入卷面未必计分，应优先写逆向+联想两条。",讲评细则主答案明确逆向思维对应“人找书”到“书找人”，联想思维对应传统“赤印”意象迁移。补充表格另列超前思维可选角度：承担京津冀公共服务功能的新文化地标，为三地文化资源共建共享创造条件。超前角度可保留但必须避开逆向和联想材料。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx ; /Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx
80,三、创新思维,超前思维,8. 2024朝阳期中 第19题（主观题）,contains_or_score_delta,has_audit_note_in_answer,correct_under_user_framework_超前思维,CONTENT_NOTE_PRESENT_VERIFY_NOTE_OR_MOVE_TO_AUDIT,audit_note_in_student_answer,结合材料，分析“首发经济”的北京朝外样本的打造是如何体现创新思维的。,结合材料，分析“首发经济”的北京朝外样本的打造是如何体现创新思维的？,从超前思维角度看，朝外样本在业态规划上突破传统，布局智能产品等新兴领域和特色主题首发街区，捕捉市场趋势，把可能增长的新消费需求提前转化为商圈规划和街区场景。首店引入、策展型零售和价值耦合还可分别对应其他创新思维方法，不能都塞进超前思维。【提示】原细则按超前+逆向+联想+发散与聚合 各2分=8分赋分，仅写超前思维最多2分。,细则明确材料共四个部分。业态规划创新体现超前思维：突破传统，布局新兴领域及特色街区，捕捉市场趋势。品牌引进创新体现逆向思维；零售模式创新体现联想思维；价值耦合创新体现发散思维与聚合思维。,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/细则/细则.docx
81,三、创新思维,超前思维,9. 2024顺义二模 第16题第（2）问（主观题）,contains_or_score_delta,none,correct_under_user_framework_超前思维,PASS_BASELINE_BY_EXISTING_BACKCHECK,,结合材料，运用《逻辑与思维》知识，说明如何运用超前思维加快推进“无废城市”建设系统化、科学化、长效化。（7分）,（2）结合材料，运用《逻辑与思维》知识，说明如何运用超前思维加快推进“无废城市”建设系统化、科学化、长效化。（7分）,推进“无废城市”建设，要针对大拆大建、公众分类不足、低值资源回收难和技术支撑不足等问题，在尊重城市建设发展规律的基础上运用超前思维的矛盾分析法，作出科学判断和预见，把固体废物资源化与清洁生产结合起来，统筹经济效益和社会效益，推动“无废城市”建设系统化、科学化、长效化。,参考答案明确针对大拆大建加剧固体废物问题，在尊重城市建设发展规律的前提下，运用超前思维的矛盾分析法，做出科学判断和预见，把固体废物资源化和清洁生产结合，实现经济效益与社会效益统一，推动“无废城市”建设。,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/试卷/试卷.docx ; /Users/wanglifei/Desktop/2024模拟题/顺义思政二模/细则/细则.docx
82,三、创新思维,超前思维,10. 2026石景山一模 第17题第（2）问（主观题）,exact,has_audit_note_in_answer,correct_under_user_framework_超前思维,CONTENT_NOTE_PRESENT_VERIFY_NOTE_OR_MOVE_TO_AUDIT,audit_note_in_student_answer,（2）结合材料二，运用创新思维的知识，为传承中医药文化提出两条建议。（6分）,（2）结合材料二，运用创新思维的知识，为传承中医药文化提出两条建议。（6分）,"从超前思维角度看，传承中医药文化可以立足""健康中国""战略全局，前瞻性布局中医药预防保健服务体系，促进中医药在重大疾病防治、慢性病管理、康复护理等领域发挥更大作用，使中医药文化传承与未来健康服务需求相衔接。【提示】原细则主答案为联想/发散/超前任选两条；本条属第三可选方向（健康中国战略+预防保健），可保留但非必出表述。",细则明确可从发散与聚合思维、超前思维等角度作答。超前思维示例为：立足“健康中国”战略全局，前瞻性布局中医药预防保健服务体系，促进中医药在重大疾病防治、慢性病管理、康复护理等领域发挥更大作用。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/细则/细则.doc
83,三、创新思维,超前思维,11. 2025门头沟一模 第21题第（1）问（主观题）,contains_or_score_delta,has_audit_note_in_answer,correct_under_user_framework_超前思维,CONTENT_NOTE_PRESENT_VERIFY_NOTE_OR_MOVE_TO_AUDIT,audit_note_in_student_answer,"（1）运用科学思维知识，说明门头沟区从""千年煤城""向""京西智谷""转型的智慧。（9分）",（1）运用科学思维知识，说明门头沟区从“千年煤城”向“京西智谷”转型的智慧。,门头沟转型运用超前思维，立足煤炭退出后的资源约束和生态涵养功能定位，前瞻布局未来产业，抢占人工智能技术制高点；通过建设算力中心、算法登记服务、文生视频大模型和“京西智谷”等，把旧动能退出后的区域转型提前指向人工智能等新动能，推动绿色高质量转型。【提示】原细则21(1)按3角度赋分(9分)：①辩证思维(辩证否定/整体性/动态性/分析与综合 四选一)1+材料1+1=3分；②创新思维(联想/发散/超前 四选二)1+材料1+1=3分；③科学思维客观性or预见性(二选一)1+材料1+1=3分。完整答案需写三个角度。,细则支持创新思维培育发展新动能，运用联想、发散思维、多向探索、超前思维四选二；试卷参考答案明确“用超前思维布局未来产业，抢占人工智能技术制高点”。科学思维客观性和预见性另有第三段。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/细则/细则.doc
84,三、创新思维,超前思维,12. 2024丰台二模 第18题第（2）问（主观题）,exact,has_audit_note_in_answer,correct_but_boundary_under_user_framework_超前思维,CONTENT_NOTE_PRESENT_VERIFY_NOTE_OR_MOVE_TO_AUDIT,audit_note_in_student_answer,（2）有同学认为，只要我们能够准确预测冰雪经济的发展前景，就能推动冰雪经济高质量发展。结合材料，运用科学思维对该观点进行评析。（6分）,（2）有同学认为，只要我们能够准确预测冰雪经济的发展前景，就能推动冰雪经济高质量发展。结合材料，运用科学思维对该观点进行评析。（6分）,该观点是片面的。它强调运用超前思维准确预测冰雪经济的发展前景，这一点有合理性，准确预测是推动冰雪经济高质量发展的必要条件；但预测不是唯一条件，还需要坚持辩证思维，既看到冰雪经济发展的优势和机会，也看到劣势和不足，具体问题具体分析，遵循冰雪产业发展规律，从当地实际情况出发推动冰雪经济高质量发展。【提示】原细则核心采分点为充分条件假言判断的运用错误(前件不充分)+辩证思维(其他多种条件)=6分。,参考答案明确该观点强调运用超前思维准确预测冰雪经济发展前景，准确预测是必要条件但不是唯一条件；还需要坚持辩证思维，既看到优势和机会，也看到劣势和不足，具体问题具体分析，遵循冰雪产业发展规律，从当地实际情况出发推动高质量发展。因此观点片面。,/Users/wanglifei/Desktop/2024模拟题/丰台二模/试卷/试卷.pdf ; /Users/wanglifei/Desktop/2024模拟题/丰台二模/细则/细则.docx
