entry_no,module,node,entry_title,material_trigger_current,prompt_current,why_current,answer_current,source_paper_path,source_rubric_path,question_prompt_source,rubric_source_summary,prompt_copy_verdict,rubric_understanding_verdict,node_verdict,action,notes
11,一、科学思维,追求认识的客观性,11. 2026海淀二模 第18题第（1）问（主观题）,月季育种团队先走访花农、批发商和电商，系统收集市场对月季的需求偏好，再把调研结果转化为“要好看”“要好种”“耐储运”三条可操作的育种指标。,（1）结合材料一，运用《逻辑与思维》知识，说明上述做法的合理性。（6分）,合理性先来自“依据谁的需求”。团队不是凭科研人员偏好确定育种目标，而是让花农、批发商、电商这些真实市场主体提出要求；如果不了解消费者审美、农户种植意愿和批发商进货要求，科研目标就可能偏离市场实际。看到多主体需求调查转化为育种指标，就应触发科学思维客观性。,育种团队坚持科学思维追求认识客观性，先走访花农、批发商和电商，系统收集市场对月季的需求偏好，再把生产端、流通端、消费端的客观要求转化为“要好看”“要好种”“耐储运”等可操作指标；科研方向不是研究者单方面设想，而是在多主体真实需求和市场反馈中形成，使育种目标符合生产、流通和消费实际。,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026海淀二模/试卷/2026北京海淀高三二模政治（教师版）.docx,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026海淀二模/细则/26海淀高三政治二模讲评.pdf,（1）结合材料一，运用《逻辑与思维》知识，说明上述做法的合理性。（6分）,教师版答案/讲评：市场调研中运用分析与综合，调查花农、批发商、电商差异化需求并整合为系统育种指标；自主育种过程体现科学思维追求客观性、从实际出发，并借助市场测试实践检验。,patched_subquestion_and_score_from_source,supported_after_removing_overreach,supported_scientific_objectivity,patched_material_answer_overreach,删除“抗病、成本”等市场调研指标越界词，改回“要好看、要好种、耐储运”。
12,一、科学思维,结果具有预见性,1. 2026顺义一模 第19题第（2）问（主观题）,具身机器人产品不是一次定型，而是经过多轮应用测试、打磨与迭代，再用用户试用和实践效果检验产品能否切实解决老人居家生活的实际问题。,（2）结合材料二，运用《逻辑与思维》知识，说明该企业具身机器人的研发是如何体现科学思维特征的。（6分）,可检验性要求结论能在实践中被验证或修正。材料里的“多轮应用测试、打磨与迭代”不是普通研发流程描写，而是把研发设想放回真实使用场景中检验：产品能不能解决老人居家生活的实际问题，要由用户试用和实践效果给出回答。这个“研发判断—实践检验—修正完善”的闭环，直接锁定可检验性。,该企业通过多轮应用测试、打磨与迭代，以用户试用和实践效果不断优化、完善设计，确保产品能够切实解决老人居家生活的实际问题；如果功能不能经受真实使用检验，就需要被调整和完善，使研发设想、功能设计和服务效果不断接受实践检验与修正，体现科学思维结果具有可检验性。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/细则/细则.pptx,（2）结合材料二，运用《逻辑与思维》知识，说明该企业具身机器人的研发是如何体现科学思维特征的。（6分）,科学思维结果具有预见性：企业追踪具身智能机器人和人口老龄化发展趋势，预测养老服务中广阔应用空间和持续增长的市场潜力。,source_exact,supported_by_formal_rubric,supported_scientific_predictiveness,verified_no_patch_needed,同题复挂到预见性，依据细则第（2）点单独核验。
13,一、科学思维,结果具有预见性,2. 2025丰台一模 第18题第（1）问（主观题）,AI 发展规划和教育战略布局不是停留在纸面目标，而是要在实践中检验发展成果，并根据实践推进不断完善相关政策部署。,结合材料，分析我国在推动新一代人工智能发展的过程中是如何运用科学思维的。,可检验性看的是判断能否回到实践中接受检验。材料把人工智能规划同 AI 教育战略布局和政策完善连在一起，说明发展判断要在推进过程中被效果检验、被问题修正；如果规划目标不能接受实践检验并据此完善部署，就不能算真正形成科学判断。,我国在推进人工智能发展和 AI 教育战略布局过程中，不让规划停留在纸面目标，而是把阶段目标、重点任务和应用安排放到实践中接受检验；再根据发展成果、实践反馈和新问题不断完善相关政策部署，使科学判断能够在真实实践中被验证、修正和推进，体现科学思维结果具有可检验性。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/细则/细则.docx,（1）结合材料，分析我国在推动新一代人工智能发展的过程中是如何运用科学思维的。,准确预判人工智能发展趋势，提前部署，抢占先机，指明方向，分段规划，体现预见性。,source_exact,supported_after_removing_overreach,supported_scientific_predictiveness,patched_material_and_answer_overreach,删除产业需求、产业应用等源题未明写表述，改回人工智能技术和应用发展、三步走目标、AI教育布局。
14,一、科学思维,结果具有预见性,3. 2025门头沟一模 第21题第（1）问（主观题）,门头沟在煤矿关停后没有停留在资源衰退判断上，而是布局人工智能、超高清数字视听、心血管医疗器械、山地文旅等新动能，面向绿色高质量发展转型。,（1）运用科学思维知识，说明门头沟区从“千年煤城”向“京西智谷”转型的智慧。,预见性来自对发展趋势的判断。门头沟没有停在“煤矿关停以后怎么办”的眼前问题上，而是把生态涵养、数字产业、人工智能和文旅融合放进未来发展方向中；这说明它不是被动补救资源衰退，而是由现实条件推知未来产业走势，提前培育新动能。,门头沟根据绿色发展、数字经济、人工智能和文旅融合趋势提前培育新动能，预判传统煤城向“京西智谷”转型的未来方向，把矿山退出后的生态涵养、算力布局、数字视听、生物医药和山地文旅联结起来，使产业转型从资源依赖走向高质量发展，体现科学思维结果具有预见性。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/细则/细则.doc,（1）运用科学思维知识，说明门头沟区从“千年煤城”向“京西智谷”转型的智慧。,科学思维客观性和预见性均可；立足实际或遵循客观规律并结合材料。,patched_subquestion_marker_from_source,supported_by_formal_rubric,supported_scientific_predictiveness,patched_prompt_marker_only,同题复挂到预见性，依据细则“客观性和预见性”单独核验。
15,一、科学思维,结果具有预见性,4. 2024丰台二模 第18题第（2）问（主观题）,冰雪经济一方面有政策规划、游客增长、收入增长、雪博会交流平台等发展前景，另一方面仍存在场地布局、产业链、标准、人才和核心技术等短板；观点把“准确预测前景”直接看作推动高质量发展的关键。,（2）有同学认为，只要我们能够准确预测冰雪经济的发展前景，就能推动冰雪经济高质量发展。结合材料，运用科学思维对该观点进行评析。（6分）,题目直接把“预测前景”摆出来，材料也给出政策规划、游客收入增长和雪博会交流平台等信号，这一层能触发科学思维预见性。学生容易误写成“能预测就一定能发展”，但观点里的“只要……就……”正是需要评析的地方：科学预见可以帮助把握趋势，却不能替代产业链完善、标准建设、人才培养和核心技术突破。预见性应作为科学决策的前提环节，而不是万能条件。,准确预测冰雪经济发展前景，有助于依据政策支持、游客收入增长、雪博会交流平台和市场需求变化等信号把握产业趋势，体现科学思维结果具有预见性；但预测只能帮助看清方向，不能替代现实条件建设。推动高质量发展还要针对场地布局、产业链协同、标准体系、专业人才和核心技术等短板持续补强，把前景判断转化为产业发展能力。,/Users/wanglifei/Desktop/2024模拟题/丰台二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/丰台二模/细则/细则.docx,（2）有同学认为，只要我们能够准确预测冰雪经济的发展前景，就能推动冰雪经济高质量发展。结合材料，运用科学思维对该观点进行评析。（6分）,观点强调运用超前思维准确预测冰雪经济发展前景；准确预测是推动高质量发展的必要条件但不是唯一条件，还需辩证思维、具体问题具体分析、遵循规律、从当地实际出发。,patched_subquestion_and_score_from_source,supported_by_formal_rubric,supported_scientific_predictiveness_with_boundary,patched_prompt_marker_score,原PDF无文本层，已渲染试卷page_06目视核对题面；细则docx支持预见性但要求说明片面性边界。
16,一、科学思维,结果具有可检验性,1. 2026顺义一模 第19题第（2）问（主观题）,具身机器人产品不是一次定型，而是经过多轮应用测试、打磨与迭代，再用用户试用和实践效果检验产品能否切实解决老人居家生活的实际问题。,（2）结合材料二，运用《逻辑与思维》知识，说明该企业具身机器人的研发是如何体现科学思维特征的。（6分）,可检验性要求结论能在实践中被验证或修正。材料里的“多轮应用测试、打磨与迭代”不是普通研发流程描写，而是把研发设想放回真实使用场景中检验：产品能不能解决老人居家生活的实际问题，要由用户试用和实践效果给出回答。这个“研发判断—实践检验—修正完善”的闭环，直接锁定可检验性。,该企业通过多轮应用测试、打磨与迭代，以用户试用和实践效果不断优化、完善设计，确保产品能够切实解决老人居家生活的实际问题；如果功能不能经受真实使用检验，就需要被调整和完善，使研发设想、功能设计和服务效果不断接受实践检验与修正，体现科学思维结果具有可检验性。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/细则/细则.pptx,（2）结合材料二，运用《逻辑与思维》知识，说明该企业具身机器人的研发是如何体现科学思维特征的。（6分）,科学思维结果具有可检验性：产品反复测试、多轮迭代，以用户试用与实践效果不断优化调整、完善设计，确保切实解决老人居家生活实际问题。,source_exact,supported_after_removing_overreach,supported_scientific_testability,patched_material_why_answer_overreach,删除护理人员反馈、运行数据等源文未明写内容，改回用户试用与实践效果。
17,一、科学思维,结果具有可检验性,2. 2025丰台一模 第18题第（1）问（主观题）,AI 发展规划和教育战略布局不是停留在纸面目标，而是要在实践中检验发展成果，并根据实践推进不断完善相关政策部署。,结合材料，分析我国在推动新一代人工智能发展的过程中是如何运用科学思维的。,可检验性看的是判断能否回到实践中接受检验。材料把人工智能规划同 AI 教育战略布局和政策完善连在一起，说明发展判断要在推进过程中被效果检验、被问题修正；如果规划目标不能接受实践检验并据此完善部署，就不能算真正形成科学判断。,我国在推进人工智能发展和 AI 教育战略布局过程中，不让规划停留在纸面目标，而是把阶段目标、重点任务和应用安排放到实践中接受检验；再根据发展成果、实践反馈和新问题不断完善相关政策部署，使科学判断能够在真实实践中被验证、修正和推进，体现科学思维结果具有可检验性。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/细则/细则.docx,（1）结合材料，分析我国在推动新一代人工智能发展的过程中是如何运用科学思维的。,在实践中检验发展成果，并完善相关政策部署，不断推动人工智能发展，体现可检验性。,source_exact,supported_after_removing_overreach,supported_scientific_testability,patched_material_why_answer_overreach,删除产业落地等源题未明写表述，改回实践检验发展成果和完善政策部署。
18,一、科学思维,结果具有可检验性,3. 2025石景山一模 第19题（主观题）,有些学生建议已经从调研报告、模拟提案转化为惠及民生的具体措施，说明建议是否科学、是否可行最终要经过社会实践和治理效果检验。,提出优秀的科学建议不仅要有公共参与意识，还要树立科学思维观念。结合材料，运用《逻辑与思维》所学，简析获奖同学的建议是如何体现科学思维的。（5分）,科学建议的关键不在写得是否新颖，而在能否被实践证明有用。材料说有些建议已经从调研报告、模拟提案转化为惠及民生的具体措施，意味着学生提出的判断和方案回到社会生活中接受检验。能否被采纳、能否执行、能否解决真实问题，都是检验科学建议价值的标准，所以这里应想到科学思维结果具有可检验性。,获奖建议能够从调研报告、模拟提案转化为惠及民生的具体措施，说明其问题判断和解决方案不是停在课堂设想中，而是在社会治理实践中接受群众需求、部门采纳、政策执行和治理效果的检验；能否解决真实问题、产生公共价值，成为判断建议是否科学的重要标准，体现科学思维结果具有可检验性。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/细则/细则.doc,提出优秀的科学建议不仅要有公共参与意识，还要树立科学思维观念。结合材料，运用《逻辑与思维》所学，简析获奖同学的建议是如何体现科学思维的。（5分）,获奖建议在实践中产生又接受实践检验，有些建议已经转化为惠及民生的具体措施，体现科学思维结果具有可检验性。,patched_score_from_source,supported_by_formal_rubric,supported_scientific_testability,patched_prompt_score_only,同题复挂到可检验性，依据细则第一采点单独核验。
19,一、科学思维,结果具有可检验性,4. 2026海淀二模 第18题第（1）问（主观题）,育种团队不是只在实验室里判断新品种优劣，而是把试验田里种出的每一批花送到花市参与最真实的分级和拍卖，用市场数据完成对科研成果的最终确认。,（1）结合材料一，运用《逻辑与思维》知识，说明上述做法的合理性。（6分）,花市分级、拍卖不是背景信息，而是实践检验环节。育种目标是否合理、品种是否受欢迎，不能只由团队自己判断，要由市场数据来检验；科研成果进入真实市场后能否站住脚，正是可检验性的材料信号。,育种团队把试验田里种出的每一批花送到花市参与分级和拍卖，用市场数据完成对科研成果的最终确认；品种好不好不只由实验室判断，还要接受真实市场实践检验，使科研判断不断被验证和修正，体现科学思维结果具有可检验性。,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026海淀二模/试卷/2026北京海淀高三二模政治（教师版）.docx,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026海淀二模/细则/26海淀高三政治二模讲评.pdf,（1）结合材料一，运用《逻辑与思维》知识，说明上述做法的合理性。（6分）,团队自主育种过程体现科学思维追求客观性，坚持从实际出发，对品种选育效果作出合乎逻辑的推断，并借助市场测试实践加以检验。,patched_subquestion_and_score_from_source,supported_after_removing_overreach,supported_scientific_testability,patched_material_answer_overreach,删除花商评价、消费者反应、运输储存表现、田间性状等源文未明写检验项，改回花市分级、拍卖和市场数据。
20,一、科学思维,结果具有可检验性,5. 2026海淀一模 第17题第（2）问（主观题）,调研改进可以从扩大样本对象、修正问卷选项、增加访谈观察、补充数据比对、追问因果链条等多个方向展开，但题目限定提出两条具体可行的建议，说明最后必须从多种可能中筛选、聚焦和落实。,运用《逻辑与思维》知识，指出上述调查问卷中的逻辑错误。（2分）为提高调研活动的科学性，提出具体可行的建议。（4分）,围绕调研缺陷提出改进，需要先打开方向再收束方案。发散思维帮助学生先打开改进方向：样本是否充分、选项是否完整、资料是否多元、原因排查是否清楚；聚合思维再把这些方向收束为能执行、能验证的两条建议。看到“提出两条具体可行建议”，就可以对应发散思维与聚合思维。,可先运用发散思维，从扩大样本对象、优化问卷选项、增加访谈观察、补充数据比对、追问原因链条等方向寻找改进路径，尽量打开发现真实问题的可能；再运用聚合思维，围绕调研目的、可操作性和检验效果筛选出两条最能解决原方案缺陷、最便于实施和验证的具体建议，使改进方案既有多方向思考，又能收束成可执行的调研行动。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/细则/细则.pdf,运用《逻辑与思维》知识，指出上述调查问卷中的逻辑错误。（2分）为提高调研活动的科学性，提出具体可行的建议。（4分）,科学思维可检验性示例：调研结束后，通过实地测量、对比不同人群回答、或与相关部门数据比对，检验结论是否可靠，经得起实践反复检验。,source_exact,supported_after_removing_overreach,supported_scientific_testability,patched_material_answer_overreach,删除小范围试测、维护人员等源文未明写内容，改回实地测量、对比不同人群回答、相关部门数据比对。
21,二、辩证思维,整体性,1. 2025海淀二模 第20题（主观题）,共享主体、建设领域、合法权益和人人参与都被放在共同富裕这一战略目标下，发展成果共享、权利保障和共同建设相互支撑，任何一项孤立推进都不能构成共同富裕。,结合材料，运用辩证思维知识，谈谈如何更好地坚持共享发展理念推进共同富裕。（6分）,整体性要求从各方面的联系中把握整体功能。材料不是孤立谈某一项政策，也不是只讲某一类人的福利，而是把共享主体、建设领域、合法权益和人人参与写成相互支撑的结构。如果只写“人人共享”，容易停在价值口号；真正的触发点是各部分如何共同构成共同富裕的实现机制：成果由谁共享、在哪些领域共享、权益如何保障、群众如何参与，都要放在一个整体中统筹推进。,推进共同富裕应坚持辩证思维的整体性，将共享主体、建设领域、合法权益和人人参与作为相互支撑的整体来安排，把人人共享、各方面建设成果共享、合法权益保障和共建共享放在同一共享发展格局中统筹；这样才能使发展成果共享、权益保障和共同建设相互促进，而不是就某一项孤立用力。,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/试卷/试卷.pdf; /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/其他材料/2025届二模考试讲评0510.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/细则.docx,20.(6分）共享是中国特色社会主义的本质要求。结合材料，运用辩证思维知识，谈谈如何更好地坚持共享发展理念推进共同富裕。,细则第20题可选知识角度含“分析与综合/系统优化/整体性”，材料落脚点为共享主体全面、建设领域全面、权利全面、共建人人参与；另含“质量互变规律/动态性”。,patched_missing_score_and_overbroad_material_terms,supported_by_rubric,correct_under_user_framework_整体性,kept_entry_prompt_and_scope_patched,同题可在整体性、动态性、分析与综合中分别触发；已删除收入分配、公共服务、社会保障等本题材料未直接展开词。
22,二、辩证思维,整体性,2. 2025东城一模 第18题第（1）问（主观题）,“两重”实施既强化硬投资，聚焦新质生产力、城乡融合、区域协调等重点领域，又搞好软建设，完善政策、规划、体制机制和投入机制；既解决当前问题，又着眼长远目标，努力办成大事难事。,结合材料一，说明“两重”实施是如何体现辩证思维的。,整体性看的是各要素怎样组成一个功能整体。材料不是只讲“多投钱”，而是把硬投资与政策、规划、体制机制、投入机制等软建设一起写出，说明重大战略不能由单一环节支撑。看到硬建设、软制度、重点领域和安全能力被放在同一个战略实施链条中，就应回到辩证思维的整体性：用联系的眼光把各部分放进整体功能中把握。,“两重”实施坚持辩证思维的整体性，把硬投资、软建设、重点领域和安全能力建设作为相互联系的整体来推进，既用重大工程和重大项目夯实发展基础，又用政策、规划、体制机制和投入机制提供制度支撑，使资源投入、治理能力和战略目标相互配合，形成办成大事难事的整体合力。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025东城一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025东城一模/细则/细则.pdf,(1)结合材料一，说明“两重”实施是如何体现辩证思维的。 (4分),细则明确“两重”坚持辩证思维的整体性、动态性以及实践的观点；整体性可替换为联系、全面、系统优化、综合、立足整体。,patched_missing_question_number_and_score,supported_by_rubric,correct_under_user_framework_整体性,kept_entry_prompt_patched,材料硬投资/软建设、当前/长远，可支撑整体性；后续若同题写动态性也可另收。
23,二、辩证思维,整体性,3. 2026东城一模 第19题第（4）问（主观题）,中关村原创性技术先从“0”到“1”实现原始突破，再把“1”拉长、推进，实现从有到强、从点到链的系统跃升，让原创成果走下书架、摆上货架。,2035年，中关村将建成全球科技创新的主要引擎和关键枢纽。结合材料，运用系统观念与创新思维的知识，谈谈中关村应如何“把‘1’拉长、推进”。,题目里的“把 1 拉长、推进”不是数量词游戏，而是从一个原创突破推进到成果转化链。看到“从 0 到 1”之后还要“从有到强、从点到链”，就要想到整体性：基础研究、技术研发、成果转化、产业应用不能各管一段，而要放进一个相互联系的创新体系中统筹。材料中的“走下书架、摆上货架”说明成果转化链不能断，整体性正是看这条链怎样贯通。,中关村应坚持整体性，把基础研究、技术研发、成果转化、产业应用、人才平台和市场机制作为相互联系的整体统筹起来，打通原创成果从书架到货架的转化链。只有让科研突破、企业承接、市场应用和制度支持相互衔接，才能使“从 0 到 1”的突破继续推进为从有到强、从点到链的系统升级。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（4）.pptx,（4）2035年，中关村将建成全球科技创新的主要引擎和关键枢纽。结合材料，运用系统观念与创新思维的知识，谈谈中关村应如何“把‘1’拉长、推进”。（5分）,细则“系统观念”知识含立足整体、全局观念、综合思维、内部结构有序性和优化趋向、整体性等；分析要求统筹基础研究、技术研发、成果转化、产业应用，统筹人才、平台、政策、市场等资源。,patched_missing_question_number_and_score,supported_by_unzipped_pptx_rubric,correct_under_user_framework_整体性_not_new_node,kept_entry_prompt_patched,原题用“系统观念”，正文归入用户框架“整体性”；不另开系统观念节点。
