followup_id,suite_id,year,suite,question_no,issue_type,source_paths,evidence_excerpt,reason,required_action
S037_P03,S037,2026,2026东城一模,全套,ocr-needed,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/细则.pdf；/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/补充材料/2026东城一模 原卷扫描版.pdf,L528-L530: S037_F09细则.pdf unreadable or unsupported；L811-L813: S037_F11原卷扫描版.pdf unreadable or unsupported,两份扫描pdf不可直接读取；但同套已存在可读细则pptx集（S037_F01–F08）和可读补充细则.pdf（S037_F10）以及可读试卷.pdf（S037_F12，含L1097-L1099选择参考答案表与L1102-L1155主观题参考答案与等级描述），承担了本套主体分析所需的题面、答案键和细则证据。,在SOURCE_GAPS.md登记ocr-needed并保留待补；不影响当前框架结论。
S038_P01,S038,2026,2026丰台一模,题号待补证（推测16，哲学与文化大题）,ocr-needed,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx,L22-L32: 知识板块：哲学与文化……哲学：（1）坚持矛盾的观点……（2）坚持联系的观点……（3）坚持正确的价值观……发挥主观能动性和尊重客观规律相结合，坚持辩证否定观，言之成理，酌情给分。,细则给出明确哲学评分点（矛盾普遍性/两点论与重点论、联系/整体与部分、价值观导向与价值判断价值选择、主观能动性与客观规律、辩证否定观），但试卷 PDF 为 ocr-needed（L375-L377），无完整设问与材料可抽，无法满足 question_excerpt 与 rubric_excerpt 同时回源的硬性要求。,对试卷 PDF 进行 OCR，补回完整设问及材料，再按矛盾、联系、价值观、规律与主观能动性、辩证否定五个评分点分别建立 framework_entries。
S038_P02,S038,2026,2026丰台一模,题号待补证（综合9分题，主题“积极识变应变求变”）,needs_followup,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx,L313: 知识板块：综合、中国特色社会主义；L317: （9分）可从党的领导、唯物辩证法、中国式现代化等角度作答；L326: 本题可以从党的领导、系统思维（发展观）、辩证思维（矛盾观）、遵循规律、超前思维、斗争精神、中国式现代化等角度作答。,细则为开放性给分（“可从…等角度”），跨必修四（矛盾观、规律）、选必三（系统思维、辩证思维、超前思维）、中国特色社会主义（党的领导、中国式现代化）多模块；试卷 PDF 不可读，无完整设问可判断知识限定是否含必修四哲学，无法剥离纯哲学触发点单独建条目。,OCR 试卷设问，确认知识限定；若包含必修四，再就设问明确指向的原理（如矛盾、规律）单独建立条目，并在 boundary_note 排除选必三与综合术语。
S038_P03,S038,2026,2026丰台一模,17、19、20、经济(1)、逻辑(2)等大题,module-boundary-excluded,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx,L76: 知识板块：政治与法治；L144: 知识板块：经济与社会；L184: 知识板块：逻辑与思维；L234: 知识板块：当代国际政治与经济；L258: 知识板块：法律与生活。,上述大题细则明确为政治与法治、经济与社会、选必三逻辑与思维、当代国际政治与经济、法律与生活模块，未出现必修四哲学评分口径，按模块边界排除，不进入哲学框架。,无须补证，作模块边界存档；如 OCR 后实际设问含必修四要求再回审。
S038_P04,S038,2026,2026丰台一模,全卷选择题,objective-key-only,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/试卷/试卷.pdf,L375-L377: SOURCE S038_F02 | exam_paper | ocr-needed … note: unreadable or unsupported; do not infer from this file.,试卷 PDF 不可读，bundle 内亦未见独立选择题答案表，无任何选择题题面或答案键可抽取，故 choice_rows 全空。,对试卷 PDF 进行 OCR 并补充选择题答案键，再逐题判断必修四选择题。
S039_P01,S039,2026,2026延庆一模,18(2),module-boundary,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx,"L318: 结合材料二,运用《逻辑与思维》的相关知识,谈谈你对虚拟数字人直播的思考。L42-L46: 评分细则:理论1分+材料1分X3(四选三)①辩证思维/用联系、发展、全面/矛盾分析法;②适度原则;③创新思维/三新;④辩证否定。","设问明确运用《逻辑与思维》知识,细则四角度(辩证思维、适度、创新思维、辩证否定)全部属选必三《逻辑与思维》辩证思维/创新思维专题;'联系/发展/全面''矛盾分析法''辩证否定'虽与必修四同名,但本题语境是选必三链条,按规则不硬挂必修四。","标为module-boundary-excluded,不入必修四框架;如需可在选必三辅助库另记。"
S039_P02,S039,2026,2026延庆一模,"1,5,6,7,8,9,10,11,12,13,14,15,17,18(1),19(1),19(2)",module-boundary,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx,L121-L251试卷题面与L19-L99细则:Q1抗战政治;Q5-Q7选必三逻辑/科学思维;Q8-Q9《法律与生活》;Q10-Q15政治/经济/国际;Q17设问运用《政治与法治》;Q18(1)设问运用《法律与生活》;Q19(1)设问运用《经济与社会》;Q19(2)设问运用《当代国际政治与经济》。,"上述各题设问明确运用其他模块知识,且评分细则均与必修四哲学知识不直接挂钩,按本次规则排除。","整体标为module-boundary-excluded,不入必修四框架。"
S040_P01,S040,2026,2026房山一模,试卷整卷,ocr-needed,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/试卷/试卷.pdf,L94-L96: path: /Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/试卷/试卷.pdf; note: unreadable or unsupported; do not infer from this file.,试卷PDF标记为不可读，无法获取主观题完整设问与材料，也无法获取选择题题干和选项；不能满足 question_excerpt+rubric_excerpt 双证闭环。,对试卷PDF做OCR或转可抽取文本，再回补主观题设问与选择题题干。
S040_P02,S040,2026,2026房山一模,16(2),ocr-needed,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/细则/细则.docx,L28-L35: 可从矛盾普遍性和特殊性的统一、一切从实际出发、联系的观点等角度作答…7分 融入大局中找定位/系统/整体；联系观——调查研究/一切从实际出发/尊重物质运动的客观规律——矛盾普遍性与特殊性具体的历史统一/在普遍性的指导下具体问题具体分析（发挥主观能动性）。,细则明确给分点为矛盾普遍性与特殊性、一切从实际出发、尊重客观规律与发挥主观能动性、联系，是典型必修四哲学题；但试卷不可读，缺完整设问与材料原文，无法形成题面-细则双证。,OCR试卷拿到16(2)完整设问与材料后，按矛盾普遍性与特殊性、一切从实际出发、尊重客观规律与发挥主观能动性、联系（系统观念）多条入框架。
S040_P03,S040,2026,2026房山一模,18(1),ocr-needed,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/细则/细则.docx,"L53-L60: 北京立足实践,坚持系统治理，统筹四大结构调整，实现整体推进；坚持久久为功，以日积月累推动空气质量稳步提升，实现从量变到质变；坚持精准施策…做到具体问题具体分析。2分 整体性/联系/系统优化；2分 矛盾分析法/具体问题具体分析/两点论与重点论统一；2分 动态性/质量互变/发展；1分 立足实践/注重实践。",细则明确触发联系（系统优化）、矛盾分析法（具体问题具体分析、两点论与重点论）、发展（量变质变）、实践等必修四哲学；但缺试卷设问与材料原文，无法做完整双证回源。,OCR试卷拿到18(1)完整设问与材料后，按联系（系统观念）、矛盾（具体问题具体分析、两点论与重点论）、发展（量变质变）、实践与认识等节点拆条入框架。
S040_P04,S040,2026,2026房山一模,20,ocr-needed,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/细则/细则.docx,L80-L92: 新时代坚持和发展中国特色社会主义的基本方略、中国特色社会主义法治体系、中国共产党的地位、矛盾等…6-8分 从原因层面（必修三：党的地位、法的重要性、党与法的关系/必修四：认识与实践、系统优化等）…对立统一于中国式现代化建设进程中。,细则把20题定位为以必修一/必修三为主、并允许必修四认识与实践、系统优化、对立统一作为加分角度，属混合大题；缺试卷设问与材料，无法定锚必修四哲学触发点位。,OCR试卷拿到20题完整设问与材料后，仅按细则点名的必修四点位（认识与实践、系统优化、对立统一/矛盾）入条；必修一/必修三的党的地位、依法治国等保持module-boundary-excluded。
S040_P05,S040,2026,2026房山一模,16(1)、17(1)、17(2)、18(2)、19,module-boundary-excluded,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/细则/细则.docx,L18-L26: 16(1)细则全部为新发展格局/政府市场职能/新发展理念/乡村振兴/统筹发展和安全/消费等经济点；L36-L52: 17(1)(2)细则全部为民事法律关系主体客体内容/AI法律责任/法治社会/依法治国与以德治国结合等法律与政治与法治点；L62-L71: 18(2)细则全部为坚持党的领导/依法立法/民主立法/合理设定国家机关权责等政治与法治点；L74-L79: 19细则全部为超大规模市场优势/产业升级/优化营商环境/制度型开放等经济点。,上述题目细则未出现必修四哲学评分点，分别属必修二经济、选必二法律、必修三政治与法治、选必一国际经济模块；按硬规则不入必修四框架。,保持模块边界排除；待OCR后核验试卷题面，若题面隐含哲学点而细则未给分，仍按module-boundary-excluded处理。
S040_P06,S040,2026,2026房山一模,选择题1-15,source-missing,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/细则/细则.docx,"L4: Detected question numbers from scoring sources: 17, 18, 19, 20；L15-L92: 细则文本仅包含主观题16-20的答案示例与给分细则，未含选择题答案表；L94-L96: 试卷PDF不可读。",试卷不可读、细则不含选择题答案键，亦未提供独立选择题答案表，无法核验题干、选项和正确答案，不能写choice_rows。,OCR试卷并寻找本套官方选择题答案（独立答案docx/pdf），双证齐备后再补choice_rows。
S041_P01,S041,2026,2026朝阳一模,5/6/7/17(1)等,module-boundary-excluded,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/细则/细则.docx,"L188-L208: 充要条件假言判断、概念外延""划分不全""、辩证思维折中主义、发散和聚合思维、严谨判断推理、超前思维等；L330-L335 与 L33-L41: 17(1)指向""不完全归纳推理""""迁移/想象""。其余17(2)/18/19/20分别为政治与法治/法律与生活/经济与社会/当代国际政治与经济。",Q5/6/7/17(1)命中的是《逻辑与思维》(选必三)的形式逻辑、辩证思维、推理方法、联想思维等知识点，不是必修四《哲学与文化》哲学部分；Q17(2)/18/19/20分别属选必二三大模块及当代国际，按规则不入必修四哲学框架。,仅作模块边界标记，不进入必修四哲学框架；如需选必三逻辑思维或选必二政治法治、法律与生活、经济与社会框架另立。
S042_P01,S042,2026,2026海淀一模,全卷,ocr-needed,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/试卷/试卷.pdf,L115-L117: SOURCE S042_F03 exam_paper ocr-needed; note: unreadable or unsupported; do not infer from this file.,试卷PDF未OCR，所有题面、材料、设问、选项均不可见，无法写question_excerpt、material_signal、correct_trigger，无法构造材料到原理的触发链。,对试卷PDF做OCR或转换为可读文本后，重做本套回源；优先恢复16题与21题的设问与材料。
S042_P02,S042,2026,2026海淀一模,16,needs_followup,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/细则/细则.pdf,L30-L31: 16.（8 分）可从发展的观点、社会存在与社会意识、价值观、文化的功能等角度作答。,细则只列可作答角度，无具体给分要点；又因试卷未OCR，缺设问与材料，无法判断材料对应触发哪条必修四原理，亦无法满足设问完整与原理回应设问的硬规则。,OCR试卷取得16题完整设问与材料后，按材料触发分别判定发展、社会存在与社会意识、价值观三个角度是否各具材料触发链；文化功能角度按模块边界单独标记。
S042_P03,S042,2026,2026海淀一模,21,needs_followup,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/细则/细则.pdf,L109-L110: 21.（10 分）可从党的领导、马克思主义中国化时代化、制度优势、国家治理等角度作答。,细则四个角度主体属政治与法治，仅'马克思主义中国化时代化'可能落到认识发展或实践与认识，但无明确哲学给分口径，且试卷未OCR无设问材料，不能硬挂必修四认识论。,OCR试卷后核查21题设问是否要求运用必修四哲学；若材料明确体现实践推动认识发展，再单独立条，否则保留为政治模块边界。
S042_P04,S042,2026,2026海淀一模,1-15,objective-key-only,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/细则/细则.pdf；试卷.pdf,L24-L27: 1．C 2．B 3．A 4．B 5．D 6．B 7．D 8．A 9．B 10．D 11．C 12．C 13．D 14．A 15．C,仅有15题答案键，无题干与选项，无法判断哪些题属必修四哲学，无法写question_excerpt、correct_trigger、wrong_option_notes。,OCR试卷取得选择题完整题干与四个选项后，再逐题判定模块归属、分析正确项触发与错肢。
S042_P05,S042,2026,2026海淀一模,17、18、19、20,module-boundary-excluded,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/细则/细则.pdf,L36-L68: 17题 划分标准不一、选言判断遗漏、科学思维/逻辑思维规则（求异法、不完全归纳）/辩证思维方法/创新思维（发散与聚合）；L70-L86: 18题 服务性消费占比、提振消费扩大内需、产业结构、民法典隐私权、消费者权益保护法、惩罚性赔偿；L92-L96: 19题 全国人大常委会备案审查、宪法法律行政法规、公平竞争审查条例、法治政府；L102-L105: 20题 制度型开放、新发展格局、国际标准、全球经济治理。,17题整体属选必三逻辑与思维（划分、选言判断、求异法、不完全归纳、辩证思维方法、创新思维），不归必修四辩证法；18题属经济（消费/产业）与选必二法律（民法典隐私权、消保法）；19题属政治与法治（备案审查、法制统一）兼经济（公平竞争）；20题属经济（开放、全球治理），均无明确必修四哲学给分口径。,保留为模块边界，不入必修四哲学框架；如OCR后发现材料中明确出现矛盾分析、联系、发展等必修四术语并对应给分点，再回头补证。
S043_P01,S043,2026,2026石景山一模,Q4/Q5/Q6/Q7/Q8/Q9/Q10/Q11/Q12/Q13/Q14/Q15/Q16/Q17(2)/Q18/Q19/Q20,module-boundary-excluded,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/细则/细则.doc,L186-L304 题面；L23-L24/L48-L57/L60-L83 细则；L417-L489 参考答案,Q4唐诗文化建设属纯文化（module-boundary-cultural）；Q5逻辑外延/定义、Q6推断、Q7求同/不完全归纳/假言判断属选必三逻辑；Q8人大代表、Q9政协与检察、Q19非机动车条例属政治与法治；Q10-11飞行汽车、Q15海南封关、Q16新型消费业态属经济与社会；Q12继承、Q13抵押登记、Q14游戏充值、Q18举证责任属法律与生活；Q20亚太合作属当代国际政治与经济；Q17(2)发散/聚合/超前思维属选必三创新思维。各题细则均按其本模块给分，未给必修四哲学得分点，故不入哲学框架。,保持模块边界排除，不将上述题型术语硬挂必修四哲学；如需另立选必三/经济/政治/法律/国际等模块账目，单独建库，不污染本必修四哲学框架。
S044_P01,S044,2026,2026西城一模,1-15,source-missing,试卷：/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/试卷/试卷.docx；试卷PDF（ocr-needed）：/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/试卷/补充材料/2026北京西城高三一模政治.pdf；scoring_rubric 仅含主观题口径,L113-L205: 第一部分共15题，每题3分；bundle 中仅见题面与四选项，未见客观题答案表；L9-L95: 细则仅给出 16-21 题主观题口径,选择题缺可靠答案键，无法闭环判定正确项与错肢。其中第5题（便利店文学/人民群众是文化创造的主体）、第6题（场景应用/联系/共性个性/新事物旧事物）、第7题（手搓创新/实践的社会历史性/矛盾的主要方面/科技为人的价值取向）含必修四辩证法、认识论、价值观相关表述，但需答案键支撑后才能定性，因此整体留 followup。,补充该套卷的客观题答案键（教研版答案表/讲评 PPT 含答案/教师参考）后，重新核证含必修四哲学语句的选择题，再行写入 choice_rows。
S045_P01,S045,2026,2026门头沟一模,"Q1,Q2,Q3,Q6,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q17,Q18(1),Q18(2),Q19,Q20",module-boundary-excluded,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/试卷/试卷.pdf;/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/细则/细则.docx,"L20-L82: 主观题细则覆盖政治与法治(Q17 党的领导/全过程人民民主/全面依法治国)、法律与生活(Q18(1) 诉讼主体/纠纷解决方式/法律效力)、逻辑与思维(Q18(2) 辩证思维/创新思维)、经济与社会(Q19 供给创造需求/有效市场有为政府)、当代国际政治与经济(Q20 对外开放/经济全球化);L120-L325: 选择题Q1-Q3考查党史/抗战/教育(政治模块),Q6类比推理与概念外延(选必三),Q8 Q10 Q11法律(法律与生活),Q9民族区域自治(政治),Q12 Q13民生与创新指数(经济与社会),Q14 Q15全球治理与进博会(当代国际政治与经济)。","上述题目分别属于政治与法治、法律与生活、选必三逻辑与思维、经济与社会、当代国际政治与经济等模块,题面与细则均不指向必修四哲学知识点;按规则纯模块边界题不入必修四哲学框架。","作为模块边界记录留存;不入必修四哲学框架,无需补证。"
S046_P01,S046,2026,2026顺义一模,16,rubric-missing,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/细则/细则.pptx,试卷L341-L354: 16题(8分)关于破窗效应，要求'结合材料，运用《哲学与文化》知识，谈谈如何防范破窗效应的发生'；细则L19仅出现'16题'三字占位，未见任何具体阅卷细则、参考答案或评分点。,题面明确为必修四《哲学与文化》主观题，但所提供细则文本未含16题具体给分口径，缺少rubric_excerpt不能入framework_entries。,需补全细则pptx中16题对应页或评标内容；获到细则后再回源生成框架条目（预期可触发矛盾、量变质变、规律、价值观等节点）。
S046_P02,S046,2026,2026顺义一模,1-15,answer-key-missing,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/细则/细则.pptx,试卷L155-L335: 第一部分共15道选择题（每题3分），其中3题涉及矛盾主要方面/质量互变规律（L176-L184）、6题涉及'AI和人在能动性上的优势互补能延伸人的认识边界'（L223-L227）等可能触发必修四的题面；细则.pptx（L15-L137）仅含16-21题主观题阅卷内容，未见1-15题答案键。,缺乏可靠答案键，无法确认正确项与错肢，按规则不得仅凭题面分析判定，故不能写入choice_rows。,需补全1-15题官方答案/答案键，再核对涉及必修四哲学的题目（特别是3、6等）后写入choice_rows。
S046_P03,S046,2026,2026顺义一模,17、18、19(1)、19(2)、19(3)、20,module-boundary-excluded,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/试卷/试卷.pdf；/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/细则/细则.pptx,试卷L399-L400: 17题运用《政治与法治》知识；L429: 18题运用《法律与生活》知识；L437/L454/L466: 19题三问分别运用《逻辑与思维》《逻辑与思维》《经济与社会》知识；L489: 20题运用《当代国际政治与经济》知识。细则相应给分点（17题党的领导/民主集中制/法治政府；18题劳动法/竞业限制；19(1)演绎推理三段论；19(2)科学思维客观性/预见性/可检验性；19(3)有为政府/人才；20题人类命运共同体/南南合作）也对应非必修四模块。,上述题目题面与细则均限定在政治与法治/法律与生活/逻辑与思维/经济与社会/当代国际政治与经济等非必修四模块，无明确必修四哲学评分点；按规则module-boundary-excluded，不硬挂必修四。,不入必修四哲学框架；交由对应模块（必修三、选必一/二/三、必修二）框架处理。
S047_P01,S047,2026,2026东城期末,Q1/Q6/Q7/Q9/Q10/Q11/Q12/Q13/Q14/Q15/Q17/Q18/Q19/Q20,module-boundary-excluded,试卷.pdf;细则.pptx,L968-L969 答案表;L24-L1004 各题rubric/详解;L972-L1013 主观题参考答案,"Q1属必修1(中华民族现代文明根本途径,L25-L31);Q6/Q7属选必三逻辑(三段论保真前提与复合判断真假分析,L82-L130);Q9属必修2政治(人大代表履职、全过程人民民主,L144-L156);Q10/Q11属选必2法律(担保物权、专利、消费者权、著作权、劳动关系,L160-L181);Q12农村集体经济、Q13投资于人传导属必修2经济(L183-L205);Q14/Q15属选必1当代国际政治与经济(L207-L232);主观题Q17(1)经济、Q17(2)选必三形式逻辑(矛盾律/充分必要条件假言/三段论,L381-L405)、Q18《法律与生活》合同与侵权(L432-L494)、Q19《政治与法治》改革与法治良性互动+法治国家政府社会(L532-L585)、Q20《当代国际政治与经济》四大全球倡议+人类命运共同体(L587-L635),rubric均无必修4哲学给分口径。","不入必修4哲学框架,仅作模块边界记录;本套无ocr-needed/conversion-needed阻塞。"
S048_P01,S048,2026,2026丰台期末,题号待OCR补证（留白主观题）,ocr-needed,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026丰台期末/试卷/试卷.pdf；/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026丰台期末/细则/细则.pdf,"L20: 知识板块：哲学与文化；L24-L42: 等级水平评分标准（水平4 6-7分紧扣问题3角度运用哲学与文化两模块知识等）；L45-L53: 【哲学角度】四选二—(1)留白于疏密间见张弛于空白处藏深意，体现矛盾双方对立统一、相互依存；(2)量变是质变的必要准备、质变是量变的必然结果，留白的""度""是关键、要把握适度原则；(3)留白体现立足整体、正确处理整体与部分关系，联系具有普遍性、客观性；(4)留白需要在尊重客观规律基础上充分发挥主观能动性；L542-L544: 试卷.pdf为OCR-needed，note: unreadable or unsupported; do not infer from this file。","细则首15页明确为本套2026丰台期末""留白""主观题给分口径，含四条可入必修四哲学的明确评分要点；但试卷PDF不可读，缺完整设问（""结合材料、运用XX分析/谈谈……""整句）与材料原文，违反每条framework_entry必须同时写question_excerpt与rubric_excerpt的硬规则，故本套framework_entries暂留空。细则L109之后的2024北京卷、2025高考17、2024海淀二模、24高考19、2022北京卷、2025中拉五大工程等均为试卷分析中引用的对照参考案例，非2026丰台期末本套题源，不入框架。","对2026丰台期末/试卷/试卷.pdf执行OCR或获取可读版本，回源""留白""主观题完整设问与所给材料句后，按①矛盾对立统一、②量变质变与适度、③联系（整体与部分、普遍性客观性）、④尊重客观规律与发挥主观能动性四个必修四原理分别建立framework_entry，每条配套引用细则L45-L53对应给分句与试卷设问/材料句；同时核查文化角度（中华优秀传统文化美学智慧、博大精深）以module-boundary-cultural单独标注，不并入哲学条目。"
S049_P01,S049,2026,2026朝阳期中,"1, 2, 3, 5, 6, 8, 9, 10, 11, 12, 13, 15",module-boundary,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,L312-L438: Q1-3国企/消费/全球治理倡议属经济与国际政治；Q5-6人口老龄化/巴黎协定属经济与国际；Q8-10科学家精神/民族工作/故宫属文化模块；Q11-13、Q15属选必三《逻辑与思维》三段论/逻辑规则/类比联想/联言判断。,上述选择题除Q4、Q7、Q14外，均不构成必修四哲学触发：Q1-3、Q5-6属经济与国际政治；Q8-10属文化模块；Q11-13、Q15属选必三逻辑思维范畴。,保留模块边界记录，不入必修四哲学框架。
S049_P02,S049,2026,2026朝阳期中,"16, 17, 20, 21(1), 21(2)",module-boundary,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf；/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/细则.docx,L17、L27、L99、L116、L131: Q16《经济与社会》分析绿色金融驱动作用；Q17《当代国际政治与经济》阐述人工智能+发展关系；Q20运用辩证思维方法谈机遇与挑战；Q21(1)《经济与社会》和文化传承与文化创新；Q21(2)《逻辑与思维》创新思维。,Q16/Q17/Q21(1)分别考查《经济与社会》《当代国际政治与经济》《文化传承与文化创新》；Q20、Q21(2)考查选必三《逻辑与思维》辩证思维方法和创新思维。Q20细则虽列'矛盾分析法/量变质变/辩证否定观/发展观点'作可替换知识，但题干明确要求'辩证思维方法'属选必三课程，且评分说明'答案全是哲学知识最多给4分'，整体框架仍属选必三。,保留模块边界记录，整套不入必修四哲学框架；Q20的必修四概念重叠仅作boundary说明，不挂为必修四题源。
S050_P01,S050,2026,2026朝阳期末,全卷待补证,ocr-needed,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期末/试卷/试卷.pdf；/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期末/细则/细则.pdf,L6-L12: 试卷与细则两份PDF均标注 unreadable or unsupported; do not infer from this file.,bundle中无可见题面、设问、选项、答案键或细则给分口径，无法满足'题面+细则'或'题面+答案键'的回源要求，强行入框架将构成幻觉。,对试卷PDF和细则PDF执行OCR转换，提取选择题题干选项、主观题设问材料及评分细则给分点，再行回源审计。
S051_P01,S051,2026,2026海淀期中,1-21、22(1),module-boundary,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期中/试卷/试卷.docx,L117: 运用《经济与社会》知识，说明如何破解'绿领'人才供需困境。L123: 运用《经济与社会》知识，分析上述改革举措将如何激发要素活力。L126: 运用《政治与法治》知识，阐释上述城市践行人民城市理念的实践。L129: 运用《政治与法治》知识，说明此次'两委'组织法修改的意义。L136: 运用《政治与法治》知识，说明这一案例的入选理由。L139: 从经济角度分析北京是如何打造全球机器人应用标杆城市的。L144: 运用《当代国际政治与经济》知识，说明全球治理倡议为什么能获得国际社会广泛认同。,选择题1-15围绕大国重器、民营经济、企业降价、直播带岗、文化出海、投资于人、延安作风、人大政协、规划建言、民族区域自治、生态法典、绿色丝路、中亚精神、海南自贸港、中欧建交，命题落点在经济与社会、政治与法治、当代国际政治与经济；主观题16-21及22(1)均在设问中显式指定上述三大模块。无必修四哲学命题入口。,整套排除入框架；保留为模块边界记录。如后续讲评细则出现哲学给分点，再开followup补证。
S051_P02,S051,2026,2026海淀期中,22(2),rubric-not-clear,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期中/试卷/试卷.docx,L146: 综合运用所学，谈谈你对'中华民族伟大复兴势不可挡'的理解。（8分）。L169: 可以从党的领导、人民力量、制度优势、人类命运共同体等角度作答。L210-L213: 仅给出水平4-1等级描述，无具体知识点细则。,设问'综合运用所学'存在跨模块可能，'势不可挡''人民力量'字面上似可挂靠历史唯物主义（社会发展规律、人民群众）或辩证法（前进性与曲折性），但参考答案仅给方向性提示，未明确点出任何必修四哲学原理；等级量表是通用作答评价，非具体给分细则。普通参考答案不能单独入框架。,等讲评PDF OCR后核对是否有阅卷细则把'人民力量'等明确解释为'人民群众是历史创造者'或'社会发展总趋势'等哲学口径；在此之前保持排除，禁止泛化挂载。
S051_P03,S051,2026,2026海淀期中,全卷,ocr-needed,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期中/其他材料/期中讲评20251106.pdf,S051_F01 标注 unreadable or unsupported; do not infer from this file.,期中讲评PDF未抽取出可读文本，可能包含阅卷细则、评标或阅卷总结。在未OCR前无法判断是否对Q22(2)等设问补充必修四哲学口径。,对该PDF执行OCR或转换；得到可读文本后专项核Q22(2)、Q21、Q18是否存在必修四哲学的明确给分点；OCR完成前不假装已核。
