choice_id,suite_id,year,suite,question_no,correct_option,answer_key_source,question_excerpt,correct_trigger,wrong_option_notes,support_status,boundary_note
S035_C02,S035,2025,2025海淀期末,5,D,L633: 5．D,L480-L485: 塔克拉玛干沙漠边缘绿色阻沙防护带实现'锁边合龙'。40多年来，新疆各族人民一代接着一代干，与干旱缺水斗，与风沙漫天斗，累计植树7000多万亩。治沙人采用工程治沙、光伏治沙、生态治沙三种模式。这体现出治沙人 ①植绿锁沙，根据生态保护和经济发展的需要建立新的联系 ②保卫家园，发挥主观能动性创新多种治沙模式和治沙规律 ③因地制宜，把高度的革命热情与严谨的科学态度结合起来 ④久久为功，正确地把握沙漠治理中渐进性与飞跃性的统一。,③把高度革命热情与严谨科学态度结合，是发挥主观能动性与尊重客观规律相结合；④把握渐进性与飞跃性的统一是正确把握量变质变规律。答案落点：治沙人尊重沙漠生态规律又主动发挥能动性，并通过持续植树由量变积累实现锁边合龙的质变。,①说'根据生态保护和经济发展的需要'建立新联系，错误：新联系应根据事物固有联系建立，而不是仅凭主观需要凭空创造；②说'创新治沙规律'，错误：规律客观，不能创造或创新，只能创新治沙模式和方法。,closed-question-and-answer-key,
S035_C03,S035,2025,2025海淀期末,6,B,L634: 6．B,L486-L491: 罗伯特·胡克发现弹性物体的形变与施加在其上的力成正比，即'胡克定律'。这一定律只有在物体保持弹性的情况下才有效。当力过大时，胡克定律就不再适用。胡克定律常被人们运用到弹簧制造、工程设计、地质力学等领域。①超出弹性限度胡克定律就不再适用，表明真理和谬误往往是相伴而行的 ②弹性物体形变与外力间的关系，印证了矛盾中两个方面的力量是平衡的 ③弹性物体在形变后具有恢复原状的倾向，说明矛盾同一性寓于斗争性之中 ④胡克定律的发现及其在生产中的应用，体现了实践与认识之间的相互作用。,①超出弹性限度定律不再适用，反映真理是有条件的、具体的，超出条件即转化为谬误，真理与谬误相伴；④定律的发现是从实践到认识，应用是从认识到实践，体现实践与认识的相互作用。答案落点：用真理具体性条件性和实践与认识的相互作用解释胡克定律的适用边界与生产应用。,②说矛盾中两个方面力量平衡，错误：矛盾双方力量发展不平衡，且常区分主次方面；③说同一性寓于斗争性之中，颠倒关系，应是矛盾的斗争性寓于同一性之中。,closed-question-and-answer-key,
S035_C04,S035,2025,2025海淀期末,7,A,L634: 7．A,L492-L497: 某地启动2025年民生实事项目征集活动，邀请群众一起'点单'，围绕就业、教育、医疗、养老等民生领域提出意见与建议。群众'点单'、人大'定单'、政府'领单'、群众'验单'的'连环操作'是中国发展民生事业的'独门秘籍'之一。①邀请群众'点单'，坚持把人民群众的利益作为最高的价值标准 ②从'点单'到'定单'，体现分析是综合的基础、综合为分析做准备 ③从'领单'到'验单'，践行从群众中来到群众中去的工作方法 ④各个环节'连环操作'实现部分功能之和大于整体功能的理想效果。,①邀请群众'点单'坚持把人民利益作为最高价值标准，体现价值判断与价值选择以人民为最高标准；③'领单'到'验单'是从群众中来到群众中去，是党的群众路线工作方法。答案落点：以人民利益为最高价值标准，并坚持从群众中来到群众中去的群众路线，是民生连环操作的哲学依据。,②说'分析是综合的基础'颠倒，应是综合是分析的基础，且属选必三《逻辑与思维》范畴；④说'部分功能之和大于整体功能'颠倒，应是整体功能可大于部分功能之和，颠倒了整体与部分的关系。,closed-question-and-answer-key,②为选必三逻辑思维错肢，本表只作为错肢边界记录，不作必修四哲学触发分析；④涉及必修四整体与部分关系，作错肢边界。
S036_C01,S036,2025,2025西城期末,1,D,试卷L474-L476：1=D；细则L22-L24：1=D,L230-L241: 1．分析卫星拍摄的夜间灯光数据，会发现在许多城市中心的繁华地段，都有一个灯光明亮的地方，它们拥有共同的名字——人民广场。据统计，约有100座人民广场是在上世纪90年代建成；2013年左右，人民广场建设热潮又在刚刚摆脱贫困的地区兴起，见证了脱贫攻坚的进程。当下，人民广场成为人民多彩生活的舞台和智慧城市的实践场……人民广场的变迁，说明 ①人民群众的需要是衡量社会进步的根本标准 ②要让人民群众成为社会治理的参与者、评判者 ③人民城市为人民，人民广场照见人民群众更美好的生活 ④人民广场承载着人们的共同记忆，折射着社会发展和时代变迁 A．①② B．①③ C．②④ D．③④,"④把人民广场作为承载共同记忆的载体，认为它折射社会发展和时代变迁——共同记忆属社会意识，社会发展、时代变迁属社会存在，对应必修四历史唯物主义""社会存在决定社会意识、社会意识反映社会存在""；广场建设的脱贫攻坚印记、智慧城市印记由不同时期社会存在所决定。③""人民城市为人民，人民广场照见人民群众更美好的生活""对应人民群众是社会历史的主体、以人民为中心。","①绝对化：把""人民群众的需要""拔高为衡量社会进步的根本标准，社会进步的根本标准是生产力发展和人民根本利益的统一，需要本身不是根本标准；②偏离材料：文中只讲广场的建设变迁，未呈现群众参与社会治理或评判治理的情境。",closed-question-and-answer-key,本题主要触发四、历史唯物主义之社会存在与社会意识，人民群众主体观为辅。
S036_C02,S036,2025,2025西城期末,3,C,试卷L474-L476：3=C；细则L22-L24：3=C,"L251-L263: 3．随着免签政策的优化，赴华旅游热度大涨。""原来中国不是我想象的那样""，外国游客在社交媒体上纷纷发表中国之旅的感慨：路人热心指路、同店的食客欣然接受拼桌、经过的司机很乐意带人一程，还有四通八达的高铁、指尖上的支付、把外卖直接送到房间的机器人等等。原本对""探险之旅""的忐忑，转变成了各种各样的惊喜。可见 ①""想象的中国""包含了主体的选择与创造，无法与""真正的中国""一致 ②经由中国之旅建立起多样的联系可以打破文化隔膜，促进民相亲、心相通 ③亲眼所见、亲身所历，有利于人们了解真实、立体、多元的中国 ④只有""自己亲眼所见的""才具有客观性，更为真实可靠 A．①② B．①④ C．②③ D．③④","③以""亲眼所见、亲身所历""作为认识真实、立体、多元中国的途径，体现实践是认识的来源、动力和检验标准——外国游客通过中国之旅由""想象的中国""转变为真实印象，正是实践推动认识由想象走向真实的过程，命中三、认识论""实践是认识的基础""。②讲""经由中国之旅建立多样的联系""打破文化隔膜，体现普遍联系与文化交流促进相互理解，作辅证。","①错在否认主体能够能动地反映客观世界，把""想象的中国""与""真正的中国""绝对对立，事实是认识可以通过实践不断接近客观对象；④错在把""亲眼所见""绝对化为唯一客观来源，忽视理性思考与多种实践，且认识的客观性源于客观对象本身，并非感官独占。",closed-question-and-answer-key,②带文化交流与联系观，作辅证不另立条目；本条聚焦实践是认识的基础。
S036_C03,S036,2025,2025西城期末,4,D,试卷L474-L476：4=D；细则L22-L24：4=D,L264-L270: 4．研究表明，相对于未来收益，人们通常会对当下可以获得的收益赋予更大的权重。也就是说，人们更看重眼前马上能够得到的收益。可见 ①当下收益和未来收益之间无法统一 ②眼前收益与未来收益矛盾双方地位的变化有赖于时间 ③要着眼长远，善于从更高的视角、更长的时限来思考问题 ④应设计恰当的激励机制，发展耐心资本，提升经济发展的韧性和活力 A．①② B．①④ C．②③ D．③④,"③要求""从更高视角、更长时限思考问题""，把当下收益和未来收益作为既对立又统一的一对矛盾来处理，避免被即时偏好绑架，体现矛盾分析法中两点论与重点论的统一；这正是对材料中""过分看重眼前收益""的辩证纠正。④作为政策回应，把矛盾解决落到激励机制和耐心资本的实践层面，可作答题辅证。","①割裂矛盾对立统一：把""无法统一""绝对化，否定眼前与长远本是矛盾两方面可以统一处理；②错把矛盾双方地位变化归于时间这一外在过程，事实上变化由实践条件和主要矛盾方面决定，时间只是过程而非根据。",closed-question-and-answer-key,本题以矛盾对立统一为核心；④的政策表述为矛盾解决的实践落点，不另立经济条目。
S036_C04,S036,2025,2025西城期末,7,B,试卷L474-L476：7=B；细则L22-L24：7=B,"L284-L289: 7．""构建现代化产业体系，既要有雄心壮志，积极抢位发展，又要立足实际，善于错位发展。""抢位与错位，蕴含着推动经济高质量发展的辩证法。下列分析正确的是 ①抢位发展，要有超前思维，在创新上抢占先机，掌握发展主动权 ②错位发展，要能因地制宜，超越地区资源禀赋，实施差异化竞争 ③抢位要敢为人先，错位要各展其长，关键是实现抢位和错位的转化 ④科学把握抢位发展与错位发展，要处理好快与慢、同与异的辩证关系 A．①② B．①④ C．②③ D．③④","④把抢位与错位归结为""快与慢、同与异的辩证关系""，正是用矛盾对立统一观点处理两种发展路径的关系，要求在差异中协调统一，命中二、辩证法之矛盾分析法；①强调抢位需""超前思维、抢占先机、掌握发展主动权""，在抢位这一矛盾主要方面发挥主观能动性，与④的辩证把握共同构成处理抢位与错位关系的正确思路。","②错在""超越地区资源禀赋""违背一切从实际出发、违背因地制宜，错位发展恰恰应以本地资源禀赋差异为依据；③错在把抢位与错位的关系定性为""转化""，二者实质是相互补充、相互统一的对立统一关系，并非简单的相互转化。",closed-question-and-answer-key,①含主观能动性元素；本条仍聚焦矛盾对立统一为主线索，不重复立条。
S037_C01,S037,2026,2026东城一模,1,B,L1097-L1099: 试卷参考答案表 题号1 答案B,L835-L842: 1．2025年，面对复杂严峻的国内外环境，我国经济交出'六字'亮眼成绩单，展现强劲韧性与活力。对这份成绩单的看法正确的有 ①在党的全面领导下，制度优势转化为经济治理效能 ②以生产关系的根本改变夯实粮食安全和产业优化的基础 ③只有一切从实际出发，实事求是，才能持续向新向优 ④破解发展中的难题与挑战始终是我们的奋斗目标 A．①② B．①③ C．②④ D．③④,③'只有一切从实际出发，实事求是，才能持续向新向优'：我国面对复杂严峻的国内外环境取得经济成绩，靠的是从国内外实际经济形势、产业实情出发实事求是确定政策。这正触发必修四唯物论'一切从实际出发、实事求是'：物质决定意识，做事须使主观符合客观。,②错肢：'生产关系的根本改变'与材料不符，我国成绩是在中国特色社会主义生产关系下取得的，是改革（社会主义制度自我完善）而非根本改变，混淆了改革与生产关系根本变革。④错肢：把'破解发展中难题与挑战'误作'始终的奋斗目标'，奋斗目标是民族复兴/共同富裕等，破解难题只是手段过程。,closed-question-and-answer-key,①属必修三政治（党的领导/制度优势）；本条聚焦③的必修四唯物论触发。
S037_C02,S037,2026,2026东城一模,2,A,L1097-L1099: 试卷参考答案表 题号2 答案A,L843-L849: 2．北京隆福寺街区老字号餐饮、文创产品、新式饮品深受年轻群体青睐。潮流市集，非遗沉浸体验，机器人注入科技活力，老街区成为兼具烟火气与时尚感的城市地标。这表明 ①传统商业与新型消费场景深度融合，有效释放消费潜力 ②挖掘传统文化的经济价值，是实现文化传承的必要前提 ③文化与经济的对立统一推动街区业态迭代与功能升级 ④时尚潮流引领科技创新，文化繁荣激活城市内生动力 A．①③ B．①④ C．②③ D．②④,③'文化与经济的对立统一推动街区业态迭代与功能升级'：隆福寺把老字号、文创、潮流市集、非遗体验、机器人科技汇聚一处，文化（非遗、烟火气）与经济（餐饮、消费）既有区别又互渗交融、共同推动街区升级——这正是矛盾对立统一推动事物发展，触发必修四辩证法矛盾原理。,②错肢：把'挖掘经济价值'误作'文化传承的必要前提'，颠倒——文化传承的前提是文化本身的价值与认同，经济开发只是路径之一。④错肢：'时尚潮流引领科技创新'颠倒，是科技创新支撑潮流的实现，材料里机器人为街区注入科技活力，并非时尚潮流引领科技。,closed-question-and-answer-key,①属必修二经济与社会消费角度；本条聚焦③的必修四辩证法矛盾对立统一触发。
S037_C03,S037,2026,2026东城一模,5,B,L1097-L1099: 试卷参考答案表 题号5 答案B,L870-L876: 5．国内专家团队基于中国人群脑结构与西方人群的差异，通过收集、分析海量影像数据，把握中国人群脑结构的动态变化，区分不同疾病对应的脑结构指标偏离特征，成功构建了首个中国人群全生命周期的脑结构正常参考值——脑图表，并应用于临床诊断，显著提升了诊疗精准度。这一研究 A．在中西方人群脑结构对比中建立了脑疾病临床诊断的通用标准 B．通过分析综合海量数据获得中国人群脑结构的规律性认识 C．构建的脑图表是基于中西方人群的不同信息进行交合得到的 D．通过科学实验修正了真理中的谬误，提升了诊疗的精准度,B'通过分析综合海量数据获得中国人群脑结构的规律性认识'：专家团队收集分析海量影像数据、把握脑结构动态变化、区分不同疾病的偏离特征——这是从感性现象抽取本质规律的过程，触发必修四认识论'认识是主体对客体的能动反映''由感性认识上升到理性认识、把握规律性认识'。,A错肢：研究构建的是中国人群标准而非'通用标准'，材料明确基于中西差异为中国人群定标。C错肢：脑图表基于中国人群数据而非'中西方信息交合'。D错肢：'真理中的谬误'表述错误——真理与谬误对立，真理是与对象相符合的认识，不存在'真理中的谬误'。,closed-question-and-answer-key,B项里'分析综合'属选必三《逻辑与思维》方法范畴，本条聚焦'规律性认识'作为必修四认识论触发。
S039_C01,S039,2026,2026延庆一模,2,D,L394: 答案 B D A A C D B C D A B D B C C；试卷答案表第2题=D,"L130-L137: 在人工智能广泛应用于生产生活领域的当下,许多传统由人类直接完成的劳动任务,如今部分或全部由智能机器替代执行…这一现象表明 ①人工智能的应用使劳动的主体发生变化,劳动的形式和内容有所创新 ②人工智能的应用使劳动的社会性消失,很多工作不需要协作完成 ③人工智能的应用是意识能动作用的体现,推动劳动向智能化、高效化转型 ④人工智能的应用促使劳动的分工更加细化,人类与机器形成新的互补关系。A.①② B.①③ C.②④ D.③④","③触发必修四'意识的能动作用':人创造AI并用AI改造劳动方式,是人在意识指导下能动地改造客观世界、把意识转化为现实成果。","①错——AI是劳动工具不是劳动主体,劳动主体仍是人;②错——劳动的社会性是劳动的本质属性,AI应用更要求人机协作、社会协作,社会性不会消失。",closed-question-and-answer-key,"④为劳动分工与人机互补,更偏《经济与社会》生产力视角,非必修四哲学触发;本题哲学触发集中在③。"
S039_C02,S039,2026,2026延庆一模,3,A,L394: 试卷答案表第3题=A,"L138-L146: 2025年,我国在乡村振兴战略推进过程中…各地立足自身资源优势,探索出了各具特色的乡村发展模式。同时,国家统筹规划,推动乡村道路、水电、通信等基础设施的改善…上述材料体现了 ①具体问题具体分析是解决问题的关键,要因地制宜探索乡村发展模式 ②事物的性质是由主要矛盾决定的,要抓住乡村基础设施建设这一关键 ③正确处理整体与部分的关系,要统筹推进乡村振兴战略的实施 ④新事物必然战胜旧事物,要坚信乡村发展会自然实现质的飞跃。A.①③ B.①④ C.②③ D.②④",①触发矛盾特殊性方法论——'各地立足自身资源''各具特色'对应'具体问题具体分析';③触发联系观/系统观念——'国家统筹规划+各地特色'体现整体与部分相互联系、整体引领部分。,"②错——事物性质由主要矛盾的主要方面决定,不是由主要矛盾本身决定;④错——新事物战胜旧事物要发挥主观能动性、克服困难,不会'自然'实现质变。",closed-question-and-answer-key,纯必修四哲学题。
S039_C03,S039,2026,2026延庆一模,4,A,L394: 试卷答案表第4题=A,"L151-L159: 北京某社区在老旧小区改造中,围绕'是否拆除具有30年历史的老墙'产生争议…社区党委组织协商后,决定保留老墙主体并增设照明、修复壁画进行'微改造',既保留历史记忆又提升安全性。在老旧小区改造中 ①不同居民对老墙的价值认知存在分歧,体现了价值判断具有主体差异性 ②既保留老墙主体又赋予其新功能,深刻把握了肯定与否定之间的辩证关系 ③'微改造'推动社区文化创造性转化,表明创新是文化发展的根本动力 ④老墙从'安全隐患'转化为'文化载体',实现了矛盾同一性和斗争性的转化。A.①② B.①④ C.②③ D.③④","①触发价值判断主体差异性——不同居民立场、需要不同导致对老墙价值认知不同;②触发辩证否定观——'保留老墙主体+增设新功能'即扬弃,肯定与否定辩证统一。","③错——社会实践是文化发展的根本动力,创新只是重要途径;④错——矛盾同一性与斗争性是矛盾固有的两种属性、贯穿矛盾始终,不会相互'转化'。",closed-question-and-answer-key,"①属价值观、②属辩证否定,均为必修四哲学触发;④'矛盾同一性与斗争性的转化'为高频错肢,需注意。"
S041_C01,S041,2026,2026朝阳一模,1,B,L444-L445: 题号1 答案B（试卷参考答案表）,"L150-L158: 实干，是中国共产党人的鲜明特质……①""自己动手、丰衣足食""坚持了从边区的实际出发，有利于抗日战争取得胜利；②""自力更生、艰苦奋斗""反映了对外贸易环境条件的变化，构建了新发展格局；③""大胆地试、勇敢地改""印证了决心和勇气是想问题、作决策、办事情的出发点；④""不获全胜、决不收兵""要求""务实""的作为，脚踏实地、埋头苦干、久久为功。A.①③ B.①④ C.②③ D.②④","①把""延安时期边区物资匮乏的具体环境""作为""自己动手、丰衣足食""政策的出发点，体现一切从实际出发；④""不获全胜、决不收兵""要求脚踏实地、埋头苦干、久久为功，体现实事求是、把正确认识落到持续实践的精神。","②时空错位——""自力更生、艰苦奋斗""是新中国成立后的方针，与新时代""新发展格局""不在同一历史阶段，强行挂钩不成立；③偷换出发点——想问题、作决策、办事情的出发点应是客观实际，不是主观""决心和勇气""。",closed-question-and-answer-key,属唯物论一切从实际出发/实事求是范畴；④含务实实践意味，与①一同构成正确组合，未越出必修四。
S041_C02,S041,2026,2026朝阳一模,2,A,L444-L445: 题号2 答案A（试卷参考答案表）,"L159-L166: 中国艺术以""古意""为崇高审美理想……古澹，强调以淡然本真之怀面世，克制人追求主观目的的冲动；古朴，形容一种朴实自然的格调；浑古，强调超越知识分别的无时间境界；高古，一种与永恒同在的非时空境界。A.古澹强调看淡功利克制冲动，体现了价值观的导向作用；B.古朴呈现出自然的格调，表明意识可以指导人们改造世界；C.深厚古朴的书法风格的形成需要超时空把握感性而非理性；D.高古表现为形式简淡、时间悠远、精神孤高，这不可能成为现实。","古澹强调""以淡然本真之怀面世，克制人追求主观目的的冲动""，是用一种淡然超脱的价值取向引导人怎么对待功利和欲望，进而影响人的认识和实践选择，体现价值观对人们认识世界、改造世界活动的导向作用。","B把""意识可以指导人们改造世界""直接挂在古朴上——意识本身不能直接改造世界，必须通过指导实践，且表述本身不严谨；C把感性与理性截然对立、再加""超时空""提法错；D把价值追求与现实直接对立，否定其现实意义。",closed-question-and-answer-key,属价值观导向作用范畴。
S041_C03,S041,2026,2026朝阳一模,3,D,L444-L445: 题号3 答案D（试卷参考答案表）,"L167-L174: 非遗变脸与机械武术同台演绎，自制旋转木马讲解力学原理，机器人乐队、科普实验轮番亮相……""科普+文化""""科普+非遗""相融合……①春节成为全民科学素养提升的主阵地和文化传播的新平台；②科普让科学精神融入日常生活，让文化自信浸润中华大地；③只有抓住主要矛盾，才能实现民族文化与外来文化的交融；④坚持辩证否定，可以使传统文化在科技赋能下焕发新的光彩。A.①③ B.①④ C.②③ D.②④","④把""科普+文化""""科普+非遗""用机械武术、机器人乐队等科技形式重塑春节传统年俗，是对传统文化的扬弃——既保留春节年味、文化精神，又用科技赋能创造新形式，正是辩证否定(自我否定、克服又保留)的方法论；②属文化自信，作为补证。","①""主阵地""绝对化——春节并非全民科学素养提升的唯一主阵地；③把语境硬挂到""主要矛盾""上——本题情境讲传统年俗与科技融合，并未涉及""民族文化与外来文化""的主要/次要矛盾框架，属硬挂错。",closed-question-and-answer-key,正确项④触发辩证否定，归二、辩证法>发展；②属文化范畴作补证，未单独入框架。
S043_C01,S043,2026,2026石景山一模,2,D,L18 细则答案：2．D；L417 试卷参考答案：2. D,L165-L173: 夏日，吉林长白山的山地旅游成功'破圈'……湖南衡阳唤醒建湘柴油机厂'沉睡'的厂房设施……从'一季养四季'到'四季皆旺季'，从工业遗址蝶变为新的消费场景，正是以全新视角实现了资源再利用、打开发展的新思路。这体现了：①坚持系统优化，通过优化资源配置，实现部分功能之和大于整体功能；②坚持辩证思维，通过创造条件，克服困难，实现矛盾双方的相互转化；③发挥意识能动性，突破思维局限，以前瞻视野促使客观见之于主观；④坚持发展观点，以新视角、新方法开发资源价值，把握发展主动权。A．①③ B．①④ C．②③ D．②④,②原文'通过创造条件，克服困难，实现矛盾双方的相互转化'：'破圈''四季皆旺季''工业遗址变文旅场景'都是创造条件让对立面（淡旺、闲置与活用）相互转化，触发矛盾双方在一定条件下相互转化的原理。④原文'以新视角、新方法开发资源价值'：用新视角让旧资源生发新价值，体现事物是变化发展的、要用发展观点看问题、把握发展主动权。,①倒置：系统优化要求'整体功能大于部分功能之和'，原项写成'部分功能之和大于整体功能'，颠倒整体与部分关系。③倒置：实践使'主观见之于客观'，原项写成'客观见之于主观'，把意识能动性的实现路径反向。,closed-question-and-answer-key,选项②含'辩证思维'选必三术语，但本卷答案以'矛盾双方相互转化'为判正实质，本条仅记必修四矛盾、发展、整体与部分、实践方向四个考点，不把'辩证思维'方法学命名本身计入必修四。
S043_C02,S043,2026,2026石景山一模,3,A,L18 细则答案：3．A；L417 试卷参考答案：3. A,L174-L181: AI写作以其强大的数据处理和算法分析能力，为写作带来了革命性的效率提升……通过数据投喂训练，AI能够形成个性化写作风格，或模仿特定创作范式。然而，AI写作也会出现表述机械、套话堆积、信息来源模糊、缺乏原创性和创造力等问题。这说明：①AI能进行思维模拟，不能替代人的意识和特有感知；②新事物都具有两面性，AI写作的利与弊不可调和；③写作应发挥主观能动性，跳出路径依赖，展现独立思考；④AI写作的高效，展现了其创作具有直接现实性的优势。A．①③ B．①④ C．②③ D．②④,①原文'AI出现机械、套话、缺乏原创'：AI只能在数据投喂下进行思维模拟，缺乏人的社会实践与独特感知，触发意识是人脑特有机能、AI不能取代人的能动反映。③原文'跳出路径依赖、展现独立思考'：要克服AI模仿带来的机械化，写作主体要能动地认识与创造，触发主观能动性的发挥。,②错：矛盾双方既对立又统一，可在一定条件下相互转化，'利与弊不可调和'否定了矛盾的同一性。④错：直接现实性是实践活动的根本特征，把观念变为现实、改造客观世界，AI写作不具有改造客观世界意义上的直接现实性。,closed-question-and-answer-key,
S043_C03,S043,2026,2026石景山一模,1,B,L18 细则答案：1．B；L417 试卷参考答案：1. B,L155-L164: 建党百年来，是人民的'小木船'摆渡百万雄师驶向胜利彼岸……是人民以'三天一层楼'的速度与干劲创造了翻天覆地的城乡巨变……中国式现代化的每一次发展，无不凝结着亿万人民的实践和智慧。这说明：①中国共产党始终坚持以人民为中心，开创和推进中国式现代化；②要增强忧患意识、防范风险挑战，迈上现代化国家的新征程；③中国共产党应当以伟大自我革命开创伟大社会革命的新境界；④青年要挺膺担当，把人生理想融入国家和民族的伟大梦想之中。A．①② B．①④ C．②③ D．③④,④原文'把人生理想融入国家和民族的伟大梦想之中'：材料强调亿万人民的实践和智慧凝结成现代化成就，这要求个人把人生价值的实现同国家、民族、人民的需要结合起来，触发必修四在劳动和奉献中创造价值、在个人与社会的统一中实现人生价值。,②③与材料不符：材料叙述既往成就而非未来风险防范或党自我革命，超出题干信息范围；①属政治与法治党的领导/为人民服务范畴，本条不带入必修四历史唯物主义记账。,closed-question-and-answer-key,本题以政治与法治为主，①为政治范畴；本条仅取④作为必修四'实现人生价值'触发，不把①作为必修四人民群众观或历史唯物主义入账。
S045_C01,S045,2026,2026门头沟一模,4,B,L83-L84: 题号4 答案B,"L187-L194: 2025年,北京市启动'两园一河'项目('两园'是指园博园和首钢园,'一河'即永定河),将工业遗存改造为消费地标、将水上运动与生态景观串联,国潮时尚街区精彩亮相、工业遗存与高品质餐饮结合。这种'以文塑旅、以旅彰文'的融合发展模式 ①推动文化与经济相互交融,促进文旅产业的提质升级 ②改变自在事物的原有联系,实现三处地标的协同发展 ③坚持两点论和重点论统一,发掘'两园一河'经济价值 ④坚持从实际出发的态度,是'两山'理论的生动实践 A.①②  B.①④  C.②③  D.③④","④对应必修四唯物论一切从实际出发:项目立足北京工业遗存与永定河生态等实际推进文旅融合,从客观实际出发谋划'两山'理论的具体实践。","②错:自在事物的联系是不以人意志为转移的客观联系,人可建立新的具体联系但不能任意'改变'其原有联系;③错:文旅融合发展模式与主次矛盾、矛盾主次方面不构成对应情境,把两点论重点论强加于发掘经济价值的具体活动。",closed-question-and-answer-key,"①属文化与经济相互交融,按module-boundary-cultural不并入哲学;本条仅就④保留必修四唯物论触发,②③作为必修四错肢记录。"
S045_C02,S045,2026,2026门头沟一模,5,C,L83-L84: 题号5 答案C,"L195-L204: 北京鲜批市场公交专线将站点创造性地设在市场二层交易区,被称为'能上楼的专线'。不仅解决了群众采购出行的'最后一公里'难题,更以其独特的'上楼'体验,成为城市公共交通服务创新的典范。该专线的成功运行蕴含的道理有 ①坚持系统优化,旨在实现经济效益和社会效益的统一 ②对传统公交模式进行'扬弃',更好地满足乘客需求 ③打破思维定势,通过反向思考寻求公交服务的新思路 ④善于联想,促使公交运营矛盾的对立性转化为同一性 A.①②  B.①④  C.②③  D.③④","②对应必修四辩证法辩证否定观(扬弃):专线保留传统公交服务功能,又突破常规设站方式上市场二层,体现既肯定又否定、推陈出新自我发展。","①错:系统优化目的是整体功能优化,不能简化为'旨在经济与社会效益统一',曲解系统观念目标;④错:矛盾的对立性与同一性是同一矛盾的两种属性,不能直接相互转化;③属选必三创新思维(反向思考),按必修四边界排除。",closed-question-and-answer-key,"必修四+选必三混合题,仅保留②的辩证否定观为必修四点;③创新思维不并入必修四框架。"
S045_C03,S045,2026,2026门头沟一模,7,B,L83-L84: 题号7 答案B,"L218-L225: 自北京市启动中学生学农教育实践活动以来,许多同学走进田间学习整地做畦、菜苗移栽,在操作间尝试炒菜、制作豆腐,从背诵'锄禾日当午'到切身感受劳动的艰辛,既掌握了生活技能,更懂得了劳动的价值。下列说法正确是 ①走出课堂参与田间生产劳作感悟劳动价值,体现了坚持实践第一观点 ②通过亲身劳作学习农业科学知识,体现了思维具有直接性和概括性 ③从劳动实践中提炼出劳动创造价值,实现思维抽象到思维具体的跃升 ④兼顾农业技能培养与劳动价值观塑造,体现了辩证思维的整体性特征 A.①②  B.①④  C.②③  D.③④","①对应必修四认识论实践第一观点:学生走出课堂参与田间生产劳作并感悟劳动价值,体现实践是认识的来源、动力,认识依赖于实践、来自于实践。","②错:思维具有间接性、概括性,不具有'直接性',概念性错误;③本题情境是从具体实践到价值认知,未呈现思维抽象到思维具体的逻辑跃升过程,且属选必三知识;④'辩证思维整体性'属选必三逻辑与思维,按必修四边界不保留为必修四点。",closed-question-and-answer-key,"必修四认识论+选必三逻辑与思维混合题,仅保留①作为必修四触发;④虽为正确项但属选必三辩证思维,按边界排除;②③错肢主体属选必三。"
S047_C01,S047,2026,2026东城期末,3,B,L968-L969 答案表;L44-L48 详解,"L735-L744 题3:市民对自然之美、季节之韵的渴求日益增强。不同于以往保洁标准下城市落叶的""片叶不留"",很多城市推行整体化""落叶缓扫"",让""丹黄朱翠""多些停留。从""片叶不留""到""落叶缓扫"",说明:A.城市治理已超越""有没有""的基础保障,迈入""好不好""的品质追求 B.保障城市安全卫生与尊重人文需求之间的矛盾推动城市精细化治理 C.尊重自然节律、体现以人为本,推进政府管理工作规范化、程序化 D.转变思维方式是市民成为城市治理主体的前提","B正确:材料中""片叶不留""与""落叶缓扫""的差异,正是""保障安全卫生""与""尊重人文需求""两个对立要求之间的矛盾,这一矛盾构成城市治理由粗放走向精细的动因,体现矛盾是事物发展的源泉与动力。","A ""已超越""绝对化(辩证法发展观错肢);C ""规范化、程序化""题干未体现(政治模块,过度引申);D 市民本身已是城市治理主体,无所谓""转变思维方式是其成为主体的前提""(政治模块)。",closed-question-and-answer-key,"本题正项即必修4辩证法矛盾观,清洁纳入。"
S047_C02,S047,2026,2026东城期末,4,D,L968-L969 答案表;L56-L60 详解,"L745-L753 题4:某研究团队通过模拟早期地球环境条件,首次让核糖核酸与氨基酸通过自发化学反应结合起来,形成了通向蛋白质合成的关键中间体。该成果……有望应用于人工生命系统构建、原位蛋白质合成技术以及新型药物的精准递送。这表明:①模拟早期地球环境的类比实验是认识和利用规律的前提 ②核糖核酸与氨基酸的自在联系可能是生命起源的关键 ③生命在物质的相对运动中实现了从低级到高级的进化 ④基础科学的突破能够推动生物工程与生物技术的应用","②触发联系观——核糖核酸与氨基酸之间客观存在的自在联系(自然事物自身固有、不以人的意志为转移)可能是生命起源的关键;④触发认识对实践的反作用——基础科学的突破延伸到生物工程与生物技术的应用,认识(理论)在实践(技术)中获得检验并反过来指导实践。","①""前提""错——尊重客观规律才是认识和利用规律的前提,类比实验只是认识规律的手段(唯物论""规律客观性""错肢);③""相对运动""错——运动是绝对的,且材料未涉及生物从低级到高级的进化过程(唯物论运动观错肢)。",closed-question-and-answer-key,"本题正项与错肢均为必修4哲学内容,清洁纳入。"
