question_id,suite_id,stable_locator,题型,部分归属,knowledge_node_hint,evidence_level,本轮结论,framework_target,reason,blocker
Q-2026东城一模-17,S-2026东城一模,046_Desktop_2026模拟题_2026各区一模_2026东城一模_试卷_试卷.pdf::Q17,主观题,待判,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2026东城一模-18,S-2026东城一模,046_Desktop_2026模拟题_2026各区一模_2026东城一模_试卷_试卷.pdf::Q18,主观题,待判,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2026东城一模-19-1,S-2026东城一模,046_Desktop_2026模拟题_2026各区一模_2026东城一模_试卷_试卷.pdf::Q19(1),主观题,思维,分析与综合;创新思维;动态性;发散思维;整体性;系统观念;聚合思维;超前思维,A-formal,入正文,创新+辩证+系统综合（细则按子问拆分pptx）,细则齐全待按子问汇总；本轮 A-formal 占位,
Q-2026东城一模-19-2,S-2026东城一模,046_Desktop_2026模拟题_2026各区一模_2026东城一模_试卷_试卷.pdf::Q19(2),主观题,思维,分析与综合;创新思维;动态性;发散思维;整体性;系统观念;聚合思维;超前思维,A-formal,入正文,创新+辩证+系统综合,同上,
Q-2026东城一模-19-3,S-2026东城一模,046_Desktop_2026模拟题_2026各区一模_2026东城一模_试卷_试卷.pdf::Q19(3),主观题,思维,分析与综合;创新思维;动态性;发散思维;整体性;系统观念;聚合思维;超前思维,A-formal,入正文,创新+辩证+系统综合,同上,
Q-2026东城一模-19-4,S-2026东城一模,046_Desktop_2026模拟题_2026各区一模_2026东城一模_试卷_试卷.pdf::Q19(4),主观题,思维,分析与综合;创新思维;动态性;发散思维;整体性;系统观念;聚合思维;超前思维,A-formal,入正文,创新+辩证+系统综合,同上,
Q-2026东城一模-20,S-2026东城一模,046_Desktop_2026模拟题_2026各区一模_2026东城一模_试卷_试卷.pdf::Q20,主观题,待判,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2026东城期末-1,S-2026东城期末,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q1,选择题,待判,前提;推理;概念;类比,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 含形式逻辑术语 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2026东城期末-2,S-2026东城期末,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q2,选择题,待判,中项;前提;周延;概念;结论,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 含形式逻辑术语 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2026东城期末-3,S-2026东城期末,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q3,选择题,推理,三段论;中项;保真;假言;创新思维;判断;前提;周延;大项;小项;归纳;必要条件;推理;概念;类比;结论,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 含形式逻辑术语 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2026东城期末-4,S-2026东城期末,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q4,选择题,推理,前提;类比,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 含形式逻辑术语 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2026东城期末-5,S-2026东城期末,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q5,选择题,推理,前提,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2026东城期末-6,S-2026东城期末,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q6,选择题,推理,前提;结论,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2026东城期末-7,S-2026东城期末,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q7,选择题,推理,大项,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 含形式逻辑术语 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2026东城期末-8,S-2026东城期末,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q8,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2026东城期末-9,S-2026东城期末,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q9,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2026东城期末-10,S-2026东城期末,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q10,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2026东城期末-11,S-2026东城期末,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q11,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2026东城期末-12,S-2026东城期末,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q12,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2026东城期末-13,S-2026东城期末,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q13,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2026东城期末-14,S-2026东城期末,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q14,选择题,推理,前提,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2026东城期末-15,S-2026东城期末,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q15,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2026东城期末-16,S-2026东城期末,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q16,主观题,边界,假言;充分条件;判断;必要条件;推理;矛盾律,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 仅含形式逻辑术语；按硬规则归推理边界 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2026东城期末-17-1,S-2026东城期末,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q17(1),主观题,推理,三段论;中项;假言;充分条件;判断;前提;周延;形式逻辑;必要条件;推理;概念;矛盾律;结论;联言,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 仅含形式逻辑术语；按硬规则归推理边界 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2026东城期末-17-2,S-2026东城期末,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q17(2),主观题,推理,三段论;中项;假言;充分条件;判断;前提;周延;形式逻辑;必要条件;推理;概念;矛盾律;结论;联言,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 仅含形式逻辑术语；按硬规则归推理边界 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2026东城期末-18-1,S-2026东城期末,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q18(1),主观题,边界,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2026东城期末-18-2,S-2026东城期末,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q18(2),主观题,边界,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2026东城期末-19,S-2026东城期末,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q19,主观题,边界,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2026东城期末-20,S-2026东城期末,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q20,主观题,边界,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2026东城期末-21,S-2026东城期末,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q21,主观题,待判,科学思维;系统观念;辩证思维,A-formal,入正文,系统观念 / 辩证思维（思维方法子角度2分）,entries/additional_main.jsonl E-2026东城期末-21,
Q-2026东城期末-16-1,S-2026东城期末,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q16(1),主观题,推理,假言;充分条件;判断;必要条件;推理;矛盾律,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 仅含形式逻辑术语；按硬规则归推理边界 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2026东城期末-16-2,S-2026东城期末,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q16(2),主观题,推理,假言;充分条件;判断;必要条件;推理;矛盾律,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 仅含形式逻辑术语；按硬规则归推理边界 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2026东城期末-18-1,S-2026东城期末,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q18(1),主观题,待判,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2026东城期末-18-2,S-2026东城期末,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q18(2),主观题,待判,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2026东城期末-19,S-2026东城期末,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q19,主观题,待判,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2026东城期末-20,S-2026东城期末,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q20,主观题,待判,,pending,blocked,思维方法（按 knowledge_node 暂挂；下一轮回源细则核读后定档）,GitHub label 含思维方法术语但本轮未独立读细则 | SUPERVISOR_PATCH_01: 主观题 evidence-recheck 改为 blocked,需回源对应细则核读子问给分链
Q-2026东城期末-21,S-2026东城期末,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q21,主观题,思维,科学思维;系统观念;辩证思维,A-formal,入正文,系统观念 / 辩证思维（思维方法子角度2分）,entries/additional_main.jsonl E-2026东城期末-21,
Q-2026丰台一模-18-2,S-2026丰台一模,042_Desktop_2026模拟题_2026各区一模_2026丰台一模_试卷_试卷.pdf::render_page_07::Q18(2),主观题,推理,必要条件假言推理;三段论;大项不当扩大,C-boundary,excluded,推理 / 必要条件假言推理 + 三段论大项不当扩大,硬规则§十八锁定；entries/additional_main.jsonl E-2026丰台一模-18-2 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2026丰台一模-UNPARSED-PAPER,S-2026丰台一模,042_Desktop_2026模拟题_2026各区一模_2026丰台一模_试卷_试卷.pdf::paper_text_blank_all_render_pages,suite_visual_blocker,missing,,pending,blocked,,题型未识别 | SUPERVISOR_PATCH_01: 题型 pending 改为 blocked,题型未识别，需回源原卷
Q-2026朝阳期中-1,S-2026朝阳期中,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q1,选择题,推理,创新思维;大项,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 含形式逻辑术语 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2026朝阳期中-2,S-2026朝阳期中,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q2,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2026朝阳期中-3,S-2026朝阳期中,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q3,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2026朝阳期中-4,S-2026朝阳期中,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q4,选择题,待判,创新思维,B-choice-signal,入正文,创新思维 / 多方法,创新思维选择题,回源补完整选项+正确项理由+错项陷阱
Q-2026朝阳期中-5,S-2026朝阳期中,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q5,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2026朝阳期中-6,S-2026朝阳期中,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q6,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2026朝阳期中-7,S-2026朝阳期中,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q7,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2026朝阳期中-8,S-2026朝阳期中,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q8,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2026朝阳期中-9,S-2026朝阳期中,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q9,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2026朝阳期中-10,S-2026朝阳期中,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q10,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2026朝阳期中-11,S-2026朝阳期中,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q11,选择题,推理,前提;结论,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2026朝阳期中-12,S-2026朝阳期中,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q12,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2026朝阳期中-13,S-2026朝阳期中,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q13,选择题,交叉,思维抽象;感性具体;推理;类比;联想思维,B-choice-signal,入正文,认识发展的历程 / 思维抽象与思维具体（辅助选择题）,选择题陷阱；entries/additional_choice.jsonl C-2026朝阳期中-13,
Q-2026朝阳期中-14,S-2026朝阳期中,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q14,选择题,推理,结论,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2026朝阳期中-15,S-2026朝阳期中,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q15,选择题,推理,判断;联言,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 含形式逻辑术语 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2026朝阳期中-16,S-2026朝阳期中,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q16,主观题,边界,,C-boundary,excluded,经济与社会,经济与社会绿色金融题 | 其他模块边界(必修四/选必一/选必二/经济与社会/政治与法治)，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2026朝阳期中-17,S-2026朝阳期中,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q17,主观题,边界,,C-boundary,excluded,国政经,国政经'人工智能+'对外关系 | 其他模块边界(必修四/选必一/选必二/经济与社会/政治与法治)，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2026朝阳期中-18,S-2026朝阳期中,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q18,主观题,推理,判断;辩证否定,C-boundary,excluded,哲学,哲学辩证看待AI情绪价值 | 其他模块边界(必修四/选必一/选必二/经济与社会/政治与法治)，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2026朝阳期中-19-1,S-2026朝阳期中,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q19(1),主观题,边界,判断,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 仅含形式逻辑术语；按硬规则归推理边界 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2026朝阳期中-19-2,S-2026朝阳期中,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q19(2),主观题,边界,判断,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 仅含形式逻辑术语；按硬规则归推理边界 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2026朝阳期中-19-3,S-2026朝阳期中,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q19(3),主观题,边界,判断,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 仅含形式逻辑术语；按硬规则归推理边界 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2026朝阳期中-20,S-2026朝阳期中,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q20,主观题,思维,分析与综合;动态性;整体性;质量互变;辩证思维,A-formal,入正文,辩证思维 / 矛盾·整体性·质量互变·动态性,硬样本辩证思维多角度；entries/hard_samples.jsonl E-2026朝阳期中-20,
Q-2026朝阳期中-21-1,S-2026朝阳期中,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q21(1),主观题,思维,创新思维;发散思维;联想思维;聚合思维;超前思维;逆向思维,C-boundary,excluded,经济与社会+文化,21(1)是经济与社会+文化传承，不是选必三主链 | 其他模块边界(必修四/选必一/选必二/经济与社会/政治与法治)，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2026朝阳期中-21-2,S-2026朝阳期中,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q21(2),主观题,思维,创新思维;发散思维;联想思维;聚合思维;超前思维;逆向思维,A-formal,入正文,创新思维 / 超前·联想·逆向·三新·发散聚合,硬样本创新思维多角度；entries/hard_samples.jsonl E-2026朝阳期中-21-2,
Q-2026朝阳期中-16,S-2026朝阳期中,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q16,主观题,待判,,C-boundary,excluded,经济与社会,经济与社会绿色金融题 | 其他模块边界(必修四/选必一/选必二/经济与社会/政治与法治)，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2026朝阳期中-17,S-2026朝阳期中,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q17,主观题,待判,,C-boundary,excluded,国政经,国政经'人工智能+'对外关系 | 其他模块边界(必修四/选必一/选必二/经济与社会/政治与法治)，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2026朝阳期中-18,S-2026朝阳期中,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q18,主观题,待判,判断;辩证否定,C-boundary,excluded,哲学,哲学辩证看待AI情绪价值 | 其他模块边界(必修四/选必一/选必二/经济与社会/政治与法治)，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2026朝阳期中-19,S-2026朝阳期中,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q19,主观题,待判,判断,C-boundary,excluded,哲学与文化,哲学与文化抗战精神卷首语 | 其他模块边界(必修四/选必一/选必二/经济与社会/政治与法治)，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2026朝阳期中-20,S-2026朝阳期中,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q20,主观题,思维,分析与综合;动态性;整体性;质量互变;辩证思维,A-formal,入正文,辩证思维 / 矛盾·整体性·质量互变·动态性,硬样本辩证思维多角度；entries/hard_samples.jsonl E-2026朝阳期中-20,
Q-2026朝阳期中-21-1,S-2026朝阳期中,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q21(1),主观题,思维,创新思维;发散思维;联想思维;聚合思维;超前思维;逆向思维,C-boundary,excluded,经济与社会+文化,21(1)是经济与社会+文化传承，不是选必三主链 | 其他模块边界(必修四/选必一/选必二/经济与社会/政治与法治)，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2026朝阳期中-21-2,S-2026朝阳期中,003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf::Q21(2),主观题,思维,创新思维;发散思维;联想思维;聚合思维;超前思维;逆向思维,A-formal,入正文,创新思维 / 超前·联想·逆向·三新·发散聚合,硬样本创新思维多角度；entries/hard_samples.jsonl E-2026朝阳期中-21-2,
Q-2026通州期末-1,S-2026通州期末,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf::Q1,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2026通州期末-2,S-2026通州期末,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf::Q2,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2026通州期末-3,S-2026通州期末,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf::Q3,选择题,待判,判断,C-boundary,excluded,推理边界（不进思维主链）,GitHub label 含形式逻辑术语 | 纯形式逻辑/推理边界，按 SUPERVISOR_PATCH_01 改 excluded,
Q-2026通州期末-4,S-2026通州期末,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf::Q4,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2026通州期末-5,S-2026通州期末,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf::Q5,选择题,思维,系统思维;辩证思维,B-choice-signal,入正文,系统观念 / 辩证思维联动,选择题正例；entries/hard_samples.jsonl C-2026通州期末-5,
Q-2026通州期末-6,S-2026通州期末,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf::Q6,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2026通州期末-7,S-2026通州期末,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf::Q7,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2026通州期末-8,S-2026通州期末,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf::Q8,选择题,思维,整体性,B-choice-signal,同类索引,辩证思维 / 整体性（辅助；主体在必修四联系观）,辅助挂载；entries/hard_samples.jsonl C-2026通州期末-8,
Q-2026通州期末-9,S-2026通州期末,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf::Q9,选择题,思维,创新思维;发散思维,B-choice-signal,同类索引,选择题陷阱库 / 数字化治理边界,硬规则§十八锁定边界陷阱；entries/hard_samples.jsonl C-2026通州期末-9,
Q-2026通州期末-10,S-2026通州期末,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf::Q10,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
Q-2026通州期末-11,S-2026通州期末,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf::Q11,选择题,交叉,思维具体;思维抽象;感性具体;推理;类比;迁移,B-choice-signal,入正文,认识发展的历程 / 感性具体→思维抽象→思维具体,永久硬样本；entries/hard_samples.jsonl C-2026通州期末-11,
Q-2026通州期末-12,S-2026通州期末,006_Desktop_2026模拟题_2026各区期末和期中_2026通州期末_试卷_试卷.pdf::Q12,选择题,待判,,pending,blocked,待回源,GitHub label 不足以裁定；待回源补完整选项 | SUPERVISOR_PATCH_01: 选择题 pending 改为 blocked,需回源原卷
