question_id,suite_id,original_qno,question_type,codex_current_decision,claudecode_decision,decision_reason,needs_codex_recheck,primary_source
Q-2025顺义一模-19-1,S-2025顺义一模,19(1),主观题,blocked,excluded,案例1高某刘某邻里纠纷+案例2甲乙公司名称权+《法律与生活》；细则诉讼调解+不正当竞争；属选必二法律与生活；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2025顺义一模-19-2,S-2025顺义一模,19(2),主观题,blocked,excluded,材料一+二定分止争价值+《法律与生活》；细则维护合法权益+化解社会矛盾+维护公平正义；属选必二法律与生活；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2025顺义一模-20,S-2025顺义一模,20,主观题,blocked,excluded,8分；'小而美'项目+'一带一路'+《当代国际政治与经济》；细则项目优势+对当地价值+对中国意义+对世界贡献；属选必一国政经；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2025顺义一模-21,S-2025顺义一模,21,主观题,blocked,同类索引,10分；'一个个小家的温度也正标示着民族与国家的精神刻度'+综合运用所学；细则文化(传统美德/文化对人的影响)+政治(党引领/法治)+哲学(整体部分辩证关系)；综合短文不限选必三，作综合题同类索引；不入正文(综合所学非聚焦选必三思维方法)。,no,batch04_fengtai_shunyi_tongzhou
Q-2026顺义一模-1,S-2026顺义一模,1,选择题,covered_by_74,excluded,答案B；从积贫积弱到第二大经济体+党的领导是根本保证；属必修一中特；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2026顺义一模-2,S-2026顺义一模,2,选择题,covered_by_74,excluded,答案C；北京题材新戏(屋顶上的北平/金中都/城南旧事)；C正确(内容与形式统一中体现意识能动性)；属必修四+文化模块；非选必三思维(A共性个性反着写、B文化重构夸大、D外延交叉是判断边界但模块在文化)。,no,batch04_fengtai_shunyi_tongzhou
Q-2026顺义一模-3,S-2026顺义一模,3,选择题,covered_by_74,入正文,答案C(②③)；探月工程聚焦关键核心技术；②整体性与独立性+动态性与静态性的对立统一；③通过分析与综合相结合以整体把握全链条难题为统领突破各项细分技术；①矛盾分析法抓主要方面(选必三辩证思维)+④质量互变规律但'得中'误用。可入选必三 choice trap-辩证思维-整体性+动态性+分析与综合多角度并列(以及矛盾分析法陷阱区分)。,yes,batch04_fengtai_shunyi_tongzhou
Q-2026顺义一模-4,S-2026顺义一模,4,选择题,covered_by_74,入正文,答案A；《论持久战》+提供思想启迪运用了类比推理；A正确(类比推理：从抗战经验迁移到当前科技创新乡村振兴)；B'起到了决定性作用'夸大；C'比喻的定义方法'误用(比喻不是定义方法)；D完全归纳推理误用(抗战是个别历史事件不能完全归纳)。可入选必三 choice trap-推理-类比推理 vs 完全归纳推理 vs 比喻与定义方法区分。,yes,batch04_fengtai_shunyi_tongzhou
Q-2026顺义一模-5,S-2026顺义一模,5,选择题,covered_by_74,入正文,答案D；校园博物馆古家具+古代陶瓷；D正确(感觉/知觉/表象基础上认识本质=形象思维认识链)；A性质判断误用('一座博物馆就是一本立体书'是比喻而非性质判断)；B发散思维误用('引导到条理化'实际是聚合思维)；C关系判断谓项不周延误用('成为载体'非关系判断)。可入选必三 choice trap-判断-性质判断+发散与聚合区分+关系判断+形象思维(感性认识链)。,yes,batch04_fengtai_shunyi_tongzhou
Q-2026顺义一模-6,S-2026顺义一模,6,选择题,covered_by_74,入正文,答案A；人机认知边界四象限分析模型；A正确(运用迁移的方法认识和解决新问题)；B'确定不变'绝对化(认知边界动态可变)；C'AI在能动性上'误用(能动性是人独有特征)；D'具体的操作路径'夸大(模型只是参考框架)。可入选必三 choice trap-创新思维-迁移和想象+认识发展性 vs 主观能动性专属人 边界。,yes,batch04_fengtai_shunyi_tongzhou
Q-2026顺义一模-7,S-2026顺义一模,7,选择题,excluded,excluded,答案D；人机认知边界象限与AI对话/人机协作主要适用领域关联；属人机协作应用领域题，不归选必三思维方法主链。本批维持excluded。,no,batch04_fengtai_shunyi_tongzhou
Q-2026顺义一模-8,S-2026顺义一模,8,选择题,covered_by_74,excluded,答案A(①③)；新疆70年变迁+治疆方略+铸牢中华民族共同体意识；属必修一中特+民族区域自治；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2026顺义一模-9,S-2026顺义一模,9,选择题,covered_by_74,excluded,答案B(①③)；政务App瘦身+健体+精准服务；属必修三政治与法治+政府职能；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2026顺义一模-10,S-2026顺义一模,10,选择题,covered_by_74,excluded,答案B(①④)；AI生成错误信息侵权诉讼；属选必二法律与生活；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2026顺义一模-11,S-2026顺义一模,11,选择题,covered_by_74,excluded,答案D(③④)；童模小江肖像权侵权；属选必二法律与生活；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2026顺义一模-12,S-2026顺义一模,12,选择题,covered_by_74,excluded,答案B(①④)；'人造太阳'EAST+钍基熔盐堆+基础研究；属必修二经济与社会+创新发展；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2026顺义一模-13,S-2026顺义一模,13,选择题,covered_by_74,excluded,答案C(②④)；民生兜底保障+低保扩围提标；属必修二经济与社会+社会保障；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2026顺义一模-14,S-2026顺义一模,14,选择题,covered_by_74,excluded,答案D；数字贸易+创新发展+全球价值链；属选必一国政经+经济全球化；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2026顺义一模-15,S-2026顺义一模,15,选择题,covered_by_74,excluded,答案C(②④)；中国-金砖国家新质生产力研究中心+共商共建共享治理观；属选必一国政经；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2026顺义一模-16,S-2026顺义一模,16,主观题,blocked,excluded,8分；'破窗效应'防范+《哲学与文化》；细则总分含量质变/适度原则/矛盾转化(及时发现源头防范)+联系观/系统优化(防止扩散硬约束)+文化功能/价值观导向(软约束)；属必修四唯物辩证法+文化；非选必三思维(虽有'量质变''适度原则''联系观'信号但模块归属必修四)。,no,batch04_fengtai_shunyi_tongzhou
Q-2026顺义一模-17,S-2026顺义一模,17,主观题,blocked,excluded,7分；首都都市圈建设+《政治与法治》；细则党的领导/民主集中制/制度优势+人民/法治政府/协同共治；属必修三政治与法治；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2026顺义一模-18,S-2026顺义一模,18,主观题,blocked,excluded,8分；闫某就业歧视+张某竞业限制+《法律与生活》；细则Slide4-5：闫某胜诉(平等就业权)+张某败诉(竞业限制约定)；属选必二法律与生活；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2026顺义一模-19-1,S-2026顺义一模,19(1),主观题,covered_by_74,入正文,3分；某同学三段论推理(未来产业前提)正确与否；细则Slide6：推理错误(1分)+前提不真实(1分)+推理结构正确(1分)。可入选必三推理边界主链(三段论保真两条件：前提真实+结构有效；本题前提虚假所以错误)。,yes,batch04_fengtai_shunyi_tongzhou
Q-2026顺义一模-19-2,S-2026顺义一模,19(2),主观题,covered_by_74,入正文,6分；具身机器人研发如何体现科学思维特征+《逻辑与思维》；细则Slide7：客观性2分(深入调研蹲点观察)+预见性2分(追踪老龄化趋势)+可检验性2分(反复测试多轮迭代)。SKILL Trial Before Full Run +硬规则§十八永久硬样本：科学思维三性最直接试题。可入选必三科学思维主链。,yes,batch04_fengtai_shunyi_tongzhou
Q-2026顺义一模-19-3,S-2026顺义一模,19(3),主观题,covered_by_74,excluded,6分；培育发展未来产业建议+《经济与社会》；细则一层3分两层6分+研发投入/人才培养/有效市场+有为政府；属必修二经济与社会；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2026顺义一模-20,S-2026顺义一模,20,主观题,blocked,excluded,7分；科技小院南南合作+《当代国际政治与经济》；细则共同利益+时代主题+人类命运共同体+共商共建共享；属选必一国政经；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2026顺义一模-21,S-2026顺义一模,21,主观题,blocked,同类索引,10分；审势乘势驭势+综合运用所学；细则Slide10-11：哲学(客观性/辩证性/价值性)+政治+经济+文化+国政经五角度任选4个共8分。哲学层细则含'科学思维特征/超前思维'+辩证思维'整体部分/前进性曲折性/量变质变/内外因结合'是 fusion-only attach 的丰富同类索引。综合短文不限选必三，作综合题同类索引；不入正文(综合所学非聚焦选必三思维方法主链)。,no,batch04_fengtai_shunyi_tongzhou
Q-2026顺义一模-22,S-2026顺义一模,22,主观题,blocked,excluded,矩阵冗余行；2026顺义一模试卷只有Q1-21(15选择+6主观)，Q22是Q13'救助有温度'段落OCR被误识为新题号。标 excluded 闭合矩阵。,no,batch04_fengtai_shunyi_tongzhou
Q-2026通州期末-1,S-2026通州期末,1,选择题,blocked,excluded,答案A(①②)；歌曲《领航》+党领征程+初心使命；属必修一中特；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2026通州期末-2,S-2026通州期末,2,选择题,blocked,excluded,答案D；新型城镇化+保障农业转移人口平等享受教育/医疗/住房；属必修二经济与社会；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2026通州期末-3,S-2026通州期末,3,选择题,blocked,excluded,答案B(①③)；小产品赢得大市场+差异化优势+市场需求；属必修二经济与社会；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2026通州期末-4,S-2026通州期末,4,选择题,blocked,excluded,答案D(②④)；公共法律服务+政府公共服务职能；属必修三政治与法治；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2026通州期末-5,S-2026通州期末,5,选择题,covered_by_74,入正文,答案C(②③)；基层问题不是孤立的'点'而是交织着利益习俗资源的'网'；②正确(系统思维+辩证思维联动)+③正确(多元共治多方共赢)；①基层治理是党执政兴国'重要基础'非'重要支柱'(措辞错误)；④'政府主导'误用(应党建引领+多元共治)。可入选必三 choice trap-导论-系统思维与辩证思维联动正例。,yes,batch04_fengtai_shunyi_tongzhou
Q-2026通州期末-6,S-2026通州期末,6,选择题,blocked,excluded,答案A；'汤莎同台'+《牡丹亭》与《哈姆雷特》东西方文明互鉴；属必修四+文化模块；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2026通州期末-7,S-2026通州期末,7,选择题,blocked,excluded,答案B(①④)；'凡益之道与时偕行'+'图难于其易'+发展观+量变质变；属必修四唯物辩证法；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2026通州期末-8,S-2026通州期末,8,选择题,covered_by_74,入正文,答案D(③④)；汴绣作品1010个地名+人为联系+整体性矛盾观；③正确(刺绣作为载体建立人为事物的联系)；④正确(个体差异性与民族记忆整体性对立统一)；①'依赖于个体情怀'单一决定论；②家国情怀作为意识不是源泉。可入选必三 choice trap-辩证思维-整体性(辅助索引；主题在必修四联系观+矛盾观)。,yes,batch04_fengtai_shunyi_tongzhou
Q-2026通州期末-9,S-2026通州期末,9,选择题,covered_by_74,入正文,答案D；医保+商保清分结算中心+一站式结算路径；D正确(系统化数字化整合保障资源形成新机制)；A商保不属于基本医疗保障体系(事实错误)；B'优先构建数据共享和服务标准'是创新思维空喊+方向反；C'拓展应用场景'发散思维误读(实际是整合而非发散)。硬规则§十八硬样本：本题只能挂选择题陷阱/边界陷阱(系统观念+数字化治理)，不能作创新思维或发散思维正例。可入选必三 choice trap-边界陷阱/系统观念+创新思维空喊+发散思维误用。,yes,batch04_fengtai_shunyi_tongzhou
Q-2026通州期末-10,S-2026通州期末,10,选择题,blocked,同类索引,答案B(①③)；逻辑思维是法学研究和实践的重要方法；试卷题干含①②③④四个判断/推理表述但OCR/PDF未提取完整命题文本(题面被绘成图片)；细则未单独展开。本批仅挂同类索引；blocker=选项①②③④完整命题文本视觉残缺，需fusion阶段比对GPT端结构化版本补全后再裁定具体推理形式。,yes,batch04_fengtai_shunyi_tongzhou
Q-2026通州期末-11,S-2026通州期末,11,选择题,covered_by_74,入正文,答案C；'河-合-和'大运河通州段融水脉文脉人脉于一身+承古开新；C正确(感性具体→思维抽象→思维具体三段链条完整)；A'迁移和飞跃'是创新思维术语而非认识发展过程术语；B'普遍-特殊-普遍'是分析综合而非思维抽象具体；D类比推理与系统整合误用。SKILL Trial Before Full Run +硬规则§九永久硬样本：思维抽象与思维具体口令'杂多现象→抽出核心概念→回到完整整体图景'。可入选必三 choice trap-认识发展历程-思维抽象与思维具体。,yes,batch04_fengtai_shunyi_tongzhou
Q-2026通州期末-12,S-2026通州期末,12,选择题,blocked,excluded,答案A(①②)；刘某遗嘱+《遗赠扶养协议》+保姆扶养；属选必二法律与生活；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2026通州期末-13,S-2026通州期末,13,选择题,blocked,excluded,答案C；张某17岁拍照+著作权法保护+举证责任倒置；属选必二法律与生活；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2026通州期末-14,S-2026通州期末,14,选择题,blocked,excluded,答案A(①②)；海南自贸港封关运作+四个更加+制度型开放；属选必一国政经+对外开放；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2026通州期末-15,S-2026通州期末,15,选择题,blocked,excluded,答案B(①③)；中国企业埃及合作+技赋能+共建价值链+内生发展；属选必一国政经；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2026通州期末-16,S-2026通州期末,16,主观题,blocked,excluded,8分；都江堰治水智慧+《哲学与文化》；细则唯物论(一切从实际出发+尊重规律与发挥主观能动性)+辩证法(联系/发展/辩证否定观)+唯物史观(人民群众)+文化(传统文化双创+文化作用)；属必修四+文化模块；非选必三思维(虽有'辩证否定观'但归属必修四唯物辩证法)。,no,batch04_fengtai_shunyi_tongzhou
Q-2026通州期末-17,S-2026通州期末,17,主观题,blocked,excluded,8分；北京市以法治赋能中轴线文化遗产保护+《政治与法治》；细则科学立法3分+法治政府3分+司法机关2分；属必修三政治与法治；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2026通州期末-18,S-2026通州期末,18,主观题,blocked,excluded,8分；快递业彰显中国经济新气象+《经济与社会》；细则创新驱动2分+激活消费市场2分+协调发展2分+高质量发展2分；属必修二经济与社会；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2026通州期末-19-1,S-2026通州期末,19(1),主观题,blocked,excluded,8分；加装电梯法律纠纷判决依据+《法律与生活》；细则法理依据3分+事实分析2分+判决意义3分；属选必二法律与生活；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2026通州期末-19-2,S-2026通州期末,19(2),主观题,covered_by_74,入正文,6分；判断推理①②的逻辑正误+《逻辑与思维》；细则Slide12-13：①充分条件假言推理(肯定前件式正确)+②必要条件假言推理(肯定前件无效错误)；硬规则§十八硬样本'2026通州期末19(2)同时挂充分条件和必要条件'。可入选必三推理边界主链(假言推理-充分条件vs必要条件双重诊断)。,yes,batch04_fengtai_shunyi_tongzhou
Q-2026通州期末-20,S-2026通州期末,20,主观题,blocked,excluded,8分；全球治理倡议正逢其时+《当代国际政治与经济》；细则共商共建共享1分+时代主题2分+人类命运共同体+大国担当；属选必一国政经；非选必三思维。,no,batch04_fengtai_shunyi_tongzhou
Q-2026通州期末-21,S-2026通州期末,21,主观题,blocked,同类索引,9分；'十四五'谱写中国式现代化辉煌篇章+综合运用所学；细则Slide17：党的领导/以人民为中心/高质量发展/全面的观点/高水平对外开放；可选'思维方法角度'(系统观念/科学思维/辩证思维/矛盾观/尊重客观规律 任意一点2分)；综合短文不限选必三，作综合题同类索引；不入正文(综合所学非聚焦选必三思维方法主链)。,no,batch04_fengtai_shunyi_tongzhou
