rubric_atom_id,question_id,rubric_or_answer_phrase,evidence_type,evidence_level,plain_reward_description,related_material_atom_ids,what_expression_is_rewarded,what_judgment_student_must_make_before_writing,legal_knowledge_or_rule_if_explicit,value_expression_if_explicit,knowledge_material_value_type,can_be_written_without_material,source_locator,uncertainty
R_CC0025_2024_朝阳_二模_17_01,CC0025_2024_朝阳_二模_17,17.结合材料，说明仲裁委员会作出上述裁决的理由，并分析该典型案例的意义。,marking_report,formal,17.结合材料，说明仲裁委员会作出上述裁决的理由，并分析该典型案例的意义。,M_CC0025_2024_朝阳_二模_17_01|M_CC0025_2024_朝阳_二模_17_02,17.结合材料，说明仲裁委员会作出上述裁决的理由，并分析该典型案例的意义。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,material,no,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0277_2026_房山_二模_18_08,CC0277_2026_房山_二模_18,OPC的发展，创业者要坚持扬弃，肯定与保留数字员工的强大功能，又要针对出现的法律风险对此改造，把它们包含在新事物之中。,evaluation_standard,formal,OPC的发展，创业者要坚持扬弃，肯定与保留数字员工的强大功能，又要针对出现的法律风险对此改造，把它们包含在新事物之中。,M_CC0277_2026_房山_二模_18_01|M_CC0277_2026_房山_二模_18_02,OPC的发展，创业者要坚持扬弃，肯定与保留数字员工的强大功能，又要针对出现的法律风险对此改造，把它们包含在新事物之中。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0189:text | F0190:text | F0191:page 10,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0277_2026_房山_二模_18_09,CC0277_2026_房山_二模_18,细则 OPC的出现，是对传统一人公司这一旧矛盾统一体的否定1分，实现了“单人成军”全新创业范式，是联系的环节1分，是发展的环节1分。,evaluation_standard,formal,细则 OPC的出现，是对传统一人公司这一旧矛盾统一体的否定1分，实现了“单人成军”全新创业范式，是联系的环节1分，是发展的环节1分。,M_CC0277_2026_房山_二模_18_01|M_CC0277_2026_房山_二模_18_02,细则 OPC的出现，是对传统一人公司这一旧矛盾统一体的否定1分，实现了“单人成军”全新创业范式，是联系的环节1分，是发展的环节1分。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,material,no,F0189:text | F0190:text | F0191:page 10,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0277_2026_房山_二模_18_10,CC0277_2026_房山_二模_18,OPC的发展，创业者要坚持扬弃1分，肯定与保留数字员工的强大功能，又要针对出现的法律风险对此改造，把它们包含在新事物之中1分。,evaluation_standard,formal,OPC的发展，创业者要坚持扬弃1分，肯定与保留数字员工的强大功能，又要针对出现的法律风险对此改造，把它们包含在新事物之中1分。,M_CC0277_2026_房山_二模_18_01|M_CC0277_2026_房山_二模_18_02,OPC的发展，创业者要坚持扬弃1分，肯定与保留数字员工的强大功能，又要针对出现的法律风险对此改造，把它们包含在新事物之中1分。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0189:text | F0190:text | F0191:page 10,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0277_2026_房山_二模_18_11,CC0277_2026_房山_二模_18,♣3分 联系、发展、扬弃 ♣1分 OPC的出现——否定分析 ♣1分 OPC的发展——肯定分析,evaluation_standard,formal,♣3分 联系、发展、扬弃 ♣1分 OPC的出现——否定分析 ♣1分 OPC的发展——肯定分析,M_CC0277_2026_房山_二模_18_01|M_CC0277_2026_房山_二模_18_02,♣3分 联系、发展、扬弃 ♣1分 OPC的出现——否定分析 ♣1分 OPC的发展——肯定分析,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0189:text | F0190:text | F0191:page 10,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0283_2026_朝阳_一模_18_01,CC0283_2026_朝阳_一模_18,18.结合材料，运用《法律与生活》知识，谈谈人民法院是如何依法保护知识产权以护航新质生产力发展的。 措施类：人民法院做了什么+做得怎么样？,marking_rubric,formal,18.结合材料，运用《法律与生活》知识，谈谈人民法院是如何依法保护知识产权以护航新质生产力发展的。 措施类：人民法院做了什么+做得怎么样？,M_CC0283_2026_朝阳_一模_18_02|M_CC0283_2026_朝阳_一模_18_08,18.结合材料，运用《法律与生活》知识，谈谈人民法院是如何依法保护知识产权以护航新质生产力发展的。 措施类：人民法院做了什么+做得怎么样？,判断法律关系/行为性质/责任承担或程序路径(回源细化),知识产权；法律与生活,,knowledge+material,no,F0162:text | F0163:page 11 | F0163:page 6 | F0373:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0283_2026_朝阳_一模_18_02,CC0283_2026_朝阳_一模_18,1.通过特邀第三方调解，高效化解知识产权纠纷，既维护当事人合法权益，又能激发创新积极性和创新效率，助力创新驱动经济发展。 关键词：调解（1分），提高诉讼效率\降低诉讼成本（1分）,marking_rubric,formal,1.通过特邀第三方调解，高效化解知识产权纠纷，既维护当事人合法权益，又能激发创新积极性和创新效率，助力创新驱动经济发展。 关键词：调解（1分），提高诉讼效率\降低诉讼成本（1分）,M_CC0283_2026_朝阳_一模_18_02|M_CC0283_2026_朝阳_一模_18_08,1.通过特邀第三方调解，高效化解知识产权纠纷，既维护当事人合法权益，又能激发创新积极性和创新效率，助力创新驱动经济发展。 关键词：调解（1分），提高诉讼效率\降低诉讼成本（1分）,判断法律关系/行为性质/责任承担或程序路径(回源细化),知识产权,维护,knowledge+material+value,no,F0162:text | F0163:page 11 | F0163:page 6 | F0373:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0283_2026_朝阳_一模_18_03,CC0283_2026_朝阳_一模_18,2.针对故意侵权的违法行为，适用《民法典》惩罚性赔偿规定，有效遏制侵权人再次侵权，保护创新主体的核心利益，维护良好的创新生态和公平竞争的市场环境。 关键词：惩罚性赔偿规定\提高侵权违法成本（1分），维护市场环境/市场秩序（1分）,marking_rubric,formal,2.针对故意侵权的违法行为，适用《民法典》惩罚性赔偿规定，有效遏制侵权人再次侵权，保护创新主体的核心利益，维护良好的创新生态和公平竞争的市场环境。 关键词：惩罚性赔偿规定\提高侵权违法成本（1分），维护市场环境/市场秩序（1分）,M_CC0283_2026_朝阳_一模_18_04|M_CC0283_2026_朝阳_一模_18_08,2.针对故意侵权的违法行为，适用《民法典》惩罚性赔偿规定，有效遏制侵权人再次侵权，保护创新主体的核心利益，维护良好的创新生态和公平竞争的市场环境。 关键词：惩罚性赔偿规定\提高侵权违法成本（1分），维护市场环境/市场秩序（1分）,判断法律关系/行为性质/责任承担或程序路径(回源细化),民法典；惩罚性赔偿,维护；公平；秩序,knowledge+value,uncertain,F0162:text | F0163:page 11 | F0163:page 6 | F0373:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0283_2026_朝阳_一模_18_04,CC0283_2026_朝阳_一模_18,3.依据民法公平、诚信等基本原则，谴责专利权人的不诚信诉讼行为，保障诉讼秩序和经营秩序，避免“假维权”拖垮“真创新”，营造诚信守法的创新生态。 关键词：驳回谴责\有效遏制不诚信诉讼行为（1分），诚信\公平原则\社会主义核心价值观（1分）,marking_rubric,formal,3.依据民法公平、诚信等基本原则，谴责专利权人的不诚信诉讼行为，保障诉讼秩序和经营秩序，避免“假维权”拖垮“真创新”，营造诚信守法的创新生态。 关键词：驳回谴责\有效遏制不诚信诉讼行为（1分），诚信\公平原则\社会主义核心价值观（1分）,M_CC0283_2026_朝阳_一模_18_08,3.依据民法公平、诚信等基本原则，谴责专利权人的不诚信诉讼行为，保障诉讼秩序和经营秩序，避免“假维权”拖垮“真创新”，营造诚信守法的创新生态。 关键词：驳回谴责\有效遏制不诚信诉讼行为（1分），诚信\公平原则\社会主义核心价值观（1分）,判断法律关系/行为性质/责任承担或程序路径(回源细化),专利权,公平；秩序,knowledge+value,uncertain,F0162:text | F0163:page 11 | F0163:page 6 | F0373:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0283_2026_朝阳_一模_18_05,CC0283_2026_朝阳_一模_18,4.通过整合调解、惩罚、规制等司法手段，既保护知识产权人的合法权益，又兼顾社会公共利益，用司法实践厚植创新沃土，为新质生产力发展提供稳定、可预期的法治环境。 关键词：保护知识产权人的合法权益（1分） 只要有就1分 兼顾社会公共利益\法治环境\法治社会（3选1，1分）只要有就1分,marking_rubric,formal,4.通过整合调解、惩罚、规制等司法手段，既保护知识产权人的合法权益，又兼顾社会公共利益，用司法实践厚植创新沃土，为新质生产力发展提供稳定、可预期的法治环境。 关键词：保护知识产权人的合法权益（1分） 只要有就1分 兼顾社会公共利益\法治环境\法治社会（3选1，1分）只要有就1分,M_CC0283_2026_朝阳_一模_18_02|M_CC0283_2026_朝阳_一模_18_08,4.通过整合调解、惩罚、规制等司法手段，既保护知识产权人的合法权益，又兼顾社会公共利益，用司法实践厚植创新沃土，为新质生产力发展提供稳定、可预期的法治环境。 关键词：保护知识产权人的合法权益（1分） 只要有就1分 兼顾社会公共利益\法治环境\法治社会（3选1，1分）只要有就1分,判断法律关系/行为性质/责任承担或程序路径(回源细化),知识产权,,knowledge+value,uncertain,F0162:text | F0163:page 11 | F0163:page 6 | F0373:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0289_2026_朝阳_二模_18_01,CC0289_2026_朝阳_二模_18,18.（8分） 结合材料，运用《法律与生活》知识，将以上回答补充完整。,marking_rubric,formal,18.（8分） 结合材料，运用《法律与生活》知识，将以上回答补充完整。,M_CC0289_2026_朝阳_二模_18_01,18.（8分） 结合材料，运用《法律与生活》知识，将以上回答补充完整。,判断法律关系/行为性质/责任承担或程序路径(回源细化),法律与生活,,knowledge+material,no,F0193:text | F0194:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0289_2026_朝阳_二模_18_02,CC0289_2026_朝阳_二模_18,从以上三个问答中任选其一，谈谈如何依法保护问答中所涉及到的权利。,marking_rubric,formal,从以上三个问答中任选其一，谈谈如何依法保护问答中所涉及到的权利。,M_CC0289_2026_朝阳_二模_18_01|M_CC0289_2026_朝阳_二模_18_02,从以上三个问答中任选其一，谈谈如何依法保护问答中所涉及到的权利。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0193:text | F0194:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0289_2026_朝阳_二模_18_03,CC0289_2026_朝阳_二模_18,【设问要素】结合材料，《法律与生活》，补充完整。,marking_rubric,formal,【设问要素】结合材料，《法律与生活》，补充完整。,M_CC0289_2026_朝阳_二模_18_01,【设问要素】结合材料，《法律与生活》，补充完整。,判断法律关系/行为性质/责任承担或程序路径(回源细化),法律与生活,,knowledge+material,no,F0193:text | F0194:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0289_2026_朝阳_二模_18_04,CC0289_2026_朝阳_二模_18,任选其一，谈谈如何，保护权利，8分 【阅卷细则】 第一问：（3分=1+1+1）要求：法律术语准确，变通较少 生命权/身体权/健康权 任选其一——1分 举证责任倒置——1分 相邻的不动产/相邻/相邻关系——1分 第二问：（5分=2+2+1）结构：依据+做法+救济 ●民法典依据——共2分 民法典（1分）明确规定并保护上述人格权益（1分）。,marking_rubric,formal,任选其一，谈谈如何，保护权利，8分 【阅卷细则】 第一问：（3分=1+1+1）要求：法律术语准确，变通较少 生命权/身体权/健康权 任选其一——1分 举证责任倒置——1分 相邻的不动产/相邻/相邻关系——1分 第二问：（5分=2+2+1）结构：依据+做法+救济 ●民法典依据——共2分 民法典（1分）明确规定并保护上述人格权益（1分）。,M_CC0289_2026_朝阳_二模_18_03|M_CC0289_2026_朝阳_二模_18_04|M_CC0289_2026_朝阳_二模_18_06,任选其一，谈谈如何，保护权利，8分 【阅卷细则】 第一问：（3分=1+1+1）要求：法律术语准确，变通较少 生命权/身体权/健康权 任选其一——1分 举证责任倒置——1分 相邻的不动产/相邻/相邻关系——1分 第二问：（5分=2+2+1）结构：依据+做法+救济 ●民法典依据——共2分 民法典（1分）明确规定并保护上述人格权益（1分）。,判断法律关系/行为性质/责任承担或程序路径(回源细化),民法典；相邻关系；人格权；生命权；身体权；健康权；举证责任,,knowledge,uncertain,F0193:text | F0194:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0289_2026_朝阳_二模_18_05,CC0289_2026_朝阳_二模_18,【变通】（采意） 民法典--1分 人格权益/人格权益下位展开--1分 依据平等、公平、守法和公序良俗等民法原则（至少1个原则+民法典）--2分 民事领域/民事关系/民事法律关系+权利与义务相对等／权利行使要有边界--2分 生命权、身体权、健康权是人最基础的权利—1分 隐私是自然人的私人生活安宁和不愿为他人知晓的私密空间、私密活动、私密信息--1分 保护隐私权，是对宪法规定的通信秘密受法律保护、住宅不受侵犯等公民权利的落实--1分 民法典规定了不动产相邻关系的处理规则--2分 民法典规定不动产权利人应当为相邻权利人提供必要的便利，尽量避免对相邻的不动产权利人造成损害--2分 相邻关系是对不动产所有权的限制或延伸—1分 ●民事主体如何做：不得/应当——共2分 任何组织或个人不得侵害他人的生命权、身体权、健康权和隐私权等。,marking_rubric,formal,【变通】（采意） 民法典--1分 人格权益/人格权益下位展开--1分 依据平等、公平、守法和公序良俗等民法原则（至少1个原则+民法典）--2分 民事领域/民事关系/民事法律关系+权利与义务相对等／权利行使要有边界--2分 生命权、身体权、健康权是人最基础的权利—1分 隐私是自然人的私人生活安宁和不愿为他人知晓的私密空间、私密活动、私密信息--1分 保护隐私权，是对宪法规定的通信秘密受法律保护、住宅不受侵犯等公民权利的落实--1分 民法典规定了不动产相邻关系的处理规则--2分 民法典规定不动产权利人应当为相邻权利人提供必要的便利，尽量避免对相邻的不动产权利人造成损害--2分 相邻关系是对不动产所有权的限制或延伸—1分 ●民事主体如何做：不得/应当——共2分 任何组织或个人不得侵害他人的生命权、身体权、健康权和隐私权等。,M_CC0289_2026_朝阳_二模_18_03|M_CC0289_2026_朝阳_二模_18_04|M_CC0289_2026_朝阳_二模_18_06,【变通】（采意） 民法典--1分 人格权益/人格权益下位展开--1分 依据平等、公平、守法和公序良俗等民法原则（至少1个原则+民法典）--2分 民事领域/民事关系/民事法律关系+权利与义务相对等／权利行使要有边界--2分 生命权、身体权、健康权是人最基础的权利—1分 隐私是自然人的私人生活安宁和不愿为他人知晓的私密空间、私密活动、私密信息--1分 保护隐私权，是对宪法规定的通信秘密受法律保护、住宅不受侵犯等公民权利的落实--1分 民法典规定了不动产相邻关系的处理规则--2分 民法典规定不动产权利人应当为相邻权利人提供必要的便利，尽量避免对相邻的不动产权利人造成损害--2分 相邻关系是对不动产所有权的限制或延伸—1分 ●民事主体如何做：不得/应当——共2分 任何组织或个人不得侵害他人的生命权、身体权、健康权和隐私权等。,判断法律关系/行为性质/责任承担或程序路径(回源细化),民法典；民事主体；所有权；相邻关系；人格权；生命权；身体权；健康权,公平,knowledge+value,uncertain,F0193:text | F0194:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0289_2026_朝阳_二模_18_06,CC0289_2026_朝阳_二模_18,【变通】3选1（生命权、身体权、健康权/隐私权/相邻不动产权利，任选其中一项权利法理阐释--2分） 不得侵害他人的生命权、身体权、健康权/不得刺探、侵扰、泄露、公开他人的隐私—2分 按照有利生产、方便生活、团结互助、公平合理的原则正确处理相邻关系--2分 自己便利行使权利时，应当照顾到相邻方的利益--2分 权利义务相统一—1分（与第一层不重复赋分） 要保护民事权利/合法权利--1分 ●民事权利如何救济——共1分 上述人格权益和权利受到侵害的，权利人可依法请求行为人停止侵害、排除妨碍、消除危险、赔礼道歉等；,marking_rubric,formal,【变通】3选1（生命权、身体权、健康权/隐私权/相邻不动产权利，任选其中一项权利法理阐释--2分） 不得侵害他人的生命权、身体权、健康权/不得刺探、侵扰、泄露、公开他人的隐私—2分 按照有利生产、方便生活、团结互助、公平合理的原则正确处理相邻关系--2分 自己便利行使权利时，应当照顾到相邻方的利益--2分 权利义务相统一—1分（与第一层不重复赋分） 要保护民事权利/合法权利--1分 ●民事权利如何救济——共1分 上述人格权益和权利受到侵害的，权利人可依法请求行为人停止侵害、排除妨碍、消除危险、赔礼道歉等；,M_CC0289_2026_朝阳_二模_18_03|M_CC0289_2026_朝阳_二模_18_04|M_CC0289_2026_朝阳_二模_18_06,【变通】3选1（生命权、身体权、健康权/隐私权/相邻不动产权利，任选其中一项权利法理阐释--2分） 不得侵害他人的生命权、身体权、健康权/不得刺探、侵扰、泄露、公开他人的隐私—2分 按照有利生产、方便生活、团结互助、公平合理的原则正确处理相邻关系--2分 自己便利行使权利时，应当照顾到相邻方的利益--2分 权利义务相统一—1分（与第一层不重复赋分） 要保护民事权利/合法权利--1分 ●民事权利如何救济——共1分 上述人格权益和权利受到侵害的，权利人可依法请求行为人停止侵害、排除妨碍、消除危险、赔礼道歉等；,判断法律关系/行为性质/责任承担或程序路径(回源细化),相邻关系；人格权；生命权；身体权；健康权；隐私权；停止侵害；消除危险,公平,knowledge+value,uncertain,F0193:text | F0194:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0289_2026_朝阳_二模_18_07,CC0289_2026_朝阳_二模_18,造成权利人有所损失和损害的，还可依法请求损害赔偿。,marking_rubric,formal,造成权利人有所损失和损害的，还可依法请求损害赔偿。,M_CC0289_2026_朝阳_二模_18_01|M_CC0289_2026_朝阳_二模_18_02,造成权利人有所损失和损害的，还可依法请求损害赔偿。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0193:text | F0194:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0289_2026_朝阳_二模_18_08,CC0289_2026_朝阳_二模_18,【变通】 通过和解/调解/仲裁/诉讼等途径维权--1分 承担停止侵害/排除妨碍/赔礼道歉/赔偿损失/损害赔偿等侵权责任--1分 （在前两层没赋满分时，该层答出两点可赋2分） 【注意】选择问题一/二/三--不赋分 个人信息--不赋分 错别字--不赋分 答必修3/全面依法治国的基本要求--不赋分 回应问题二，但仅用相邻关系知识，没答隐私权--扣1分,marking_rubric,formal,【变通】 通过和解/调解/仲裁/诉讼等途径维权--1分 承担停止侵害/排除妨碍/赔礼道歉/赔偿损失/损害赔偿等侵权责任--1分 （在前两层没赋满分时，该层答出两点可赋2分） 【注意】选择问题一/二/三--不赋分 个人信息--不赋分 错别字--不赋分 答必修3/全面依法治国的基本要求--不赋分 回应问题二，但仅用相邻关系知识，没答隐私权--扣1分,M_CC0289_2026_朝阳_二模_18_03|M_CC0289_2026_朝阳_二模_18_04|M_CC0289_2026_朝阳_二模_18_06,【变通】 通过和解/调解/仲裁/诉讼等途径维权--1分 承担停止侵害/排除妨碍/赔礼道歉/赔偿损失/损害赔偿等侵权责任--1分 （在前两层没赋满分时，该层答出两点可赋2分） 【注意】选择问题一/二/三--不赋分 个人信息--不赋分 错别字--不赋分 答必修3/全面依法治国的基本要求--不赋分 回应问题二，但仅用相邻关系知识，没答隐私权--扣1分,判断法律关系/行为性质/责任承担或程序路径(回源细化),相邻关系；隐私权；侵权责任；停止侵害；赔礼道歉；赔偿损失；和解,,knowledge,uncertain,F0193:text | F0194:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0294_2026_朝阳_二模_20_2_01,CC0294_2026_朝阳_二模_20_2,20（2）结合材料，运用《当代国际政治与经济》知识，分析人类命运共同体理念为什么能维护世界和平与发展。,marking_rubric,formal,20（2）结合材料，运用《当代国际政治与经济》知识，分析人类命运共同体理念为什么能维护世界和平与发展。,M_CC0294_2026_朝阳_二模_20_2_01|M_CC0294_2026_朝阳_二模_20_2_02,20（2）结合材料，运用《当代国际政治与经济》知识，分析人类命运共同体理念为什么能维护世界和平与发展。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,维护,material+value,no,F0193:text | F0194:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0294_2026_朝阳_二模_20_2_02,CC0294_2026_朝阳_二模_20_2,（6分） 角度1：符合共同利益： 可以代替的关键词——时代主题等 超越民族国家本位，维护全人类共同利益。,marking_rubric,formal,（6分） 角度1：符合共同利益： 可以代替的关键词——时代主题等 超越民族国家本位，维护全人类共同利益。,M_CC0294_2026_朝阳_二模_20_2_01|M_CC0294_2026_朝阳_二模_20_2_02,（6分） 角度1：符合共同利益： 可以代替的关键词——时代主题等 超越民族国家本位，维护全人类共同利益。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,维护,value,uncertain,F0193:text | F0194:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0294_2026_朝阳_二模_20_2_03,CC0294_2026_朝阳_二模_20_2,该理念在尊重国家主权的前提下，强调全人类立场，为协调国家利益与全球共同利益提供了价值指引。,marking_rubric,formal,该理念在尊重国家主权的前提下，强调全人类立场，为协调国家利益与全球共同利益提供了价值指引。,M_CC0294_2026_朝阳_二模_20_2_01|M_CC0294_2026_朝阳_二模_20_2_02,该理念在尊重国家主权的前提下，强调全人类立场，为协调国家利益与全球共同利益提供了价值指引。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,value,uncertain,F0193:text | F0194:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0294_2026_朝阳_二模_20_2_04,CC0294_2026_朝阳_二模_20_2,本角度知识1分，结合材料1分 角度2：倡导合作共赢： 可以代替的关键词——坚持多边主义/共商共建共享等 摒弃零和博弈，倡导合作共赢。,marking_rubric,formal,本角度知识1分，结合材料1分 角度2：倡导合作共赢： 可以代替的关键词——坚持多边主义/共商共建共享等 摒弃零和博弈，倡导合作共赢。,M_CC0294_2026_朝阳_二模_20_2_01|M_CC0294_2026_朝阳_二模_20_2_02,本角度知识1分，结合材料1分 角度2：倡导合作共赢： 可以代替的关键词——坚持多边主义/共商共建共享等 摒弃零和博弈，倡导合作共赢。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,material,no,F0193:text | F0194:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0294_2026_朝阳_二模_20_2_05,CC0294_2026_朝阳_二模_20_2,该理念承继“天下为公、天下大同”的社会理想，推动各国在发展自身利益时兼顾他国合理关切，从而减少冲突，为世界和平奠定理念基础。,marking_rubric,formal,该理念承继“天下为公、天下大同”的社会理想，推动各国在发展自身利益时兼顾他国合理关切，从而减少冲突，为世界和平奠定理念基础。,M_CC0294_2026_朝阳_二模_20_2_01|M_CC0294_2026_朝阳_二模_20_2_02,该理念承继“天下为公、天下大同”的社会理想，推动各国在发展自身利益时兼顾他国合理关切，从而减少冲突，为世界和平奠定理念基础。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,value,uncertain,F0193:text | F0194:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0294_2026_朝阳_二模_20_2_06,CC0294_2026_朝阳_二模_20_2,本角度知识1分，结合材料1分 角度3：提供中国方案： 可以代替的关键词——国际新秩序/新型国际关系等 为解决全球性问题提供中国方案。,marking_rubric,formal,本角度知识1分，结合材料1分 角度3：提供中国方案： 可以代替的关键词——国际新秩序/新型国际关系等 为解决全球性问题提供中国方案。,M_CC0294_2026_朝阳_二模_20_2_01|M_CC0294_2026_朝阳_二模_20_2_02,本角度知识1分，结合材料1分 角度3：提供中国方案： 可以代替的关键词——国际新秩序/新型国际关系等 为解决全球性问题提供中国方案。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,秩序,material+value,no,F0193:text | F0194:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0294_2026_朝阳_二模_20_2_07,CC0294_2026_朝阳_二模_20_2,面对时代之问，该理念从全人类福祉出发，推动构建更加公正合理的国际治理体系，促进各国在共同发展中实现持久和平与繁荣。,marking_rubric,formal,面对时代之问，该理念从全人类福祉出发，推动构建更加公正合理的国际治理体系，促进各国在共同发展中实现持久和平与繁荣。,M_CC0294_2026_朝阳_二模_20_2_01|M_CC0294_2026_朝阳_二模_20_2_02,面对时代之问，该理念从全人类福祉出发，推动构建更加公正合理的国际治理体系，促进各国在共同发展中实现持久和平与繁荣。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,促进,value,uncertain,F0193:text | F0194:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0294_2026_朝阳_二模_20_2_08,CC0294_2026_朝阳_二模_20_2,本角度知识1分，结合材料1分 21结合材料，综合运用所学，谈谈对系统思维和战略定力的认识。,marking_rubric,formal,本角度知识1分，结合材料1分 21结合材料，综合运用所学，谈谈对系统思维和战略定力的认识。,M_CC0294_2026_朝阳_二模_20_2_01|M_CC0294_2026_朝阳_二模_20_2_02,本角度知识1分，结合材料1分 21结合材料，综合运用所学，谈谈对系统思维和战略定力的认识。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,material,no,F0193:text | F0194:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0294_2026_朝阳_二模_20_2_09,CC0294_2026_朝阳_二模_20_2,（9分） 本题可以从系统思维和战略定力两个维度，结合 “四个中国” 来分析： 关于系统思维：系统思维强调整体性、关联性和协同性。,marking_rubric,formal,（9分） 本题可以从系统思维和战略定力两个维度，结合 “四个中国” 来分析： 关于系统思维：系统思维强调整体性、关联性和协同性。,M_CC0294_2026_朝阳_二模_20_2_01|M_CC0294_2026_朝阳_二模_20_2_02,（9分） 本题可以从系统思维和战略定力两个维度，结合 “四个中国” 来分析： 关于系统思维：系统思维强调整体性、关联性和协同性。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0193:text | F0194:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0294_2026_朝阳_二模_20_2_10,CC0294_2026_朝阳_二模_20_2,（1+1分） 整体性：将“四个中国”作为有机整体，共同构成中国式现代化的战略支柱，避免了单兵突进、顾此失彼。,marking_rubric,formal,（1+1分） 整体性：将“四个中国”作为有机整体，共同构成中国式现代化的战略支柱，避免了单兵突进、顾此失彼。,M_CC0294_2026_朝阳_二模_20_2_01|M_CC0294_2026_朝阳_二模_20_2_02,（1+1分） 整体性：将“四个中国”作为有机整体，共同构成中国式现代化的战略支柱，避免了单兵突进、顾此失彼。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0193:text | F0194:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0294_2026_朝阳_二模_20_2_11,CC0294_2026_朝阳_二模_20_2,关联性：各支柱相互支撑、协同发力。,marking_rubric,formal,关联性：各支柱相互支撑、协同发力。,M_CC0294_2026_朝阳_二模_20_2_01|M_CC0294_2026_朝阳_二模_20_2_02,关联性：各支柱相互支撑、协同发力。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0193:text | F0194:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0294_2026_朝阳_二模_20_2_12,CC0294_2026_朝阳_二模_20_2,例如，数字中国为健康、美丽、平安中国提供技术赋能；,marking_rubric,formal,例如，数字中国为健康、美丽、平安中国提供技术赋能；,M_CC0294_2026_朝阳_二模_20_2_01|M_CC0294_2026_朝阳_二模_20_2_02,例如，数字中国为健康、美丽、平安中国提供技术赋能；,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0193:text | F0194:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0294_2026_朝阳_二模_20_2_13,CC0294_2026_朝阳_二模_20_2,美丽中国与健康中国共享良好的生态环境基础；,marking_rubric,formal,美丽中国与健康中国共享良好的生态环境基础；,M_CC0294_2026_朝阳_二模_20_2_01|M_CC0294_2026_朝阳_二模_20_2_02,美丽中国与健康中国共享良好的生态环境基础；,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0193:text | F0194:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
