material_atom_id,question_id,material_phrase,plain_description,subject_or_actor,action_or_event,affected_party,conflict_or_problem,legal_signal_if_any,possible_relevance_to_answer,source_locator,uncertainty
M_CC0092_2025_东城_期末_19_1_01,CC0092_2025_东城_期末_19_1,某社区电动自行车保有量与充电设施数量不匹配，446辆电动自行车只有60个充电接口。,某社区电动自行车保有量与充电设施数量不匹配，446辆电动自行车只有60个充电接口。,,,,,,source fact or legal provision needed for rubric match,F0130:paper page 6 lines 199-227.,cowork_refined_from_paper_text_or_rendered_page
M_CC0092_2025_东城_期末_19_1_02,CC0092_2025_东城_期末_19_1,车主提出新增充电设施，居民围绕占用绿地、集中充电设备不足、消防安全、通行和采光影响产生分歧。,车主提出新增充电设施，居民围绕占用绿地、集中充电设备不足、消防安全、通行和采光影响产生分歧。,,,,yes,,source fact or legal provision needed for rubric match,F0130:paper page 6 lines 199-227.,cowork_refined_from_paper_text_or_rendered_page
M_CC0092_2025_东城_期末_19_1_03,CC0092_2025_东城_期末_19_1,学生建议在公共区域设置电池充电柜，采取车电分离方案。,学生建议在公共区域设置电池充电柜，采取车电分离方案。,,,,,,source fact or legal provision needed for rubric match,F0130:paper page 6 lines 199-227.,cowork_refined_from_paper_text_or_rendered_page
M_CC0092_2025_东城_期末_19_1_04,CC0092_2025_东城_期末_19_1,《高层民用建筑消防安全管理规定》第三十七条要求电动自行车存放、充电场所配备必要消防器材，充电设施具备充满自动断电功能。,《高层民用建筑消防安全管理规定》第三十七条要求电动自行车存放、充电场所配备必要消防器材，充电设施具备充满自动断电功能。,,,,,,source fact or legal provision needed for rubric match,F0130:paper page 6 lines 199-227.,cowork_refined_from_paper_text_or_rendered_page
M_CC0092_2025_东城_期末_19_1_05,CC0092_2025_东城_期末_19_1,《中华人民共和国民法典》第二百七十八条规定，改变共有部分的用途或者利用共有部分从事经营活动由业主共同决定。,《中华人民共和国民法典》第二百七十八条规定，改变共有部分的用途或者利用共有部分从事经营活动由业主共同决定。,,,,,民法典,source fact or legal provision needed for rubric match,F0130:paper page 6 lines 199-227.,cowork_refined_from_paper_text_or_rendered_page
M_CC0131_2025_房山_一模_19_01,CC0131_2025_房山_一模_19,A集团近40名高级管理人员及技术人员先后离职赴B集团工作，其中30人于当年离职后即入职。,A集团近40名高级管理人员及技术人员先后离职赴B集团工作，其中30人于当年离职后即入职。,,,,,,source fact or legal provision needed for rubric match,F0081:paper page 6 lines 227-236.,cowork_refined_from_paper_text_or_rendered_page
M_CC0131_2025_房山_一模_19_02,CC0131_2025_房山_一模_19,B集团以上述部分离职人员作为发明人或共同发明人，利用在原单位接触、掌握的新能源汽车底盘应用技术以及12套底盘零部件图纸及数模承载的技术信息申请实用新型专利。,B集团以上述部分离职人员作为发明人或共同发明人，利用在原单位接触、掌握的新能源汽车底盘应用技术以及12套底盘零部件图纸及数模承载的技术信息申请实用新型专利。,,,,,,source fact or legal provision needed for rubric match,F0081:paper page 6 lines 227-236.,cowork_refined_from_paper_text_or_rendered_page
M_CC0131_2025_房山_一模_19_03,CC0131_2025_房山_一模_19,B集团在没有任何技术积累或合法技术来源的情况下，短期内推出某系列型号电动汽车，涉嫌侵害A集团技术秘密。,B集团在没有任何技术积累或合法技术来源的情况下，短期内推出某系列型号电动汽车，涉嫌侵害A集团技术秘密。,,,,yes,,source fact or legal provision needed for rubric match,F0081:paper page 6 lines 227-236.,cowork_refined_from_paper_text_or_rendered_page
M_CC0131_2025_房山_一模_19_04,CC0131_2025_房山_一模_19,法院认为B集团以不正当手段侵害A集团技术秘密，适用2倍惩罚性赔偿，判决赔偿共计6.4亿余元。,法院认为B集团以不正当手段侵害A集团技术秘密，适用2倍惩罚性赔偿，判决赔偿共计6.4亿余元。,,,,yes,,source fact or legal provision needed for rubric match,F0081:paper page 6 lines 227-236.,cowork_refined_from_paper_text_or_rendered_page
M_CC0180_2025_海淀_期末_20_01,CC0180_2025_海淀_期末_20,最高人民法院制定《最高人民法院关于适用<中华人民共和国民法典>侵权责任编的解释（一）》，回应民法典实施中的社会关注和审判实践争议。,最高人民法院制定《最高人民法院关于适用<中华人民共和国民法典>侵权责任编的解释（一）》，回应民法典实施中的社会关注和审判实践争议。,,,,,民法典；侵权,source fact or legal provision needed for rubric match,F0139:paper text around Q20 and attached table.,cowork_refined_from_paper_text_or_rendered_page
M_CC0180_2025_海淀_期末_20_02,CC0180_2025_海淀_期末_20,《解释》第七条示例明确父母监护职责和未成年子女造成他人损害时父母依法承担民事责任。,《解释》第七条示例明确父母监护职责和未成年子女造成他人损害时父母依法承担民事责任。,,,,yes,,source fact or legal provision needed for rubric match,F0139:paper text around Q20 and attached table.,cowork_refined_from_paper_text_or_rendered_page
M_CC0180_2025_海淀_期末_20_03,CC0180_2025_海淀_期末_20,《解释》第十九条规定，产品存在缺陷造成买受人财产损害时，买受人可请求生产者或者销售者赔偿缺陷产品本身损害以及其他财产损害。,《解释》第十九条规定，产品存在缺陷造成买受人财产损害时，买受人可请求生产者或者销售者赔偿缺陷产品本身损害以及其他财产损害。,,,,yes,,source fact or legal provision needed for rubric match,F0139:paper text around Q20 and attached table.,cowork_refined_from_paper_text_or_rendered_page
M_CC0180_2025_海淀_期末_20_04,CC0180_2025_海淀_期末_20,《解释》第二十三条规定，禁止饲养的烈性犬等危险动物造成他人损害时，动物饲养人或者管理人主张不承担责任或者减轻责任的，人民法院不予支持。,《解释》第二十三条规定，禁止饲养的烈性犬等危险动物造成他人损害时，动物饲养人或者管理人主张不承担责任或者减轻责任的，人民法院不予支持。,,,,yes,,source fact or legal provision needed for rubric match,F0139:paper text around Q20 and attached table.,cowork_refined_from_paper_text_or_rendered_page
M_CC0195_2025_西城_一模_20_01,CC0195_2025_西城_一模_20,全国总工会、人力资源社会保障部、中国企业联合会、全国工商联联合启动2025年度集体协商“集中要约行动”。,全国总工会、人力资源社会保障部、中国企业联合会、全国工商联联合启动2025年度集体协商“集中要约行动”。,,,,,,source fact or legal provision needed for rubric match,F0094:paper page 7 lines 276-283.,cowork_refined_from_paper_text_or_rendered_page
M_CC0195_2025_西城_一模_20_02,CC0195_2025_西城_一模_20,该行动指导工会与企业开展集体协商、签订集体合同。,该行动指导工会与企业开展集体协商、签订集体合同。,,,,,合同,source fact or legal provision needed for rubric match,F0094:paper page 7 lines 276-283.,cowork_refined_from_paper_text_or_rendered_page
M_CC0195_2025_西城_一模_20_03,CC0195_2025_西城_一模_20,各级工会把工资调整幅度、加班工资基数、劳动定额标准、工资支付办法等作为协商的核心议题。,各级工会把工资调整幅度、加班工资基数、劳动定额标准、工资支付办法等作为协商的核心议题。,,,,,,source fact or legal provision needed for rubric match,F0094:paper page 7 lines 276-283.,cowork_refined_from_paper_text_or_rendered_page
M_CC0214_2025_门头沟_一模_20_2_01,CC0214_2025_门头沟_一模_20_2,“以事实为根据，以法律为准绳”是我国司法活动的基本原则，核心是通过客观事实认真严格依照法律规定作出裁判，确保司法公正性与权威性。,“以事实为根据，以法律为准绳”是我国司法活动的基本原则，核心是通过客观事实认真严格依照法律规定作出裁判，确保司法公正性与权威性。,,,,,,source fact or legal provision needed for rubric match,F0096:paper pages 7-8 lines 305-344.,cowork_refined_from_paper_text_or_rendered_page
M_CC0214_2025_门头沟_一模_20_2_02,CC0214_2025_门头沟_一模_20_2,案例一 A享有“我不是胖虎”系列美术作品的复制权、改编权、信息网络传播权等著作财产性权利。,案例一 A享有“我不是胖虎”系列美术作品的复制权、改编权、信息网络传播权等著作财产性权利。,,,,,,source fact or legal provision needed for rubric match,F0096:paper pages 7-8 lines 305-344.,cowork_refined_from_paper_text_or_rendered_page
M_CC0214_2025_门头沟_一模_20_2_03,CC0214_2025_门头沟_一模_20_2,B公司、C公司未经许可，在其经营的微博账号中发布了与A公司“我不是胖虎”类似电脑壁纸“橘猫”。,B公司、C公司未经许可，在其经营的微博账号中发布了与A公司“我不是胖虎”类似电脑壁纸“橘猫”。,,,,,,source fact or legal provision needed for rubric match,F0096:paper pages 7-8 lines 305-344.,cowork_refined_from_paper_text_or_rendered_page
M_CC0214_2025_门头沟_一模_20_2_04,CC0214_2025_门头沟_一模_20_2,A公司向法院起诉B公司、C公司，要求其承担侵权责任。,A公司向法院起诉B公司、C公司，要求其承担侵权责任。,,,,yes,侵权,source fact or legal provision needed for rubric match,F0096:paper pages 7-8 lines 305-344.,cowork_refined_from_paper_text_or_rendered_page
M_CC0214_2025_门头沟_一模_20_2_05,CC0214_2025_门头沟_一模_20_2,示例裁判结果：支持A公司的诉讼请求，B公司、C公司应停止侵害，删除相关内容并赔偿A公司经济损失。,示例裁判结果：支持A公司的诉讼请求，B公司、C公司应停止侵害，删除相关内容并赔偿A公司经济损失。,,,,yes,诉讼,source fact or legal provision needed for rubric match,F0096:paper pages 7-8 lines 305-344.,cowork_refined_from_paper_text_or_rendered_page
M_CC0214_2025_门头沟_一模_20_2_06,CC0214_2025_门头沟_一模_20_2,示例裁判理由：根据《中华人民共和国著作权法》的规定，著作权人对其作品享有广泛的权利。,示例裁判理由：根据《中华人民共和国著作权法》的规定，著作权人对其作品享有广泛的权利。,,,,,著作权,source fact or legal provision needed for rubric match,F0096:paper pages 7-8 lines 305-344.,cowork_refined_from_paper_text_or_rendered_page
M_CC0214_2025_门头沟_一模_20_2_07,CC0214_2025_门头沟_一模_20_2,他人未经著作权人许可使用著作权人的作品，就可能构成侵权。,他人未经著作权人许可使用著作权人的作品，就可能构成侵权。,,,,,著作权；侵权,source fact or legal provision needed for rubric match,F0096:paper pages 7-8 lines 305-344.,cowork_refined_from_paper_text_or_rendered_page
M_CC0214_2025_门头沟_一模_20_2_08,CC0214_2025_门头沟_一模_20_2,B公司、C公司未经许可，擅自将被诉侵权图片作为微博图片发布，使公众可以在其个人选定的时间和地点获得作品，均侵害了A公司的著作权。,B公司、C公司未经许可，擅自将被诉侵权图片作为微博图片发布，使公众可以在其个人选定的时间和地点获得作品，均侵害了A公司的著作权。,,,,yes,著作权；侵权,source fact or legal provision needed for rubric match,F0096:paper pages 7-8 lines 305-344.,cowork_refined_from_paper_text_or_rendered_page
M_CC0214_2025_门头沟_一模_20_2_09,CC0214_2025_门头沟_一模_20_2,现实意义：该判决充分保障了著作权人的合法权益，规范了企业行为。,现实意义：该判决充分保障了著作权人的合法权益，规范了企业行为。,,,,,著作权,source fact or legal provision needed for rubric match,F0096:paper pages 7-8 lines 305-344.,cowork_refined_from_paper_text_or_rendered_page
M_CC0214_2025_门头沟_一模_20_2_10,CC0214_2025_门头沟_一模_20_2,案例二 孙某在2022年4月应聘甲公司，所投简历写明：2015年7月至2022年3月期间有4段工作经历。,案例二 孙某在2022年4月应聘甲公司，所投简历写明：2015年7月至2022年3月期间有4段工作经历。,,,,,,source fact or legal provision needed for rubric match,F0096:paper pages 7-8 lines 305-344.,cowork_refined_from_paper_text_or_rendered_page
M_CC0214_2025_门头沟_一模_20_2_11,CC0214_2025_门头沟_一模_20_2,后孙某入职甲公司，同日双方签订了劳动合同，并约定了试用期。,后孙某入职甲公司，同日双方签订了劳动合同，并约定了试用期。,,,,,合同,source fact or legal provision needed for rubric match,F0096:paper pages 7-8 lines 305-344.,cowork_refined_from_paper_text_or_rendered_page
M_CC0214_2025_门头沟_一模_20_2_12,CC0214_2025_门头沟_一模_20_2,入职后经甲公司查证，孙某在2015年毕业后的7年时间，曾在17家公司任职。,入职后经甲公司查证，孙某在2015年毕业后的7年时间，曾在17家公司任职。,,,,,,source fact or legal provision needed for rubric match,F0096:paper pages 7-8 lines 305-344.,cowork_refined_from_paper_text_or_rendered_page
M_CC0214_2025_门头沟_一模_20_2_13,CC0214_2025_门头沟_一模_20_2,甲公司以孙某未如实提供工作经历为由，在试用期将其辞退。,甲公司以孙某未如实提供工作经历为由，在试用期将其辞退。,,,,,,source fact or legal provision needed for rubric match,F0096:paper pages 7-8 lines 305-344.,cowork_refined_from_paper_text_or_rendered_page
M_CC0214_2025_门头沟_一模_20_2_14,CC0214_2025_门头沟_一模_20_2,孙某向法院起诉，请求法院判决甲公司支付违法解除劳动关系赔偿金。,孙某向法院起诉，请求法院判决甲公司支付违法解除劳动关系赔偿金。,,,,yes,,source fact or legal provision needed for rubric match,F0096:paper pages 7-8 lines 305-344.,cowork_refined_from_paper_text_or_rendered_page
M_CC0245_2026_东城_期末_18_2_01,CC0245_2026_东城_期末_18_2,陈某向店主刘某表示急需购买A型号无人机用于重要商业拍摄，刘某回复“全新原装，15000元”，陈某立即转账。,陈某向店主刘某表示急需购买A型号无人机用于重要商业拍摄，刘某回复“全新原装，15000元”，陈某立即转账。,,,,,,source fact or legal provision needed for rubric match,F0206:paper page 6 lines 234-241.,cowork_refined_from_paper_text_or_rendered_page
M_CC0245_2026_东城_期末_18_2_02,CC0245_2026_东城_期末_18_2,刘某误将一台内部结构轻微损伤、外观无明显痕迹的同型号展示机寄出。,刘某误将一台内部结构轻微损伤、外观无明显痕迹的同型号展示机寄出。,,,,,,source fact or legal provision needed for rubric match,F0206:paper page 6 lines 234-241.,cowork_refined_from_paper_text_or_rendered_page
M_CC0245_2026_东城_期末_18_2_03,CC0245_2026_东城_期末_18_2,陈某首次使用时，无人机因上述损伤失控坠毁，砸伤陈某手臂。,陈某首次使用时，无人机因上述损伤失控坠毁，砸伤陈某手臂。,,,,,,source fact or legal provision needed for rubric match,F0206:paper page 6 lines 234-241.,cowork_refined_from_paper_text_or_rendered_page
M_CC0245_2026_东城_期末_18_2_04,CC0245_2026_东城_期末_18_2,陈某花费医疗费8000元，并因错过商业拍摄损失收入5000元。,陈某花费医疗费8000元，并因错过商业拍摄损失收入5000元。,,,,,,source fact or legal provision needed for rubric match,F0206:paper page 6 lines 234-241.,cowork_refined_from_paper_text_or_rendered_page
M_CC0245_2026_东城_期末_18_2_05,CC0245_2026_东城_期末_18_2,陈某要求刘某赔偿，双方协商未果。,陈某要求刘某赔偿，双方协商未果。,,,,,,source fact or legal provision needed for rubric match,F0206:paper page 6 lines 234-241.,cowork_refined_from_paper_text_or_rendered_page
M_CC0276_2026_房山_二模_17_01,CC0276_2026_房山_二模_17,“尼莉莎”轮扣押案中，希腊申请人主动向青岛海事法院申请扣船，法院创造性实施“活扣押”，允许完成剩余航程，促成当事人和解，为利害关系人挽回巨额损失，希腊籍船东因此将船舶更名为“尊重”。,“尼莉莎”轮扣押案中，希腊申请人主动向青岛海事法院申请扣船，法院创造性实施“活扣押”，允许完成剩余航程，促成当事人和解，为利害关系人挽回巨额损失，希腊籍船东因此将船舶更名为“尊重”。,,,,,,source fact or legal provision needed for rubric match,F0191:rendered paper page 6.,cowork_refined_from_paper_text_or_rendered_page
M_CC0276_2026_房山_二模_17_02,CC0276_2026_房山_二模_17,在保护方面，中国出台外商投资法及其实施条例，加强对内外资企业保护,在保护方面，中国出台外商投资法及其实施条例，加强对内外资企业保护,,,,,,source fact or legal provision needed for rubric match,F0191:rendered paper page 6.,cowork_refined_from_paper_text_or_rendered_page
M_CC0276_2026_房山_二模_17_03,CC0276_2026_房山_二模_17,在司法实践层面注重保护中外当事人合法权益。,在司法实践层面注重保护中外当事人合法权益。,,,,,,source fact or legal provision needed for rubric match,F0191:rendered paper page 6.,cowork_refined_from_paper_text_or_rendered_page
M_CC0276_2026_房山_二模_17_04,CC0276_2026_房山_二模_17,在速度方面，上海优化“调解、仲裁、诉讼”相衔接的国际商事一站式线上解纷平台，当事人可网上立案、在线调解、远程参加庭审、在线接收材料。,在速度方面，上海优化“调解、仲裁、诉讼”相衔接的国际商事一站式线上解纷平台，当事人可网上立案、在线调解、远程参加庭审、在线接收材料。,,,,yes,仲裁；调解；诉讼,source fact or legal provision needed for rubric match,F0191:rendered paper page 6.,cowork_refined_from_paper_text_or_rendered_page
M_CC0276_2026_房山_二模_17_05,CC0276_2026_房山_二模_17,在经验方面，海事法院引入外国船东保赔协会参与调解，探索人民法院引导、船舶航运相关组织共同参与的涉外海事纠纷化解模式。,在经验方面，海事法院引入外国船东保赔协会参与调解，探索人民法院引导、船舶航运相关组织共同参与的涉外海事纠纷化解模式。,,,,yes,调解；涉外,source fact or legal provision needed for rubric match,F0191:rendered paper page 6.,cowork_refined_from_paper_text_or_rendered_page
M_CC0277_2026_房山_二模_18_01,CC0277_2026_房山_二模_18,OPC与“数字员工”正以前所未有的速度重塑商业生态，但同时需要明确法律边界。,OPC与“数字员工”正以前所未有的速度重塑商业生态，但同时需要明确法律边界。,,,,,,source fact or legal provision needed for rubric match,F0191:rendered paper page 7.,cowork_refined_from_paper_text_or_rendered_page
M_CC0277_2026_房山_二模_18_02,CC0277_2026_房山_二模_18,风险1：数字员工撰写行业文章并生成某家公司的虚假负面数据，文章发布后该公司发来律师函。,风险1：数字员工撰写行业文章并生成某家公司的虚假负面数据，文章发布后该公司发来律师函。,,,,yes,,source fact or legal provision needed for rubric match,F0191:rendered paper page 7.,cowork_refined_from_paper_text_or_rendered_page
M_CC0277_2026_房山_二模_18_03,CC0277_2026_房山_二模_18,风险2：创业者为图方便，将公司的核心代码、独家运营策略上传到公共AI平台优化，不久后竞争对手拥有类似方案。,风险2：创业者为图方便，将公司的核心代码、独家运营策略上传到公共AI平台优化，不久后竞争对手拥有类似方案。,,,,yes,,source fact or legal provision needed for rubric match,F0191:rendered paper page 7.,cowork_refined_from_paper_text_or_rendered_page
M_CC0277_2026_房山_二模_18_04,CC0277_2026_房山_二模_18,风险3：创业者让数字员工设计国潮风手机壳图案，既有传统纹样又有现代元素，并直接生产销售，不久收到法院传票。,风险3：创业者让数字员工设计国潮风手机壳图案，既有传统纹样又有现代元素，并直接生产销售，不久收到法院传票。,,,,yes,,source fact or legal provision needed for rubric match,F0191:rendered paper page 7.,cowork_refined_from_paper_text_or_rendered_page
M_CC0317_2026_海淀_期末_18_01,CC0317_2026_海淀_期末_18,住房租赁市场规模持续扩大，合同纠纷不断增加，此类纠纷所涉合同大多是由住房租赁企业提供的合同范本。,住房租赁市场规模持续扩大，合同纠纷不断增加，此类纠纷所涉合同大多是由住房租赁企业提供的合同范本。,,,,yes,合同,source fact or legal provision needed for rubric match,F0217:rendered paper page 6.,cowork_refined_from_paper_text_or_rendered_page
M_CC0317_2026_海淀_期末_18_02,CC0317_2026_海淀_期末_18,小海准备与住房租赁企业签订两年租赁合同，合同条款约定：合同期满后，不得在住房租赁企业不知情的情况下与房屋产权人私下建立租赁关系，否则视为违约，乙方需赔偿甲方一个月租金作为违约金。,小海准备与住房租赁企业签订两年租赁合同，合同条款约定：合同期满后，不得在住房租赁企业不知情的情况下与房屋产权人私下建立租赁关系，否则视为违约，乙方需赔偿甲方一个月租金作为违约金。,,,,yes,违约；合同,source fact or legal provision needed for rubric match,F0217:rendered paper page 6.,cowork_refined_from_paper_text_or_rendered_page
M_CC0317_2026_海淀_期末_18_03,CC0317_2026_海淀_期末_18,小海希望更改条款，但对方表示合同由企业为重复使用而预先拟定，该条款不能更改。,小海希望更改条款，但对方表示合同由企业为重复使用而预先拟定，该条款不能更改。,,,,,合同,source fact or legal provision needed for rubric match,F0217:rendered paper page 6.,cowork_refined_from_paper_text_or_rendered_page
M_CC0317_2026_海淀_期末_18_04,CC0317_2026_海淀_期末_18,小海认为该条款无效。,小海认为该条款无效。,,,,,,source fact or legal provision needed for rubric match,F0217:rendered paper page 6.,cowork_refined_from_paper_text_or_rendered_page
M_CC0318_2026_海淀_期末_18_2_01,CC0318_2026_海淀_期末_18_2,2025年9月，我国首部专门规范住房租赁市场的行政法规《住房租赁条例》正式施行。,2025年9月，我国首部专门规范住房租赁市场的行政法规《住房租赁条例》正式施行。,,,,,,source fact or legal provision needed for rubric match,F0217:rendered paper page 6.,cowork_refined_from_paper_text_or_rendered_page
M_CC0318_2026_海淀_期末_18_2_02,CC0318_2026_海淀_期末_18_2,《住房租赁条例》第二十八条要求主管部门制定并公布住房租赁合同、住房租赁经纪服务合同示范文本。,《住房租赁条例》第二十八条要求主管部门制定并公布住房租赁合同、住房租赁经纪服务合同示范文本。,,,,,合同,source fact or legal provision needed for rubric match,F0217:rendered paper page 6.,cowork_refined_from_paper_text_or_rendered_page
M_CC0318_2026_海淀_期末_18_2_03,CC0318_2026_海淀_期末_18_2,《住房租赁条例》第三十三条要求有关部门和行业组织加强住房租赁行业诚信建设，建立住房租赁企业、经纪机构及从业人员信用评价制度，将违法违规行为记入信用记录并纳入全国信用信息共享平台，根据信用状况实施分级分类监管。,《住房租赁条例》第三十三条要求有关部门和行业组织加强住房租赁行业诚信建设，建立住房租赁企业、经纪机构及从业人员信用评价制度，将违法违规行为记入信用记录并纳入全国信用信息共享平台，根据信用状况实施分级分类监管。,,,,,,source fact or legal provision needed for rubric match,F0217:rendered paper page 6.,cowork_refined_from_paper_text_or_rendered_page
M_CC0319_2026_海淀_期末_19_01,CC0319_2026_海淀_期末_19,甲公司是国内较大的综合性票务平台，运营具有售票功能的应用程序。,甲公司是国内较大的综合性票务平台，运营具有售票功能的应用程序。,,,,,,source fact or legal provision needed for rubric match,F0217:rendered paper page 7.,cowork_refined_from_paper_text_or_rendered_page
M_CC0319_2026_海淀_期末_19_02,CC0319_2026_海淀_期末_19,郑某通过网络店铺销售针对甲公司售票应用程序的抢票软件，甲公司认为该软件规避平台“先到先得”的购票规则，妨碍售票业务正常开展。,郑某通过网络店铺销售针对甲公司售票应用程序的抢票软件，甲公司认为该软件规避平台“先到先得”的购票规则，妨碍售票业务正常开展。,,,,,,source fact or legal provision needed for rubric match,F0217:rendered paper page 7.,cowork_refined_from_paper_text_or_rendered_page
M_CC0319_2026_海淀_期末_19_03,CC0319_2026_海淀_期末_19,甲公司提起诉讼，主张郑某行为构成不正当竞争，请求判令郑某停止侵权、赔偿经济损失。,甲公司提起诉讼，主张郑某行为构成不正当竞争，请求判令郑某停止侵权、赔偿经济损失。,,,,yes,侵权；诉讼,source fact or legal provision needed for rubric match,F0217:rendered paper page 7.,cowork_refined_from_paper_text_or_rendered_page
M_CC0319_2026_海淀_期末_19_04,CC0319_2026_海淀_期末_19,郑某认为其与甲公司不存在竞争关系，仅销售涉案抢票软件且并非研发者，销售行为没有造成甲公司票务收入减少，不构成不正当竞争。,郑某认为其与甲公司不存在竞争关系，仅销售涉案抢票软件且并非研发者，销售行为没有造成甲公司票务收入减少，不构成不正当竞争。,,,,,,source fact or legal provision needed for rubric match,F0217:rendered paper page 7.,cowork_refined_from_paper_text_or_rendered_page
M_CC0319_2026_海淀_期末_19_05,CC0319_2026_海淀_期末_19,人民法院认为被诉行为构成不正当竞争,人民法院认为被诉行为构成不正当竞争,,,,,,source fact or legal provision needed for rubric match,F0217:rendered paper page 7.,cowork_refined_from_paper_text_or_rendered_page
M_CC0319_2026_海淀_期末_19_06,CC0319_2026_海淀_期末_19,鉴于被诉行为已经停止，判决郑某赔偿原告公司经济损失。,鉴于被诉行为已经停止，判决郑某赔偿原告公司经济损失。,,,,,,source fact or legal provision needed for rubric match,F0217:rendered paper page 7.,cowork_refined_from_paper_text_or_rendered_page
M_CC0319_2026_海淀_期末_19_07,CC0319_2026_海淀_期末_19,《反不正当竞争法》规定，不正当竞争行为是经营者在生产经营活动中扰乱市场竞争秩序，损害其他经营者或者消费者合法权益的行为。,《反不正当竞争法》规定，不正当竞争行为是经营者在生产经营活动中扰乱市场竞争秩序，损害其他经营者或者消费者合法权益的行为。,,,,yes,反不正当竞争法；消费者,source fact or legal provision needed for rubric match,F0217:rendered paper page 7.,cowork_refined_from_paper_text_or_rendered_page
M_CC0353_2026_西城_期末_17_01,CC0353_2026_西城_期末_17,T公司在其APP内设置“青少年模式”，首页有弹窗提示，APP服务协议明确禁止修改软件功能或运行效果，以及任何危害未成年人的行为。,T公司在其APP内设置“青少年模式”，首页有弹窗提示，APP服务协议明确禁止修改软件功能或运行效果，以及任何危害未成年人的行为。,,,,,,source fact or legal provision needed for rubric match,F0221/F0399:rendered paper page 6; answer reference page 11.,cowork_refined_from_paper_text_or_rendered_page
M_CC0353_2026_西城_期末_17_02,CC0353_2026_西城_期末_17,B公司将“自动关闭青少年模式弹窗”设为限时免费的会员特权，以吸引用户安装其APP，并利用技术手段屏蔽T公司APP的“青少年模式”入口弹窗。,B公司将“自动关闭青少年模式弹窗”设为限时免费的会员特权，以吸引用户安装其APP，并利用技术手段屏蔽T公司APP的“青少年模式”入口弹窗。,,,,,,source fact or legal provision needed for rubric match,F0221/F0399:rendered paper page 6; answer reference page 11.,cowork_refined_from_paper_text_or_rendered_page
M_CC0353_2026_西城_期末_17_03,CC0353_2026_西城_期末_17,T公司向法院起诉B公司，请求认定其不正当竞争行为并赔偿经济损失。,T公司向法院起诉B公司，请求认定其不正当竞争行为并赔偿经济损失。,,,,yes,,source fact or legal provision needed for rubric match,F0221/F0399:rendered paper page 6; answer reference page 11.,cowork_refined_from_paper_text_or_rendered_page
M_CC0353_2026_西城_期末_17_04,CC0353_2026_西城_期末_17,法院认为被告行为构成不正当竞争，全额支持原告诉讼请求。,法院认为被告行为构成不正当竞争，全额支持原告诉讼请求。,,,,yes,诉讼,source fact or legal provision needed for rubric match,F0221/F0399:rendered paper page 6; answer reference page 11.,cowork_refined_from_paper_text_or_rendered_page
M_CC0353_2026_西城_期末_17_05,CC0353_2026_西城_期末_17,《未成年人保护法》第七十四条第二款要求网络服务提供者针对未成年人使用其服务设置相应的时间管理、权限管理、消费管理等功能。,《未成年人保护法》第七十四条第二款要求网络服务提供者针对未成年人使用其服务设置相应的时间管理、权限管理、消费管理等功能。,,,,,未成年人保护法,source fact or legal provision needed for rubric match,F0221/F0399:rendered paper page 6; answer reference page 11.,cowork_refined_from_paper_text_or_rendered_page
M_CC0011_2024_丰台_二模_17_01,CC0011_2024_丰台_二模_17,民法典规定：民事主体从事民事活动，应当有利于节约资源、保护生态环境,民法典规定：民事主体从事民事活动，应当有利于节约资源、保护生态环境,,,,,民法典,source fact or legal provision needed for rubric match,F0048:rendered paper page 5; F0047/F0270:rubric text.,cowork_refined_from_paper_text_or_rendered_page
M_CC0011_2024_丰台_二模_17_02,CC0011_2024_丰台_二模_17,民事主体依法享有知识产权,民事主体依法享有知识产权,,,,,知识产权,source fact or legal provision needed for rubric match,F0048:rendered paper page 5; F0047/F0270:rubric text.,cowork_refined_from_paper_text_or_rendered_page
M_CC0011_2024_丰台_二模_17_03,CC0011_2024_丰台_二模_17,因污染环境、破坏生态造成他人损害的，侵权人应当承担侵权责任。,因污染环境、破坏生态造成他人损害的，侵权人应当承担侵权责任。,,,,yes,侵权,source fact or legal provision needed for rubric match,F0048:rendered paper page 5; F0047/F0270:rubric text.,cowork_refined_from_paper_text_or_rendered_page
M_CC0011_2024_丰台_二模_17_04,CC0011_2024_丰台_二模_17,案例一中，某公司发明专利技术解决长期污水污泥分离不彻底、处理工序复杂化等问题，通过操控屏控制移动杆实现过滤速度可控，降低污水净化成本，提高污水净化效率，延长装置使用寿命，并在多地村庄生活污水治理项目中应用推广。,案例一中，某公司发明专利技术解决长期污水污泥分离不彻底、处理工序复杂化等问题，通过操控屏控制移动杆实现过滤速度可控，降低污水净化成本，提高污水净化效率，延长装置使用寿命，并在多地村庄生活污水治理项目中应用推广。,,,,,,source fact or legal provision needed for rubric match,F0048:rendered paper page 5; F0047/F0270:rubric text.,cowork_refined_from_paper_text_or_rendered_page
M_CC0011_2024_丰台_二模_17_05,CC0011_2024_丰台_二模_17,案例二中，甲公司长期超标排放废水、废气等污染物，损害环境公共利益并严重影响周边居民日常生活。,案例二中，甲公司长期超标排放废水、废气等污染物，损害环境公共利益并严重影响周边居民日常生活。,,,,yes,,source fact or legal provision needed for rubric match,F0048:rendered paper page 5; F0047/F0270:rubric text.,cowork_refined_from_paper_text_or_rendered_page
