entry_id,suite_id,question_no,sub_part,target_node,evidence_level,rubric_excerpt_short,evidence_path,boundary_note
2025_门头沟_一模__Q21-2__实践与认识具体的历史的统一,2025_门头沟_一模,21,(2),认识论/实践与认识的关系,rubric-formal,其他模块（如：坚持党的全面领导的政治优势、主观与客观认识与实践的具体的历史的统一正确价值判断与价值选择意识的能动作用、传承红色基因、发展文化事业与文化产业协调物质文明和精神文明）,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/细则/细则.doc 第21(2)题细则,
2025_门头沟_一模__Q21-2__价值判断与价值选择,2025_门头沟_一模,21,(2),价值观 / 人生观/价值判断与价值选择,rubric-formal,其他模块（如：坚持党的全面领导的政治优势、主观与客观认识与实践的具体的历史的统一正确价值判断与价值选择意识的能动作用、传承红色基因、发展文化事业与文化产业协调物质文明和精神文明）,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/细则/细则.doc 第21(2)题细则,
2025_顺义_一模__Q4__价值判断与价值选择,2025_顺义_一模,4,,价值观 / 人生观/价值判断与价值选择,rubric-formal,参考答案：D（②居民互联网使用时间的大幅增加反映出生活方式与信息技术的深刻互动；④居民更加注重健身、学习等内容是基于价值判断基础上做出的价值选择）,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/试卷/试卷.pdf 第10页 第4题参考答案,
2025_顺义_一模__Q16__辩证否定观,2025_顺义_一模,16,,辩证法/辩证否定观,rubric-formal,"哲学角度（含等字）：规律、联系、发展（含发展的普遍性、质量变、辩证否定/扬弃/守正创新等同类发展观点）、矛盾、价值观等。本条以""古老的成为新生的""为材料触发点，对应辩证否定（扬弃）逻辑。",/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/细则/细则.docx 第16题评分细则,"细则用""等""字未逐字明列辩证否定；本条按""等字延伸 + 材料同义触发""补入，证据强度低于明列条目。"
2025_顺义_一模__Q16__联系的观点,2025_顺义_一模,16,,辩证法/联系的观点,rubric-formal,联系——文化与科技融合——借助3D建模、动态水墨等技术手段——展现中华文化与中华文明。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/细则/细则.docx 第16题评分细则,
2025_顺义_一模__Q16__发展的观点,2025_顺义_一模,16,,辩证法/发展的观点,rubric-formal,发展——发展的普遍性——人类社会和人的认识都是不断发展的——'古老的'的优秀传统文化借助科技焕发新的生机与活力。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/细则/细则.docx 第16题评分细则,
2025_顺义_一模__Q16__价值观的导向作用,2025_顺义_一模,16,,价值观 / 人生观/价值判断与价值选择,rubric-formal,哲学角度：价值观等。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/细则/细则.docx 第16题评分细则,
2025_顺义_一模__Q21__整体与部分,2025_顺义_一模,21,,辩证法/联系的观点,rubric-formal,哲学角度：整体由部分构成，部分的功能及其变化影响整体功能。小家是民族与国家这个整体的组成部分，小家的和谐稳定、积极向上，能为民族和国家发展提供坚实基础和精神动力。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/试卷/试卷.pdf 第18页 第21题参考答案,
2025_顺义_一模__Q21__价值判断与价值选择,2025_顺义_一模,21,,价值观 / 人生观/价值判断与价值选择,rubric-formal,中国共产党人不仅继承和弘扬中华民族传统家庭美德，还把党的性质、宗旨有机融入家庭生活之中，把个人追求、家庭幸福与民族独立、国家富强紧紧联系在一起。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/试卷/试卷.pdf 第18页 第21题参考答案,
2026_东城_一模__Q16__矛盾普遍性,2026_东城_一模,16,,辩证法/矛盾就是对立统一,rubric-formal,哲学：人民群众是社会历史的主体、矛盾的主次方面（情绪需求是次要方面，思想性、艺术性是主要方面）、价选与价判、社会意识的反作用、系统观点看问题等。明确指出观点'片面'，辩证分析合理与不合理之处,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/16.pptx 第16题,细则口径：细则要求'明确指出观点片面，辩证分析合理与不合理之处'，并把'矛盾的主次方面'列为核心考点。
2026_东城_一模__Q16__两点论与重点论,2026_东城_一模,16,,辩证法/两点论与重点论,rubric-formal,矛盾的主次方面（情绪需求是次要方面，思想性、艺术性是主要方面）……矛盾的主次方面辩证关系要求我们抓主流，文艺作品的思想性、艺术性是矛盾的主要方面，情绪需求是次要方面，不能以次要方面代替事物本质。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/16.pptx 第16题,
2026_东城_一模__Q16__人民群众,2026_东城_一模,16,,历史唯物主义/人民群众,rubric-formal,人民群众是社会历史的主体……优秀文艺作品必须坚持以人民为中心的创作导向，贴近大众情绪、回应人民关切；社会主义文艺本质上是人民的文艺，能够反映大众心声、引发情感共鸣的文艺作品，更容易被群众接受,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/16.pptx 第16题,细则口径：细则把'人民群众是社会历史的主体'列为核心考点，并在示例答案明确：'优秀文艺作品必须坚持以人民为中心的创作导向，贴近大众情绪、回应人民关切'。
2026_东城_一模__Q16__价值判断与价值选择,2026_东城_一模,16,,价值观 / 人生观/价值判断与价值选择,rubric-formal,价选与价判……或者价值导向、强调人民与规律,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/16.pptx 第16题,细则口径：细则把'价选与价判'列为核心考点，并在'特别关注'指出可强调'价值导向、强调人民与规律'。
2026_东城_一模__Q16__社会存在与社会意识,2026_东城_一模,16,,历史唯物主义/社会存在与社会意识,rubric-formal,社会意识的反作用,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/16.pptx 第16题,
2026_东城_一模__Q19_4__系统观念系统优化,2026_东城_一模,19,(4),辩证法/系统观念 系统优化,rubric-formal,系统观念：立足整体，树立全局观念；用综合的思维方法认识事物；遵循内部结构有序性、注重内部结构的优化趋向；实现整体功能大于部分功能之和；科学的处理'此'与'彼'的关系科学地处理整体与部分的关系；整体性等。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（4）.pptx 第19(4)题,原文细则口径已转入审计：设问直接要求运用'系统观念'，细则在'系统观念'栏目逐字给出原理：立足整体、综合的思维方法、内部结构优化、整体功能大于部分之和、整体与部分关系等。材料中'从点到链的系统跃升''构建创新生态''让原创成果走下书架摆上货架'都是把局部成果整合进
2026_东城_一模__Q20__实践是认识的基础,2026_东城_一模,20,,认识论/实践是认识的基础,rubric-formal,'不断深化——对XX规律性认识'：实践决定认识/认识反作用于实践/在实践中检验发展真理/认识上升性/发展观,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/20.pptx 第20题,细则口径：细则在'紧扣问题'一栏明确：'不断深化——对XX规律性认识'对应'实践决定认识/在实践中检验发展真理'。
2026_东城_一模__Q20__认识发展原理,2026_东城_一模,20,,认识论/认识发展原理,rubric-formal,认识上升性/发展观,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/20.pptx 第20题,细则口径：细则把'认识上升性/发展观'与'实践决定认识'并列。
2026_东城_一模__Q20__人民群众,2026_东城_一模,20,,历史唯物主义/人民群众,rubric-formal,人民角度——群众观/以人民为中心/人民立场——保障人民权益/满足人民美好生活需要/保障民生,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/20.pptx 第20题,细则口径：细则在'人民角度'明确：'群众观/以人民为中心/人民立场——保障人民权益/满足人民美好生活需要/保障民生'。
2026_东城_期末__Q16__矛盾对立统一,2026_东城_期末,16,,辩证法/矛盾就是对立统一,rubric-formal,细则示例原文：白，不止于白。'留白'作为中国画传统艺术手法，是对矛盾对立统一思维方法的极致运用。用'无'衬托'有'，以'虚'映衬'实'，虚实结合，于方寸间尽显天地之宽、意境之美。细则知识角度：哲学：矛盾对立统一、价值观（价值判断和价值选择）、意识能动作用（社会意识）、整体部分等。等级赋分：6-7分准确运用3个知识，哲学与文化兼顾。,"/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx slide 23, 24（细则示例第一段原文）；/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/试卷/试卷.pdf 第5-6页 第16题",
2026_东城_期末__Q16__价值观的导向作用,2026_东城_期末,16,,价值观 / 人生观/价值观的导向作用,rubric-formal,细则示例原文：价值观具有导向作用。'清白'所代表的清正廉洁、刚正不阿的道德准则，承载着中华民族共同的价值观。既有利于塑造高尚正直的人格，也承载着对家国百姓的责任担当。,"/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx slide 23, 24（细则示例第二段原文）",
2026_东城_期末__Q21__系统观念,2026_东城_期末,21,,辩证法/系统观念 / 系统优化,rubric-formal,细则示例原文：（思维方法角度）运用系统观念/科学思维/辩证思维/矛盾观/尊重客观规律等。立足整体、统筹全局，以优势地区带动其他地区发展，统筹东中西部、南北方协调发展，国内协同与内外联动，推动中国式现代化进程。（系统的要素、统筹的部分、分析综合的对象合理即可）,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx slide 79（细则示例 思维方法角度原文）；/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/试卷/试卷.pdf 第7页 第21题,
2026_丰台_一模__Q16__矛盾就是对立统一,2026_丰台_一模,16,,辩证法/矛盾就是对立统一,rubric-formal,哲学（1）坚持矛盾的观点，用全面、辩证的眼光看问题。矛盾具有普遍性，人工智能既作为新科技革命的成果，为人类文明进步注入强劲动能，同时也带来了风险与隐忧。这要求我们坚持一分为二的观点，既要看到AI的积极作用，又要正视其带来的挑战。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx 第16题,
2026_丰台_一模__Q16__两点论与重点论,2026_丰台_一模,16,,辩证法/两点论与重点论,rubric-formal,或者进一步阐述：坚持两点论与重点论的统一。AI的积极作用是主流，风险与隐忧是支流。我们要抓住主流，充分利用AI技术促进发展，同时不能忽视支流，需加强规范引导。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx 第16题,原文细则口径已转入审计：细则在矛盾普遍性下进一步给出'两点论与重点论的统一。AI的积极作用是主流，风险与隐忧是支流'。材料用大量具体表述（修复壁画/数字创作焕发新生/智能翻译/AI注入新智慧）凸显积极主流，再用'与此同时'引出支流问题。学生看到这种主次分明的对比时
2026_丰台_一模__Q16__联系普遍性,2026_丰台_一模,16,,辩证法/联系普遍性,rubric-formal,哲学（2）坚持联系的观点，立足整体，统筹部分。人工智能的发展与社会生活、文化传承、民生福祉紧密相连。推动其健康发展需要统筹兼顾科技、伦理与社会公平，实现整体的最优目标。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx 第16题,
2026_丰台_一模__Q16__价值判断与价值选择,2026_丰台_一模,16,,价值观 / 人生观/价值判断与价值选择,rubric-formal,哲学（3）坚持正确的价值观，发挥科学价值观的导向作用。以哲学智慧指引方向，要求我们遵循社会发展规律，自觉站在最广大人民的立场上/做出正确的价值判断和价值选择，确保人工智能朝着有益、安全、公平方向健康发展。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx 第16题,
2026_丰台_一模__Q21__系统观念系统优化,2026_丰台_一模,21,,辩证法/系统观念 系统优化,rubric-formal,本题可以从党的领导、系统思维（发展观）、辩证思维（矛盾观）、遵循规律、超前思维、斗争精神、中国式现代化等角度作答……8-9分:观点明确，运用知识回应问题，逻辑严密，条理清晰，结构鲜明，能准确说出识变应变求变三者之间的关系。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx 第21题,原文细则口径已转入审计：细则把'系统思维（发展观）'列为可选角度。材料【科学应变】用'东数西算''统一大市场布局全国一盘棋''山水林田湖草沙一体化保护和系统治理'三组关键短语呈现把局部整合为整体的系统应对。学生看到'一盘棋''一体化保护和系统治理'这些表述时，应当
2026_丰台_一模__Q21__矛盾就是对立统一,2026_丰台_一模,21,,辩证法/矛盾就是对立统一,rubric-formal,本题可以从党的领导、系统思维（发展观）、辩证思维（矛盾观）、遵循规律、超前思维、斗争精神、中国式现代化等角度作答,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx 第21题,原文细则口径已转入审计：细则把'辩证思维（矛盾观）'列为可选角度。材料【主动求变】部分把'风险挑战'与'光明未来''重大科技突破''首健布局''高水平对外开放'同时摆出，呈现风险与机遇的对立统一。学生看到'必然面临各类风险挑战，唯有主动求变才能开辟光明未来'这种'
2026_丰台_一模__Q21__尊重客观规律与发挥主观能动性,2026_丰台_一模,21,,唯物论/尊重客观规律与发挥主观能动性相结合,rubric-formal,本题可以从党的领导、系统思维（发展观）、辩证思维（矛盾观）、遵循规律、超前思维、斗争精神、中国式现代化等角度作答,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx 第21题,原文细则口径已转入审计：细则把'遵循规律'列为可选角度。材料把识变（精准把握我国经济社会发展规律新变化）、应变（科学决策）、求变（主动开拓）三者并列，体现了在尊重客观规律基础上发挥主观能动性。学生看到'精准识变''科学应变''主动求变'这种规律—能动性结合表述时，
2026_丰台_期末__Q16__矛盾对立统一,2026_丰台_期末,16,,辩证法/矛盾就是对立统一,rubric-formal,Q16 细则哲学角度：留白，于疏密间见张弛，于空白处藏深意，体现矛盾双方对立统一，相互对立、相互依存。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026丰台期末/试卷/试卷.pdf 第6页渲染图；细则/细则.pdf 第4页,
2026_丰台_期末__Q16__量变质变适度,2026_丰台_期末,16,,辩证法/量变与质变 / 适度原则,rubric-formal,Q16 细则哲学角度：量变是质变的必要准备，质变是量变的必然结果；留白的“度”是关键，适度留白涵养生机、积蓄力量，过度留白会化为空旷、走向虚无，要把握适度原则。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026丰台期末/试卷/试卷.pdf 第6页渲染图；细则/细则.pdf 第4页,
2026_丰台_期末__Q16__整体与部分联系,2026_丰台_期末,16,,辩证法/整体与部分,rubric-formal,Q16 细则哲学角度：留白体现立足整体、正确处理整体与部分关系；留白与周围事物相互联系、相互影响，营造和谐有序的整体意境之美。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026丰台期末/试卷/试卷.pdf 第6页渲染图；细则/细则.pdf 第4页,
2026_丰台_期末__Q16__规律与能动性,2026_丰台_期末,16,,唯物论/尊重客观规律与发挥主观能动性相结合,rubric-formal,Q16 细则哲学角度：留白需要人们在尊重客观规律的基础上充分发挥主观能动性，才能营造出和谐美好的整体意境。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026丰台期末/试卷/试卷.pdf 第6页渲染图；细则/细则.pdf 第4页,
2026_延庆_一模__Q16__矛盾就是对立统一,2026_延庆_一模,16,,辩证法/矛盾就是对立统一,rubric-formal,可从矛盾观、群众观点、矛盾特殊性、辩证否定观、文化的传承与创新等角度作答……评分细则：哲学：矛盾即对立统一/辩证否定观/矛盾特殊性/群众观点和群众路线/社会意识,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx 第16题,原文细则口径已转入审计：细则在Q16评分细则中明确把'矛盾即对立统一'列为哲学采分点。材料标题'让灵魂与高楼共生长'本身即'对立统一'命题：城市文脉与现代化高楼并非二选一，而是相互依存、相互渗透。学生看到'让灵魂与高楼共生长''历史与现代共生''既保留……又赋予新
2026_延庆_一模__Q16__辩证否定守正创新,2026_延庆_一模,16,,辩证法/辩证否定 守正创新,rubric-formal,可从矛盾观、群众观点、矛盾特殊性、辩证否定观、文化的传承与创新等角度作答……评分细则：哲学：矛盾即对立统一/辩证否定观/矛盾特殊性/群众观点和群众路线/社会意识,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx 第16题,原文细则口径已转入审计：细则在Q16哲学采分点逐字给出'辩证否定观'。材料中'保留工业元素''内部空间改造和功能升级''改造百年棉纺厂旧址，融合非遗展示、文创市集、沉浸式体验''微改造'——都是对原有事物'保留+扬弃+生发新内容'的辩证否定式更新，不是拆毁式否定。
2026_延庆_一模__Q16__矛盾特殊性具体问题具体分析,2026_延庆_一模,16,,辩证法/矛盾特殊性 / 具体问题具体分析,rubric-formal,可从矛盾观、群众观点、矛盾特殊性、辩证否定观、文化的传承与创新等角度作答……评分细则：哲学：矛盾即对立统一/辩证否定观/矛盾特殊性,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx 第16题,原文细则口径已转入审计：细则在Q16哲学采分点明确给出'矛盾特殊性'。材料标题'避免千城一面'即直接对应矛盾特殊性原理：北京古都记忆、天津津派工业文明、上海海纳百川、广东惠州乡愁认同——每个城市的文脉特殊性是独一无二的。学生看到'避免千城一面'+各地具体不同做法时
2026_延庆_一模__Q16__人民群众,2026_延庆_一模,16,,历史唯物主义/人民群众,rubric-formal,可从矛盾观、群众观点、矛盾特殊性、辩证否定观、文化的传承与创新等角度作答……评分细则：哲学：矛盾即对立统一/辩证否定观/矛盾特殊性/群众观点和群众路线,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx 第16题,原文细则口径已转入审计：细则在Q16哲学采分点明确把'群众观点和群众路线'列为可入角度。材料用'关注公众获得感''塑造城市凝聚力''参观体验''情感纽带''归属感'多次落到人民群众的现实感受。学生看到'公众获得感''市民归属感''集体记忆''城市精神'这些表述时，
2026_延庆_一模__Q20__发展的观点,2026_延庆_一模,20,,辩证法/发展的观点,rubric-formal,可从习近平新时代中国特色社会主义思想、中国式现代化的本质特征、发展观、规律、矛盾观、发挥主观能动性等角度作答……必修4发展观、规律、矛盾观、发挥主观能动性,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx 第20题,原文细则口径已转入审计：细则在Q20常见知识中明确给出'必修4：发展观'。材料用'阶梯式递进''不断发展进步''承前启后''全面发力''关键时期'描绘社会主义现代化进程，凸显的就是事物是不断发展的、发展是有过程性的。学生看到'阶梯式递进''承前启后''关键时期'这
2026_延庆_一模__Q20__规律的客观性,2026_延庆_一模,20,,唯物论/规律的客观性,rubric-formal,可从习近平新时代中国特色社会主义思想、中国式现代化的本质特征、发展观、规律、矛盾观、发挥主观能动性等角度作答……必修4发展观、规律、矛盾观、发挥主观能动性,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx 第20题,
2026_延庆_一模__Q20__尊重客观规律与发挥主观能动性,2026_延庆_一模,20,,唯物论/尊重客观规律与发挥主观能动性相结合,rubric-formal,必修4发展观、规律、矛盾观、发挥主观能动性,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx 第20题,
2026_延庆_一模__Q20__矛盾就是对立统一,2026_延庆_一模,20,,辩证法/矛盾就是对立统一,rubric-formal,必修4发展观、规律、矛盾观、发挥主观能动性,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx 第20题,
2026_房山_一模__Q16_2__一切从实际出发实事求是,2026_房山_一模,16,(2),唯物论/一切从实际出发实事求是,rubric-formal,可从矛盾普遍性和特殊性的统一、一切从实际出发、联系的观点等角度作答……尊重物质运动的客观规律，从客观存在的事物出发，经过调查研究，找出事物本身的规律性,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/细则/细则.docx 第16(2)题,原文细则口径已转入审计：细则在Q16(2)栏目逐字给出'一切从实际出发……尊重物质运动的客观规律，从客观存在的事物出发，经过调查研究，找出事物本身的规律性'。材料一各项房山具体做法（口岸数字化、'沙戈荒'清洁能源、草原盖效益型升级、文化展示活动）正是依托当地客观条
2026_房山_一模__Q16_2__矛盾普遍性与特殊性,2026_房山_一模,16,(2),辩证法/矛盾普遍性与特殊性,rubric-formal,可从矛盾普遍性和特殊性的统一、一切从实际出发、联系的观点等角度作答……矛盾普遍性与特殊性具体的历史统一（比如产业发展-清洁能源产业）/在普遍性的指导下具体问题具体分析,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/细则/细则.docx 第16(2)题,
2026_房山_一模__Q16_2__联系普遍性,2026_房山_一模,16,(2),辩证法/联系普遍性,rubric-formal,♣7分 融入大局中找定位/系统/整体……联系观（在大局中找准定位）,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/细则/细则.docx 第16(2)题,原文细则口径已转入审计：细则在7分等级要求'融入大局中找定位/系统/整体'，并明确'联系观（在大局中找准定位）'。材料一房山的每一项具体做法都不是孤立行动，而是在国家战略大局中对外开放、绿色发展、乡村振兴、文化建设的具体落点。学生看到'大局中找准定位''县域经济'
2026_房山_一模__Q20__实践与认识总,2026_房山_一模,20,,认识论/实践与认识总,rubric-formal,♣6-8分 从原因层面（必修三：党的地位、法的重要性、党与法的关系/必修四：认识与实践、系统优化等）,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/细则/细则.docx 第20题,原文细则口径已转入审计：细则在Q20'原因层面'明确给出'必修四：认识与实践'。材料强调'坚持依法治国和依规治党有机统一'既是习近平法治思想核心要义，又是党面向新时代回应'我们党长期执政必须面对的现实课题'的认识成果——这是在长期治党治国实践中形成、并指导新时代实
2026_房山_一模__Q20__系统观念系统优化,2026_房山_一模,20,,辩证法/系统观念 系统优化,rubric-formal,♣6-8分 从原因层面（必修三：党的地位、法的重要性、党与法的关系/必修四：认识与实践、系统优化等）……进一步推动治党治国在体价值目标与运行机制上深度融合，有力地保障治党治国的系统性、整体性、协同性,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/细则/细则.docx 第20题,原文细则口径已转入审计：细则在Q20'原因层面'明确把'必修四：系统优化'列为可入角度。材料强调'治党治国在体价值目标与运行机制上深度融合''系统性、整体性、协同性'，体现的就是把治党与治国作为一个有机系统进行整体优化。学生看到'有机统一''深度融合''系统性、整
2026_朝阳_一模__Q16__尊重客观规律与发挥主观能动性,2026_朝阳_一模,16,,唯物论/尊重客观规律与发挥主观能动性相结合,rubric-formal,必答角度①尊重客观规律与发挥主观能动性的辩证关系。3分（核心哲学考点）——紧扣'独特智慧'（历法是人们认识自然界时间变化规律的智慧结晶）,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/细则/细则.docx 第16题,原文细则口径已转入审计：细则把'尊重客观规律与发挥主观能动性的辩证关系'列为3分必答核心哲学考点，并明确要紧扣'独特智慧——历法是人们认识自然界时间变化规律的智慧结晶'。材料中'以太阳运行的回归年定年''以月亮运行的朔望月定月'是规律的客观存在，'十九年七闰''独
2026_朝阳_一模__Q16__联系普遍性,2026_朝阳_一模,16,,辩证法/联系普遍性,rubric-formal,选答角度：哲学类（认识论/实践与认识、联系观/系统优化、对立统一）……答案示例：'农历将阳历与阴历有机结合，统筹天文、物候与农事安排，注重把握事物之间的内在联系',/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/细则/细则.docx 第16题,原文细则口径已转入审计：细则给出'联系观/系统优化'选答角度，并在答案示例中明确：'统筹天文、物候与农事安排，注重把握事物之间的内在联系'。材料里阴历阳历结合、日月运行兼顾、二十四节气把天文与物候联系起来，体现的就是事物联系的普遍性。学生看到'有机结合''兼顾''
2026_朝阳_一模__Q16__系统观念系统优化,2026_朝阳_一模,16,,辩证法/系统观念 系统优化,rubric-formal,选答角度：联系观/系统优化……答案示例：'运用系统优化的思路构建起协调完整的历法体系，展现出整体谋划、统筹兼顾的思维智慧',/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/细则/细则.docx 第16题,原文细则口径已转入审计：细则在'选答'中明确给出'联系观/系统优化'，答案示例的原文是'运用系统优化的思路构建起协调完整的历法体系'。材料中'十九年七闰协调差异''将天文的精确性与物候的生命性完美结合'就是把历法内部诸要素整合为协调系统的过程。学生看到'协调''兼
2026_朝阳_一模__Q16__矛盾普遍性与特殊性,2026_朝阳_一模,16,,辩证法/矛盾普遍性与特殊性,rubric-formal,选答角度：哲学类（认识论/实践与认识、联系观/系统优化、对立统一）。参考答案：'坚持矛盾普遍性与特殊性、共性与个性的具体的历史的统一……既遵循了天文规律，又适应了具体的农业生产需求，做到了具体问题具体分析',/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/细则/细则.docx 第16题,原文细则口径已转入审计：细则把'对立统一'列为选答哲学角度，参考答案直接给出'矛盾普遍性与特殊性、共性与个性的具体的历史的统一'。材料中'一般的阳历或阴历各有侧重'是普遍性，'中国农历独创二十四节气、适应中国农业生产'是特殊性。学生看到'独创''完美结合''指导农
2026_朝阳_一模__Q16__实践是认识的基础,2026_朝阳_一模,16,,认识论/实践是认识的基础,rubric-formal,选答角度：哲学类（认识论/实践与认识……）。答案示例：'农历产生于古代农业生产实践，是对自然与生产规律的正确认识，同时又能够指导农业生产与社会生活，体现了实践是认识的基础',/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/细则/细则.docx 第16题,原文细则口径已转入审计：细则在选答角度明确列出'认识论/实践与认识'，答案示例直接给出'农历产生于古代农业生产实践……体现了实践是认识的基础'。材料里'认识自然界时间变化规律的智慧结晶''指导农业生产''沿用两千多年'呈现出'实践—认识—实践'的闭环。学生看到'智
2026_朝阳_一模__Q16__认识对实践的反作用,2026_朝阳_一模,16,,认识论/认识对实践的反作用,rubric-formal,选答角度：哲学类（认识论/实践与认识……）。答案示例：'体现了实践是认识的基础，正确认识对实践具有积极的推动作用',/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/细则/细则.docx 第16题,
2026_朝阳_一模__Q21__社会存在与社会意识,2026_朝阳_一模,21,,历史唯物主义/社会存在与社会意识,rubric-formal,阐述立法的法治价值与深远意义（2分）：……适应中国式现代化这一经济基础的要求，遵循社会存在决定社会意识、上层建筑要适应经济基础的历史唯物主义原理，通过法律的完善推动经济和社会的高质量发展。,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/细则/细则.docx 第21题,原文细则口径已转入审计：细则在'阐述立法的法治价值与深远意义（2分）'中明确给出'遵循社会存在决定社会意识、上层建筑要适应经济基础的历史唯物主义原理'，并要求'通过法律的完善推动经济和社会的高质量发展'。材料用三部法律分别对应生态文明建设、民族事务、发展规划等社会
2026_朝阳_一模__Q21__社会发展两大基本规律,2026_朝阳_一模,21,,历史唯物主义/社会发展两大基本规律 基本矛盾,rubric-formal,适应中国式现代化这一经济基础的要求，遵循社会存在决定社会意识、上层建筑要适应经济基础的历史唯物主义原理，通过法律的完善推动经济和社会的高质量发展,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/细则/细则.docx 第21题,原文细则口径已转入审计：细则在意义部分明确写出'上层建筑要适应经济基础'。材料里'绿色低碳发展''共同繁荣发展''完善宏观经济治理体系，推动高质量发展'都是法律这一上层建筑回应中国式现代化经济基础发展要求的具体表现。学生看到'夯基固本''着眼长远''适应中国式现代
